"[쓰고있던 기저귀가 얼마 남지않아 추가주문을 위해 검색하다가 알게 된 기저귀 샘플체험싸이트 써봄여태까지 사용해본 기저귀는하기스 매직핏과 네이쳐메이드], 부정 텍스트 확률 : 74.44%"
"[...... .?임신주임신주..땅콩이의 거세지는 태동을 느끼며 .미리미리 준비하는 걸 좋아하는 나는 기다리고 기다리던 아기빨래를 시작했다.....단계세탁기 청소..아기빨래 하는 법을 검색해보면 일단 세탁기부터 청소하는 것이 선행되어야 한다..진짜 깔끔하고 부지런한 엄마들은 세탁기 업체를 불러서 분해까지 해가며 청소하시던대...우리 세탁기는 아직 년밖에 안되었으니 분해까지 할 필요 없다는 남편의 말에 .요즘 유명한 세탁조클리너를 사서 셀프로 세척하기로 했다...세탁조클리너도 여러 브랜드가 많은데.나는 공백에서 구입했다...우린 엘지 드럼 세탁기인데 통세척 기능이 따로 있긴한데.그냥 불림모드로차 세척을 하고.표준모드로 차 세척을 한 뒤에.세제랑 섬유유연제 통을 깨끗하게 닦고.하단 왼쪽에 있는 물빠지는 거름통?도 닦은 뒤에 빨래를 시작했다..임산부들이 하기보단 남편을 시키는게 좋은데.볕 좋은 낮에 하고 싶어 직접 했다. 배가 많이 당겼다... ... .단계세탁...손수건 세탁이 젤 번거롭다 하여 먼저 해보기로 했다..먼지가 많이 나온다는 밤부베베 손수건들..요번에 베이비 페어에서 다 사왔다. .. ], 부정 텍스트 확률 : 95.91%"
"[ 그리고 베이비플러스에서 무형광 가제손수건 장엠보손수건을 왜 따로 돌렸는지 모르겠지만일단 거즈], 부정 텍스트 확률 : 93.80%"
"[천기저귀], 부정 텍스트 확률 : 53.29%"
"[무형광 가제손수건을 세탁기에 넣고 세제 없이 울코스로 돌렸다. ], 부정 텍스트 확률 : 94.33%"
"[ 차에서는 세탁망에 넣어 아기세제도 넣은 뒤 울코스 시작.자연건조한 뒤에 또 건조기 송풍코스로 마무리.나의 세탁법은차울코스 세탁 세제없이그늘 자연건조건조기송풍모드차울코스 세탁 세제없이그늘 자연건조차울코스 세탁 세탁망세제그늘 자연건조건조기송풍모드먼지가 안나올때까지 하시는 엄마들도 계시던대 난 여기까지.. 단계보관깨끗하게 세탁한 손수건들은 지퍼백에 넣어 보관하는데일반 지퍼백도 상관없지만 베페에서 또 세트로 팔길래 좋은게 좋은거지 하며 마더케이 향균 지퍼백을 구입했다.종류별로 들어 있어서 좋은데], 부정 텍스트 확률 : 99.67%"
"[약간 사이즈가 애매한 것 같다. 아무튼 손수건 종류별로 지퍼백에 예쁘게 접어 넣어주었다.이렇게 땅콩이 손수건 빨래가 마무리 됐다.다음엔 땅콩이 옷인형속싸개겉싸개아기침대패드아기담요할 예정이다. 고생했어 땅콩엄마], 부정 텍스트 확률 : 89.24%"
"[아들이개월 에 접어들면서 한창 기저귀를 떼는 준비를 하고 있어요낮엔 스스로 화장실에 가기도 하는데 밤에는 기저귀를 하고 자지 않으면 실수하더라구요그래서 밤에 재울때는 아기 기저귀를 채우는데밤기저귀 로 괜찮은오로라 스킨핏 팬티기저귀 에요 ], 부정 텍스트 확률 : 68.88%"
"[ 오로라 스킨핏 팬티기저귀 는 단계 사이즈가 있는데딸기모양은 대형으로 감모양은 특대형으로 레몬모양은 점보형으로 이상 사용이에요저희 아들은 가 넘고 꿀벅지인지라 점보사이즈로ㅎㅎ ], 부정 텍스트 확률 : 57.92%"
"[ 우리 아들의 꿀벅지를 감당해야하기때문에 착둥이는 아기 기저귀를 고를때 발진과 흡수력도 보지만허벅지가 끼이지는 않는지 셔링부분이 뻣뻣하지 않는지도 중요하게 보거든요오로라 스킨핏 팬티기저귀 는 허벅지와 허리부분 밴드 셔링이 부드럽고 쫙쫙 잘 늘어나서 튼튼한 아기도 문제 없더라구요 ], 부정 텍스트 확률 : 76.93%"
"[ 슬림핏답게 얇아서 아이도 불편하지 않게 착용하고 통풍성도 좋아서 여름날 땀이 차거나 하지 않을것 같아보여요 ], 부정 텍스트 확률 : 98.72%"
"[ 편안한지 기저귀 차고선 재잘재잘 얘기도 하면서코도 파고 있어요ㅋㅋㅋㅋ ], 부정 텍스트 확률 : 53.80%"
"[.슈베스 .노블레스 기저귀밴드기저귀 .슈베스 밴드형 중 밤기저귀 라인 . ], 부정 텍스트 확률 : 65.79%"
"[ .슈베스 기저귀는 딱풀이 신생아 때부터 가끔 쓰곤 했다..맘스다이어리 일 일기쓰기 성공하여 받았던 것], 부정 텍스트 확률 : 79.82%"
"[ .혹시 내가 나중에 궁금할까봐 브로셔 찍어둔 사진도 원본으로 올려둔다. .노블레스는 테이프기저귀밴드기저귀 라인인데], 부정 텍스트 확률 : 85.12%"
"[ 사이즈 착용할 아가의 권장 몸무게는 ], 부정 텍스트 확률 : 59.91%"
"[노블레스], 부정 텍스트 확률 : 53.29%"
"[슬리머 중 노블레스는 흡수력이 매우 높은 것이 특징이고], 부정 텍스트 확률 : 68.19%"
"[ .한 팩에 매 들어 있다. .테이프형이라고 적혀 있는데], 부정 텍스트 확률 : 71.05%"
"[흔히들 말하는 밴드형이다. . ], 부정 텍스트 확률 : 62.90%"
"[가운데 슈베스 로고를 기준으로 좌우대칭을 맞춰 테이프를 붙이면 된다. 그 후 엉덩이부터 손가락을 넣어 한 번 훑어서 샘방지 밴드와 날개 부분이 바깥으로 나오도록 정리해주면 끝. . ], 부정 텍스트 확률 : 53.17%"
"[등으로 새는 것을 한 번 더 방지해준다. . ], 부정 텍스트 확률 : 55.50%"
"[ .ㅋㅋㅋㅋ다 먹은 약병에 물감 타서 흡수력 테스트를 한 번 해 봄 . ], 부정 텍스트 확률 : 63.94%"
"[겉도는 것 없이 전부 흡수되는 것을 확인할 수 있다. . ], 부정 텍스트 확률 : 50.12%"
"[살짝 보송하게? 돌아오는데 이러한 특성 덕분에 밤기저귀 또는 발진없는기저귀 라인으로 나온 듯하다. . ], 부정 텍스트 확률 : 59.74%"
"[ .노란색이었던 소변줄소변확인선도 액체가 닿고 나니 푸른색으로 변했다. .나는 특별한 일이 없으면 보통 시간에 한 번 기저귀를 확인하는데], 부정 텍스트 확률 : 55.38%"
"[딱풀이는 어쩔 땐 시간 내내 전혀 용변을 보지 않을 때도 있어서... 소변확인선이 있는 게 훨씬 편하다. 없으면 직접 주물주물 만져봐야하니 ㅋㅋㅋㅋ . ], 부정 텍스트 확률 : 97.22%"
"[ .노블레스사이즈 착용한 딱풀이 ... 정도지만], 부정 텍스트 확률 : 54.54%"
"[노블레스 라인은 살갗에 닿는 촉감이 유독 부드럽다. .어떤 기저귀는 좀 빳빳하고 스치면 피도 나고 그러는데ㅠㅠㅋㅋㅋㅋ 이건 부드럽고 좀... 뻣뻣한 느낌이 덜하다고 해야하나 . ], 부정 텍스트 확률 : 92.24%"
"[ .샘방지라인과 날개 부분을 전부 바깥으로 정리해 준 모습 .이렇게 하지 않으면... 응가가 더 새기 쉬우므로... 그냥 자동으로], 부정 텍스트 확률 : 89.84%"
"[무조건 손가락으로 한 번 슥 훑어서 안쪽 샘방지라인 바깥으로 세워주고 날개도 바깥으로 다 나왔는지 확인해 주는 것이 좋다 ㅋㅋㅋ . ], 부정 텍스트 확률 : 71.76%"
"[ .슈베스 노블레스 기저귀의 또다른 장점 중 하나는 옆라인이라고 해야 하나? 테이프 붙이는 저 부분이 넉넉하다는 것. .아기 허리부터 엉덩이까지를 여유 있게 감싸주기 때문에 아기가 심하게 다리를 움직여도 한쪽에 뭉쳐서 괴이는? 일이 거의 없다. . ], 부정 텍스트 확률 : 96.29%"
"[ .뒷모습 .엉덩이 부분도 여유 있고], 부정 텍스트 확률 : 58.72%"
"[허리를 지나 거의 배까지 올라오기 때문에 밤에 소변을 많이 눠도 새지 않았다. . ], 부정 텍스트 확률 : 64.41%"
"[ ..총평.무척 부드럽고 흡수력 좋은 밤기저귀 라인 밴드기저귀. .샘방지라인이나 허리 뒤쪽 밴드가 샘 방지를 한 번 더 해 주고], 부정 텍스트 확률 : 57.99%"
"[신생아기저귀 어떤거 쓰시나요?똑똑맘은 처음에는 조리원에서 사용하는 기저귀를눈여겨봤다가 그대로 구매를 해서 사용했는데결국은 마트에서 행사하는 제품이나할인율이 높은 제품으로 구매하게 되더라구요저도 어쩔 수 없는 주부이기에저렴한 기저귀도 써보고외국브랜드 기저귀도 써보고추천받은 기저귀도 써보고낮기저귀 밤귀저귀 따로도 써보고다양하게 써봤지만결국 정착은.?하기스하기스 네요], 부정 텍스트 확률 : 99.98%"
"[ 금새 뽈뽈 기어가고눈깜짝하면 사고를 치는? 바람에잠시도 눈을 뗄 수 없고곁에서 지켜보며 위험요소를 제거해주고 있답니다베이비룸이랑 아기매트 시급그런 똑이가 하루종일 차고 있는 기저귀움직임이 많은만큼 ], 부정 텍스트 확률 : 68.20%"
"[등등엄마가 고려해야할 부분이 너무 많더라구요나는야 꼼꼼하고 진지한 엄마 ], 부정 텍스트 확률 : 73.36%"
"[ 패키지도 깔끔하고 감성적인 느낌하기스 기저귀는 늘 인물사진이 그려져서더 귀엽고 눈길이 가는 것 같아요똑이 체형이 조금 크다보니남아 단계 기저귀를 착용하는데그래서인지 돌은 지나보이는 아기모델의 얼굴이 보여요인 똑이는 사용이 가능한 단계 중형 을사용했어도 되지만곧 자랄것을 대비해서까지 사용가능한단계 대형 남아용으로 넉넉하게 주문했답니다 ], 부정 텍스트 확률 : 96.30%"
"[ 저는 맘큐사이트를 가입한 후구매를 해봤지용앱도 깔고 신규회원으로 가입하니쿠폰도 주셔서 쿠폰할인가에 구매 가능했어요배송에는 주말 포함 일정도 걸린 것 같네요선착순으로 맘큐 카톡 플친추가시첫 감사쿠폰도선착순 다운가능하고이것저것 쿠폰을 받으니할인가에 구매 가능했어요 ], 부정 텍스트 확률 : 89.48%"
"[ 한 팩에는 개의 넉넉한 개수의기저귀가 가득 들어있답니다기저귀 뒷면에는 네이처메이드 오가닉 코튼커버에 대한자세한 설명을 잘 표현해두어서이해하기 쉬웠어요 ], 부정 텍스트 확률 : 61.67%"
"[ 단계 .단계 단계 단계 단계는 걷기 시작하는 아기가사용하기 좋은 단계라고 하네요우리 똑이에게 딱이겠어요신생아기저귀인 단계는 남녀공용이고단계부터 단계 까지는남아와 여아가 구분되어 있어요 ], 부정 텍스트 확률 : 86.17%"
"[ 허리밴드와 다리밴드는천연사탕수수원료 로 만든친환경 바이오메스 소재가 사용되었고묽은변을 누더라도안심샘방지포켓이 있어새지않고 안심하고 채울 수 있어요피부보습 성분인시어버터 함유 로션처리 를 한안커버 덕분에피부도 부드럽고 촉촉하게 보호될 수 있을거예요 ], 부정 텍스트 확률 : 82.81%"
"[ 재질 자체가 다른 느낌오가닉 코튼 제품답게오가닉이 함유된 것이 아니라 리얼 유기농 순면커버로 되어있어요오직 하기스 네이처메이드 오가닉만 그렇다고 하더라구요오가닉이라고 이름 붙여도실제로는 오가닉을 소량만 함유한 기저귀들이시중에 그만큼 많다는 ㅠㅠ잘 확인하고 사야되요 ], 부정 텍스트 확률 : 57.88%"
"[ 유기농 순면 안커버는국제 공인인증기관에서인증을 받은 오가닉코튼 으로 만들었어요 유럽산 흡수소재 를 적용해서 만들었다네요펄프핀란드 흡수체독일 기타 흡수층덴마크], 부정 텍스트 확률 : 96.69%"
"[ 스웨덴 ], 부정 텍스트 확률 : 53.29%"
"[ .아기피부에 닿는 허리밴드는.신축성도 쭉쭉 너무 좋고.부드럽고 편안하게 아기를 감싸줘요..천연 사탕수수원료로 만든.친환경 바이오 매스 소재를사용해서.온실가스 저감까지 생각한.착한 네이처메이드 오가닉..자연은 후손들에게 물려주는 것이 아니라.잠시 빌려 쓰고 돌려줘야 하는 것 이라는.어떤 이의 말이 떠올라요..요즘 기후변화도 심각하고.정말 지구가 아프구나 느낄 때 많은데.일회용 기저귀를 안 쓸 수는 없으니.....기저귀 하나라도 지구와 자연을 생각하는 데에.동참해야겠더라구요. ], 부정 텍스트 확률 : 97.23%"
"[ .기저귀 허리 위쪽을 보시면], 부정 텍스트 확률 : 64.04%"
"[ 보들보들하고 얇고 가벼운 기저귀아기에게 착용해봐도 불편함 없이정말 우리아기 몸을 착 감싸주더라구요한 허벅지하는 튼실한 아기임에도불편함 없이 잘 맞았구요 ], 부정 텍스트 확률 : 52.11%"
"[ 통기성을 강화한에어매쉬구조 로 되어있는 안 커버는바람도 솔솔 잘 통하고소변 또한 아기 피부에 닿는 면적이 적도록만들어져서 더 안심이 되요 ], 부정 텍스트 확률 : 61.44%"
"[ 비교를 위해 모두 오가닉이 함유된 타사 기저귀를 준비했고가운데가 네이처메이드 오가닉이라고 보시면 되용집에있는 계량컵을 이용], 부정 텍스트 확률 : 85.75%"
"[ 타사기저귀 오가닉 코튼 커버 타사기저귀순으로 보시면 되는데흡수가 다 된 다음 만져보기도 하고흡수가 잘 되었는지도 확인해보았죠아 그런데 가위로 잘라보니까안 쪽에 내용물이...이래서 조금 가격이 나가더라도오가닉 코튼 함유가 아닌 리얼 오가닉 제품을 써야하는구나 싶더라구요신생아기저귀로 처음 사용하게 될 땐좀 더 안전하게 사용할만한 유기농 순면이단연 좋겠죠?타사 오가닉코튼 기저귀들은 안감이 부직포인데폴리에틸렌], 부정 텍스트 확률 : 98.99%"
"[ 폴리에스테르], 부정 텍스트 확률 : 53.29%"
"[ 순면 등을 혼합하여만든 부직포였어요...민감하고 연약한 아기들에게는 유럽산 안심 흡수소재를 사용한안정성있는 하기스 네이처메이드 오가닉이훨씬 더 안심될 것 같더라구요코튼 함유보다는 진짜 오가닉 코튼을 확인 후 구매하기요것만 기억하면 쉬워요 ], 부정 텍스트 확률 : 73.41%"
"[흡수력], 부정 텍스트 확률 : 63.04%"
"[부드러움], 부정 텍스트 확률 : 53.29%"
"[ 사이즈별로 이렇게 나뉘어져있는데요], 부정 텍스트 확률 : 99.13%"
"[젠이는 몸무게가 . 정도 되어서대형으로 사용했어요. 넉넉하면서 꽉 끼지 않아서 좋더라구요 몸무게에 따라서 주문해서 이용하시면 좋을듯해요 ], 부정 텍스트 확률 : 73.66%"
"[그냥 로고만 그려져있는 경우도 있는데아기 기저귀 오로라는 예술적인 디자인으로 감각적인 패치워크와 컬러플레이로 아트], 부정 텍스트 확률 : 85.20%"
"[디자인], 부정 텍스트 확률 : 53.29%"
"[ 기저귀 출산선물 할 때에도 바로 선물할 수 있겠더라구요은근히 출산선물로 기저귀가 많이 들어오기 마련인데 따로 별도의 포장 없이 그냥 주기만해도 선물인게 딱 느껴지고], 부정 텍스트 확률 : 54.31%"
"[오로라 기저귀는 아기 기저귀 치고는 너무 귀엽고 제 스타일인거 있죠 ? 하지만 디자인이 무슨상관이겠어요 얼마나 좋은지를 봐야겠죠 ? ], 부정 텍스트 확률 : 51.10%"
"[ 소변줄도 기본으로 있을 뿐더러], 부정 텍스트 확률 : 58.37%"
"[활동하기에도 정말 편하더라구요], 부정 텍스트 확률 : 57.84%"
"[ 다리부분에도 이중으로 되어 있어서 대변이 새어 나오거나 그럴일은 절대 없다는 것 저는 밤기저귀로 보통 이용하는데낮에는 다른 기저귀 사용하다가 저렴이 문센가서 대변이 위로 다 새버렸....... 하..ㅋㅋㅋㅋㅋ 그래서 그날은 문센 거의 하지도 못하고똥만 치우다 온거같아요 ㅋㅋㅋ 그래서 기저귀가 굉장히 중요하더라구요], 부정 텍스트 확률 : 99.80%"
"[육아맘들은 정말 정보 공유할 때 좋다고 하면 한번씩 써보기 마련인데], 부정 텍스트 확률 : 51.47%"
"[개월 들어서면서부턴 정말 가만히 있질 않더라구요 ?사진 한번 찍기도 정말 힘들어요 ㅠㅠ 그래서 죄다 흔들린 사진뿐 ㅋㅋㅋ 비닐 소리 나서 가지고 노는게 귀여워서 찍어봤어요. 집에서는 춥지 않을 때에는 기저귀만 입혀놓거든요. 그래도 새어나오지 않으니 전혀 불안함도 없고 편안해 하는걸 보니 저도 안심했어요. 그리고 밤새 오랫동안 착용해도 발진이 안났어요 정말이에요젠이는 여아라서], 부정 텍스트 확률 : 67.96%"
"[아무래도 조금만 늦게 갈아줘도 빨갛게 발진이 생기거든요 ㅠ.ㅠ], 부정 텍스트 확률 : 57.59%"
"[ 사이즈가 커보이지만], 부정 텍스트 확률 : 52.88%"
"[그래도 밴딩도 딱맞고다리 부분도 불편하지 않게 딱 맞기 때문에사이즈 면으로는 아주 적당했어요.], 부정 텍스트 확률 : 99.62%"
"[ 밤기저귀나 외출용 기저귀 찾으신다면 오로라 기저귀 추천 드릴게요 ], 부정 텍스트 확률 : 72.29%"
