"[.지난 주에도 또 물놀이 하고 왔어요..정작 한 여름에는 사람 많아서 잘 안갈거 같은 느낌 ㅎㅎ.그리고 다시 느즈막히 물놀이 갈거에요? ], 긍정 텍스트 확률 : 81.11%"
"[ 착용하고 있을때 깨알 신축성테스트ㅋㅋㅋ힘껏 늘려보기ㅋㅋㅋㅋㅋㅋ밴드가 아주그냥 쫙쫙 잘늘어나요ㅎㅎ ], 긍정 텍스트 확률 : 93.93%"
"[ 아장아장 잘걸어다녀요ㅎㅎㅎ시그니처 하트힙 씰룩씰룩이며ㅋㅋㅋㅋ ], 긍정 텍스트 확률 : 69.21%"
"[ 이렇게 여름기저귀로 딱인 대디베이비 골드 를 소개해드렸는데요아기들은 어른들보다 열이 더 많다고 하는데대디베이비 골드로 우리아가들 한 여름 보낼수 있도록 해주세용이상 딸둘맘 이었습니다본 포스팅은 업체로부터 제품만을 무상으로 제공받아 솔직하게 작성된 후기입니다 ], 긍정 텍스트 확률 : 90.09%"
"[가만있어도 땀나는 더운 여름에도 시간 기저귀를 착용하고 있는 아가들소중한 아기들의 엉덩이를 뽀송뽀송하게 해줄여름기저귀 선택 중요하잖아요얇고 통기성 좋은 기저귀를 고르자니], 긍정 텍스트 확률 : 90.21%"
"[ 손잡이가 있어서 여행갈 때나], 긍정 텍스트 확률 : 50.13%"
"[친척집에 몇 일 방문할 때도 챙겨가기 좋구요 사이즈는 팩 개입 제품이라사용하기도 편하구요 ㅎ ], 긍정 텍스트 확률 : 97.17%"
"[ 이제 남녀공용 아니죠울아기도 살이니 남아용 제품 써줘야죠 울 둘째는 대디베이비 팬티기저귀 대형사이즈를 착용중인데요.아기에게 편안하게 잘 맞더라구요 ], 긍정 텍스트 확률 : 56.99%"
"[아기들에게 추천하는사이즈에요.대디베이비 골드 팬티기저귀 표준체중에 기초한 사이즈표가 있으니참고하세요물론 아기의 체형별로 조금씩 다를 수 있겠지요 ], 긍정 텍스트 확률 : 81.08%"
"[ 대디베이비 골드 팬티기저귀는 손잡이가 있는 윗부분에절취선 두 개를 볼 수 있는데요.이 두 부분을 손으로 부드럽게 찢어서 개봉하면 되어요. ], 긍정 텍스트 확률 : 88.54%"
"[ 하나씩 부드럽게 쓰윽 뽑아서 사용할 수 있어사용하기 편하네요 ], 긍정 텍스트 확률 : 82.00%"
"[ 대디베이비 골드기저귀디자인부터 사랑스럽더라구요아이가 사용하는 제품이니아이의 마음에도 엄마 마음에도 예쁘고 사랑스러우면 더 좋겠지요? ], 긍정 텍스트 확률 : 100.00%"
"[ 대디베이비 골드 팬티기저귀 앞면과 뒷면사랑스러운 코알라 그림과대디베이비 시그니처하트 엉덩이 뒷태를 완성할하트힙무늬도만날 수 있구요 ㅎ ], 긍정 텍스트 확률 : 99.38%"
"[ 소변줄이 앞면과 뒷면에 있어만져보지 않아도 눈으로 보고 기저귀 교체시기를 알 수 있지요.베테랑 엄마 뿐만 아니라아빠나 할머니], 긍정 텍스트 확률 : 69.00%"
"[ 할아버지도기저귀 교체시기를 알 수 있어 더욱 좋답니다 ], 긍정 텍스트 확률 : 97.30%"
"[ 여름기저귀 대디베이비 골드 팬티기저귀정말 얇지 않나요?가벼워서 살랑살랑엄마가 입어보진 않았지만], 긍정 텍스트 확률 : 88.06%"
"[ 가볍고 통기성이 좋은 느낌이 오더라구요 ], 긍정 텍스트 확률 : 87.16%"
"[ 대디베이비 골드 기저귀 안쪽 면은저자극프 리미엄 실키에어쓰루 패드 로 되어 있는데요.매직홀 이 무려 약 만여개매직홀이 흡수통로를 확보해서순간 흡수력을 높인다고 해요.또 다이아 엠보 로 피부에 닿는 면적을최소화해주는데요.공기 흐름층을 만들어서 엉덩이를 보송보송하게], 긍정 텍스트 확률 : 52.91%"
"[ 엄마 손에 닿는 느낌이 부드러워서자꾸만 만지게 되더라구요.연약한 아이 피부에 닿는 부분이 부드러워서엄마 마음에 쏘옥 드네요 ], 긍정 텍스트 확률 : 99.74%"
"[양옆으로도 쫘악 늘어나니아이의 어떤 움직임에도 편안한 착용감을 주는대디베이비 기저귀이지요. ], 긍정 텍스트 확률 : 74.55%"
"[ 저는 허벅지를 감싸는 부분도 꼼꼼히 보는데요.샘 방지가 잘 되도록 디테일한 부분도 잘 되어 있더라구요 ㅎ부드럽게 늘어나서 허벅지에도 자국이 안나더 좋네요 ], 긍정 텍스트 확률 : 71.49%"
"[ 대대베이비의 시그니처 하트힙착용해보니 더 사랑스럽더라구요 ㅎ아기 엉덩이 뒷태를 빛내주네요 ], 긍정 텍스트 확률 : 96.48%"
"[ 부드럽게 착용이 가능하답니다. ], 긍정 텍스트 확률 : 51.44%"
"[ 사용 후 깔끔하게 찢겨서 뒷처리하기도 좋더라구요 ㅎ ], 긍정 텍스트 확률 : 94.76%"
"[ 활발하게 뛰어다니는 울 둘째 어떤 움직임에도 편안하게 입고샐 걱정 없이 지내고 있지요 ㅎ ], 긍정 텍스트 확률 : 96.39%"
"[ 아이가 좋아하는 기차나 오토바이도 편하게 타지요 ㅎ아이도 대디베이비 골드 팬티기저귀가 편안한 지더 활발하게 움직이네요 ㅎㅎ ], 긍정 텍스트 확률 : 99.57%"
"[ 엄마 대디베이비 좋아요늘 사용하고 있는 대디베이비 골드 팬티기저귀와 사랑에 빠진 울 아가네요 ], 긍정 텍스트 확률 : 99.69%"
"[ 우리집 아기용 트레이에대디베이비 가득 채워놓으니든든하네요 ㅎ ], 긍정 텍스트 확률 : 68.31%"
"[ 꽤 많은 양의 물을 부어도 쫘악 흡수되는 걸 볼 수 있더라구요. ], 긍정 텍스트 확률 : 93.49%"
"[ 물을 붓고 난 후 흥건하게 물이 고여있다가고인 부분 없이 쫘악 흡수되는 걸 보니밤에도 안심하고 잘 수 있겠더라구요 ㅎ ], 긍정 텍스트 확률 : 98.04%"
"[ 대디베이비 포인트 열심히 모아야겠어요 대디베이비 앱 설치해서 앱전용 혜택도 누리자구요 ㅎ대디베이비로부터 제품만을 제공받아 작성한 후기입니다. ], 긍정 텍스트 확률 : 89.12%"
"[. .?아기랑여름휴가아기랑여름휴가 준비.사실 이 더위에 개월 아기와.여름휴가는 .도전이었습니다..어딜 나가도 푹푹 찌는 더위.....?아기와여행준비물아기와여행준비물.을 챙기자니 제일 신경 쓰이는 게 바로 기저귀더라고요.이렇게 더운 날도 아기들과 떼려야 뗄 수 없는 게 기저귀죠..얼마나 덥고 힘들까요.더욱이 열과 땀이 많은 아기들.저희 아기는 요즘 뒤집기하고 끙끙.온몸이 땀으로 축축해요..그래서.?여행기저귀여행기저귀.조금 더 얇으면서도 흡수를 잘 하는 대디베이비.로 준비했어요 ], 긍정 텍스트 확률 : 99.06%"
"[ 첫아이 때도 대디 베이비를 사용해봤지만디자인이 더 상큼하고 예뻐졌네요 ], 긍정 텍스트 확률 : 82.81%"
"[ 부드럽고 흡수 잘하는여름 기저귀 대디베이비대디베이비만의 특별함은 어떤 게 있을까요?우리 아기와 직접 사용하며 비교해봤어요 ], 긍정 텍스트 확률 : 52.40%"
"[ ○ 소프트 시트의 부드러움 ], 긍정 텍스트 확률 : 52.07%"
"[.?부드러운기저귀부드러운기저귀대디베이비는 항상 느끼는 거지만제 손에 딱 닿았을 때부터 부드러움이 남 달라요겉도 안도 진짜 부드럽거든요기분 좋은 부드러움♡조금 비싸다 싶은 기저귀도 대디베이비의 부드러움은 따라갈 수 없어요엑스트라 소프트 시트는 아기 피부에 닿는 모든 면을 부드럽고 포근하게 감싸주네요 ], 긍정 텍스트 확률 : 95.59%"
"[ ○ 슬림한 두께 ], 긍정 텍스트 확률 : 56.98%"
"[ 제가 사용해봤던 기저귀 중에 제일 얇은 거 같아요얇아서 더운 날씨 부담을 좀 덜어주고이제 막 활동을 시작하는 아기의 편안한 움직임을 도와줍니다 그래서 대디베이비를 사용한 후부터는 다른 기저귀에 손이 안 가더라고요 .?얇은기저귀얇은기저귀 대디베이비가 최고네요 ], 긍정 텍스트 확률 : 98.44%"
"[안쪽 밴드도 부드럽게 잘 늘어나요중 샘 방지로 활동이 많아도 안전하게 ], 긍정 텍스트 확률 : 66.34%"
"[ 요즘 밤잠도 대디베이비 사용 중이거든요 바람이 잘 통하는 통기성커버로 만들어 져서 요즘 같은 더운 날씨에 걱정없어요 ], 긍정 텍스트 확률 : 83.93%"
"[ 많은 양을 쌌지만안과 밖에 휴지로 꾹꾹 눌러도 뭍어나는게 없어요밤잠도 외출 시에도 대디베이비 흡수력 덕분에 믿고 잘 사용하고 있어요○ 소변 알림 줄 ], 긍정 텍스트 확률 : 77.13%"
"[ 소변줄이 선명해서 바로바로 교체해줄 수 있어요 옷 위로도 파란 선이 보여서 한눈에 알아볼 수 있어요○ 뭉침 방지가공 ], 긍정 텍스트 확률 : 89.95%"
"[ 아기가 많이 움직여도 흡수 겔이 뭉치지 않네요큰 아이 때 사용해본 기저귀 중 겔이 뭉쳐서 돌아다니는 경우도 있었거든요○ 안전한 기저귀무엇보다 중요한 안전성여러 사례들이 있었지만비싸다고 다 유명한 브랜드라고 좋은 성분은 아니였어요 ㅜㅜ대비 베이비는 국제 공인시험인증기관에서 테스트한 결과유해성분 무검출로 안전한 기저귀라고 합니다. 아기들이 쓰는 물건 만큼은 안전하게 만들어주길 바래요 ], 긍정 텍스트 확률 : 62.32%"
"[ 이곳은바다입니다 ], 긍정 텍스트 확률 : 80.02%"
"[.?기저귀기저귀 추천얇고 흡수를 잘 하니 여름 기저귀로 딱입니다자주자주 갈아주기에도 부담 없고흡수를 잘해서 곤란한 상황도 없었어요대디 베이비와 함께여름휴가 잘 다녀왔어요제품을 제공 받고 사용 후 작성한 후기입니다 ], 긍정 텍스트 확률 : 98.57%"
"[개월아기 중형밴드기저귀대디베이비골드 후기이번에 개월 률이를 위한새로운 기저귀를 마련해보았어요 ], 긍정 텍스트 확률 : 81.50%"
"[ 대디베이비 골드는률이가 뱃속에있을때산모교실에서 샘플을 받아가지구률이에게 사용해보니 괜찮더라구요그게 생각나서 소셜커머스에서 구매했죠ㅎㅎ그럼 이제대디베이비 골드 상세후기를보여드릴께요 ], 긍정 텍스트 확률 : 94.11%"
"[ 역류없다는게 가장 마음에드는인이네요게다가], 긍정 텍스트 확률 : 79.47%"
"[ 특징들이 밤기저귀용으로괜찮을것같은중형밴드기저귀 대디베이비골드률이는 소중하니까 좋은것만 주고싶은엄마마음이라죠♡ ], 긍정 텍스트 확률 : 96.15%"
"[ 대디베이비 기저귀 라인별사이즈에요잘 모르시는분들을 위해올려보았어요 ], 긍정 텍스트 확률 : 71.02%"
"[ 흡수력도 좋고 부드러움도 높으니밤기저귀로 딱그럼 역시 낮에도 좋겟죠? ], 긍정 텍스트 확률 : 92.24%"
"[ 대디베이비는 한팩에적은양이 들어있어서패키지가 요래 아담하구 귀엽더라구요ㅎㅎ ], 긍정 텍스트 확률 : 87.39%"
"[ 대디베이비 골드는슬림하게 나온 밴드기저귀라서사계절 모두 사용하기에좋은것같아요얇기를 비교하기위해기존에 사용하던킨도 프리미엄과 킨도 슬림이랑비교를해보았어요셋중에 대디베이비가 가장얇네용ㅎ ], 긍정 텍스트 확률 : 88.60%"
"[ 사이즈도까지 사용가능해서중형기저귀 치고는조금더 넉넉하답니댜또한], 긍정 텍스트 확률 : 82.41%"
"[ 안쪽 닿는부분이 부드러워서사용하기에 안심이됩니다 헿 ], 긍정 텍스트 확률 : 67.79%"
"[.바야흐로 주전.....게으름 절정ㅋㅋㅋㅋㅋ.저번에 대디베이비 기저귀를 사용해보고 남겼는데 오랜만에 우수후기 당첨됐더라구요.아직 배변훈련은 하지만 못해서 기저귀가 많이 필요한데 무려 한박스나 보내주셨더라구요.오예. ], 긍정 텍스트 확률 : 87.87%"
"[ ..그래서 어린이집이릉 집에서 한동안은 잘 쓸것 같아요.어린이집 다니니 기저귀는 더더 많이 쓰는중.......기저귀 떼기 전까지 잘 사용하겠어요♡ .감사합니다 ], 긍정 텍스트 확률 : 75.23%"
"[.안녕하세요. 꿈이엄마에요🤗.이번에 맘스클럽을 통해서 좋은 기저귀를 추천받아 사용하게 되었어요..대디베이비 기저귀인데], 긍정 텍스트 확률 : 99.93%"
"[예전에 임산부샘플팩에서 한번정도? 봤었는데.그때는 워낙 아기가 신생아였어서 제가 제대로 볼 겨를이 없었어요..이번에 사용해봤는데 정말 강추드리는 제품이에요. ], 긍정 텍스트 확률 : 97.30%"
"[ 제가 체험해본 제품은 대디베이비 골드 대형사이즈 밴드기저귀 에요.꿈이가 팬티기저귀를 사용중인데 왠지 또 다시 밴드기저귀를 사용하고 싶더라구요.마치 긴머리일때는 단발이 하고 싶고], 긍정 텍스트 확률 : 87.27%"
"[권장사이즈 에요.꿈이는 현재 라서 사이즈를 택했어요.앞에 중형 단계는 인데 앞으로 클 일만 있기 때문에 앞단계보다 사이즈가 괜찮을 것 같더라구요.사용해보니 크지 않고 잘 맞아요. ], 긍정 텍스트 확률 : 93.25%"
"[ 대디베이비 골드기저귀는 장점이 참 많아요.그 중에서도 제가 제일 좋다고 느낀 부분은슬림핏과 통기성 이에요.차근히 보여드리도록 할게요. ], 긍정 텍스트 확률 : 90.77%"
"[ 기저귀 사용할 때 지켜야할 세가지 ], 긍정 텍스트 확률 : 91.61%"
"[ 이 세가지만 지키면 기저귀는 누구나 잘 채울수 있어요.사실...고백하자면...저는 허리좌우대칭 맞춰서 붙여야 하는 것을 얼마전에 알았어요.허리에 있는 숫자들 보고도 무슨 개념인지 몰랐거든요. ], 긍정 텍스트 확률 : 95.09%"
"[ 기저귀 오픈하기 쉽게 기저귀 팩 손잡이 아랫부분에절취선 이 되어있어요.항상 힘으로 뜯거나], 긍정 텍스트 확률 : 94.90%"
"[전체다 뜯지 않고 반정도만 절취할수 있게 되어있어 참 좋더라구요.먼지가 들어가는 것을 최소화할수 있으니까요. ], 긍정 텍스트 확률 : 56.65%"
"[ 빨갛게 동그라미 표시해둔 것이 바로허리 좌우대칭 을 알수 있게 해주는 숫자에요. ], 긍정 텍스트 확률 : 86.80%"
"[ 왼쪽과 오른쪽 허벅지가 맞닿는다리밴드 에요.마치 날개와 같이 하늘하늘해요.굉장히 얇으면서도 부드러운 소재로 만들어져있어요.꿈이는 피부가 예민해서 저쪽 다리밴드가 거칠면 허벅지가 일어나기 쉬운데], 긍정 텍스트 확률 : 72.59%"
"[ 이중샘방지 도 튼실하게 잘 만들어졌어요.요즘 이유식을 먹으면서 꿈이의 응가양이 많아졌는데샐 걱정을 덜어주는 기능이에요. 더 높아진 샘 방지막으로 활동량이 높은 아기들에게 딱맞아용변처리를 용이하게 해줘요.기저귀 안쪽면은 다이아엠보 로 공기흐름층을 만들어아기 엉덩이 등 피부에 닿는 면을 최소화해 찝찝함을 줄여줘 통기성이 아주 우수해요. ], 긍정 텍스트 확률 : 99.24%"
"[그것을 방지해주는 더블와이드밴드에요.그리고 줄의 엘라스틱 밴드는 탄성이 좋아 허리를 편안하게 잡아주는 역할을 한답니다.], 긍정 텍스트 확률 : 89.07%"
"[ 대디베이비 기저귀 디자인이 참 아기자기하고 예뻐요.거기에 소변표시줄가지 노란색으로 앞뒤 모두 표시되어 있어육아초보 엄마아빠에게 큰 도움을 준답니다. ], 긍정 텍스트 확률 : 89.42%"
"[ 꿈이의 실례한 모습을 살짝 보여드리면앗], 긍정 텍스트 확률 : 94.48%"
"[응가는 아니에요앞쪽에 소변을 봤는지], 긍정 텍스트 확률 : 69.07%"
"[노란 표시줄이 파란색으로 변함을 바로 알수 있어요.확실히 통기성이 좋은지 꿈이가 기저귀가 젖었는데도 울지 않더라구요.예민예민 꿈이라서 기저귀 젖어서 축축하면 금방 울거든요. ], 긍정 텍스트 확률 : 98.25%"
