"[ 평가표도 있어서각각 써본 후 정리해서 비교해보기 좋을것 같더라구요 ], 긍정 텍스트 확률 : 81.73%"
"[오빠도 마음에 들어하고 나도 이곳이라는 생각이 들었다. 실장님 설명 중간에 아기 수유하러 상담실 옆 수유실에 다녀온 오빠에게 내가 다시 설명해주고], 긍정 텍스트 확률 : 99.30%"
"[우리 부부가 서로 상의할 시간을 갖은 후 우리는 이곳으로 결정하기로 했다. 어느 곳을 가던 듣는 말은 똑같다. 상품 구성도 비슷하다. 그러니 차별화 된 점이 무엇인지 꼭 비교하며 듣길 바란다. 베이비 파스텔 대전점은 사진 촬영 현장이 다른 곳보다 훨씬 더 커서 풀샷이 가능하고 다양한 각도에서 촬영가능하다], 긍정 텍스트 확률 : 97.95%"
"[아기가 좋아하는 쪽쪽이], 긍정 텍스트 확률 : 75.75%"
"[촬영 분 전 층에 도착하여 도착했음을 알리고], 긍정 텍스트 확률 : 56.12%"
"[촬영 하기 분 전에 미리 도착하여 수유를 하고], 긍정 텍스트 확률 : 50.03%"
"[아기가 공간에 익숙해질 수 있도록 시간을 갖었다. 덤으로 우리 부부는 스튜디오도 좀 더 둘러보고], 긍정 텍스트 확률 : 68.15%"
"[추천을 해달라고 하면 예쁜 옷을 골라주기도 하니 부모가 잘 정하면 된다. 덧], 긍정 텍스트 확률 : 83.63%"
"[처음에 스텝분이 남자아기 옷을 안내해주어 당황했지만...우리 애기가 잘생쁨이라 그랬겠지... 하며 마음을 진정해보았다. 저희 아기는 여자예요.....오가닉 옷을 입힌 내 잘못인가...ㅜㅜ ], 긍정 텍스트 확률 : 89.82%"
"[촬영 분전 우리에게 사진 촬영에 대해 설명해주고], 긍정 텍스트 확률 : 88.29%"
"[내 자식이 이쁜건 어쩔 수 없나보다. 사진을 잘 찍어주신 베이비파스텔 작가님과 함께 고생하신 스텝분에게 박수를성장앨범 할까 말까 고민이 많았는데], 긍정 텍스트 확률 : 83.48%"
"[아이를 생각하고 편하게 해주는지를 중점으로 두어 선택하길 바란다.다만], 긍정 텍스트 확률 : 79.19%"
"[어느업체를 가던 자신과 잘 맞는 곳이 중요하다. 평생 남는 사진], 긍정 텍스트 확률 : 75.92%"
"[다신 돌아올 순 없는 아기 때 모습이기에 기록으로 예쁘게 남기는 것도 엄마와 아빠가 아기를 위해 해줄 수 있는 일 중 하나라고 생각한다.다음 일 촬영이 더욱 기대된다. 잘 찍는다 베이비파스텔], 긍정 텍스트 확률 : 99.93%"
"[쿠잉 기저귀 포장은 일단 깔끔하면서 귀욤.한 팩에라지 장이 들어있다.사진에 모델 아이의 찌찌를 스티커로 가려주는 센스 조으다. ㅋㅋㅋ ], 긍정 텍스트 확률 : 74.16%"
"[무형광 무인공향으로 화학첨가 최소화. 라고 친환경인증제품 사용한 거에 부여하는 인증표시라네.피부자극테스트도 완료하고 무엇보다 메이드 인 코리아라 마음에 들었다. ], 긍정 텍스트 확률 : 64.75%"
"[커스텀핏 팬티형.라지 사이즈는 키로가 입을 수 있다. ], 긍정 텍스트 확률 : 67.01%"
"[그리고 아이를 키우는 엄마로써 이런 표는 정말 박수치고 환영한다. 우리 아이의 피부에 직접], 긍정 텍스트 확률 : 85.15%"
"[무늬는 고양이와 하트 두가지 무늬가 들어있는데 울 첫째는 고양이 무늬를 더 좋아했음. ㅋ그리고 앞뒤 헷갈리지 않게 한글로 앞모습 뒷모습 적어놔주신 센스 또한 감사합니다.], 긍정 텍스트 확률 : 98.94%"
"[허리밴드의 신축성도 아주 만족하는 중. 좍좍 늘어놔줘서 디라인에 허벅지 미인인 울 둘째도 편하게 입을 수 있었다.], 긍정 텍스트 확률 : 82.10%"
"[이중 샘방지막 덕에 한번도 샌 적이 없다... 만 요건 낮에 후딱후딱 갈아줬을 때의 경우고. ㅎ ], 긍정 텍스트 확률 : 71.88%"
"[낮기저귀로 추천합니다 ], 긍정 텍스트 확률 : 93.99%"
"[호랑이무늬 기저귀커버넘나 귀엽죵.유니크하면서 실용적인 디자인이특징인 클로즈는세계인이 사랑하는 영국 프리미엄유아 브랜드에요. ], 긍정 텍스트 확률 : 96.69%"
"[ 대나무 섬유로 제작되어향균기능과 통기성], 긍정 텍스트 확률 : 52.50%"
"[흡수성이뛰어나서 피부가 연약한 아기들에게더더욱 안전한 소재로 만들어졌답니다. ], 긍정 텍스트 확률 : 55.02%"
"[클로즈 천기저귀커버는코팅된 방수원단으로만들어져 있어요.아이들이 좋아할만한 유니크한캐릭터들로 디자인되어있어엄마와 아이 모두 만족하는 기저귀 랍니다 ], 긍정 텍스트 확률 : 62.79%"
"[ 스마트 흡수 패널인데아기기저귀 중앙에 집중되는 소변을추가흡수 해주어 내피의 빠른 건조를 돕는클로즈만의 스마트한 흡수 패널이에요 ], 긍정 텍스트 확률 : 79.06%"
"[쉽게 분리하고 부착할 수 있도록작은 회색단추가 달려있어요 ], 긍정 텍스트 확률 : 56.92%"
"[중 샘방지 밴드는소변이나 응가가 새지않도록잘 밀착시켜 준답니다 ], 긍정 텍스트 확률 : 66.06%"
"[중 흡수층 내피가완성됩니다부스터내피는대나무섬유 원단이라흡수력과 향균성부드러움이 뛰어나기 때문에밤에 기저귀갈아주기 어려운 엄마들은요 클로즈 기저귀를 추천드려용 ], 긍정 텍스트 확률 : 91.15%"
"[뱀부내피 부스터만 따로 교체할 수 있기 때문에여분의 부스터가 있다면부스터만 빠르게 교체할 수 있답니당 ], 긍정 텍스트 확률 : 68.53%"
"[허벅지 안쪽 고무줄은 이중으로 되어있어 샘방지도 확실히 되서밤에 클로즈 천기저귀 하나면나중에 시간 풀잠 잘때걱정 없이 잘 수 있을 것 같네요방수력 하나는 최고인 듯해요. ], 긍정 텍스트 확률 : 81.64%"
"[별도로 판매하는 것도 이거랑 같은거 더라구요. 요 여분의 녀석도 무형광이에요 ], 긍정 텍스트 확률 : 74.36%"
"[클로즈 천기저귀 세탁방법세탁기 및 손세탁 모두 가능합니다.단독 세탁으로 세탁망을 이용하여도의 미지근한 물로 세탁해주세요물 속에 오래 담가두지 마시고삶거나 뜨거운 물로 세탁 하지 마세요깨끗하게 단독세탁을 한 후에제이에게 클로즈 천기저귀를입혀봤어요 ], 긍정 텍스트 확률 : 71.72%"
"[두겹의 내피에커버까지 합친 두께가 꽤 되어서 아직 너무 작고 어린 아가에겐 등이나 배부분이 살짝 뜨는 느낌이 있어요.호랑이 기저귀커버디자인이 너무 유니크해서내 맘에 쏙 들어요 ❤️ ], 긍정 텍스트 확률 : 96.99%"
"[남편이 호랑이띠라호랑이 무늬로 겟했는데넘나 귀엽고 좋으댜 🐯궁디 팡팡호랑이 궁디 넘 귀엽죠끄응팬티로 갈아타기 전에열심히 입어보자 제이야 ], 긍정 텍스트 확률 : 58.35%"
"[ 체험 후 작성한 솔직한 후기 입니다 ], 긍정 텍스트 확률 : 68.19%"
"[💙할인중 🖤 ], 긍정 텍스트 확률 : 67.40%"
"[할인중 기저귀매트테이블 ], 긍정 텍스트 확률 : 67.40%"
"[ 세일중 현재가격], 긍정 텍스트 확률 : 66.41%"
"[보셨던 제품 정보는 쿠팡 품목으로 일시 품절이 될 수 있습니다. ], 긍정 텍스트 확률 : 65.59%"
"[해당 글은 제휴마케팅 해당 포함된 광고로 일정 커미션을 지급받을 수 있습니다. ], 긍정 텍스트 확률 : 80.38%"
"[노브랜드 팬티기저귀 후기신생아때부터 지금까지 팸퍼스로 쭉 쓰고있었다.가끔 다른 기저귀 궁금해서 사본거랑], 긍정 텍스트 확률 : 55.68%"
"[우리아기 몸무게보다 싸이즈가 커서 한참을 고민했다.우리 꾸꾸는 아직초반이라서], 긍정 텍스트 확률 : 92.10%"
"[기저귀 겉에 축축함도 없고 괜찮았다.그리고 사이즈가 조금 컸을텐데도 옷이나 이불에 새지도 않았다.의외로 괜찮은 기저귀였음 ], 긍정 텍스트 확률 : 54.28%"
"[하루종일 노브랜드 팬티기저귀를 썼는데 괜찮아서 앞으로도 쭉 쓸까 고민중이다.일단 내일 기저귀 정기배송일인데], 긍정 텍스트 확률 : 95.20%"
"[오늘 우리 아기는 고리끼우기를 재미있게 하고 놀고], 긍정 텍스트 확률 : 85.56%"
"[블라인드 들추기 놀이도 신나게 했다. 먼지 떨어지는데...블라인드 높이를 좀 더 올려줘야겠다.그리고 범퍼침대에서 탈출하려다가 앞으로 고꾸라져서 입술이 터졌다. ㅠ 속상해 ㅠ 나랑 엄마가 바로 앞에 있었는데], 긍정 텍스트 확률 : 74.74%"
"[식탁위의 물건이며], 긍정 텍스트 확률 : 51.39%"
"[어디든 손닿는 곳의 물건은 다 만지고 끌어내리고 난리인요즘개월 초반에 이정도이면 앞으로 더하겠지? ㅎ이제 시작이라고생각하고 마음을 굳게 먹어야겠다.붙잡자 정신], 긍정 텍스트 확률 : 99.98%"
"[ 수납장에 곱게 들어있는 빌로기 기저귀 ㅎㅎ다 쓰고 또 왕창 쟁여놔야지 ㅎㅎ .?빌로기기저귀빌로기기저귀.?밴드기저귀밴드기저귀.?밤기저귀밤기저귀 ], 긍정 텍스트 확률 : 85.65%"
"[ 메리즈 기저귀 써보니 좋네요 기저귀 사용 후 솔직한 후기 ], 긍정 텍스트 확률 : 65.15%"
"[꼼꼼히 기저귀를 늘려도 보고 앞뒤도 보고 옆에 샘 방지부분도 살펴보았는데요. 지금까지 썼던 기저귀 중에서는 하스 제품이 가장 맘에 들었는데 메리즈 제품은 더 쫙쫙 잘 늘어나서 아기가 더 편안해 할 것 같아요 안쪽 부분의 독특하고 조밀한 엠보싱 구조는 흡수가 정말 잘 되더라구요. 아기가 밤새 자고 일어난 아침에 오줌을 제일 많이 싸는데 아직 중사이즈 사용하는데 조금 작아진 듯 해서 사이즈 주문했더니 새지 않고 빵빵하게 젤리같은 것으로 바뀌어 있더라구요. 흡수가 워낙 잘 되 뽀송한지 아기가 보통 아침에 일어나면 축축한지 울기도 하던데... 메리즈 기저귀를 차고서는 불편한 기색이 없길래 봤더니 엄청 싸고도 잘 놀구 있어요. ㅠ 엄마가 괜히 미안해지더라구요. ], 긍정 텍스트 확률 : 97.54%"
"[본 포스팅은 제품을 롯데상사㈜로부터 제공받아 솔직하게 작성한 후기입니다. ], 긍정 텍스트 확률 : 68.07%"
"[안녕하세요디혜디혜입니당 ], 긍정 텍스트 확률 : 70.45%"
"[오늘은 엘지생활건강에서 나온 토디앙 코튼캔디 기저귀를 소개해드려요보통은 아린이가 팬티기저귀를 사용하는데..외출해서 기저귀 갈아줄때는 밴드기저귀가 더 편리하더라구요옷을 다 안벗겨도 되니까 더 쉽고 빨라요 ㅎㅎ특히 겨울에 원피스 입고 양말달린 팬티스타킹 같은거 신을때는.....무조건 밴드기저귀..ㅋ밴드기저귀는 외출용으로 필수라 쟁여두니 맘이 든든하네요...암튼넘 사랑스러운 토디앙 기저귀 소개 시작합니다 ], 긍정 텍스트 확률 : 94.62%"
"[귀여운 토끼와 양이 그려져있는 토디앙 기저귀♡ ], 긍정 텍스트 확률 : 78.75%"
"[요렇게 손잡이도 있어서 집에서 옮길때도 편하네요 ㅎㅎ ], 긍정 텍스트 확률 : 94.57%"
"[여기 날개부분이 되게 얇으면서 부드러웠어요아기살이 직접 닿이는부분인데...안심이에요 ], 긍정 텍스트 확률 : 90.77%"
"[토디앙 코튼캔디 기저귀의 대특징 ], 긍정 텍스트 확률 : 56.76%"
"[기저귀 모양..아무리봐도 너무 귀여워요 ㅋㅋㅋ옆샘방지가 있어 오르락내리락 활동을 격하게해도 샐 염려 없어요 ], 긍정 텍스트 확률 : 57.81%"
"[뒷샘방지 와이드 안심 허리밴드가 등과 기저귀 사이의 틈새부분을 없애주어 샘 걱정없죠 ], 긍정 텍스트 확률 : 52.94%"
"[정리도 넘나 깔끔하게 ㅎㅎ ], 긍정 텍스트 확률 : 91.53%"
"[옷을 입어도 맵시가 살아있어요 ㅋ ], 긍정 텍스트 확률 : 62.77%"
"[ .?토디앙토디앙 .?토디앙기저귀토디앙기저귀 .?기저귀기저귀 .?코튼캔디코튼캔디 .?코튼기저귀코튼기저귀 .?기저귀추천기저귀추천 .?토디앙코튼캔디토디앙코튼캔디 .?기저귀기저귀 ], 긍정 텍스트 확률 : 89.60%"
"[슈베스 기저귀 샘플이 어디서 났는지도 모르게개가 있었다ㅋㅋㅋ아마도 맘스클럽가서 받은 선물에 들어 있었겠지 싶은데그 덕에 슈베스 기저귀를 써보게 되서앞으로 기저귀 선택에 도움이 될까 싶어서 적어본다 ], 긍정 텍스트 확률 : 83.14%"
"[샘플을 조금 쓰다보니 다른것보다 비교가 덜 될수밖에 없지만그래도 장단점을 적어본다장점 . 앞 뒤 구분 확실하여], 긍정 텍스트 확률 : 80.77%"
"[옥수수필름과 대나무부직포를 사용한친환경기저귀네이쳐러브메레 에코 년연속 로하스인증을 받았고요세계최고 인증기관인인증 등수많은 인증을 받았더라고요최근에 친환경기저귀로 바꾸면서 네이쳐러브메레 에코팬티기저귀도 사용해봤네요 ], 긍정 텍스트 확률 : 93.61%"
"[키로수별 사이즈에요허벅지는 가는편인데배가 많이나온 울 뽀뽀ㅎㅎ이제 점보형을 써야하네요 ], 긍정 텍스트 확률 : 96.61%"
"[아래는 비슷한 가격대의 타사 기저귀랑두께를 비교해봤어요미세한 차이지만 네이쳐러브메레가 약간 더 얇은느낌 ], 긍정 텍스트 확률 : 60.35%"
"[디자인도 오히려 심플하니 예쁘지 않나요ㅎㅎ배기거나 자국 없이 편하게 감싸주는 느낌 ], 긍정 텍스트 확률 : 94.10%"
"[친환경기저귀는 일반기저귀보다 가격대도 더 다양하고요 생각보다 종류가 많아서선택하기 쉽지 않죠ㅠㅠ역시 제일은 직접 써보는게..ㅎㅎ더 자세한 제품설명은아래 네이쳐러브메레 쇼핑몰에서 볼 수 있어요 .. ... ], 긍정 텍스트 확률 : 99.16%"
"[ 이미 정착해서 쓰고 있는 아기기저귀가 있는데], 긍정 텍스트 확률 : 56.22%"
"[편안한 착용감과 놀라운 흡수력], 긍정 텍스트 확률 : 54.95%"
"[뛰어난 통기성과 순면 감촉 커버를 메인으로 하는 앙블랑 킵팬티 기저귀 단계는 걷기시작하는 아기를 위한 제품이고], 긍정 텍스트 확률 : 52.80%"
"[ 앙블랑은 불어로 깨끗한 아기라는 뜻이라고 한다. 왠지 프랑스에서 생산한 느낌인데 제조국은 대한민국이네 ㅎㅎ 자랑스러운 대한민국 프리미엄 아기기저귀], 긍정 텍스트 확률 : 59.96%"
"[흡수되는 부분에 보면 이렇게 구멍이 송송 최첨단 에어홀 기술로 통기성이 뛰어나기 때문에 발진 걱정도 덜 수 있다고 하는데], 긍정 텍스트 확률 : 63.52%"
"[정말 우리 아기에게도 발진 전혀 없었음 다른 기저귀들에 비해 가장 좋은 점이라면 개인적으로 다리 옆부분 소변 샘방지 시스템이 확실하다는 것간혹 바지가 축축해지는 느낌이 있을 때도 있었는데 이 제품은 전혀 그런 일이 없었다확실히 셔링이 짱짱해서 그런거같네], 긍정 텍스트 확률 : 53.08%"
"[ 울 아기한테 입혀보았다. 키로부터인 대형사이즈인데 울 아가는 .에 허벅지가 그리 두껍지 않은 편인데 확실히 셔링이 쫀쫀하게 들어가 있어서 아이 허벅지], 긍정 텍스트 확률 : 83.78%"
"[ 활동하기 편한지 세상 편한 포즈로 앉아있는 따님 ㅋㅋㅋㅋㅋㅋㅋ 그새 쉬야해서 소변표시줄이 푸른색으로 바뀌었네ㅎㅎㅎ 디자인이나 색이 요란스럽지 않고 깔끔해서 심플하고 고급스러운 느낌이고], 긍정 텍스트 확률 : 65.56%"
"[화학성분도 최소화된 느낌이라 좋음. 유해성분 테스트], 긍정 텍스트 확률 : 86.32%"
