"[.우리❤ ], 긍정 텍스트 확률 : 62.63%"
"[ 이번주 토요일 딸냄 생일인데 딱 에그풀 체험단에 선정되었네요..오늘 바로 다녀왔습니다........ ......? 본문 이미지층 입구에요.. 주차장 입구에서도 확 눈에 띄게 되어있어서 찾기 쉬워요.. 간판도 넘나 이쁘죵?에그풀..달걀귀신들이 사는 우리집 식구들 취향저격인듯 했어요...... ......? 본문 이미지매장 분의기는 깔끔했어요.. 우드톤으로 차분한 분위기에요.. 저녁시간보다 조금 일찍 도착해서 그런지 한적해보이네요........ ......? 본문 이미지여기는 기어방 이에요.. 아이들이 기어다닐 수 있는 방..그래서 기어방이라고 남편은 완전 빵 터졌답니다..ㅋㅋ 엄마들도 코로 밥먹지 말고 맛나게 먹으라는 배려있는 공간.. ...], 긍정 텍스트 확률 : 100.00%"
"[...?...... ......? 본문 이미지아이들을 배려하는 공간이 있어요..손씻을 수 있는 세면대와 보조계단도 있구요.. 기저귀도 갈 수있네요.. 노키즈존도 많은데 진심 엄마들의 마음을 알고 계신듯 해요........ ......? 본문 이미지실내 곳곳마다 공기청정기가 있답니다쾌적한 환경에서 식사하기 좋아요...... ......? 본문 이미지...... ......? 본문 이미지...... ......? 본문 이미지...... ......? 본문 이미지한쪽 공간에는 아이들을 위한 작은 서점이 있어요..옹기종기 앉아서 색칠공부 할 수 있는 공간도 있고..책을 읽을 수도 있어요.. 직원분이 친절하게 아이에게 재미있을법한 책을 추천해주시기도 하고 여자아이 남자아이 구경할 아기자기한 물건들도 많아요..판매도 하시는데 가격도 착해요..무엇보다 좋은건 이 공간으로 인해서 작은아이가 핸드폰을 찾지않고 덕분에 저희 부부도 여유롭게 식사할 수가 있었어요........ ......? 본문 이미지...... ......? 본문 이미지이제 주문한 음식이 나옵니다..아기자기한 아이들 식기도 따로 주시고.. 저희것도 흔하지 않은 예쁜 수저포크나이프.. 집에도 들여놓고 싶었어요........ ......? 본문 이미지...... ......? 본문 이미지첫번째로 나온 음식은 대표샐러드와 크림파스타정확한 이름이..ㅜㅜ샐러드는 세상 먹어본 샐러드중 최고였어요.. 계란반숙.사과.귤.토마토.아보카도.무화과.구운새우에 먹어도 먹어도 끝이없는 야채들.. 먹는 내내 최고다 최고다 하며 이렇게 정성이 가득한 샐러드는 처음이라며 감탄을 금치 못했어요.. ...], 긍정 텍스트 확률 : 100.00%"
"[...?스파게티도 생양송이와 베이컨이 가득가득.. 딱좋은 소스 농도와 양.. 이 또한 좋은 재료와 양을 아끼지않고 듬뿍듬뿍 사용했다는걸 느꼈어요..파스타와 같이 나온 빵도 짱맛...... ......? 본문 이미지새우피자에요.. 세상 새우피자에 이렇게 큰피자는 첨이에요..아이가 먹으면서 새우가 완전 탱글탱글해맛있어.. 이러더라구요..도우반죽도 쫄깃쫄깃.. 부드러워요. 식었어도 딱딱해지지 않고 다시 뎁혀도 처음 그맛을 낼 수 있을법한 도우였어요 ...], 긍정 텍스트 확률 : 99.89%"
"[...?...... ......? 본문 이미지마지막 스테이크.. 이것도 말이 필요없답니다..고기 한점 입에 넣으니 겉은 살짝 바삭..안은 촉촉.. 너무너무 맛있었어요.. 보통은 남편과 아이들에게 양보하는데 요건 제가 제일 많이 먹었나봐요구운야채도 버섯.가지.아스파라거스 구운마늘 옥수수.. 까지도 하나 남길게 없는 정말 최고에요........ ......? 본문 이미지...... ......? 본문 이미지대식가 가족답게 인 메뉴를 시켜서 배가 찢어지도록 클리어한 뒤에 입가심으로남편은 모히또 전 레몬에이드를 주문했어요..별 기대없이 주문한거였는데 음료에도 정말 정성이 가득하네요..오산이라 집에서 가깝지는 않은데 또 다시오고 싶은 그런곳이에요.. 에그풀에서 무상으로 식사권을 제공받아 작성한 후기입니다..에그풀오산에그풀브런치카페오산맛집오산세교맛집아이와가기좋은곳], 긍정 텍스트 확률 : 99.99%"
"[안녕하세요.지난 월 일월 일까지 박 일로 꽃돈이와 함께 세식구가 여수여행을 다녀왔어요.꽃돈이가 태어나고 번째 여행인데요.첫 여행에서 박일이었다면 이번에는 조금 용기를 내어 하루 더 다녀왔답니다.그 중 첫날 묵었던 여수 유탑 마리나 이야기를 풀어볼까해요.유탑마리나는 인피니풀로 많은 사랑을 받고 있고], 긍정 텍스트 확률 : 99.55%"
"[가족단위로 부담없는 여수여행을 다녀오기에 안성맞춤이더라고요.특히나 이번 여행에서 가장 친절했던 곳이 바로 조식을 진행한 더 웨이븐이었기에 기억에 많이 남는 곳이었어요.그리고 체크 아웃 직후에 시간 정도 신나게 놀았던 릴리펏은 별도로 포스팅을 한 번 더 해볼까해요 ], 긍정 텍스트 확률 : 99.86%"
"[ 여행 준비에 앞서서 늘 고민하게 되는 부분이 숙소인데요.아기가 있는집이라면 더더욱 많은 고민을 하게 되는 것 같아요.걷고 호기심이 많은 개월의 꽃돈이도 잠버릇이 있기도 하고], 긍정 텍스트 확률 : 87.06%"
"[침대가 있는 객실보다는 오션 패밀리 온돌로 선택하게 되었어요.조금 많이 아쉬웠던 객실크기 ㅠㅠ다음에 재방문 한다면 침대가 있더라도 객실 업그레이드 해서 다녀오려고해요. ], 긍정 텍스트 확률 : 70.29%"
"[수영 후 수영복을 세탁해 둘 수 있어서 매우 편리하더라고요.그리고 생수는 병이 제공되었고요. ], 긍정 텍스트 확률 : 71.41%"
"[ 오션 패밀리 온돌은 이불이 채 깔려 있더라고요.새로운 곳이라서 정말 ㅋㅋㅋ 꽃돈이가 아주아주 신나했어요.깔끔하고 룸 컨디션은 나쁘지 않았고요 ], 긍정 텍스트 확률 : 79.06%"
"[ 객실 화장대에 충전기가 있어서 참 편리했어요.그리고 온돌도 따끈따끈 잘 올라와서 정말 저 떡실신...꽃돈이 낳고 이렇게 꿀잠 자긴 또 처음이었네요 ㅋㅋㅋ ], 긍정 텍스트 확률 : 94.18%"
"[ 칫솔도 있고], 긍정 텍스트 확률 : 70.79%"
"[빗도 있고 면봉이랑 화장솜 머리끈도 있더라고요.샴푸], 긍정 텍스트 확률 : 56.22%"
"[ 정말 신기했던 욕실 ㅋㅋㅋ네 욕실이 블라인드 올리면 샤워하는게 보여요 ㅋㅋㅋㅋㅋㅋㅋㅋ다른 객실들도 다 그런지 모르겠지만 신선했네요 ㅋㅋㅋㅋ ], 긍정 텍스트 확률 : 88.05%"
"[ 오션뷰이기도 하지만 반대편으로는 멀찍이 빅오쇼도 보이겠더라고요.날씨가 첫날 너무 좋았어서 바다도 예쁘고 하늘도 너무 예뻤어요 ], 긍정 텍스트 확률 : 91.71%"
"[ 층에는 카페 곳과 편의점], 긍정 텍스트 확률 : 73.00%"
"[한정식집이 있어요. 일반 식사도 판매하는것 같은데 저희가 한바퀴 돌때는 브레이크 타임이었어요.그리고 층에는 키즈카페 릴리펏이 있더라고요. 투숙객 분 무료였는데 저희는 다음날 비가왔어서 체크아웃하고 다른 호텔 체크인 전까지 신나게 놀았어요.그리고 층에는 피트니스센터와 탁구장], 긍정 텍스트 확률 : 82.19%"
"[펍과 스낵바가 있었어요.무엇보다 층엔 인피니티 풀이 있어서 한번에 즐거운 시간을 보내기에도 좋더라고요. ], 긍정 텍스트 확률 : 84.90%"
"[ 아기 튜브들도 있고 구명조끼도 있고요꽃돈이는 역시나 이번에도 튜브 거부하네요 ㅋㅋㅋㅋ그래서 제가 안고 놀았어요.아직은 엄마품이 가장 좋은 쫄.보 더라고요 ㅋㅋㅋㅋ ], 긍정 텍스트 확률 : 99.28%"
"[ 튜브에서 무서워 하는 꽃돈이 ㅋㅋㅋ그래도 수영장 물이 재미있는지 다행이었어요.요즘 꽃돈이가 목욕을 거부해서 제가 좀 힘들거든요 ㅠㅠ ], 긍정 텍스트 확률 : 96.50%"
"[ 수영 다녀와서 객실에서 바깥보며 신나하는 꽃돈이에요좋아하는걸 보니 여행도 다니고 하나봐요 무엇보다 너무 잘자고 너무 잘 놀아주니 집에서랑 다르게 저희가 너무 편했어요 ㅋㅋㅋ정말 일 여행다닐각이라고 해야할까요 ㅋㅋㅋ이 날 밤 저랑 꽃돈이는 기절잠자고요다음날 여수는 비가 왔어요. ], 긍정 텍스트 확률 : 92.49%"
"[달걀후라이와 소불고기로 엄청 많이 먹었거요 ], 긍정 텍스트 확률 : 78.17%"
"[ 저 평소에 식빵 안좋아하는데 ㅋㅋㅋ 여수 수영장 호텔 조식 먹으러 가서 식빵의 참맛을 알았다고 할까요 ㅋㅋㅋ아마 버터발라 먹어서 더 그랬던것 같은데요 ㅋㅋㅋ살찌니 빵이 다 맛있고 ㅋㅋ 큰일이네요 ㅋㅋ 오늘 친정엄마가 저 보시고 살빼야지 하면서 하고 가셨는데 ㅋㅋㅋ ], 긍정 텍스트 확률 : 66.02%"
"[ ㅋㅋㅋ꽃돈이가 아주 열심히 잘 먹어주었고요일찍 조식을 먹어서 체크아웃까지 뒹굴뒹굴이 날부터 태풍이라 야외활동을 못했지만여수 수영장 호텔에는 릴리펏 키즈카페가 있으니 걱정 없더라고요 ], 긍정 텍스트 확률 : 80.62%"
"[착한 안면홍조크림 어니스트맘 크림 ], 긍정 텍스트 확률 : 73.88%"
"[ 기다리던 택배가 도착했다바로 어니스트맘 카렌듈라 버터 베이비 크림 어니스트맘 크림은 안면홍조크림으로도 유명한 제품이다], 긍정 텍스트 확률 : 95.01%"
"[ 어니스트맘 브로슈어와 샘플도 함께 왔는데깔끔하고 정갈한 패키지가 ... 나의 마음을 먼저 사로잡는다 ], 긍정 텍스트 확률 : 99.20%"
"[ 먼저 어니스트맘 카렌듈라 버터 베이비 크림 카렌듈라 성분이 함유되어있는 제품이라 보습에 좋고 안면홍조완화에도 탁월한 제품이다 ], 긍정 텍스트 확률 : 85.56%"
"[ 그리고 샘플로 온 베이비 로션과 베이비 크림지금 내가 사용하고있는 제품은 베이비 크림인데 로션도 써볼기회가 생겼다 얏호이렇게 챙겨주는 센스], 긍정 텍스트 확률 : 55.30%"
"[ 그리고 어니스트맘 브랜드 스토리 어니스트맘은 브랜드명처럼 엄마의 마음을 담은 브랜드우리 아기가 먹고 피부에 닿는것에는 예민할수밖에 없는 엄마그래서 더 신경쓰고 꼼꼼하게 따질수밖에 없는 엄마의 마음으로 정직하게 아기와 험마 그리고 자연을 위한 제품을 만든다고한다], 긍정 텍스트 확률 : 99.98%"
"[ 지금 내가 사용하고 있는 어니스트맘 카렌듈라 버터 베이비 크림은안면홍조크림으로도 꽤 유명한 어니스트맘 크림이다착한 성분으로도 많은 사랑을 받고 있는 제품], 긍정 텍스트 확률 : 99.40%"
"[ 나는 튜브타입이 더 위생적이고 깔끔하게 쓸수있다고 생각한다 아주 만족그리고 어니스트맘은 전 세계 유일하게 공용으로 사용되고 있는동물 보호 단체들이 인정하는 인증 제품으로 공식적으로 인증 마크를 받은 제품말로만 동물실험 반대한다는 브랜드들도 있는데 어니스트맘은 뭐든 실천에 옮기는 브랜드인것 같다], 긍정 텍스트 확률 : 64.47%"
"[ 캡을 열어 씰링을 제거해준다하나하나 세심하고 믿을수있는 제품인 어니스트맘 크림 ], 긍정 텍스트 확률 : 65.78%"
"[알로에베라잎 ], 긍정 텍스트 확률 : 55.83%"
"[망고씨버터인데이 중 카렌듈라는 항염증 ], 긍정 텍스트 확률 : 75.46%"
"[향진균완화 효과가 있어 민감성 피부에 특히 좋다고 많아 알려진 성분이다 피부 장벽강화 ], 긍정 텍스트 확률 : 70.39%"
"[상처치유에도 효과적이라 알려져있다 카렌듈라에 플라보노이드 성분이 다량 함유되어있어 항균 ], 긍정 텍스트 확률 : 62.78%"
"[ 손목부분에도 아토피때문에 ㅠㅠ 스트레스 받는데여기에도 잘 펴발라줬다부담스러운 끈적임없이 부드럽게 흡수되서 아주 만족스럽다그리고 뭔가 즉각적으로 느껴지는 보습이랄까?바르면 편안해지는 기분 겨울이고 여름이고 항상 건조한 부분들이 있는데 ㅠㅠ수시로 덧발라주고있다 그래서 그런지 간지럽고 붉어지는게 확실히 좀 덜한 느낌?조카들이 전부 피부가 민감한편인데 아이들이 사용하기에도 너무 좋은 안면홍조크림인 어니스트맘 크림써보니까 넘 좋아서 언니한테도 강력추천해줬다], 긍정 텍스트 확률 : 100.00%"
"[ 본 포스팅은 업체로부터 제품을 제공받아 체험 후 솔직하게 작성한 후기입니다. ], 긍정 텍스트 확률 : 64.50%"
"[..빌리 거즈블랭킷 이렇게 사랑스러울수가 . ], 긍정 텍스트 확률 : 98.81%"
"[ 이런 깔끔하고 감성뿜뿜하는 요런 디자인이제 마음에 쏙 들었답니다 ], 긍정 텍스트 확률 : 81.35%"
"[ 뚜껑열어보고 귀여워서 풉♡♡돌돌돌 말려있는 거즈블랭킷이 넘나 귀여웠어요 ], 긍정 텍스트 확률 : 96.73%"
"[ 이렇게 꼼꼼하게 포장되어 온건 빌리가 첨이에요.원통비닐포장으로 깔끔했고오픈했을때 간혹 냄새가 나 찝찝한제품도있던데빌리 블랭킷은 냄새도 없고 포장도 깔끔해서처음 오픈할때부터 괜히 기분이 좋더라구요 ㅎ ], 긍정 텍스트 확률 : 84.47%"
"[ 아기 거즈블랭킷을 구매하기위해 검색해보면제품이 너무 많아 당황스러울때가 있는데], 긍정 텍스트 확률 : 61.81%"
"[ 여기서 꼭 체크해야할 부분이 있어요.바로 국내에서 제조됬는지에 대한 확인인데요], 긍정 텍스트 확률 : 95.33%"
"[ 원단 쵸이스부터 제조까지 오로지 대한민국에서이루어진 프리미엄.?여름이불여름이불 는아이의 피부에 직접 닿는 제품인만큼안전하고 꼼꼼하게 만들어 믿을 수있죠. ], 긍정 텍스트 확률 : 86.03%"
"[ 제가 초이스한 디자인은 눈코입 이란 그림인데동물들의 눈코입이 아기자기하게 그려져있어요.언뜻보면 단순히 기하학적 무늬같기도하고 ㅋㅋ독특하고 귀여운데], 긍정 텍스트 확률 : 97.79%"
"[전혀 튀거나 유치하지않아꼭 유아가 사용하지않고 성인이 써도 저도 개시첫날 세탁전에 회사에서 잠깐제가 써보려고 챙겨갔었는데아무도 아기꺼인지 모르더라구요 ㅎㅎㅎ덕분에 에어컨바람 막으려고 하루종일 뒤집어쓰고있었던ㅋㅋㅋㅋ ], 긍정 텍스트 확률 : 82.59%"
"[원단 일러스트에도 라는 단어를 찾아볼 수 있었죠], 긍정 텍스트 확률 : 69.44%"
"[ 참 시원한 거즈원단인데요], 긍정 텍스트 확률 : 59.83%"
"[제가 거즈원단을선호하는편이라 정말.?거즈이불거즈이불 을 다양하게갖고있습니다만 ㅎㅎㅎ 이렇게 시원하면서부드러운 느낌], 긍정 텍스트 확률 : 51.07%"
"[깔끔한 마감까지 겸비한건몇 되지 않았어요. 역시 국내생산이라 좋구나랄까. ], 긍정 텍스트 확률 : 72.58%"
"[ 시원하다 싶으면 거칠거칠하고 빳빳하고...?같은 거즈여도 얼마나 좋은 원단으로정성들여 제조하느냐에 따라 느낌이 다르더라구요 ], 긍정 텍스트 확률 : 92.93%"
"[ 요 제품의 경우], 긍정 텍스트 확률 : 78.81%"
"[통풍 그 무엇하나 빠지지않아제 마음에 쏙 들었네요], 긍정 텍스트 확률 : 95.42%"
"[ 촉감이 좋은지 샤샤도 자꾸 부비적], 긍정 텍스트 확률 : 84.42%"
"[ 샤샤가 제일 좋아하는 이불뒤집어쓰고 까꿍놀이 ], 긍정 텍스트 확률 : 84.50%"
"[ 워낙 공기순환이 좋아 통풍이 우수해서요], 긍정 텍스트 확률 : 66.03%"
"[ 사이즈 또한로 일반유아.?거즈블랭킷거즈블랭킷 보다는 큰편이라서덕분에 위 사진처럼 성인이 덮어도 넉넉하답니다덥다고 잠 설치는 친정엄마도 요고에 반해낮잠잘때 덮고 주무셨다네요 ㅎㅎㅎ온가족이 함께 쓸수있는 참 착한 아이템이에요 ], 긍정 텍스트 확률 : 90.40%"
