"[ 흡수력까지 최고 ], 긍정 텍스트 확률 : 96.42%"
"[ .귀여운 우리 꿀송이 뒤태 ], 긍정 텍스트 확률 : 91.76%"
"[ .옷 벗고 있는 게 쑥스러운지 사진 찍으려고 핸드폰만 들이대면 계속 얼굴을 가리더라고요 .귀여운 녀석♥..꿀송이가 입고 있는 기저귀 다리 쪽 보면 .기저귀의 양쪽 귀여운 날개 보이나요?], 긍정 텍스트 확률 : 97.09%"
"[ ..밤보 서커스 기저귀는 .바로바로 흡수하고 바람이 솔솔 통하는 순간 흡수가 뛰어난 기저귀예요.. ], 긍정 텍스트 확률 : 52.62%"
"[ .의 물을 준비했어요. 많은 양이죠? .잘 보이게 하기 위해 일부러 색소를 넣어줬고요. ], 긍정 텍스트 확률 : 67.71%"
"[ .소리 안 나니 걱정 말고 동영상 재생 고고.정말 기저귀에 물을 붓고 나서 바로 놀랬어요. .물량도 많고 제가 너무 한 번에 부어서 옆에 흘리기까지 했는데도 .그 많은 양을 정말 빠르게 흡수해서 놀랬어요. ..동영상 재생해서 두 눈으로 체크해보세요], 긍정 텍스트 확률 : 72.33%"
"[ .밤보 서커스 기저귀는얇지만 강력한 겹 흡수층 으로 설계되어 있어요.], 긍정 텍스트 확률 : 67.87%"
"[ .겹의 흡수층 중 강력한흡수층을 갖고 있는 데], 긍정 텍스트 확률 : 60.46%"
"[배 팽창되는 고흡수체를 사용하여.대량의 수분도 빠르게 꽉 잡아 다시 새어 나오지 않게 막아준다고 해요. ..그래서 기저귀가 터질 것 같은데도 꿀송이가 기저귀 갈아달라고 울지 않았나 봐요 ], 긍정 텍스트 확률 : 82.20%"
"[ 기저귀 갈아줘야하는 때가 됐나 아닌가 잘 모르는 초보맘인 저는 소변 표시줄 너무 필요하더라고요.테스트를 하고 나서 보니 노랗던 표시줄이 파란색으로 예쁘게 변해있더라고요. 더마테스트’독일 피부 자극 테스트 완료로], 긍정 텍스트 확률 : 84.53%"
"[독일 최고의 권위를 자랑하는 피부 과학 연구소인 더 말 테스트피부 과학 연구소의 임상 피부 실험분석 테스트를 통과한 제품에다가], 긍정 텍스트 확률 : 68.80%"
"[아이가 기저귀를 착용했을 때 발생할 수 있는 알레르기 등 연약한 아기 피부 건강을 위해 지속적인 연구와 테스트를 거치고 있다고 해요. 역시 오늘도 믿고 쓰는 밤보기저귀입니다.], 긍정 텍스트 확률 : 82.89%"
"[ 일단.?밤보밤보 의 대표기저귀인.?밤보네이처밤보네이처 부터 개시 ], 긍정 텍스트 확률 : 88.99%"
"[ 순하고 친환경적이라는 인증마크들 ], 긍정 텍스트 확률 : 55.75%"
"[ 특히 저 중에 북유럽 공용 친환경인증인 노르딕에코라벨은 인공향료], 긍정 텍스트 확률 : 51.67%"
"[ 밤보네이처의 특징과 자세한 원료], 긍정 텍스트 확률 : 59.70%"
"[ 성분은 위의 이미지 참조 ], 긍정 텍스트 확률 : 67.21%"
"[.?밤보네이처단계밤보네이처단계 는 곰돌이가 그려져있음.곰돌이도 뭔가 유럽곰처럼 생김 ㅋㅋㅋㅋ ], 긍정 텍스트 확률 : 51.02%"
"[ 센스있게 앞뒷면 곰돌이 앞모습], 긍정 텍스트 확률 : 79.56%"
"[뒷모습 ㅋㅋㅋ기저귀 꺼낼때 앞뒤 구분하는데 유용하게 활용 중 ], 긍정 텍스트 확률 : 74.34%"
"[ 쫙 펼치면 이중샘방지구조의.?밤보네이처기저귀밤보네이처기저귀 등장 ], 긍정 텍스트 확률 : 52.07%"
"[ 요즘 한창 활동성 최고조인 호동이 딩굴고], 긍정 텍스트 확률 : 94.29%"
"[살짝 얇은느낌이라 착용했을때 붕뜨는 느낌도 적고], 긍정 텍스트 확률 : 61.89%"
"[ 통기성도 좋은편에 속하는 것 같았음. ], 긍정 텍스트 확률 : 62.97%"
"[오래착용하면서 소변양이 좀 많을때 간혹 흡수겔?이 살짝씩 묻어날때가 있었음.당연히 아기에게 무해한 성분이고], 긍정 텍스트 확률 : 80.34%"
"[ 다음은.?밤보드림밤보드림 기저귀역시나 밤보네이처처럼 순둥이 인증마크들의 한가득다른 마크가 하나 더 붙어있길래 찾아보니 알러지블루라벨마크우리 호동이처럼 발진 잘 생기는 아기에게 좀 더 좋은 것 같음. ], 긍정 텍스트 확률 : 93.41%"
"[그리고 나는 밴드형만 사용중이라 패쓰했지만밤보드림은.?팬티형기저귀팬티형기저귀 도 있음 ], 긍정 텍스트 확률 : 86.32%"
"[내가 좋아라하는 소변줄 있음 ㅎㅎ어느 기저귀 홍보 문구를 보니 소변줄은 유해성분이라 안좋다던데], 긍정 텍스트 확률 : 82.35%"
"[ 안감 모두 보들하니 부드러운게 느껴짐. ], 긍정 텍스트 확률 : 93.17%"
"[ 점퍼만 타도 허벅지에 자국이 생기는데 ㅋㅋ밤보드림은 소재가 보들해서 허벅지쓸림이 최소화되어 굿굿정말 많은 브랜드의 기저귀들을 써봤는데 부드러움으로는 세손가락 안에 들어감. ], 긍정 텍스트 확률 : 52.82%"
"[자극없이 잘 사용함.두 기저귀 모두 잘 사용을 했지만 개인적으로 소변줄 표시와 훨씬 더부드러운 감촉으로 네이처라인보다는 밤보드림라인이 더 맘에 들었음아쉬운점이라면 네이처의 경우 흡수겔이 가끔 나온다는것과밤보드림의 가끔씩 나오는 소변줄 미쓰], 긍정 텍스트 확률 : 96.83%"
"[ 과거 신생아때 아주 어릴때를 빼곤기저귀발진이 없어서 우리아기는 피부는 좀 예민하지만그런건 없는 아가인가보다하고 너무 안일하게 넘어간나의 무지로요번], 긍정 텍스트 확률 : 64.27%"
"[ 깔끔한 밤보드림.밤보에서는 밤보네이처 서커스 드림이렇게 나오는데내가 우리딸에게 쓸 밴드기저귀는밤보드림이다. 요 아이 차고 좋은 꿈 푸욱 꿔주길. ], 긍정 텍스트 확률 : 99.13%"
"[ 포장을 뜯자 가장 먼저 보인 진한 노란색의 기저귀소변줄.요 소변줄 없는 제품도 써봤는데짱 불편함. 단점도 그런 단점이 없다. 게다가 요 밤보드림의 소변줄은 무려 꿀추출물로 만들어진존재라고.더욱 믿음가는 우리아기 발진기저귀 ㅠ제발... 너만 믿는다.], 긍정 텍스트 확률 : 77.96%"
"[ 기저귀를 쪼로록 꺼내자한 눈에 봐도 통기성 바람 순풍순풍들어올 것 같은 얇디 얇은아이들이 모습을 드러낸다.], 긍정 텍스트 확률 : 81.75%"
"[ 기저귀발진이 일단 그 무엇보다도 통기성에 있는데한 눈에 보고 아 이제 살았다약간 그런 느낌이 들었달까.하..진짜 기저귀 발진 당해본 분만아실 듯.정말정말 너무 맘이 아프고 속이 상하다. 벌겋게 달아오른 엉덩이를 보며내가 뭘 잘못했을까 기저귀가 문제인가 제대로 잘 갈아줘서 그른가 등등온갖 상상이 드는데그래도 밤보드림을 만나서 한시름 놓은그런 느낌.], 긍정 텍스트 확률 : 78.19%"
"[ 얇고 심플한 밤보드림.우리아기 가뜩이나 올라온 엉덩이에자극적이지 않을까 걱정도 했지만실물을 보니그래 너 바람도 솔솔 잘 통하겠고우리아기 잘 지켜주겠구나뭔가 믿음직스러운 기분이들었달까.], 긍정 텍스트 확률 : 81.36%"
"[ 우리아기 예민하고 발진난피부가 닿을 단면.지금 급격히 안좋은 상황이라 굉장히 유심히 보고 또 보고 아주 심혈을 기울였다. 정말로 부드럽고 뭔가 거슬리는 것 없는밤보드림 기저귀의 단면.좋아이제 맘놓고 한 번 발진제대로 잡아보자.], 긍정 텍스트 확률 : 99.92%"
"[ 인생개월차가 되니정말 기저기 가는게엄청난 심호흡을 하고나서야할 수 있는 일이 되어 버렸다.], 긍정 텍스트 확률 : 93.95%"
"[ 우리집 신카다시안.치명적인 뒷태때문에늘 어지럽다. ㅋㅋㅋㅋ기저귀를 바꿔 입혔더니뭐가 그리 편한지웃고 난리가 남.사랑해 내새끼많이 간지럽고 쓰라렸찌. ], 긍정 텍스트 확률 : 84.42%"
"[ 그래도 행복하게 즐겁게웃는 모습 보면힘든 육아가 사르르 녹아내리는 느낌보상받는 기분이 나서 참 좋다.], 긍정 텍스트 확률 : 99.57%"
"[ 기저귀가 얇고 뽀송뽀송해서 아기도 편하고 움직임도 좋은가보다. 엄마가 미안해밤보로 자주자주 갈아줄게 ], 긍정 텍스트 확률 : 61.19%"
"[ 뭐가 그리 좋아서 꺄르르 넘어가는지눈만 맞춰도 좋다고 웃는 너.그런 딸을 위해 더 좋은 것만 주고싶은 우리 부부의 마음밤보드림에 듬뿍 담아 열심히입혀주고 있다], 긍정 텍스트 확률 : 54.33%"
"[ 밤보드림으로 갈아입히고 나서 정말 우리아기 기저귀 발진이 많이 줄어들어 좋아지고 있다. 역시 기저귀 발진은기저귀부터 바꾸어야 함 ㅠ하... 이제 막 핫딜이라고 아무거나 안살게밤보드림이 이렇게 괜찮은 기저귀인지 엄마가 너 발진을 크게 앓고 나야깨우치게 되었구나 미안해 딸램 ㅠ우리딸은 낮에도 잘때도 요 밤보드림을 열심히 입고 있다. 밤보에서 나오서커스나 네이처도 좋지만요 드림은 우리딸에게참 잘 맞는 그런 아이인 듯앞으로도 쑥쑥 잘 입혀서 발진 나쁜아이를 얼렁 잡아주어야겠다.솔직한 기저귀발진 해결방법밤보드림 입히고 해결한 진솔후기여기서 마무리해본다.], 긍정 텍스트 확률 : 99.95%"
"[ .저희 아가가 엄청난 순둥이예요.신생아임에도 통잠을 밤 시부터 아침시까지..자버리는데요.. 어찌보면.. 시간을 착용했던 기저귀를 만져보면빵빵해도 아기피부같은 부드러운감촉이었어요.그러니 아기 엉덩이도 무르지 않았던것 같아요. ], 긍정 텍스트 확률 : 57.83%"
"[ 그리고 네이처에는 없던 소변체크줄이 꿀 성분 추출을 통한 안심 표시줄이 있다는 것이 또 다르구요제가느끼기에.. ], 긍정 텍스트 확률 : 72.11%"
"[ 하나도 대단한데 밤보는 개넘는 국제적인인증마크를 획득했고그중 제일 맘에드는 개예요. ], 긍정 텍스트 확률 : 56.00%"
"[ ..일코베 베이비페어 부스 홀로가면밤보제품 직접볼수도있고 카톡친구만하면네이처 체험팩 받을수있어요 ], 긍정 텍스트 확률 : 50.38%"
"[ 업체로부터 밤보드림기저귀만을 제공받아 작성된 후기입니다 ], 긍정 텍스트 확률 : 51.13%"
"[밤보네이처를 처음 알게 되었던건 마마넛언니의 기저귀 정착기 이야기를 보고 ㅋㅋㅋ사실 그 전까지는 친환경기저귀 에 대한 지식이 전혀 없었어서 그냥 아무거나 사용했었었는데 언니가 기나긴 기저귀유목민 생활을 하면서 느꼈던 솔직한 심정과 후기를 보고 아.. 나도 한번 사용해봐야겠다 싶어서 사용하게 되었던 밤보네이처 기저귀 언니는 정말 모찌가 먹는 것], 긍정 텍스트 확률 : 91.81%"
"[물티슈 등 깐깐하게 고르고 있는것 같아서 내 기준 언니 추천템은 사실 믿고 쓴다는ㅋㅋㅋ오늘은 밤보드림밤보네이처 둘다 사용해보게 되서 두개 다 기저귀추천 글 남기려고 한다 ], 긍정 텍스트 확률 : 86.87%"
"[ 깐깐한 북유럽의 기저귀는 정말 남다르게도 다양한 친환경인증마크를 획득했다는 것을 기저귀포장지에서부터 확인 할 수 있는데 일단 가장 왼쪽에 있는 마크는 독일 피부과학 연구소인 더마테스트에서임상 피부 실험 분석 테스트를 통과했다는 인증으로 독일에서는 최고의 권위를 자랑하는 피부과학 연구소에서 아이가 기저귀를 착용 했을 때 알러지 등이 발생하는 일을 최소화 할 수 있도록 밤보에서는 끊임없는 연구와 테스트가 진행되고 있다고 한다 ], 긍정 텍스트 확률 : 75.18%"
"[ 그리고 중구조의 샘방지 설계가 되어 있어서 아이가 활동량이 많아도 샐틈없이 지켜주는 기저귀이다바깥 부분도 넓게 샘 방지 할 수 있게 되어 있는데], 긍정 텍스트 확률 : 87.44%"
"[안쪽부분도 마찬가지로 넓게 샘 방지 할 수 있도록 중구조로 되어 있다 ], 긍정 텍스트 확률 : 80.81%"
"[등부분 밴드를 없앰으로써 아이가 배기지 않을 수 있도록 고려된 디자인인 것 같아 이 점이 은근히 마음에 들었음허리 밴드는 신축성은 좋지만 짱짱해서 샐 틈 없이 잡아주면서도 아이 몸에 불편하지 않게 설계된것 같다], 긍정 텍스트 확률 : 68.72%"
"[또 터질듯한 기저귀를 만져볼때도 겉으로 배어나오는 척척함 없이 보송보송 유지되는 점이 마음에 들었다], 긍정 텍스트 확률 : 76.15%"
"[ 이 라벨은 천식 및 알러지 협회에서 알러지나 습진], 긍정 텍스트 확률 : 53.29%"
"[ 밤보드림은 밤보네이처와는 다르게 기저귀 허리 밴드 부분에만 살짝 그림이 들어가 있고대신에 소변알림줄이 있는데], 긍정 텍스트 확률 : 50.62%"
"[ 두께도 밤보네이처에 비해 조금더 얇게 제작되었다는 사실], 긍정 텍스트 확률 : 79.83%"
"[ 확실히 착용한 사진이 밤보네이처에 비해서 슬림한 모습을 확인할 수 있다밤보네이처 사용할때도 특별히 두꺼워서 불편하다고 생각한 적은 없었지만], 긍정 텍스트 확률 : 90.04%"
"[ 그래도 역시 얇으니 아이가 착용한 모습에서 조금 더 편해보이기는 하네앞뒤로 깨끗한 디자인이라 나는 밤보드림 기저귀가 조금더 마음에 드는 듯 ㅎㅎ ], 긍정 텍스트 확률 : 99.67%"
"[ 아이가 소변 보고나면 소변 알림줄이 노란색에서 푸른초록빛을 띄게 된다 ], 긍정 텍스트 확률 : 57.36%"
"[두 기저귀 모두가 친환경기저귀 인데다가 흡수성도 좋고 아이 엉덩이도 보송보송하게 지켜주어 만족스러워 기저귀추천 할 만 한듯밤에 사용해도 새거나 하지 않고], 긍정 텍스트 확률 : 93.29%"
"[기저귀가 터질 것 같아도 뭉침없이 흡수력이 잘 유지되어 좋은 듯], 긍정 텍스트 확률 : 86.45%"
"[안녕하세요 민사임당이에요. 이번에 서은맘님의 이벤트에 당첨되어서 너무 좋은기회를 받게된 민사임당입니다. 솔직히 육아맘이라면 다 아시다시피 매달 아이 기저귀값이랑 분유값이 참 많이 나가잖아요 물티슈도 있네요그런데 이런 좋은 기회로 저는 오늘 기저귀값을 조금 벌었답니다캬 짝짝짝], 긍정 텍스트 확률 : 99.94%"
"[ 신생아때 밤보네이처도 사용했던 적이 있었는데요 그때 굉장히 좋았던 기억이 있었는데 우선 흡수력도 좋고 친환경 제품이라는 점이 맘에 들었던거 같아요. 지금은 아들이 예민한 편이 아니라 선물들어온 기저귀들이나 이것저것 얻어 쓰는 기저귀로 마음대로 쓰는데요 신생아때는 특히나 예민하지 않은 편이여도 조심해 주는게 좋을 것 같아서 밤보네이처 사용했었던거 같아요.], 긍정 텍스트 확률 : 67.50%"
"[ 엄마의 욕심이겠지만 피부자극도 없고 보송하고 흡수력좋고 편안한 밤기저귀 다들 원츄 하잖아요. 우선 밤보네이처의 경우 덴마크 에서 자연유래 안전한 성분의 기저귀를 개발하고 보급하게 되어 지금 이렇게 우리도 사용할 수 있다고 하는데요. 요거 사용하면 진짜 우수한 통기성으로 발진이 생기지 않는다고 하니우리 아들한테도 좋은거 사용해줄수 있어서 기분 좋더라구요.], 긍정 텍스트 확률 : 76.05%"
"[ 우리아들 벌써 입성했답니다. ㅋㅋ ㅡ래서 단계로 가져왔어요 단계썼던게 엊그제 같은데 진짜 쑥쑥자라고 있답니다.], 긍정 텍스트 확률 : 86.83%"
"[ 기저귀 뒷면을보면 이중샘방지구조와 편안한 허리밴드를 강조하고 있어요], 긍정 텍스트 확률 : 75.37%"
"[ 하지만 더 좋은점은 친환경 천연 성분을 사용해서 자연분되어 환경까지 생각했다는 건데요. 아이를 위한 최고의 기술로 환경도 보호하는 밤보네이처에요 인증 받은 천연목재펄프를 사용해서 민감한 우리 아가들 피부에 자극없고 흡수성이 강하게 만들어줫으니 얼마나 감사한지 모르겠어요.], 긍정 텍스트 확률 : 95.85%"
