"[인스타그램 이벤트를 통해 알게 된프랑스약국기저귀 마르마이플러스 ], 긍정 텍스트 확률 : 88.17%"
"[ 아이들이 기저귀를 착용하면 불편해하는 부분중 하나가 밴드부분이라고 생각해요..기존 기저귀는 기저귀 옆쪽이 쉽게 뜯어지는 형태라 준이가 기저귀를 쉽게 뜯어서 오줌이 샌 적이 많은데에코제네시스는 옆쪽이 마감처리가 잘 되어있고아이들 피부에 닿는 만큼 화학본드가 아닌식물성 밀전분풀 접착제를 사용 하고 있어서 안심하고 사용중이에요최첨단 신소재 옥수수 인지오원단으로 가볍고], 긍정 텍스트 확률 : 87.48%"
"[정전기 발생이 없어요식물성원단으로통풍이 뛰어나고 화학적 냄새가 없다는 장점 이 있답니다. ], 긍정 텍스트 확률 : 51.55%"
"[ 밴드도 쫙쫙 잘 늘어나서 활동할때 편하고 좋아요우리 준이 밥 먹고 나면 배도 많이 나오는데.. 타사 제품이 너무 배를 조여주고 탄력이 없어서배에 고무줄 자국도 나고.. 배도 아프다고해서 속상했었어요에코제네시스는 밴드가 활동하기 편하게 늘어나고 딱 잡아줘서 너무 좋았답니다. ], 긍정 텍스트 확률 : 95.31%"
"[ 기저귀 처리 방법도 간단해요준이 처럼 파란 테이프를 뜯어 사용한 기저귀를 감으면 끝에코제네시스가 타 제품에 비해 조금 가격이 나가지만..내 아이가 사용하는 기저귀인데 아무거나 사용할 수 없잖아요또한 타사 제품을 번 사용할때에코제네시스는 번이면 되는 흡수력역시프리미엄 기저귀다워요 ], 긍정 텍스트 확률 : 98.91%"
"[ 준이가 밤에 침대에서 많이 굴러다니고 잠버릇도 안좋아서 오줌이 잘 새는 편인데에코제네시스로 바꾸고 샘걱정이 없어요왜그런가 싶었는데 비밀은 바로이중샘 방지선이였네요 ], 긍정 텍스트 확률 : 51.22%"
"[ 이제 마음 놓고 편하게 재우기만 하면 된답니다.준이 사이즈에 맞는 기저귀인데 배꼽 위까지 높게 올라와서 앞으로든 뒤로든 샐 걱정 .빨리 육퇴해야지에코제네시스 기저귀 덕분에 방수요 필요없고다음날 아침에 이불빨래 안해도 되고 룰루 ], 긍정 텍스트 확률 : 98.28%"
"[ 이런데 내가 팬티기저귀추천을 안할 수 없지 ㅎㅎ꼭 한번 사용해보세요밤 기저귀로 추천합니다 ], 긍정 텍스트 확률 : 96.89%"
"[ 지금 에코제네시스 네이버 스토어팜에서 첫 구매 고객 ], 긍정 텍스트 확률 : 72.16%"
"[ 원 쿠폰을 제공하고 있어요.또한 에코제네시스 홈페이지몰에서 구매후기 적립금 이벤트를 진행중이에요이 기회 놓치지 마시고 친환경 기저귀 에코제네시스를 사용해보시면 좋을 것 같아요.카카오톡 플러스 친구를 추가하시면 이벤트 및 할인 안내를 제일 먼저 받을 수 있습니다카카오스토어 오픈으로 편리하게 카카오 쇼핑이 가능하다는 사실또한 .목.일 부산 베이비유아교육용품전에서 에코제네시스를 만나보실 수 있습니다 ], 긍정 텍스트 확률 : 97.70%"
"[ 사실 아마 가장 걱정되는건 이걸 번거롭게 매일 어떻게 빨아서 써? 일거에요 저도 그랬거든요 ㅎㅎㅎ 부지런하기로 유명한 우리엄마도 제가 이 공감패드 사용할거라고 하니까왜 굳이사서 고생을 하냐 그러더라구요 저도 예전에 이런 씻어쓰는 패드 쓰신단 후기 보고 정말 대단하다], 긍정 텍스트 확률 : 84.90%"
"[정말 부지런하다 생각했었는데제가 이렇게 쓰게 될줄은 도 상상 못했고요 쓰다보니 또 쓸만해지고요 생각보다 좋은 점이 많더라구요물론 불편한점도 있어서 그런 부분도 한번 자세히 이야기를 풀어볼게요], 긍정 텍스트 확률 : 53.17%"
"[개 냄새가 정말 많이 사라져요 저는 하루 두번 정도 세탁을 하는데 집에서 이제 쉬 찌릉내는 거의 나지 않아서 너무너무 좋은데요 이것도 단점이 있는데 그건 아래에서 총 정리를 해보도록 할게요 ㅋㅋ ], 긍정 텍스트 확률 : 62.09%"
"[바닥반 쉬를 하던 애였고 나무랑 같이 키우면서 배변훈련에 성공한 케이스에요 애견카페나 병원 등에선 정말 거의 프로 이상 실수를 했고 올해 부터인가 작년쯤부터인가 낯선 장소에서도 배변패드에 쉬를 하기 시작한거 같아요 그중 요요쉬패드에는 잘 싸지만 그외에 다른 패드들은 또 실수를 하는 편이라 여행 다닐때도 패드를 가지고 다녔었어요 ㅋ 나무는 뭐 어딜가나 쉬를 잘 가리는 편이라 크게 걱정을 안했고요 ㅎㅎ 처음에 몇일 낯가린거 제외하곤 신기하리 만큼 잘 사용했지만이 패드가 천으로 되어져서 그런지 갑자기 안하던 화장실 발매트에 쉬를 하더라고요 그래서 적응하는 동안은 발매트를 싹 치워버렸더니 글쎄 애기 매트에 쉬야를 하는 대 참사가...다행히 요즘은 거의 실수 없이 잘 쓰고 있고요 매트는 어짜피 버릴 예정이었던거라 다행이었어요], 긍정 텍스트 확률 : 57.62%"
"[ 일단 하루 쉬야 실수 하는건 다시 무한 칭찬법으로 점점 좋아지고 있고요 ㅎ동영상에는 발매트가 있지만 발매트는 다 치우고 생활중이에요 하루 쉬하는 모습 보시면 흡수력도 살짝 보실수 있을거 같아요], 긍정 텍스트 확률 : 99.20%"
"[ 그리고 처음엔 쉬냄새 잡는다고 향기나는 세제를 사용했는데요 이것보다는 무향의 천연 세제와 베이킹소다의 조합이 훨씬 좋아요 빨래도 처음엔 되게 어렵고 힘든거 같았는데쉬야를 한곳을 집중적으로 물로만 조물조물 해서 노란 물이 안나올때까지 빨아준후에세제 진짜 조금만 쓰세요 거품 빼기 힘들어요 넣고 빨래판에 비비듯 한번 세탁하고 담궈놨다가 하루치 모아서 오전중에 세탁기에 넣고 헹굼탈수만 해주고 있어요 아기옷도 같이 세탁하는 세탁기라서 오줌이 잔뜩 있는건 넣기 조금 그렇더라구요 ㅋㅋ사실 처음엔 세탁기 사용은 절대 안할 생각으로 시작했는데이게 세탁은 문제가 아닌데 짜다가 손목 나가겠더라구요 아 소형은 괜찮아요 할만한데제가 주문한건 사이즈가 커서 좀 짜기가 힘든 편이에요 ㅋㅋ 세탁기는 거의 매일 돌리니까 옷 돌리면서 헹굼쯤에 같이 넣어 돌리기도 하고 얘네만 단독으로 하기도 하고요 좀 급할땐 건조기 섬세 모드로 돌려봤는데 괜찮더라구요 권장사항은 아닐거 같아요 ㅋㅋ 마르는건 하루면 마르기 때문에 오전마다 저는 세탁기 돌리거나 손세탁하거나 하면 되요 ㅋ], 긍정 텍스트 확률 : 93.21%"
"[새벽에 싼 쉬야들 자기전에 한번 오전 오후에 싼 쉬야들 세탁을 하는데요 손세탁도 하고 세탁기도 돌리고 그때그때 컨디션에 따라 하는 편이에요 ㅎㅎ 저는 진짜 솔직히 큰맘 먹고 시작한 미션? 인데도 불구하고 거의 주동안은 엄청 포기하고 싶기도 했는데 ㅋㅋ 적응하니까 너무너무 편하고 좋아요저는 진짜 시간동안 한번도 안걷고 딱 하루 한번만 세탁할 생각이라 큰거 산건데 그게 아니어서 좀 당황했지만그래도 진짜 집에서 배변패드 냄새 안나는거 너무너무 행복하고요 쓰레기 양도 정말 확 줄었고요 그 쓰레기봉투 냄새 안맡아도 되서 너무 좋아요 ㅋㅋㅋ아직까지 이거 바꾸고 설사를 한번도 안했는데... 설사를 하면 그건 너무 빨기 힘들거 같지만 뭐 그땐 한번 빨아서 삶을까 해여.. ㅋㅋㅋ 작은 사이즈는 손세탁 가능하지만 큰 사이즈는 손세탁 까진 한다쳐도 짜는게 너무 힘들어서 비추에요 어느정도 세탁기 사용할 생각으로 쓰시는걸 추천드려볼게요 ㅎㅎ정말 집에서 애들 쉬냄새는 정말 거의 안날 정도로 너무 좋아요 저처럼 남편이랑 애랑 사는거면 괜찮은데 부모님과 같이 사는 분들이라면? 부모님 동의도 꼭 구하세요 처음에 강아지가 적응하면서 실수할수도 있고 냄새가 생각보다 날수도 있고 세탁기를 써야할수도 있거든요물론 환경도 중요하지만 이거 샀다가 다시 패드로 가면 그게 가장 워스트 일수도 있으니깐요 아 그리고 빨래 하고 마르는건 잘 짜기만 하면 반나절이면 말라요 날씨에 따라 습도에 따라 다르긴 하겠지만 하루면 넉넉하고 전 급할땐 기냥 건조기 돌려요 ㅋㅋ], 긍정 텍스트 확률 : 97.06%"
"[ 여기서 키 포인트는 여러장 돌려쓰기 작은 사이즈 여러장 사용하기 무향의 세탁세제와 베이킹 소다의 조합 가족들의 동의 세탁기도 어느정도 사용할 생각으로 시작하기 등 되겠습니다 빨아쓰는 배변패드 정말 고민많이 하고 시작했고 중간중간 포기하고 싶었지만 지금은 정말 제가 산 강아지 육아템중에 다섯손가락 안에 들 정도로 좋습니다 위는 아직도 에이플러스 ㅋㅋㅋㅋ 공감패드 후기 끝], 긍정 텍스트 확률 : 77.34%"
"[ 아기용품에 대해], 긍정 텍스트 확률 : 81.46%"
"[ 필요성 부분에 대해서도 잘 알지 못했는데아기 케어를 하게 되면서 하나], 긍정 텍스트 확률 : 61.76%"
"[하나 아 이것 필요하네 라고 생각을 시작한 부분 부터 계속 사들이게 되는 육아 생활 입니다.거기서 가성비며 가격대비], 긍정 텍스트 확률 : 57.09%"
"[ 이번주나 다음 주 내로 다시 한번 더 방수요에 대한 글을 써보도록 할게요.글을 잘 읽어주세요. 정말 팩트와 진실성을 담아 작성해봅니다. ], 긍정 텍스트 확률 : 98.95%"
"[ 성인 또한 면재질이 건강에 좋다는건 알고 계실겁니다.제가 지금 쓰고 있는 이 브랜드는 리에또 제품인데요.앞면 면 뒷면 폴리우레탄 랍니다.이미 이 전에도], 긍정 텍스트 확률 : 99.17%"
"[순면 누빔 방수요를 사용하고 있었는데], 긍정 텍스트 확률 : 55.72%"
"[좋은 기회가 생겨 또 다른 재질에 방수요를 사용해보게 되었어요.무지개 컬러는 제가 직접 구매 한 것이고], 긍정 텍스트 확률 : 85.47%"
"[ 중형대형 사이즈가 있어요.저는 아기 침대를 사용하기도 하고], 긍정 텍스트 확률 : 58.74%"
"[ 대형 방수요를 여기 올려 사용하니 정말 좋더라고요], 긍정 텍스트 확률 : 70.16%"
"[빨리 쓰고 싶어서 건조기 돌렸다가 모서리 부분이 휘말리더라고요ㅋㅋ이미 구매 시 관리 법에도 건조기능은 사용하지 말라 했는데호기심이 또 먼저 반응을 해서 해보았습니다.근데 다음 번에는 건조기 사용 안하려고요], 긍정 텍스트 확률 : 79.86%"
"[ 이건 순면 누빔 방수요에요. 컬러풀해서], 긍정 텍스트 확률 : 60.46%"
"[색빠짐 있거나 아기 피부 자극갈까 걱정 했었는데그냥 좋다 좋더군요 가격대비도 만족해요.무지개 컬러 이거는 원 이랍니다.개이득?최근 사진 찍을때 마다 자주 등장 했는데 아주 실용성 갑이에요. ], 긍정 텍스트 확률 : 64.28%"
"[좀 더 포근함을 주고 싶어서요즘엔 아기매트 위에 이불 그리고 방수요를 깔아 사용 하고 있어요.주저리 주저리 말이 많았는데], 긍정 텍스트 확률 : 80.73%"
"[방수요입니다.아기 있는 집은 필수 그리고 기저귀 때는 과정에서도 필요한 것 같더라고요.모두들 만원 자금 투자 해서 편안한 생활을 권장 해봅니닷.글 줄여 보도록 할게요이번 주중 또는 다음주 중에 제대로 된 촬영으로다시 찾아 뵐게요.내 쏘니야메모리카드ㅡㅡ여기 구매 하기 전에], 긍정 텍스트 확률 : 99.32%"
"[작년부터 열심히 다니고있는 온천워커파크이천미란다 스파플러스 ㅎㅎ어린 아이가 있다보니 너무 큰 규모의 워터파크에서는제대로 즐길 수 있는 것들도 별로 없는데가격은 너무 비싸고 ..ㅠㅠ물놀이 하고나면 락스냄새때문에 머리가 아프고그런 고민을 하셨다면 꼭 추천하고 싶은 곳이다 ], 긍정 텍스트 확률 : 99.35%"
"[ 작년에 번정도 방문했나 ?온천수로 운영하는 온천워터파크라서물이 좋아서 아이와 갈때 안심되어 좋다무엇보다 내가 올 여름에 출산예정이라올해는 물놀이를 많이 즐기지 못할 것 같아 미안했는데만삭되기 전에 가볼만한 곳으로 참 좋았던 곳온천수니까 임산부도 안심이다 ], 긍정 텍스트 확률 : 95.24%"
"[ 많은 워터파크들이 그렇듯이천 미란다스파플러스도 여름성수기가 오기 전에 보수공사에 들어갔다.현재는 야외시설을 이용할수가 없는데그 대신 할인이 많이 되고있는 중수영존수영장온천노천탕 주중 대인], 긍정 텍스트 확률 : 61.98%"
"[ 원수영존수영장온천노천탕 주중 소인], 긍정 텍스트 확률 : 52.23%"
"[ 원수영존수영장온천노천탕 주말 대인], 긍정 텍스트 확률 : 52.23%"
"[ 원수영존수영장온천노천탕 주말 소인], 긍정 텍스트 확률 : 52.23%"
"[ 원네이버에 검색해보면 기본가격은 이정도 근데 지금 다둥이 가족 할인중이라서자녀 이상 가족은가족모두 할인 이 들어간다다둥이가 아니더라도 소셜할인이 가능하니까소셜로 미리 입장권을 구매하는것도 추천 ], 긍정 텍스트 확률 : 73.52%"
"[ 미란다스파의 장점이 주차도 참 쉽다는 점인데주자창이 크게크게 잘되어있다스파를 이용하면 시간까지 무료주차가 가능하고처음 입장할때 차 번호를 말해두면 처리된다. ], 긍정 텍스트 확률 : 73.07%"
"[ 오랫만에 방문한 이천 미란다스파플러스특유의 수영장냄새가 없고 가족단위로 방문하기 참 좋은 곳이다실제로 방문객의 대다수가 가족단위 손님들 ], 긍정 텍스트 확률 : 75.92%"
"[ 그렇다보니 내부에 수유실도 잘되어있다어린아이들을 데려오기에도 참 안심이 되는 곳야외존까지하면 규모가 있긴 하지만수유가 필요한 어린아이들과는 거의 실내에 있을텐데수유실 자체가 멀지않아서 이용하기가 편리할듯하다. ], 긍정 텍스트 확률 : 51.83%"
"[ 중간중간 샤워가 필요하다면 이용할 수 있는샤워시설도 있다는 점 ㅎㅎ ], 긍정 텍스트 확률 : 83.44%"
"[ 이천 미란다 스파플러스 실내 수영장에는총 가지 깊이의 수영장이 있다 유아풀장의 경우에는 깊이도 낮고수온도 따뜻해서 아이들이 놀기 정말 좋은 곳이다 ], 긍정 텍스트 확률 : 98.25%"
