"[.안녕하세요. 메바입니다..어느덧 날씨가 아침저녁으로 제법 선선해졌네요..이제는 자고 일어나면 저도 깨비도 팔 다리가 차갑더라고요...깨비는 지금 여름기저귀를 사용 중인데요], 긍정 텍스트 확률 : 84.04%"
"[ 아기 기저귀 갈아주려고 오로라 기저귀를 하나 꺼냈는데 기저귀가 너무 귀여워요ㅋㅋㅋㅋ앞모습 뒷모습도 써있고ㅋㅋㅋ깔끔하고 상큼한 레몬디자인♡가볍고 통풍성 좋은베어스킨원단 으로 겉질감도 꽤 부드럽고소변 알림선 에피니쉬테이프 까지 다 있어요 ], 긍정 텍스트 확률 : 99.97%"
"[ 웨이브물결무늬 패드 로 흡수층이 좋아서 밤새 아기가 뒤척여도 걱정 없어 보여요손끝으로 만져봐도 보드라워서 아기 엉덩이발진 굿바이 해도 될것 같아요♡ ], 긍정 텍스트 확률 : 68.87%"
"[ 앞태 뒷태 넉넉하니 이상되는 우리 아들 엉덩이를 잘 감싸주네요허벅지와 가랑이사이 끼임도 없어서 정말 마음에 쏙들어요 ], 긍정 텍스트 확률 : 96.96%"
"[ 밤기저귀로 좋은오로라 스킨핏 팬티기저귀 후기였습니다아기 기저귀 추천해요♡ .?아기기저귀아기기저귀.?기저귀추천기저귀추천.?오로라기저귀오로라기저귀.?오로라스킨핏팬티기저귀오로라스킨핏팬티기저귀.?밤기저귀밤기저귀.?밤기저귀추천밤기저귀추천.?미국프리미엄기저귀미국프리미엄기저귀 ], 긍정 텍스트 확률 : 98.69%"
"[ 년이상을 써야하는 기저귀이기에천기저귀를 쓰지 않는 이상은일회용 기저귀를 쓰게 되는데이게 또 사실 종류도 너무나 많고후기도 제각각이라서 내 아기에게 맞을지정말 많이 물어보고 찾아보게 되는 것 같아요.제가 있는 조리원 동기들 단체톡방에서도밤기저귀로 좋은 것 추천해 달라는동기들이 많고 또 종류별로 다 써보지 못하기때문에어떤 기저귀가 어떤 특징들이 있는지이게 또 정말 중요하더라구요. ], 긍정 텍스트 확률 : 72.01%"
"[ 기저귀는 특정상 아기 몸무게에 따라서대형], 긍정 텍스트 확률 : 69.83%"
"[새지 않는다는 것이게 제가 써보면서 젤 좋았던 부분이에요. ], 긍정 텍스트 확률 : 69.25%"
"[ 사실 저는 팬티형은 처음 입혀봤어요.그것도 그럴것이 아기가 아직 어리거든요.그래도 벌써 개월 차밴드부분이 높아서 그런지응가를 싸서 등까지 올라올때가 많았는데오로라를 입히고 나서는등까지 응가가 올라가도팬티 밴드부분이 많아서 그런가?한 번도 옷 밖으로 새어나온적이 없었어요. ], 긍정 텍스트 확률 : 60.76%"
"[ 뒤에는 이렇게 테이프가 있는데돌돌 말 때 필요한 부분이에요.특히 응가를 하고난이후에는 이 팬티형은 어떻게 처리를 해야할 지난감하더라구요.그래서 저는 양 옆을 찢어서 처리를 했는데그렇게 번거롭다고 생각되지는 않았어요. ], 긍정 텍스트 확률 : 82.96%"
"[.안녕하세요?.밥줘영언니에요..요즘 라온이는 한창 움직이고 싶어한답니다. .그래서 밴드형에서 팬티형으로 기저귀를 바꿔야하던 찰나 오로라 스킨핏 기저귀를 체험해보게 되었어요 . ], 긍정 텍스트 확률 : 96.79%"
"[ .앉아 있고], 긍정 텍스트 확률 : 63.34%"
"[ .디자인이 참 독특하죠??.포장지에 매직으로 누가 그렸나싶어 자세히 봤다는ㅎㅎㅎ매력적인 디자인 ], 긍정 텍스트 확률 : 95.81%"
"[ .위에서 본 모습.옆으로 샤샤샥 뜯으면 요렇게 예쁜 기저귀가 나와요..여아용이라서 무늬도 딸기 ], 긍정 텍스트 확률 : 96.66%"
"[ .앞뒤 같이 찍은 샷이에요 ], 긍정 텍스트 확률 : 81.16%"
"[ .앞모습은 사이즈와 앞 표시가 나란히 있어요. ], 긍정 텍스트 확률 : 71.65%"
"[ .궁둥궁둥 뒷모습.팬티기저귀의 시그니처 피니쉬 테이프 ㅎㅎㅎ ], 긍정 텍스트 확률 : 78.76%"
"[ .리본 같죠??ㅎㅎㅎ.가끔 옆을 찢을때 초보맘은 이상하게 두두둑 찢어서 너덜너덜 해질때도 있지만 ㅎㅎㅎ.곧 적응하겠죠?? ㅎㅎㅎ ], 긍정 텍스트 확률 : 62.84%"
"[ .요즘 범퍼 침대를 잡고 서서 온도계며 인형이며 다 잡아요 ], 긍정 텍스트 확률 : 75.30%"
"[ .편안하게 돌아다니는 딸랑구 ㅎㅎㅎ ], 긍정 텍스트 확률 : 81.40%"
"[ .옆에 셔링이 잘 보이시죠??.오로라는 미국테스트 통과한 제품이래요.안심하고 사용할 수 있겠죠? ], 긍정 텍스트 확률 : 83.10%"
"[ .문센에서도 오로라와 함께 신나게보내고 왔답니다. ..팬티기저귀로 추천해요ㅇ........• 해당 제품은 오로라 스킨핏 기저귀 업체로부터 무상으로 제공받아 솔직하게 작성된 후기입니다.... .?오로라스킨핏기저귀오로라스킨핏기저귀.?오로라스킨핏팬티기저귀오로라스킨핏팬티기저귀.?아기기저귀아기기저귀.?기저귀기저귀.?오로라오로라.?팬티기저귀팬티기저귀.?밴드기저귀밴드기저귀.?기저귀추천기저귀추천], 긍정 텍스트 확률 : 99.65%"
"[ 아직까지 기저귀 유목민인 저는 이 기저귀 저 기저귀 기웃기웃 거리고 있어요. 이러다가 기저귀 안차는 그날까지 이러고 있게 되는건 아니겠죠?이번에 체험하게 된 오로라 기저귀가 꽤 맘에 들었으니 그럴일은 없을 것 같아요오로라 팬티기저귀에요. 일단 패키지가 넘 상큼하고 예쁘죠?...... ......? 본문 이미지사이즈에 따라 포장 및 기저귀 디자인이 다르더라구요. ...... ......? 본문 이미지왜 기저귀 이름이 오로라인지 궁금하진 않으셨나요?꽤 감동적인 이유에요. 우리 가족이 경험하는 가장 아름다운 새벽의 시간을 만들어갑니다. ...... ......? 본문 이미지저희 아들은사이즈로 선택했어요. ...... ......? 본문 이미지기저귀에 딸기 그림이 가득해요. 넘 귀여워요. ...... ......? 본문 이미지앞뒷면도 체크 되어 있어 팬티기저귀를 처음 접하는 사람도 어렵지 않게 구별할 수 있구요. ...... ......? 본문 이미지...... ......? 본문 이미지뒷처리 밴드도 짱짱...... ......? 본문 이미지기저귀는 얼마나 통기성이 좋은지 그리고 흡수력이 좋은지가 중요하죠?...... ......? 본문 이미지저희 아들에게 입혀놓으니 이렇게 기분좋게 놀아요. ...... ......? 본문 이미지오로라 기저귀 얇고 흡수력도 좋고 통기성까지 굿좋은 기저귀 체험해보았어요.업체에서 무상으로 제품만 제공받아 솔직하게 작성한 후기입니다 ], 긍정 텍스트 확률 : 95.39%"
"[ 잘감싸줘서 활발한 아기에게 더할나위없이 최고네요👍...... ......? 본문 이미지...... ......? 본문 이미지기저귀 두께도 얇아요.얇아서 흡수 되서 빵빵해지는거 보면 정말 신기해요.그렇다고 축 늘어지지도 않고 뚱뚱해지기만해요.안쪽에서 흡수가 정말 잘되요.핸드폰만한 두께가 이렇게 뚱뚱하게 되는 신비한 마술?...... ......? 본문 이미지...... ......? 본문 이미지...... ......? 본문 이미지오로라 팬티기저귀를 만나서 정말 좋았어요허벅지로 인해 편한 기저귀 찾기도 힘들었고], 긍정 텍스트 확률 : 99.89%"
"[ 패키지가 너무 알록달록 이쁘네요 ], 긍정 텍스트 확률 : 84.59%"
"[ 이런 좋은 뜻이 있었네요... 뜻또한 너무 이뻐여 ], 긍정 텍스트 확률 : 99.31%"
"[제가 받아서 아이한테 사용해본 결과 흡수력도 좋고 아이가 편안해 해요], 긍정 텍스트 확률 : 98.04%"
"[ .그리고 무엇보다 엄청 얇아요어쩜 요롷게 얇게 만들수 있는거죠?? 기술력이 조은거 겟죠??ㅋ아이도 사용해보고 너무 편안해하고 좋아하는 거 같아서 맘에 들었답니당좋은 제품을 사용해 볼수있는기회가 되어서 너무 좋았답니당오로라 기저귀로 부터 제품을 무상으로 지원받아 작성된 후기입니다. ], 긍정 텍스트 확률 : 99.81%"
"[서지도 못한다 ㅠㅠ 엄마가 매번 들어서 옮기느라 너무 힘들다 ㅠㅠ 그 정도 무게가 됐으면 이젠 니가 기어주렴.....], 긍정 텍스트 확률 : 73.21%"
"[ 비교샷을 위해 집에 있는 나비잠 울트라씬 대형], 긍정 텍스트 확률 : 51.55%"
"[계속 여러 제품을 번갈아 사서 써봤는데내 취향과 아기 몸에 잘 맞는 기저귀 두 포인트에 모두 합격이다. 오로라 기저귀 밴드형 추천합니다], 긍정 텍스트 확률 : 76.25%"
"[ ...오로라 기저귀가 친환경기저귀로 유명해서 알고는 있었는데밴드기저귀는 올해 여름에 나와 체험해보게 되었다.생후.?일일 을 갓 지난 울 둘째는.?꿀벅지꿀벅지], 긍정 텍스트 확률 : 72.44%"
"[아이도 편해하는 모습.. ], 긍정 텍스트 확률 : 56.45%"
"[ 주일동안 착용해보니다른 기저귀와 다른 점들을 여럿 발견할 수 있었는데], 긍정 텍스트 확률 : 78.75%"
"[ 아이가 기저귀 착용할때 눈짓을 줄 때가 있다.약간 껄끄러운 기저귀일때 표정과 오로라 기저귀 들고 있을때의 표정이 다른 걸 발견원단이 부드러우니 아빠의 거친 손길로 기저귀를 착용할 때에도 가만히 있고], 긍정 텍스트 확률 : 95.75%"
"[ 기저귀를 채우고 나서 옆돌기 할때의 모습이 어찌나 가볍던지...운동성에도 쉬야나 큰 거나 새지 않고 쫙쫙 흡수되는 모습이 아주 만족스러움...특히 일간 설사와 기본응아 사이의 큰 거를 한 적이 있었는데], 긍정 텍스트 확률 : 97.28%"
"[ 그때마다 새지 않고], 긍정 텍스트 확률 : 68.15%"
"[쉬야와 설사의 사이의 적은 양의 큰거는 기저귀에 일부가 흡수가 되어 있는 모습에 깜놀..], 긍정 텍스트 확률 : 96.34%"
"[ 기저귀가 가벼우니 몸놀림이 날쌔고 거추장스러워하지 않아 좋아한다. ], 긍정 텍스트 확률 : 65.02%"
"[ 이제 점점더 성장할 울 둘째를 위해기저귀유목민 생활은 이제 접을 수 있을 것 같다.지금처럼 옆돌기], 긍정 텍스트 확률 : 68.21%"
"[기저귀 팬티형은 한사이즈 업해서 입어야하는거 알고계시죠? 일이 된 서진이는 오로라 기저귀로는 라지대형팬티형 기저귀 고르는 타이밍에당첨율 오지구요 라지 이름은 스트로베리에요이름도 꿀귀라능이제 기저귀를 살펴볼까요 ], 긍정 텍스트 확률 : 57.29%"
"[ 프리미엄 수입 기저귀라서 그런지 포장지 자체도 기저귀같은 느낌이 아니에요 옆면에는 오로라의 슬로건과 나아가고자 하는 방향성이잘 담겨 있는 글이 적혀있고], 긍정 텍스트 확률 : 81.06%"
"[ 뜯어보니 기저귀가 이렇게 귀여워도 되나 싶을정도로 귀여움.. ], 긍정 텍스트 확률 : 96.30%"
"[ 그렇다고 쪼임이 없는것도 아니다보니 흘러내리거나그럴염려가 없다는게 최고알고보니 아기 체형에 맞춰 밀착 피팅되는 인체공학적 디자인이라고 하네요], 긍정 텍스트 확률 : 95.30%"
"[ 흡수력이 좋아서 밤기저귀로도 딱임가격도 합리적이다보니 부담없이 사용이 가능해요역시..육아는 장비빨.. ], 긍정 텍스트 확률 : 66.46%"
"[개월이 넘도록 기저귀에 정착 못하고 기저귀 유목민으로 이 기저귀 저 기저귀 사용하고 있는 중인데 드디어 제 마음에 쏙 둘고 꼬방이도 편해하는 가저귀를 찾게 되었어요 개월 간 헤메다가 찾은 오로라기저귀를 소개해드릴께요], 긍정 텍스트 확률 : 99.03%"
"[점보는 배아이들도 친숙해질 수 있는 과일모양이라 참 좋았어요 꼬방이는 키로로 대형을 사용했는데 포장지에 있는 과일 모양이 그대로 기저귀에도 그려져 있었어요 친숙한 과일모양이라 저도 과일보며 꼬방이한테 이런저런 이야기하기 좋았어요 제가 젤 좋아하는 과일이기도 하구요 히힛 ], 긍정 텍스트 확률 : 98.07%"
"[ 미국의 유아용품 안전관리의 안전성테스트도 통과하였고 형광증백제], 긍정 텍스트 확률 : 71.14%"
"[ 베어스킨원단을 사용한 오로라기저귀 공기가 가볍게 순환되는 베어스킨원단을 앞면 뒷면 모두 아낌없이 사용해서 부드러움과 보송보송함을 느낄 수 있었어요], 긍정 텍스트 확률 : 94.85%"
"[ 앞면 뒷면 헷갈리지 않게 앞모습 뒷모습이라고 적혀져 있기도 하고 테이프가 있어서 쉽게 차이를 느낄 수 있어서 편하게 앞 뒷면 구분을 하며 사용할 수 있는 오로라기저귀예요], 긍정 텍스트 확률 : 99.02%"
"[ 노란선이 소변을 보면 파란선으로 변해서 소변을 했는지 바로 알 수 있어서 편안하게 기저귀 교체를 할 수 있지요], 긍정 텍스트 확률 : 73.08%"
"[ 파도를 닮은 물결무늬의 부드러운 유연한 웨이브 흡수패드와물방울모양의 강력한 흡수코어로 가볍지만 확실하게 한방울도 새지 않게 꽉 잡아주어 강력한 흡수력으로 밤새 뒤척여도 걱정없이 사용할 수 있고 역류하지 않고 새지 않아서 편하게 사용할 수 있어요], 긍정 텍스트 확률 : 97.29%"
"[이렇게 잘때나 저녁기저귀로도 사용하기 좋았단 사실이지요 편안함에 잠도 잘자고 자는동중 몇번의 소변을 해도 세지 않고 흡수는 잘 되면서 발진도 생기지 않아서 정말 만족하며 사용할 수 있었어요], 긍정 텍스트 확률 : 92.52%"
"[ 오로라기저귀 착용하고 매일매일 일상생활도 하고 있는데 워낙 예민한 아기라 한번만 소변을 봐도 찡찡대는데 오로라기저귀를 착용하면 쉬를해도 찝찝하지 않은지 보채거나 울지않고 이렇게 혼자서도 잘 놀고 있더라고요 진짜 흡수력은 최고인듯 해요], 긍정 텍스트 확률 : 96.87%"
"[ 사용하는동안 단 한번도 새지 않고 발진도 없고 밤기저귀로도 너무 잘 사용한 기저귀라 정말 만족하고 사용할 수 있던 기저귀랍니아이가 편안해하는 아이를 위한 기저귀로 오로라기저귀 추천해요], 긍정 텍스트 확률 : 96.49%"
"[왼쪽 사진이 바로 이번에 새로 나온 오로라 스킨핏 밴드형 기저귀에요.하준이는까지 사용 가능한 오로라 스킨핏 미디움중형밴드형을 사용해보았어요.기존 오로라 팬티형 기저귀는 라지사이즈로 사용 가능한 제품을 사용했어요. ], 긍정 텍스트 확률 : 50.40%"
"[ 미디움중형 밴드형 기저귀는 아주 귀여운 복숭아 그림이 그려진 기저귀에요.너무 사랑스럽죠? ], 긍정 텍스트 확률 : 99.49%"
"[ 앞뒷면 모두 여리여리한 핑크빛의 복숭아가 그려져있어요.또한 소변줄도 보기 편하게 가운데에 세로줄로 되어있어요. ], 긍정 텍스트 확률 : 88.89%"
"[ 오로라 스킨핏 밴드형 기저귀를 살펴볼께요. 앞뒤로 쫙 펼친 모습이에요.평소 부드러운 느낌의 기저귀를 선호하는 저로서는 오로라 기저귀는 정말 갑작스럽게 기저귀 유목민이된 저에겐 딱 맞춤형 기저귀에요안밖으로 모두 부드러워요.개인적으로 저는 겉의 재질이 약간의 바스락거리는 비닐 재질은 별로 선호하지않아요아무래도 아기 피부에 직접 닿는 기저귀다 보니저는 안밖으로 모두 부들부들 부드러운 기저귀가 좋더라구요오로라 밴드형 기저귀를 보시면 밴드 부분이 하얀색이에요.디자인을 해치지 않는 색감이네요 ㅎㅎ ], 긍정 텍스트 확률 : 99.20%"
"[ 오로라 기저귀 팬티형과 밴드형을 비교해 보았어요.아무래도 키로수 차이가 있는 기저귀이기 때문에 크기 차이는 약간 있어요. ], 긍정 텍스트 확률 : 76.66%"
"[ 오로라 기저귀 밴드형과 팬티형은 크기차이는 약간 있지만 보시다 시피 두께감은 별차이가 없어요거의 없는거 같아요. 아무래도 스킨핏 기저귀라 그런지 두께도 얇죠?], 긍정 텍스트 확률 : 55.97%"
"[저희 애기 착용샷이에요사용하는 동안 발진한번 없었어요그러면 오로라 스킨핏 밴드형 기저귀 장단점을 한번 살펴볼께요], 긍정 텍스트 확률 : 84.86%"
