"[☈항상 상대방을 배려하는 마음을 가졌으면 합니다. 본의아니게 상대방을 상쳐주는 일들이 많아요. ], 긍정 텍스트 확률 : 93.66%"
"[ 외출 시 에는 바디슈트에 다리가 달린우리가 흔히 아는우주복으로 입히면 된다 고해요.이 옷들은 각 벌 정도 준비하셔서돌려입히면 된다고 하는데새것을 사기 보다는 얻어서 물려입히는 게훨씬 경제적이라는 점어차피 아기들은 어려서 몰라요], 긍정 텍스트 확률 : 60.37%"
"[크크 지금 돈 아껴놨다가 애가 알 때 쯤 사줍시다 ], 긍정 텍스트 확률 : 66.74%"
"[ 이렇게보니 꽤 많은 정보를 얻었네요.이렇게까지 꼼꼼하고 자세하게 설명해주는산모교실은로 앤 코 코리 틀 페 어 밖에 없으니꼭 참여하셔야합니다 ], 긍정 텍스트 확률 : 97.94%"
"[ 등하신 맘님은 개 정도 하셨더라고요.그래서 제가 등입니다. 아쉬워라...그래도 등으로 따로 표시해주시고양말 선물 챙겨주셨으니 만족해용등 선물인 분유는 어차피 집에 두통 있다고스스로 위로해봅니다. ], 긍정 텍스트 확률 : 97.77%"
"[ 바로 이블랭킷 이에요블랭킷 이미로 앤 코 코리 틀 페 어 에서장 구입했지만], 긍정 텍스트 확률 : 76.49%"
"[ 많으면 많을수록 좋으니 기쁘게 받았어요], 긍정 텍스트 확률 : 79.32%"
"[ 오늘 받은 사은품들이에요.경품추첨없는데도 이만큼 채움태교했어요이제 출산이 다가와서출산용품은 웬만큼 공부가 되어있으므로이 출산용품들이 좋은 지 너무 잘 알아서아주 기쁘게 집으로 돌아왔답니다.], 긍정 텍스트 확률 : 97.18%"
"[하하덕분에 베이비페어장에선 거의 뭐 안사고로 앤 코 코리 틀 페 어 에서 많이 준비했어요제가 월 초중순쯤 출산 예정이라로 앤 코 코리 틀 페 어 는 오늘이 마지막이었어요.아쉬워서 끝나고도 한참제니스뷔페에 머물러 있었네요.같이 다니던 다른 산모분들에게는아직 몇번의 기회가 더 있는데저는 이제 기회가 없으니 너무 아쉬웠어요.하지만 꿀팁들 많이 얻었고그동안로 앤 코 코리 틀 페 어 덕분에 채움태교했으니아주 만족스럽습니다그동안 너무 감사했습니다.], 긍정 텍스트 확률 : 99.32%"
"[오늘 다녀온 대구 로앤코코 리틀페어 후기에요사실 작년월에 한번 갔던곳인데오늘 또 신청해서 또다녀왔어요ㅋㅋㅋ ], 긍정 텍스트 확률 : 97.98%"
"[ 로앤코코 까페에 현장사진 올리고이벤트참여하는게 있어요ㅎㅎ이것말고 인스타이벤트도 있었는데저는 둘다 참여했지만 뽑히지못해서선물은 못받았네요ㅠ.ㅠㅎ ], 긍정 텍스트 확률 : 89.79%"
"[ 오늘의 행사가 끝나고], 긍정 텍스트 확률 : 63.64%"
"[ 로앤코코 리틀페어가 좋은점애기용품들을 거의 원가에 살수가있어요♡ ], 긍정 텍스트 확률 : 59.85%"
"[ 요건 짱구배게에 깔아주는 깔개겸애기 트름시킬때 어깨에 까는 패드에요재질이 엄청좋았는데 원가 천원에판매하시더라구요ㅎㅎ ], 긍정 텍스트 확률 : 95.01%"
"[ 요것도 애기옷종세트였는데단돈 만천원. 사고싶어서 혹 했는데옷은 아직 참아보기로..ㅋㅋㅋㅋㅋㅋㅋ ], 긍정 텍스트 확률 : 56.72%"
"[ 보험상담만 해도 주시는 선물이에요애기옷종셋트랑 방수요 ], 긍정 텍스트 확률 : 56.72%"
"[ 오늘의 사회를 봐주신 엠케이님ㅎㅎ ], 긍정 텍스트 확률 : 90.14%"
"[ 춤도 잘추시고ㅋㅋ아주 유쾌하셨어요산모교실 많이 다녀봤지만 이분이제일 흥이 넘치시는거같아욬ㅋㅋㅋㅋㅋㅋ ], 긍정 텍스트 확률 : 98.84%"
"[ 로앤코코 대표님이세요💓아주 미인이심ㅎㅎㅎ부 강의 직접해주셨어요보통의 산모교실이 운영되는 방법과로앤코코에 대한 전반적인 설명이었어요ㅎ현재 시중에 판매되는 수많은 애기옷이나용품들이 다 로앤코코에서 수입], 긍정 텍스트 확률 : 80.23%"
"[ 부스투어 강요도없기로 유명하죠그리고 질좋은 제품을 거의 원가에살수있기때문에ㅋㅋㅋ현금 두둑히챙겨와야하는 걸로 아주 유명해요♡그리고 참가자 전원 경품증정해주시는것도넘나 좋은거같아요❤❤대표님이 마인드도 너무 좋으시고진짜 산모들 생각을 많이 해주시는것같더라고요ㅎㅎ로앤코코가 나날이 발전하는건 다 대표님덕분이겠죠??.잠깐 쉬는시간을 가진 후부강의도 로앤코코 대표님이 해주셨어요너무 좋은정보 많이주느라 고생하셨어요ㅜ암튼 부는 출산준비물 사는 팁을알려주셨어요ㅎㅎㅎ속싸개], 긍정 텍스트 확률 : 99.98%"
"[ 바디슈트이런거에 대해 자세하게 알려주셔서출산준비물 준비하는데 많은도움이될것같아요ㅎㅎㅎㅎㅎ ], 긍정 텍스트 확률 : 83.54%"
"[ 아 요건 아까 보험상담하면 준다던방수요 사진이에요ㅋㅋㅋㅋㅋㅋㅋ저거 탐나요 귀여운 강아지방수요뒷면은 메쉬소재로 통풍이 잘되서애기들 시간 누워있어도 해롭지않데요로앤코코 대표님의 열정적인 강의가 끝나고잠깐의 레크레이션 시간을 가진 뒤ㅋㅋ엠씨님께서 춤사위를 보여주셨답니다..😁 ], 긍정 텍스트 확률 : 91.45%"
"[ 경광봉들고 열심히 춤추시는ㅋㅋㅋㅋㅋ너무 재미있게 진행 잘해주셔서배꼽빠질뻔했네요ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ땀 뻘뻘흘리시는데 안쓰러웠어요😫너무 재미난시간 잘 보내고 집에와서오늘 받아온 선물들 사진을 찍어봤어요ㅎ ], 긍정 텍스트 확률 : 99.95%"
"[ 요건 오늘로앤코코에서 참석자전원에게나눠주신 애기 앞가리개? 에요ㅋㅋㅋ트름시킬때 어깨에 까는 패드랑 셋트♡요건 애기다리 끼우고 앞으로 입힌다음뒤에 줄로 묶으면된데요ㅎㅎㅎ침 엄청흘릴때랑 이유식먹을때 유용할거같네요ㅋㅋㅋㅋㅋㅋㅋ제가 로앤코코를 월에 다녀와놓고또 신청해서 간이유애기용품 저렴하게 사고싶어서에요ㅎㅎ ], 긍정 텍스트 확률 : 99.57%"
"[ 여름에 출산예정이라..겉싸개나 애기이불을 어떤거 사야할지고민이 많았는데 얇은이불을 파시더라구요재질도 아주 좋았어용 솜이불은 절대사지말고 거즈이불로 사래요ㅋㅋㅋㅋ이불이 엄청 보들보들해요ㅎㅎ땀흡수도잘되고 통풍도 잘되서 여름애기용으로딱인거같아요ㅎㅎㅎㅎ베페가면 몇만원에 판매되는데로앤코코에선 단돈 만오천원득템💜 ], 긍정 텍스트 확률 : 80.73%"
"[ 그리고 요건 블랭킷블랭킷이 가장 유용하게 쓰인데요ㅎㅎ많이 쓰고 세탁많이하고 하니 금방헤진다고 장장 정도 있으면좋데요저는 일단 블랭킷장 득템했네요❤❤이게 한장에 단돈 천원...개이득아닌가요 ㅋㅋㅋㅋㅋㅋㅋㅋ로앤코코 리틀페어 가실분들은진짜 현금 두둑히 챙겨가세요..넘 저렴하다보니 다사고싶더라구요..블랭킷이랑 이불 더 사고싶긴했는데일단 자제했어욬ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ담에 세번째 신청해서 또가고싶네여..출산이 얼마 안남았을때 가야진짜 필요한게 뭔지 잘 알거같아서요ㅋㅋㅋ아직은 시간이 좀 있어서모르는거투성이😰😰ㅎㅎㅎㅎ암튼 너무 유익하고 재밌게 잘 놀다온로앤코코 리틀페어에요ㅎㅎㅎ .?대구산모교실대구산모교실산모교실로앤코코 .?로앤코코리틀페어로앤코코리틀페어임산부예비맘 .?육아용품육아용품육아템블랭킷애기이불 .?출산준비물출산준비물황금돼지띠맘출산준비 ], 긍정 텍스트 확률 : 96.54%"
"[ 산모교실 열리기 이틀 전에 참석자로 선정되었다는 문자를 받았어요.?로앤코코로앤코코 는 기본사은품이 괜찮은 곳이어서 눈여겨 보고 있었거든요집근처인 제니스에서 한다길래 잽싸게 신청했드랬죠], 긍정 텍스트 확률 : 95.98%"
"[ 로앤코코는참석자 전원에게 사은품 을 제공하는데 다른 후기들보니까 대부분 번오가닉 아가종세트 를 받더라구요우리 서동이를 위해 꼭 참석해야겠죠? ㅋㅋㅋ ], 긍정 텍스트 확률 : 52.89%"
"[ 접수대에서 간단하게 이름확인하고 기본 안내종이 받았어요그런데 여기 로앤코코에서는 다른 산모교실과 다르게 아기용품들을 판매하고 있더라구요알고보니 그게 로앤코코가 인기 많은 이유중에 하나였어요 질 좋은 아기 제품들을 도매가에 저렴하게 살 수 있다는 것 ], 긍정 텍스트 확률 : 77.19%"
"[ 그리고 장점 또 한가지부스는 편하게 둘러보면 된답니다스탬프나 사인이 필요하지 않아요 ], 긍정 텍스트 확률 : 64.73%"
"[손수건을 받았고], 긍정 텍스트 확률 : 51.98%"
"[ 메리케이 피부에스테틱 에서는로션 샘플 주셨어요 ], 긍정 텍스트 확률 : 67.12%"
"[ 시작 전에엠케이님이 오늘의 현장이벤트를 설명해주셨어요 ], 긍정 텍스트 확률 : 89.96%"
"[ 행사가 시작되고 진행을 시작하는데 너무 재미있었어요 웃음 태교를 책임지는 엠케이님 덕분에 화기애애한 분위기 속에서 간만에 웃음빵빵 터지며 태교 잘 한 것 같아요 의 화려한 댄스 후 부 강의가 시작됐어요 ], 긍정 텍스트 확률 : 99.98%"
"[ 이상 이 모든 정보를 어느 누구보다 더 친절하고 상세하게 알려주셨어요정말 실생활에 유익한 강의 듣고 온 거 같아요모든 강의가 끝나고 이어진 레크리에이션이 때는 정말 너나할 것 없이 조원들 다같이 손잡고 열심히 게임했어요 ㅋㅋㅋ비록 저희 조는 일등은 못했지만 웃음 빵빵 터지도록 재미있었기에 미련은 없답니다ㅋㅋ그렇게 모든 행사가 끝나고다같이 기본 선물을 나눠 받고 마무리 됐어요 ], 긍정 텍스트 확률 : 98.00%"
"[ 그리고 오늘의 서동이 선물오가닉 아기전용 앞가리개와 버피어깨받이예요], 긍정 텍스트 확률 : 74.77%"
"[ 진짜 너무너무 귀엽지 않나요재질도 부들하니 마음에 들었어요 서동이에게 좋은 선물을 또 하나 줄 수 있어서 기분이 좋으네요오늘의 산모교실도 굳], 긍정 텍스트 확률 : 99.98%"
"[ 로앤코코 산모교실 한번도 참석하지 않으셨다면꼭 한번 가보시는 걸 추천드릴게요], 긍정 텍스트 확률 : 93.85%"
"[안녕하세요산모교실 후기로 돌아온 쵸파맘 입니다 ], 긍정 텍스트 확률 : 82.03%"
"[ 년 첫 산모교실 년 월 일시 부천 초대홀에서 진행된로앤코코 전국 리틀페어다녀왔어요후기를 퍽 일찍도 올리는 게으른 쵸파맘 ㅎㅎ ], 긍정 텍스트 확률 : 64.14%"
"[ 초대홀 은 종종 산교가 열리는 곳이라 어렵지않게 찾아갔어요겨울이라고 눈시람이 반겨주네요로앤코코 전국 리트페어 는 타산교와 달리다양한 육아용품을 구매할 수 있는데요사진을 못 찍었어요많은 예비맘님들께서 구경중이셔서맘님들 도촬할 순 없으니까요ㅎㅎ쵸파맘도 몇가지 득템해왔어요글 끝에서 공개합니당 ], 긍정 텍스트 확률 : 99.70%"
"[ 빠밤들어갔더니 다양한 경품이 쪼로록로앤코코 전국 리틀페어 는 기본경품 좋기로 유명하죠보이시나용봉투마저도 넘나 긔염뽀짝한 경품이절 기다리고있어요이쁜이들아언니왔옹♡♡ ], 긍정 텍스트 확률 : 82.38%"
"[ 순서지와 금융상담 신청서를 받아들고 자리에 앉았습니다그래도 산교 몇번 다녀봤다고첨보는 엄마들틈에 비집고 앉았습니당ㅎㅎ앞자리에 앉아야 손수건 하나라도 더 받아오는걸 깨달았기에ㅎㅎ 앞으로앞으로 ], 긍정 텍스트 확률 : 77.76%"
"[엠케이 님 등장전 사진을 못 찍었지만..춤도 추시고ㅎㅎ 정말웃음태교 를 위해하얗게 불태워주신덕분에 신나게 웃었어요 👍 ], 긍정 텍스트 확률 : 79.38%"
"[ 육아용품을 수입하는 업체 였어요로앤코코는 왜 산교를 시작하셨는지 산교에 금융강의가 빠질 수 없는 이유], 긍정 텍스트 확률 : 58.19%"
"[로앤코코는 어떻게 부스투어 없는 산교를 할 수 있는지 소개하시고 짧은 쉬는시간이 있었어요부스는아이맘케어], 긍정 텍스트 확률 : 52.76%"
"[ 턱받이], 긍정 텍스트 확률 : 50.43%"
"[ 촉감 좋고 탄력있는속싸개 는 한 개 육천원넘 맘에드는 상큼한뱀부블랭킷 은 쵸파 애착이불로딱인것같아 사왔어요저렴한 가격에 좋은 제품 구입해서 신이 났답니당ㅎㅎ ], 긍정 텍스트 확률 : 80.80%"
"[넙치가 감기몸살로 끙끙 앓아서컨디션 회복될때까지 간호하느라오랜만에 다녀온 산모교실자긴 괜찮으니 다녀오라는데부모마음?이 또 그렇지 않은지라옆에 딱 붙어서 병수발 들어줬다그 와중에 나한테 옮길까봐혼자 불안해하며각 방 선언까지ㅋㅋㅋ어쨋든 넙치의 병세가많이 좋아져서마음 편히 다녀왔다 ], 긍정 텍스트 확률 : 99.02%"
"[ 들어서자마자 펼쳐진 매대다양한 종류의 아기용품이판매되고 있었다 ], 긍정 텍스트 확률 : 68.57%"
"[ 귀여운 우주복부터 조끼와실내복까지 예쁜 옷 투성이다무엇보다 내 눈을 사로 잡은 옷은사진에 보이는겨자색 니트와 치마세트너무 너무 탐났는데우리 단디가 입기엔한참 멀어서 꾹 참았다이제와 생각해보니그냥 살껄 후회된다ㅠㅠ대표님 택배는 안되나효..? ], 긍정 텍스트 확률 : 58.78%"
"[ 부스투어를 끝내고 자리에 앉으니전기 이벤트와 인스타 이벤트에대해 설명해주셨다어떻게든 선물 주려고 하는 로코..❤️ ], 긍정 텍스트 확률 : 90.79%"
"[ 입장할때 받는 용지태아보험은 들어놨는데점검받고 싶어서 신청해놨다 ], 긍정 텍스트 확률 : 57.73%"
"[ 오늘의엠케이는정말 유쾌하고 재밌으신 분이셨다부가 시작하기전간단하게 레크레이션을 했는데진행을 어쩜 그리 잘하시는지너무 찰져서 찰떡같았다 ], 긍정 텍스트 확률 : 98.28%"
"[ 잠시후 부가 시작됐다부는 보험 강의라고 했는데보험 강의가 아닌대표님의 말씀이였다로코가 어떤 회사인지어떻게 만들어진 회사인지에대한 내용이였는데대표님의 열정은 정말 대단하셨다그리고현재 시중에 판매되는애기 옷과 용품을 수입하고 판매하는코리아갤러리 라는 도매 업체로대한민국에서 제일 싸게 파신다며자부하셨다 근데 정말 싸긴 싸다ㅠㅠ시간 가는줄 모르고 들었던대표님의 말씀뒤에 쉬는 시간을 갖고부 강의도 대표님이 해주셨다로코는 보험 강요], 긍정 텍스트 확률 : 97.19%"
"[부스 강요없어서 좋다부에선 출산 용품과아기 용품 사는 팁을 알려주셨다첫째고 또 아무것도 모르는 초짜엄마라대표님의 말씀 하나 하나가다 조언같고 또 꿀팁이였다 ], 긍정 텍스트 확률 : 83.37%"
"[ 마지막 엠케이의 댄스타임웃다가 자지러진 산모교실은 처음이다ㅠㅠ대표님도 엠케이도 너무 좋다.. ], 긍정 텍스트 확률 : 98.05%"
"[ 상담 선물은 방수요와종세트 두 가지중 선택하면된다 ], 긍정 텍스트 확률 : 92.36%"
"[ 기본 선물아기 앞치마와 트름패드와파스퇴르에서 받은 기저귀], 긍정 텍스트 확률 : 71.33%"
