"[ 열심히 검색해서 착한성분에 리틀트윅보단 조금 비싸지만 그래도 가격만족도 되는 제품을 바로 구매했습니다.브랜드 인데요 오가닉 제품으로 구성된 베이비 파우더 입니다. ], 긍정 텍스트 확률 : 74.04%"
"[ 요즘엔 개나소나다 유기농이라고...붙여놔서 어떤게 진짜 유기농인지알 수가 없지만 ㅠㅠ 안나플러스 베이비로션은농림수산식품부와 독일유기농 인증 기관에서 ], 긍정 텍스트 확률 : 96.50%"
"[ 유기농 인증을 철저히 받은 로션 ], 긍정 텍스트 확률 : 51.98%"
"[ 이라더더욱 믿고 사용해볼만 한 것 같아요 ], 긍정 텍스트 확률 : 53.38%"
"[ 제이의 목욕시간샴푸와 로션을 준비하고 ], 긍정 텍스트 확률 : 69.80%"
"[한나플러스 베이비로션을제이 배위로 스스슥유기농이라 안전하게 사용할 수 있어서너무너무 좋아요 ], 긍정 텍스트 확률 : 91.99%"
"[크리미 형태라 잘 발라주고톡톡 두들겨주면 금방 피부에 흡수되구요추우니 얼른 옷 입히고얼굴에도 톡톡톡 발라주세용 ], 긍정 텍스트 확률 : 73.72%"
"[촉촉해진 제이 얼굴목욕하고 기분 좋은 제이밥도 먹고 목욕도 하고엄마랑 재밌게 놀아요. ], 긍정 텍스트 확률 : 90.34%"
"[ 제이야 기분 좋아?엄마랑 날씨 따뜻해지면욕조에 들어가장❤️ ], 긍정 텍스트 확률 : 97.30%"
"[ 본 포스팅은 안나플러스로부터제품을 무상으로 지원받아 작성한 솔직한 후기 입니다 ], 긍정 텍스트 확률 : 52.55%"
"[베이비페어 현장등록접수대 및 온라인등록 확인대가 있었어요 ], 긍정 텍스트 확률 : 65.47%"
"[전 온라인 등록을 하고 왔기에 요 줄에 섰지요 ], 긍정 텍스트 확률 : 73.73%"
"[몰랐는데 여수맘 카페에서 이벤트도 했었나봐요저는 여기 와서 알았으니까.. 아쉽지만 어쩔수 없죠 당첨되면어떤 혜택주는지 궁금해요 ㅠㅠ], 긍정 텍스트 확률 : 95.41%"
"[저번에 여수 베페 갔을땐 사전 등록 없이 갔었는데이번 광주 베페는 혹시몰라 사전등록할때오빠랑 저랑 둘다 등록했더니], 긍정 텍스트 확률 : 60.55%"
"[ 입장권과 매짜리 물티슈 개 받았어요ㅎ요즘 집에 쌓여만 가는 물티슈 ㅠㅠㅋㅋㅋ꾸준히 받아놓고 있다는ㅋㅋㅋㅋ ], 긍정 텍스트 확률 : 96.01%"
"[자요기가 광주 베이비페어 입구에요이번 광주 베이비페어 참가 업체 목록을확인하자면], 긍정 텍스트 확률 : 73.89%"
"[부스도 많은데 행사장 자체가 넓어서 저희가 간 시간대에는 사람이 꽤 있어도 치일 정돈 아니었는데주말엔 왠지 장난 없을듯 해요.... ], 긍정 텍스트 확률 : 76.72%"
"[카리부 접이식 욕조], 긍정 텍스트 확률 : 56.44%"
"[블루키즈아이와 유아 내의 ], 긍정 텍스트 확률 : 71.85%"
"[밍크엘레팡 아기모자 ㅠㅠㅠㅠㅠㅠ아너무 귀여워 ㅠㅠㅠ ], 긍정 텍스트 확률 : 99.22%"
"[요건 실리콘 휴대폰 거치대였는데너무 귀여웠지만 ... 살마음이 딱히 ㅋㅋㅋㅋㅋ ], 긍정 텍스트 확률 : 98.01%"
"[으항ㅠㅠㅠㅠㅠㅠ속싸개며 인형이며 너무 귀엽더라는], 긍정 텍스트 확률 : 97.47%"
"[아이조아 이불 세트 ], 긍정 텍스트 확률 : 53.28%"
"[오빠가 매보니까 안정감도 있고 너무 좋다고는 하나 ], 긍정 텍스트 확률 : 89.89%"
"[가제손수건 이정도면 싼건가요?], 긍정 텍스트 확률 : 61.45%"
"[유모차 설명도 들어보고 접어보고 밀어보고맘에드는건 엄청 비싸고...ㅋㅋㅋㅋ맘에든 모델에 눈을 못떼고 있었더니 직원분이베페 마지막날 일요일에 상품 엄청 싸게 파신다는데 ㅜㅜ 우린 광주사람이 아니라서요...일욜날 또 가기가 .....넘 아쉬웠어 ....ㅠㅠ ], 긍정 텍스트 확률 : 99.49%"
"[에르고 아기띠엄마들 추천이 젤 많았던 제품이었어서설명들으니까 더 사고싶어짐 ㅠㅠ판매하시는 분 조차 엄청나게 자신있어 하시는 모습이 ㅎㅎ 근데 아기띠 자체에 수납공간이 없는게조금 아쉽 ㅠㅠ], 긍정 텍스트 확률 : 99.13%"
"[에르고 바로 옆 스와들 요기 사계절 속싸개 사고팠는데아침에 품절 됐단다...허헣ㅎㅎㅎ ], 긍정 텍스트 확률 : 53.18%"
"[배넷저고리와 발싸개 손싸개 ....너무 귀엽다 ㅠㅠ첫 배넷저고리와 싸개는내가 직접 만들어 줄거니까 패쓰... ㅋㅋㅋ ], 긍정 텍스트 확률 : 97.75%"
"[ 원이라던가?ㅎ너무 귀여운데 인터넷가격이 더 쌀거같아서 패스 ㅋㅋㅋㅋㅋㅋㅋㅋ], 긍정 텍스트 확률 : 89.46%"
"[베페 부스들 한쪽에 있고좀만 더 직진해서 가면 가구리빙페어 행사장베이비페어랑 가구페어랑 막힘 없이 연결되어 있어요 ], 긍정 텍스트 확률 : 50.23%"
"[근데 우리 강군ㅋㅋㅋㅋㅋㅋㅋㅋㅋ 베페볼때보다 가구리빙페어에서 신나셨다세젤신세상에서 제일 신난 강군 ㅋㅋㅋㅋ 광주 베이비 페어및 광주 가구리빙페어 다녀온 후기는저랑 오빠는 지난번 여수 베페보고 큰 실망 하기도 했구그땐 초기라 아무 관심 없이 대충 봤는데 오늘은 다 이것저것 만져보고 물어보고 했더니 너무 재밌게 잘 보고 왔어요뭐 건져온것은 없었으나 ㅋㅋ 손으로 직접 만져볼수 있는 것들은 만져보면서 비교해보고 할수 있어서 너무 좋았던 ㅎㅎㅎㅎ 제발 여수 순천 광양 베이비페어 규모도 좀....늘려주세요 ], 긍정 텍스트 확률 : 92.58%"
"[인터넷을 보니.? 에서 파는 것 같으나], 긍정 텍스트 확률 : 74.81%"
"[물론 이고요], 긍정 텍스트 확률 : 68.71%"
"[물론하는 일도 교육자이며], 긍정 텍스트 확률 : 58.83%"
"[지금은 아기 행동교육을 배우고 가르치고 있어요. 그 친구가 예전에 추천한 기저귀여서 저도 일찌감치 갈아탄 기저귀가 릴리두에요.], 긍정 텍스트 확률 : 97.91%"
"[설사를 한 적도 없어요신생아의 응아는 원래 묽으니까.. 그건 제외. 그래서 전 팸퍼스를 써도], 긍정 텍스트 확률 : 60.98%"
"[다른 오가닉], 긍정 텍스트 확률 : 54.98%"
"[전 마케팅의 노예거든요.릴리두는 디자인도 이쁘고], 긍정 텍스트 확률 : 81.34%"
"[고객센터도 쉽고 빠르게 연락이 닿고 문제가 있다면 문제 해결도 굉장히 빨라요. 또한 젊은 엄마들 사이에서 릴리두를 쓰면 센스있는 엄마. 이런 느낌이 강해요. 이것도 물론 마케팅의 효과인데], 긍정 텍스트 확률 : 70.09%"
"[액세서리 편집숍에 넣어둬서 패셔너블하고 센스 있는 엄마의 선택이라는 느낌으로 잘 가고 있지요.], 긍정 텍스트 확률 : 52.90%"
"[ 기저귀보다는 훨씬 부드럽고], 긍정 텍스트 확률 : 67.20%"
"[릴리두가 조금 더 저렴하고], 긍정 텍스트 확률 : 59.90%"
"[ .?베이비러브베이비러브 보다는 훨씬 비싸죠.], 긍정 텍스트 확률 : 63.01%"
"[얇기도 엄청 얇아서 여름에는 정말 짱이 있어요. 너무 부드러워서 독일에 가지고 오고 싶었던 기저귀였지요. 근데], 긍정 텍스트 확률 : 88.97%"
"[주 간격으로 배송을 받을 수 있으며], 긍정 텍스트 확률 : 57.92%"
"[구독해지는 물론 가능해요. 배송은 팩박스로 배송이 돼요. 한 박스 안에 배송되는 기저귀 수량은 바꿀 수 없어욧.아래 사진을 보면 기저귀 사이즈], 긍정 텍스트 확률 : 73.54%"
"[기저귀를 정기구독할 때는 . 사이즈를 선택하고], 긍정 텍스트 확률 : 56.01%"
"[. 물티슈 선택 여부릴리두 물티슈는 다른 독일 물티슈와 다르게 조금 두꺼워요], 긍정 텍스트 확률 : 75.27%"
"[물론 친환경 물티슈죠], 긍정 텍스트 확률 : 86.45%"
"[한국 분들], 긍정 텍스트 확률 : 73.42%"
"[말씀하시면 보내드릴게요. 인터넷에서 알아서 주문하셔서 저희 집으로 보내주셔도 되고], 긍정 텍스트 확률 : 90.44%"
"[유아 요방수요 쁘리엘르베이비 네이처오가닉아기방수요대형 유아동 요매트], 긍정 텍스트 확률 : 65.74%"
"[할인제품 유아 요방수요 쁘리엘르베이비 네이처오가닉아기방수요대형 유아동 요매트], 긍정 텍스트 확률 : 65.74%"
"[아이보리세일중 ], 긍정 텍스트 확률 : 66.41%"
"[현재 제품 정보는 쿠팡 물품으로 일시 품절이 될 수 있습니다. ], 긍정 텍스트 확률 : 67.30%"
"[ .?물티슈물티슈.?유아방수요유아방수요 ], 긍정 텍스트 확률 : 65.74%"
"[ .?매트매트.?네이처오가닉아기방수요네이처오가닉아기방수요 ], 긍정 텍스트 확률 : 65.74%"
"[해당 글은 제휴 파트너 광고로써 일정 커미션 지급을 받을 수 있습니다. ], 긍정 텍스트 확률 : 79.14%"
"[ 강의하는 쪽에는 엄마들이 궁금해하는 육아용품들을 직접 만지고 체험할 수 있도록 비치해놓았서 좋았어요.누구든 자유롭게 만져볼 수 있게 해놓아서 부담이 없었고요.게다가 봐도 잘 모르겠는 건 하트맘 부모학교스태프들에게 물어보면 오케이정말 친절하게 설명해주시더라고요.제가 궁금했던 건에르고베이비 오가닉과 과의 차이였어요스태프분이속시원하게 설명해주셔서 감사했어요글구 아기침구에 대해서도 궁금했는데], 긍정 텍스트 확률 : 91.38%"
"[그 부분도 해결 베페 전시회장에서 전시상품으로 저렴하게 알레린 샀는데 사놓고도 잘한 건가.. 싶었던 터라...그런데 스태프 분이 알레린을 추천해줘서 깜놀..ㅋㅋㅋ이전에 하던 일이 간호사였다면서...질문한 것 외에도실제 경험을 토대로 여러 조언을 해주셔서 정말 감사했습니다. ], 긍정 텍스트 확률 : 97.75%"
"[그러길 정말 잘했다 싶더라고요.산모교실에서 부스투어가 이렇게 재미있고 유익한 적이 있었던가...ㅋㅋ하트맘 부모교실에서 선별하고 또 선별해서 모집한 부스일 테니 믿음도 갔고요. 꼬무신], 긍정 텍스트 확률 : 99.87%"
"[요야 유모차], 긍정 텍스트 확률 : 61.18%"
"[육아용품 등 전체적으로 여러 분야의 상품을 두루두루 살펴볼 수 있어서 도움이 많이 되었어요.아직 소명이를 만나기 전이지만 교육에 관심이 많은데], 긍정 텍스트 확률 : 63.03%"
"[교육 관련 부스가 있어서 더더욱 좋았답니다. 핀덴카], 긍정 텍스트 확률 : 85.64%"
"[핀덴베베 넘 갖고 싶은데... 가격이 너무 비싸서.. 선뜻....ㅠㅠ 아], 긍정 텍스트 확률 : 95.15%"
"[ 부 강의], 긍정 텍스트 확률 : 56.44%"
"[ 직접 육아하면서 느낀 점을 토대로 알려주시고], 긍정 텍스트 확률 : 56.43%"
"[ 해주셔서 도움이 많이 되었다.넘쳐나는 출산준비물 정보 홍수에서 이제야 어떻게 준비해야 할지 방향이잡힌 기분이었어요. 기억에 남는 내용도], 긍정 텍스트 확률 : 93.19%"
"[도움되는 내용도 정말 많았지만...직접 참여해서 들어보길 추천하며인상적이었던 내용 몇 가지만 기록해놓을게요 ], 긍정 텍스트 확률 : 79.24%"
"[ 속싸개와 겉싸개는 필수가 아니라 선택 사항이다. 단], 긍정 텍스트 확률 : 63.05%"
"[ 부 강의 후에는 분간 부스 투어를 했어요.엄마들이 모두 적극적으로 참여하더라고요.아래는 마이휴 부스인데 엄마 턱받이에 대한 관심으로예비맘들이 바글바글...ㅎㅎ ], 긍정 텍스트 확률 : 53.01%"
"[왼쪽오른쪽으로 모두 잘 접히는 유연한 신발 디자인도 귀엽고. 나중에 소명이신발은 여기에서 사주려고요 ], 긍정 텍스트 확률 : 59.81%"
"[ 크림하우스와 알집매트를 직접 비교할 수 있도록 설치해놓았어요.대표님이 매트에만 만 원 쓴 것 같다고..... 헉....대표님 경험담 듣고요. 전알집매트 실리온 구입하기로 결심... 감사합니당 오후에 하트맘 육아맘교실 때는 이곳에서 아이들이 직접 체험 놀이도 한다고 하더라고요 ], 긍정 텍스트 확률 : 98.58%"
"[ 오감터치 리듬마사지 태교.맘드림 태교연구소를 운영하는 박소정 대표님이 강의를 해주셨어요. ], 긍정 텍스트 확률 : 79.72%"
"[ 하루에 한 번 집에서 조용한 음악을 틀어놓고 마음을 편하게 내려놓으면서 호흡하기], 긍정 텍스트 확률 : 97.19%"
"[ ② 규칙적인 생활하기. 특히 잠자는 시간], 긍정 텍스트 확률 : 62.98%"
"[규칙적인 리듬감을 좋아한대요.그래서 태교는 리듬이다를 기억해두라고..동요 세 곡을 함께 부르며 움직였는데], 긍정 텍스트 확률 : 60.94%"
"[재미있었어요. 하트맘 부모학교 카페에 자료 올려주신다니... 그거 보면서 집에서 한 번씩 하려고요.자료 기다리고 있습니다ㅎㅎㅎ맞다], 긍정 텍스트 확률 : 99.75%"
"[ 큰 가방을 매고 가도 좋을 듯해요.ㅋㅋ 강의도 굿 스태프 친절도도 굿 부스투어도 굿 기본경품도 굿 ], 긍정 텍스트 확률 : 99.98%"
"[ 집에 돌아와서는 배민프레시에서 준 반찬으로 밥을 차려 먹었어요. 반찬까지 챙겨주는 산모교실은 이곳이 유일무이할듯..ㅋㅋ맛도 좋고], 긍정 텍스트 확률 : 96.22%"
"[하트맘 선물팩 한꾸러미를 증정하네요.헉... 점점 더 발전해가는... 하트맘 부모교실. 부러워요ㅠㅠㅋㅋ노원이 강동보다 우리집에서 더 가까운데...ㅋㅋㅋ노원 친구에게 알려주려고요.시간 되면 꼭꼭꼭 가보라고.저는 우리 소명이 낳고 육아맘 클래스 신청해서 참여할 거예요. 꼭], 긍정 텍스트 확률 : 98.29%"
"[ 오 임신박스 당첨을 축하드립니다], 긍정 텍스트 확률 : 54.38%"
"[감사합니다. 빅앙쥬님도 꼭 당첨되셨으면 좋겠어요], 긍정 텍스트 확률 : 97.16%"
"[감사합니다. 산청이님듀 꼭 당첨되셨으 좋겠어요], 긍정 텍스트 확률 : 95.60%"
"[정성스런 후기 감사합니다 ], 긍정 텍스트 확률 : 84.51%"
"[푸짐한 선물 축하드립니다 부러워용 ㅎ], 긍정 텍스트 확률 : 92.53%"
"[우아정성듬뿍 후기네요], 긍정 텍스트 확률 : 65.06%"
"[후기너무 멋있어요], 긍정 텍스트 확률 : 95.23%"
"[ 축하드려요 저희 아가 낳기 전에 이런 정보 많이 알았음 더 좋았을 것 같아요], 긍정 텍스트 확률 : 83.59%"
"[축하드려요이런거 잘 챙겨놓음 출산준비 도움되더라구요], 긍정 텍스트 확률 : 80.51%"
"[우와 당첨되신거 완전 축하드려요 ㅎㅎㅎ], 긍정 텍스트 확률 : 91.53%"
"[앗 감사합니다 ], 긍정 텍스트 확률 : 84.51%"
"[완전 축하드립니다. 좋으시곘어요 ㅎㅎㅎ], 긍정 텍스트 확률 : 99.15%"
"[네넹 너무좋았어요😊 축하감사드립니다], 긍정 텍스트 확률 : 95.69%"
"[ 와 자세한 후기보니 맘스클럽 꼭 한번 가고싶어져요], 긍정 텍스트 확률 : 86.94%"
"[보험강의도 없고 경품도 푸짐하니 꼭 가보세용ㅎㅎ], 긍정 텍스트 확률 : 73.03%"
"[최대한 자세히 써본건데 ㅎㅎ도움되셨다니 다행이네요 감사합니당 ㅎㅎㅎ], 긍정 텍스트 확률 : 99.44%"
"[우와 꾸렁맘 정말 후기 자세하고 너무 좋으네요 다음 안양에서할때 꼭가고싶어요ㅎㅎㅎ], 긍정 텍스트 확률 : 96.86%"
"[안양사시나봐요ㅎ.ㅎ 반가워용 찰싹아방가워님도 꼭 참석해보시길 바라요 ㅎㅎㅎ], 긍정 텍스트 확률 : 97.49%"
"[대박ㅋㅋ진짜 긴 글인데 빠짐없이 보게되네여ㅋㅋ직접가본느낌ㅋㅋ진짜가보구싶네여ㅜㅜ], 긍정 텍스트 확률 : 99.75%"
