"[ ...요즘 눈에 띄는 기저귀가 있어서 사용해본..애플크럼비 기저귀예요....지금 홈페이지에서 친구추가이벤트중이라], 긍정 텍스트 확률 : 89.18%"
"[위메프감사제 수분크림이], 긍정 텍스트 확률 : 56.59%"
"[초대형 아이스링크와 미디어아트까지광장 아이스런 ], 긍정 텍스트 확률 : 56.92%"
"[단하루 탱글탱글 흰다리새우 대사이즈마리 사면 살수록 사은품 추가 구매후기 이벤트 ], 긍정 텍스트 확률 : 57.00%"
"[뷰티페어 네이처리퍼블릭 월 마지막 빅세일 ], 긍정 텍스트 확률 : 75.55%"
"[티몬균일가고퀄리티 코튼 융털 양말 ], 긍정 텍스트 확률 : 50.30%"
"[아토세이프 대용량 액체세제개세탁세제섬유유연제 ], 긍정 텍스트 확률 : 83.88%"
"[불스원 폴라프레쉬 선바이저 본품 아쿠아 리필증정 ], 긍정 텍스트 확률 : 77.58%"
"[베지밀 뼈에좋은 칼슘 아몬드호두잣 두유 팩 ], 긍정 텍스트 확률 : 73.98%"
"[해피한 직화 생선오븐 홈쇼핑 히트상품 ], 긍정 텍스트 확률 : 56.98%"
"[네파키즈페트릭 롱 다운자켓 ], 긍정 텍스트 확률 : 72.87%"
"[안흥찐빵 호호불어먹는 안흥찐빵개트레이포장 ], 긍정 텍스트 확률 : 65.75%"
"[가포 웰빙큐 에어프라이어 튀김기 대용량. 사은품종증정 ], 긍정 텍스트 확률 : 58.36%"
"[클라이드앤 현대백화점관 클라이드.공용 로체 웰론 점퍼 ], 긍정 텍스트 확률 : 89.38%"
"[동원에프앤비 동원 라이트스탠다드 참치캔 참치캔살코기 ], 긍정 텍스트 확률 : 52.23%"
"[동원에프앤비 동원 샘물병 팩 총병 생수음료수 ], 긍정 텍스트 확률 : 52.23%"
"[특 로엘 사차인치와 브라질넛 한봉에 박스], 긍정 텍스트 확률 : 64.63%"
"[시즌오프 캠핑용품 총집합 종 균일 특가 무료배송 ], 긍정 텍스트 확률 : 66.48%"
"[마블 스포츠양말 단목 남자입세트 패션 농구 테니스 ], 긍정 텍스트 확률 : 66.10%"
"[포트메리온 악센트볼세트갤러리아 ], 긍정 텍스트 확률 : 71.56%"
"[수인 욕실히터난방기초히터구], 긍정 텍스트 확률 : 78.63%"
"[프레시지 오세득 루돌프 스테이크], 긍정 텍스트 확률 : 61.52%"
"[보니타하우스 파스텔 인홈세트종 택 예쁜그릇 ], 긍정 텍스트 확률 : 89.24%"
"[뱅뱅 남녀공용 초경량 구스다운 패딩조끼외종 ], 긍정 텍스트 확률 : 60.80%"
"[ 터치인솔 원터치 아이섀도우 ], 긍정 텍스트 확률 : 52.23%"
"[메디플라워 대용량 콜라겐 링클 아이크림 ], 긍정 텍스트 확률 : 79.94%"
"[오감자 그라탕 봉 ], 긍정 텍스트 확률 : 53.30%"
"[페이퍼플레인키즈 아동 겨울 패딩 털 부츠 유아 신발 남아 여아 방한화 ], 긍정 텍스트 확률 : 55.77%"
"[현대백화점관 에블린 대박이벤트 팬티 종 패키지단하루 무료배송 ], 긍정 텍스트 확률 : 97.28%"
"[토이트론 하프의 빙글빙글 솜사탕 메이커 ], 긍정 텍스트 확률 : 52.07%"
"[모카썸 따뜻한 보아안감 후드 원피스], 긍정 텍스트 확률 : 95.65%"
"[에 판매되고 있습니다.], 긍정 텍스트 확률 : 64.98%"
"[ 포스팅 시점의 할인가 입니다. 실제 구매시 금액을 확인 하세요. ], 긍정 텍스트 확률 : 81.64%"
"[ 생후 일차 제 첫 아이를 위해 구매했습니다 소문대로 만져만봐도 다른 기저귀보다 부드럽습니다 요즘 아가느 엉덩이에 간혹 발진이 나는데 애플크럼비로 더이상 아가가 아파하는 일 없었으면 좋겠네요 ], 긍정 텍스트 확률 : 67.12%"
"[ 곧태어날아기를 위해 미리 준비 했어요 보들보들 넘 좋아요 ], 긍정 텍스트 확률 : 64.22%"
"[프리미엄 친환경 오가닉 기저귀로 곧 태어날 우리아이 기저귀 선택 걱정 뚝이네요 신생아부터 쓸것이라 가장 작은 사이즈 먼저 써보고 성장에 맞춰 계속 사용할 예정이라 후기 올려요뽀송하고 부드러워요 밤에 채우면 밤새 안 새고 뽀송하더라구요 만족하고 또 구매할거에요상품은 좋아요. 친환경인데 소변표시줄 있어서 편리하고 흡수도 잘 됩니다. 그런데 제품을 집앞이 아닌 빌라 정문 앞에 그냥 두고 가셨더라고요. 너무 황당해서 그냥 길가에 두고 간거랑 뭐가 다른지? 떡하니 빌라앞에 둔걸 사진으로 보내셨네요. 주변에 폐지 수거하는 분이 자주 다니셔서 박스 주워가실까봐 새벽에 자다말고 일어나서 가지고 들어왔네요.리로 하스 킨 등 여러가지 써봤는데 애플크럼비가 젤 부드럽고 흡수도 잘되고 여러모로 제일 좋네요 한장당 가격이 조금 비싸긴 한데 그래도 계속 쓸게요일때구입하고현일입니다 좋은기저귀찾아헤메다정착했네요 부드럽고흡수력도디자인도발진없고 밤낮으로도다좋네요 아가울아가가쓰기엔허벅지가 좀안쓰럽게작은느낌이라 기저귀허세부림서쓰고있네요 한치수크게다시재주문하러왔다후기남겨요애플크럼비는 특히 딸애기들에게 좋다 하여 출산 전부터 구매해둔 기저귀에요. 조리원 퇴소하고 선물받은 하기스 신생아용 했는데 바로 기저기 발진 올라온뒤 준비해둔 애플크럼비 기저기로 바꿨는데 진짜 좋아요적극추천합니다애플크럼비 한번 써번뒤엔 다른 제품은 사실 손이 안가요. 오가닉 프리미엄이라 내 아이한테 잘하고 있다고 생각되요. 계속 단계별로 써야겠네요. 🙂], 긍정 텍스트 확률 : 99.93%"
"[ 구매한 고객님들이 작성한 상품평 입니다. ], 긍정 텍스트 확률 : 55.79%"
"[ 쿠팡알뜰정보 ▼하이. 특가 상품 및 할인 상품을 소개하는 핫한인생입니다. 요즘 핫한 소개할 품목은], 긍정 텍스트 확률 : 85.65%"
"[매 입니다. 원가격에서], 긍정 텍스트 확률 : 82.74%"
"[ 정도 할인되었습니다. 위 상세 쿠팡알뜰정보를 클릭하면 구매 페이지로 이동됩니다. 해당 제품의 가격과 할인 정책은 일별로 차이가 날 수 있습니다.이 상 “핫한인생”이었습니다. 알뜰 쇼핑 하셔서 좋은 상품 알뜰하게 구입하세요 .핫한인생은 쿠팡 최저가 정보를 제공합니다. 판매에 직접 관여하지 않습니다.], 긍정 텍스트 확률 : 90.26%"
"[ 팸퍼스 프리미엄라인쓰다 로캣배송돼는것중에 괜찮은것 찾다가 르랑 애플이랑 고민하다가 애플당첨❤️완전 짱 좋네요 ㅠㅠㅠㅠㅠㅠㅠㅠㅜㅠㅠㅜ팸퍼스도 좋고 좋은것으로만 썻엇는데 애플은 말레시아꺼만 빼면 너무나 최애❤️팸퍼스보다는 두꺼운편이긴한데너무 부드럽고 흡수력도 굿굿애기 옹동이가 뽀송뽀송하네요 장당으로 따져도 이게 좀 가격이 잇는 편인데 개월 여아 키로 쫌 안돼는데 기럭지가 개월수에 비해 긴데?다리는 타이어가 별루 없는 보통여아랍니다 사이즈가 낙낙하게 맞는게 다른것에 비해 좀 작게 나온듯?팸퍼스랑은 사이즈 비슷한거 같아요 ㅎ 참고 하세용아무튼 저는 낮이든 밤이든 이걸로 쓰고잇는데팩 주 정도 쓰는거 같아요.아무튼 저는 적극추천드려요 ㅎ정기배송 신청 고민중이구요나중에 르써보고 비교 후기 남길게요 ㅎ 음..처음에는 좋앗어요 부드럽고 흡수력도좋은거같고 알갱이 안나오고 애기 발진도없고근데..넉넉한사이즈를 했음에도 응가가 자꾸 뒤로새요이유가뭔지 생각해보니 조이는밴드가 느슨하고 얇아서 딱 잡아주지 못하는것같더군요..응가새는게 세번정도있었는데 옷], 긍정 텍스트 확률 : 77.96%"
"[ 쿠팡알뜰정보 ▼이 포스팅은 쿠팡 파트너스 활동의 일환으로], 긍정 텍스트 확률 : 50.43%"
"[이에 따른 일정액의 수수료를 제공받고 있습니다.], 긍정 텍스트 확률 : 68.48%"
"[해당 회사는 본인들 기저귀는 발진이 생기지 않는 기저귀라며. 상담받는 태도가기저귀 회사에서 이렇게 응대하는 회사 처음이였음. 대부분 증상이 어떤지 먼저 물어보고], 긍정 텍스트 확률 : 52.17%"
"[이 포스팅은 쿠팡 파트너스 활동의 일환으로], 긍정 텍스트 확률 : 50.43%"
"[이에 따른 일정액의 수수료를 제공받고 있습니다. ], 긍정 텍스트 확률 : 68.48%"
"[ 상세할인정보 확인 ▼안녕하세요. 소문난 싸다 입니다. 쇼핑하기 핫 한 날이에요.이번에 소개할 상품은], 긍정 텍스트 확률 : 91.15%"
"[매 입니다.원가격에서], 긍정 텍스트 확률 : 82.74%"
"[기저귀 키워드로 더 많은 정보를 원하신다면 아래 링크를 클릭하세요. . ], 긍정 텍스트 확률 : 51.09%"
"[아이의 사이즈나 교체시간 등등 이런걸 먼저 체크하던데...기저귀나 분유가 아이에따라서 맞지 않는 경우가 흔하고 또 발진이 난다고 해서 그 회사의 제품이 이상하다고 뭐라하는것도 아닌데... 뭐가 그리 당당한지.이제서야 후기 다시보니 통기성 안 좋다는 분들 보이고 발진이 계속된다는 분도 있으셨다. 여름기저귀로는 완전 별로. 이 돈주고 사느니 네추럴 블라썸이나 슈퍼데디 리얼슬리 제품을 사야지. 네추럴이나 수퍼데디는 이거보다 흡수력이 조금 떨어지긴합니다. 그래도 이 제품들을 쓰면서 발진 일어났던 적은 한번도 없었어요. 그래도 뽀송함과 발진을 만나는거 보다 나은거 같아요. 어차피 기저귀는 바로바로 갈아주니까내가 더 이상 이 회사꺼를 사용할 일도 추천할 일도 없다. 좋다는 기저귀는 다 써보고 있는 중입니다다른 친환경유기농 기저귀를 쓰고 발진이 생겨 실망했는데 애플크럼비는 밤기저귀로 사용해도 발진도 없고 뽀송뽀송해요부드럽단 리뷰를 많이 봤는데 뜯어보고 부드러워서 더 만족했고 디자인도 엄마 취향 저격이네요사이즈는 작게 나온 것 같아요 키로에요너무 딱 맞아서 라지로 다시 주문해요 참고하세요 신생아때부터 쭈욱 사용하게 된 애플크럼비 밴드형 기저귀네요. 베이비페어나], 긍정 텍스트 확률 : 50.99%"
"[이에 따른 일정액의 수수료를 제공받고 있습니다. ], 긍정 텍스트 확률 : 68.48%"
"[ 쿠팡 할인중 할인제품 기저귀 ], 긍정 텍스트 확률 : 67.40%"
"[직접 보신 제품은 쿠팡 물품으로 일시 품절이 될 수 있습니다. ], 긍정 텍스트 확률 : 63.68%"
"[★★★★★늘 쓰던 제품입니다 예민아가발진도 안나고 넘 좋아요.... . ], 긍정 텍스트 확률 : 86.60%"
"[보고 계시는 이 글은 제휴마케팅이 포함되며 광고로 일정 커미션을 지급받을 수 있습니다. ], 긍정 텍스트 확률 : 74.44%"
"[ 포스팅 시점의 할인가 입니다. 상품페이지에서 실제금액을 확인 하세요. ], 긍정 텍스트 확률 : 79.78%"
"[밤새 기저귀를 했는데도 보송보송해요 아기 살이 ㅎㅎㅎ 그리고 기저귀를 만져 보았는데 묻어나는 것도 없구요 조금 두껍긴 한데 땀이 차거나 하지도 않아요 ㅎㅎ 그리고 흡수력이 진짜 좋아요 제가 기저귀 리ㅂ로], 긍정 텍스트 확률 : 76.56%"
"[ 보ㅅ이], 긍정 텍스트 확률 : 80.15%"
"[ 하ㄱ스 등등 안써 본게 없어요 근데 이중에 흡수력은 진짜 탑인것같아요 뒤가 길어서 응가도 안넘치고 양옆에 샘방지도 너무너무 좋아요 근데 딱 한가지 뒤에 허리 밴드가 너무 짱짱해요 너무너무 ㅠㅠ아이가 엉덩이 발진이 있었던 터라 이것저것 정말 많은 기저귀를 사용했습니다. 추천받아서 좋다는 기저귀도 배쪽에는 쓸려서 피부가 빨갛게 올라오기까지 하고 했는데 애플크럼비로 바꾸고 나서는 걱정이없네요 역시 순하고 피부에도 자극이 없고 명성에맞게 정말 흡수력도 뛰어난듯해요 부들부들 좋네요 앞으로 기저귀걱정 없을듯 합니다흡수력이 좋다고해서 구매해보았어요. 기저귀 열어보니 부들거려서 아기 허벅지쪽이랑 덜 쓸릴거 같아요 채워보고 다시 후기 알려드릴께요.집에 이미 팩있는데 또샀어요. 성분 너무좋고 흡수력최고에 보송보송하니 아들이 너무 좋아해요. 까다로운 남편도 인정한 기저귀. 쿠팡로켓 배송되서 너무좋아요.애플은 사랑 입니다아기가 기존꺼 불편해 해서 주문해 햿는데 피부 닿는 부분이 부드럽고 밴드도 부드럽게 짱짱하게 잘 돼서 좋고 허벅지가 편안 해서 아기가 좋아하네요 봐꾸길 잘한거 같아요큰아이킬로 남아인데 원래 쓰던거라 계속 주문해요. 흡수도 잘되고 보들보들 뽀송뽀송. 이어서 사이즈는 다르지만 킬로된 둘째 아이도 사용합니다.진짜진짜 부드럽고 새지도 않아서 너무 좋아요 피부발진도 잦은 아기라 예민한데 편하고 좋은가봐요 친환경기저귀유목민 정착했어요주변에서 칭찬을많이해서 구매해봤어요너무 부드럽고 좋네요 계속 구매할거같아요 ], 긍정 텍스트 확률 : 100.00%"
"[이 포스팅은 쿠팡 파트너스 활동의 일환으로], 긍정 텍스트 확률 : 50.43%"
"[이에 따른 일정액의 수수료를 제공받고 있습니다. ], 긍정 텍스트 확률 : 68.48%"
"[에 판매되고 있습니다. ], 긍정 텍스트 확률 : 64.98%"
"[ ..?구매한 고객님들의 소중한 상품평 입니다. ], 긍정 텍스트 확률 : 79.65%"
"[ ..?팸퍼스 프리미엄라인쓰다 로캣배송돼는것중에 괜찮은것 찾다가 르랑 애플이랑 고민하다가 애플당첨❤️ ], 긍정 텍스트 확률 : 93.25%"
"[완전 짱 좋네요 ㅠㅠㅠㅠㅠㅠㅠㅠㅜㅠㅠㅜ 팸퍼스도 좋고 좋은것으로만 썻엇는데 애플은 말레시아꺼만 빼면 너무나 최애❤️팸퍼스보다는 두꺼운편이긴한데 너무 부드럽고 흡수력도 굿굿 애기 옹동이가 뽀송뽀송하네요 장당으로 따져도 이게 좀 가격이 잇는 편인데 개월 여아 키로 쫌 안돼는데 기럭지가 개월수에 비해 긴데?다리는 타이어가 별루 없는 보통여아랍니다 사이즈가 낙낙하게 맞는게 다른것에 비해 좀 작게 나온듯? 팸퍼스랑은 사이즈 비슷한거 같아요 ㅎ 참고 하세용 아무튼 저는 낮이든 밤이든 이걸로 쓰고잇는데 팩 주 정도 쓰는거 같아요.아무튼 저는 적극추천드려요 ㅎ 정기배송 신청 고민중이구요나중에 르써보고 비교 후기 남길게요 ㅎ ], 긍정 텍스트 확률 : 83.44%"
"[에 판매되고 있습니다.], 긍정 텍스트 확률 : 64.98%"
"[ 포스팅 시점의 할인가 입니다. 상품페이지에서 실제금액을 확인 하세요. ], 긍정 텍스트 확률 : 79.78%"
"[ ..? 오늘의 쿠팡특가], 긍정 텍스트 확률 : 68.84%"
"[세번째 재구매해요 왕창 사놓지않고 한박스씩 사고있어효 개월이라 얼른 기저귀를 떼야하는데 맘만 항상앞서고있어효그런데 밤에 많은 양을 싸도 정말 허벅지 얇은아이인데도 하나 안새고 애가 잘자니까넘좋내요 개월수가 늘어나니 소변량도 많아져서 어쩌다가 한번씩 쉬야가 넘치는데 후처리가 너무 짜증도나고 힘들더라고효다음에 이사갈땐 침대를 쓰지말아야겠어효사이즈가 아주약간커서 새면어쩌나했는데 전혀안새고요 길이감이 상하로 길어서 엉뎅이 위쪽까지 안심이어효 사실 더 아기아기땐 엎드려많이잤는데 요샌 사람다되어서 똑바로 누워잘자더라고효아는 지인분 아이도 거의 기저귀를 떼긴했는데 밤에는 무서워서 채우고 잔다하더라고요 정말 지금은 작은평수고 아기가 생길지몰라 신혼때 침대를 사서 엄청후회하고 있는데 이제 더 넓은평수로 이사가게되면 그냥 등이 베기지 않을정도의 메트를 사서 가족끼리 다 모여 자야겠어효저랑 아들은 침대 아빠는 쇼파나 거실에서 자거든요 아들태어나면서 이산가족..ㅎㅎㅎ뽀송뽀송하고 길이감도 상하로 길고 깔끔한 화이트에 조금 두터운듯해도 지금 더울때 써봤는데 오히려 땀이 덜생겨효 흡수력이 좋아서 그런가봐효정말 맘에듭니다 조금만 더 쌌으면 좋겠지만.. 막바지 기저귀뗄때나 사이즈가 좀 작아서 샌 아가들은 요거 쓰면좋을것같아효ㅡ개월 밤기저귀로 안새고 탁월ㅡ ㅡ좀위아래로 흡수층이길었음했는데 딱임ㅡ ㅡ킬로지만 크게사는게 애기한테편하고좋음 말랐지만 허벅지로새는일없었음ㅡ ㅡ대체적으로 궁딩이척척하지않음ㅡ ㅡ완즨뽀송한건 이세상에없겠지만. 에코제네시스나 독일산.일본산거보다 뽀송함ㅡ ㅡ별개로시작했지만 이제 정기배송에넣음ㅡ ㅡ완전좋아효.애초부터채워줄걸하는 후회감이있지만다른맘님들이 제 소견을보고 사서채워주셨음좋겠어횩ㅡ ㅡ얇지않고 톡톡한편인데도 땀이덜차고 새벽에한번 갈아주는편인데 애기잠도안깨우고 안갈아주니 안심안심ㅡ ㅡ전체적으로 위아래로긴편이라 올려입히심되구 허벅지쪽은 프릴처럼이쁨ㅡ ㅡ킬로인데 요게딱좋은사이즈라서 평가는다소작다고 클릭할게효ㅡ ], 긍정 텍스트 확률 : 99.87%"
