"[휴대용 유모차기내반입 유모차와이업 올뉴지니 ], 부정 텍스트 확률 : 89.07%"
"[...갑자기 급 여행뽐뿌 와서 제주도 비행기 티켓을 .예매한 우리 부부 .건튼이와 함께 하는 첫 비행기 여행 ㅋㅋㅋㅋㅋ], 부정 텍스트 확률 : 52.28%"
"[ ..그러나 우리에게 유모차는 실버크로스 웨이페러 절충형.유모차 뿐이라서 기내반입이 되지 않는다], 부정 텍스트 확률 : 56.59%"
"[ ..휴대용 유모차를 사야할 시기가 오고야 말았다..아기를 출산하기 전에 예쁜 실버크로스 유모차에 꼿혀서 .비싼돈 들여 구입한 새 유모차라서 오래오래 계속 쓰긴.할 예정이지만 휴대용 유모차 한대는 그래도 필요하다 ..절충형 유모차를 타면서 아쉬운 점 꼭 필요한 기능 등이.확실하게 생겼어서 휴대용 유모차를 구입하기 전 .꼼꼼하게 체크하고 고민하여 구입하게 되었다 ..와이업 올뉴지니 휴대용 유모차는 미리 이전부터 .주변 지인들이 워낙 강추해줘서 알고는 있었고 구입하기 .전 후보군 중 하나였다 .워낙 요요가 대세라 요요를 살까도 했지만 베이비페어에서 .구경해보니 차양막이 짧고 비싼가격으로 패스 ..타보도 알아보고 했으나 결국 와이업 올뉴지니를 건튼이의 두번째 휴대용 유모차로 선택하게 되었다..제주도 가기 이틀 전 다행히 무사히 도착한 .건튼이의 두번째 유모차 와이업 올뉴지니], 부정 텍스트 확률 : 99.14%"
"[ .이렇게 박스에 잘 담겨져 배송되었당... ], 부정 텍스트 확률 : 79.08%"
"[ .....소프트블랙으로 주문하길 너무나 잘한 것 같다.이렇게 깔끔할 수가 없다❤️ ], 부정 텍스트 확률 : 90.71%"
"[ .....폴딩하는 것과 언폴딩 하는 영상을 찍어보았다 .처음 구매한 날 찍은 영상이라 어색한 감이 있지만.지금은 한손으로 아주 편안히 더 쉽게 잘한다 ㅋㅋㅋㅋㅋ.혹시 폴딩 언폴딩 하는 방법 어려우신분들은 .아래 두개 영상 참고하시길 ], 부정 텍스트 확률 : 98.06%"
"[ ......✈️✈️✈️✈️✈️✈️✈️✈️..드디어 제주도로 넘어간 와이업 올뉴지니 휴대용 유모차.아주 거뜬히 기내반입 성공ㅋㅋㅋㅋ..제주도에서 혼자옵서예 열일 한 와이업 올뉴지니 .휴대용 유모차 ㅋㅋㅋㅋㅋㅋ ], 부정 텍스트 확률 : 92.91%"
"[ .감귤쥬스 들고 놀다가 드러누워 자기도 하고 ㅋㅋㅋㅋ ], 부정 텍스트 확률 : 60.60%"
"[ .바닷가에서 바닷바람도 쐬고🎶🎶 ], 부정 텍스트 확률 : 80.92%"
"[ .하루방이랑 제주도 온 것 인증샷도 찍고😎 ], 부정 텍스트 확률 : 77.42%"
"[ .신난 아빠랑도 사진 찍고 ㅋㅋㅋㅋㅋ.. ], 부정 텍스트 확률 : 53.95%"
"[ ....내돈주고 산 와이업올뉴지니 휴대용유모차 후기. 끝. ], 부정 텍스트 확률 : 98.12%"
"[경량형 절충형유모차와이업 올뉴지니 ], 부정 텍스트 확률 : 53.29%"
"[ 오늘은 구매한지 달정도 된 경량형유모차 구매후기를써보아요 저는 오프라인 육아용품 매장에서 인터넷가격보다 조금 저렴하게 구매하였습니다. 주정도 후집으로 택배로 수령하였고요.문센은 다니다보니 디럭스로는 도저히 안되겠더라고요..울애기 오늘 몸무게 재어보니 벌써 .... ], 부정 텍스트 확률 : 94.77%"
"[ 와이업 올뉴지니 장바구니는 확장이 가능해요. 기본이 왼쪽확장하면 오른쪽 경량형 유모차 중에서 장바구니가작은 편은 아니라고 하더라고요 집에 있는 디럭스보다장바구에 물건을 넣기엔 더 쉬운 것 같아요 ], 부정 텍스트 확률 : 89.07%"
"[ 그리고발거치대는 각도 조절이 가능 한데 ], 부정 텍스트 확률 : 86.03%"
"[거치대를 올려서피가 아래쪽으로 쏠리지 않게 하는 것도 좋을 것 같아서..글을 쓰다보니 엄마 개인의 취향으로 유모차를 고른게 아닌가...생각이 드네요.. ], 부정 텍스트 확률 : 92.89%"
"[ 바는 떼어낼수도 있고요], 부정 텍스트 확률 : 71.13%"
"[이렇게 접을 수 있어서 아기 태울때는 좋더라고요하지만 버튼이 아래쪽에 있는 건 좀 불편하더라고요 ], 부정 텍스트 확률 : 88.14%"
"[ 그리고점식 벨트인데 점식으로 사용이 가능 해요.그 말은 어깨끈 개만 해도 되고또는 다리쪽 끝 개만 해도 되고상관이 없다는 뜻이죠], 부정 텍스트 확률 : 96.62%"
"[ 고정발판은 좀 작은게 아쉬워요조금 허술해보여요.. ], 부정 텍스트 확률 : 95.83%"
"[ 손잡이 부분은 이렇게 미끄럽지 않은 재질 로 덮여있어 겨울에는 덜 추울것 같고], 부정 텍스트 확률 : 85.27%"
"[ 여름에는 덜 미끄러워 질 것 같아요 ], 부정 텍스트 확률 : 92.29%"
"[ 허리각도 조절은 끈이 아니고 레버식 이라 전 좋더라고요물론 끈은 원하는 각도를 자유자재로 해서 좋다지만..앉아서 갈 때], 부정 텍스트 확률 : 98.36%"
"[ 경량형에는 대부분이 있지만], 부정 텍스트 확률 : 56.71%"
"[추운 겨울에는 막으면 좋을 것 같아요. ], 부정 텍스트 확률 : 89.02%"
"[지퍼를 올렸다 내렸다 해주면 되고 돌돌말아 펄럭거리지 않게 고정도 가능해요 ], 부정 텍스트 확률 : 73.31%"
"[ 또한 작은 포켓이 있어서 비상시 사용할 수 있는 물티슈 휴대용을 넣어둬도 좋을 것 같더라고요 ], 부정 텍스트 확률 : 83.84%"
"[ 야외에서 찍어본 엄마 짐칸의 기본형과 확장형 모습이예요조금 불안한게 오르막길에서 짐이 떨어지지 않을 까 걱정이 되네요 해보진 않아서 확인이 불가능해요.. ], 부정 텍스트 확률 : 92.21%"
"[오른쪽은 올렸을 때 예요.등판도 위로 길고 넓은 편 이라 바를 제거하고 점식 벨트 로 해서 아기가 커서도 사용할 수있을 것 같아요.], 부정 텍스트 확률 : 76.68%"
"[키로된지금은아기무게 유모차무게 를 견디려니..디럭스로는 안될꺼 같더라고요 ㅠㅠ ], 부정 텍스트 확률 : 58.90%"
"[ 제가 아까 말한 등받이 레버 조절과 폴딩에 관한 내용이예요 ], 부정 텍스트 확률 : 93.66%"
"[아무 짐도 싣지 못하게 되니문제다 문제그래이제 휴대용 유모차를살 때로구나라는 생각으로 폭풍 검색을 한지 어어어언 한달맘카페와 여러 후기를 총 집합해서 내린 결론와이업 올뉴지니휴대용 유모차 확정내가 휴대용 유모차를 고르는 기준은. 원핸드 원폴딩. 여유있는 장바구니. 등받이 레버조절. 도 등받이. 자핸들이었는데 와이업 올뉴지니는자 핸들을 제외한 모든 면에 충족고민고민하다가 구입 완료 ], 부정 텍스트 확률 : 90.73%"
"[ 스페이스 블랙으로 구입했는데약간 파란빛도는 진한 그레이 느낌시커먼 완전 검정색을 원했었던 터라 살짝 당황했지만뭐 나쁘진 않았다.역시 레버로 등받이 조절이 편했고도 각도 등받이는 댕이가 만족 ], 부정 텍스트 확률 : 79.58%"
"[ 등받이 도 각도일 때 등장하는 짜투리 공간지갑이나 핸드폰 올리기 딱이다.], 부정 텍스트 확률 : 89.27%"
"[ 보통 가벼움에 제일 초점이 맞춰져 있는 휴대용 유모차는장바구니가 너무 작아서 속상했는데와이업 올뉴지니 휴대용 유모차는 확장형 장바구니라장본 물건들을 채워넣거나외출시 두손 바리바리 챙기는 짐들을 넣기에딱 적당했다. ], 부정 텍스트 확률 : 99.01%"
"[ 밝은 곳에서 찍으니완전 챠콜느낌왜 스페이스 블랙이라는 이름을 붙였을까바가 불편하다는 후기들을 보고자형을 선호했었는데다행히도 댕이는 바를 너무 좋아했다. 댕이의 허벅지에는 아주 넉넉한 바 ], 부정 텍스트 확률 : 99.49%"
"[ 부드럽게 굴러가는작은바퀴너무 가벼운 휴대용 유모차는덜컹덜컹이 심해서 별로였는데적당한 무게 .중심을 잘 잡아준다.휴대용 유모차 편견 아웃기내반입도 가능하다고 하니확인하려면 여행을 가야겠구만캬캬캬캬 ], 부정 텍스트 확률 : 99.79%"
"[ 나는 네이버 쇼핑몰에서 만원 초만대에 예약 구입적립 포인트 등 복잡한 과정을 거쳤지만나름 핫딜가로 구입해서 만족 ㅡ후기를 쓰면 방풍커버나 식판 등 사은품을 준다고 해서서둘러 후기를 남기는 중이다. ], 부정 텍스트 확률 : 90.86%"
"[유모차에는 디럭스휴대용 유모차기내반입 유모차가 있죠.디럭스는 신생아때부터 쓸수있어서 보통 아기가 태어나기 전에 디럭스 유모차부터 준비를 하더라구요.근데 저희는 일단 뿌가 왠만큼 클때까지 밖에 나갈 생각이 없었고ㅋ잠깐씩 산책나갈때는 아기띠를 하는게 더 좋을것 같아서 디럭스는 과감히 패스하고바로 휴대용 유모차를 구입했습니다 ㅋ결과적으로는 잘한 선택이었다 싶어요.실제로 아기가 거의 개월 될때까지는 병원이나 촬영 말고는 거의 안나가게 되더라구요.부모 성향에 따라 다를수도 있음베페에 가서 휴대용 유모차들을 둘러보니 와이업 올뉴지니가 가격대비 괜찮아 보이더라구요.와이업 올뉴지니가 맘에 들었던 이유는], 부정 텍스트 확률 : 99.68%"
"[ . 차양막을 쳤을때 안에 공간이 넓은 편이다. 다른 유모차랑 비교해봤을때 확실히 넓어서 아기가 덜 답답할것 같았어요. ], 부정 텍스트 확률 : 90.76%"
"[ 뿌는 첨에는 이상했는지 굉장히 싫어했는데 ㅋ유모차라이너 하고 앉혀주니 잘 앉아있더라구요휴대용 유모차가 보통 ], 부정 텍스트 확률 : 88.42%"
"[ 개월 이상이 사용하도록 권장하는것 같은데흔들림등 때문에유모차라이너 하고 다니면 개월도 문제없는것 같아요.그리고 실제 사용해보니 유모차 밑에 짐칸?도 좀 얕고 작아보였는데쇼퍼백 큰거에 짐 가득 넣어서 빵빵해도 옆으로 누이면 잘 들어가더라구요.내돈주고 샀고 만족하며 사용중입니다 ㅋ ], 부정 텍스트 확률 : 94.04%"
"[유모차....육아용품을 전혀 모르지만 유모차는 누구나 안다...짜리 비싼 유모차의 브랜드들...우린 친구가 유모차를 물려줘서 바퀴만 바꾸고 준비가 끝났다고 생각하고 방심하고 있었다...그러나...디럭스는 안정적이지만...너무 무겁다..한번 가지고 나가기가 쉽지가 않더라...결국 와이프님의 폭풍 검색이 시작되었다..그리고 낙점 받은게 휴대용 유모차의 뜨는 상품 와이업 올뉴지니마침 몰에서 쿠폰이 적용이 되었다는거 같은데..솔직히 얼마였는지는...기억이 안난다는게 단점...우선 지금 쓰고 있는 퀴니랑 비교하면 참 가볍다.각도 조정도 쉽고접기도 엄청 쉽고우리가 아직은 애기가 어려서 많이 못 다니고 있지만외출이 많아지고 애기가 조금 더 크면 지금보다 훨씬 많이 사용할수 있겠죠휴대용유모차도 너무 많아서 고민 많았는데 와이프님이 결정하와이업 올뉴지니 잘 선택한것 같아요전체적 모습은 요렇구요 ], 부정 텍스트 확률 : 52.31%"
"[ 컵홀더], 부정 텍스트 확률 : 53.29%"
"[브레이크], 부정 텍스트 확률 : 53.29%"
"[ 올뉴업 지니 휴대용유모차 잘 사용할수 있음 좋겠어요 ], 부정 텍스트 확률 : 58.52%"
"[. .?와이업올뉴지니와이업올뉴지니.?휴대용유모차휴대용유모차.?기내반입유모차기내반입유모차.?꽁냥이두번째마이카꽁냥이두번째마이카....울 꽁냥이 드디어 휴대용 유모차 와이업올뉴지니 득템 돌 선물로 너와나를위해 뭘 살까 고민하다가....엄청 큰 유모차를 이제는 못 들고 다니겠어서....와이업 올뉴지니 선택..색상은 예쁜 스페이스 블랙 되시겠다 ㅋㅋㅋ..사실 타랑 잉시나랑... .몇 가지 중에 고민했는데.주변 엄마들도 그렇고.후기들이 실용성의 지표가 남다르길래.나도 믿고 구매 ㄱ ㄱ ..배송 왔는데 ㅋㅋㅋㅋ 지껀줄 아는지 딱 지키고 있는 꽁냥 ㅋㅋㅋ ], 부정 텍스트 확률 : 95.61%"
"[ .눼 저는 스마트 컨슈머랍니다 ㅋㅋㅋ ], 부정 텍스트 확률 : 67.61%"
"[ .열심히 잘 타고 다니쟝😘😘😘...내돈주고 내가 직접 사서 쓴.나의 육아 기록용 후기입니당 ], 부정 텍스트 확률 : 97.65%"
"[드디어 휴대용 유모차 샀다고민고민고민고민만 개월베이비페어에서 만져보기만한게 몇번인가 ㅠㅠㅠ물려받은 절충형 리안은 무겁고 에 분리해서 실어줘야 한다는 불편함때문에 짜증이 매우 솟구치고우리애기 하나밖에 안 낳을건데 맨날 물려받는것만 받다가 승질나서 사줬다ㅋㅋㅋㅋㅋㅋ이렇게 지름신은 오셨다휴대용 유모차 종류도 가지가지어떤게 좋은지도 모르겠고 일단 베이비페어 가서 만져나 보자는 생각에 갔다가 반한.?와이업와이업 올뉴지니일단 절충형 끌다가 휴대용 유모차 끄니 손목이 날아갈듯이 가볍다내몸과 마음도 날아갈듯이 가볍구나더불어 통장도 날아갈듯이......당장 베이비페어에서 사고 싶었지만 나에겐 핫딜방 대모님들이 계시니....기다리고 기다리고 기다렸던 어느날.....매우 핫한 핫딜이 떠서 바로 질러줬다.이틀을 두근반세근반하면서 기다리니 문앞에 똬악 도착해있는.?와이업올뉴지니와이업올뉴지니 ], 부정 텍스트 확률 : 99.09%"
"[ 우리 시아 탑승시켜보았다.두근두근....사실 리안 절충형 유모차때는 시아가 신생아때는 타고다니더니 좀 크니깐오래 눕혀놓음 오만짜증을 다 내고....유모차에서 잠드는것 있을수 없는일.... ], 부정 텍스트 확률 : 97.07%"
"[ 자 타보자.... 김시아.... 새거야.... 앞으로 너의 발이 되어줄 친구란다.... ], 부정 텍스트 확률 : 87.71%"
"[ 우리딸....처음엔 어리둥절 하다 좋은가보다....특히 저 바를 꼭잡고 있는 모습....그래 니꺼야 너가져.... 안뺏을께....집안에서 몇바퀴 돌고돌아 적응을 시킨뒤에 아빠 퇴근길 마중 나갔는데 왠일.... 잠들었다....진짜 후기에 아이가 디럭스나 절충형 유모차는 거부했는데 .?와이업와이업 올뉴지니에서는 잠들었단 얘기가 있었는데 설마설마 했건만....사실 시아도 잠들기 매우 힘들어 하는 아기라서 휴대용 유모차에서 잠드는것보다도 가볍게 다니고 싶은 욕망에 샀는데...횡재한 기분 드릉드릉핫딜방 사랑해요], 부정 텍스트 확률 : 92.68%"
"[ 너무 좋아서 친구들에게 자랑도 남김 .?와이업와이업 올뉴지니 내돈주고 내가산 후기 끝 ], 부정 텍스트 확률 : 68.92%"
"[ .아이가 어릴때는 뇌흔들림을 최소한으로 하기 위해 디럭스 유모차를 사용했었는데.아이가 크면서 자주 돌아다니니깐 가볍고 휴대하기 편한게 최고더라구요.거기에다 해외여행을 계획하고 있는 지금 상태에서는 기내형반입이 가능한 유모차가 너무 필요하더라구요..사실 휴대용 유모차가 있어요.태아보험 가입하면서 사은품으로 받은건데요.차라리 단돈 삼만원이라도 현금으로 받을 걸 그랬다는 생각이 계속 들더라구요ㅜ.핸들링이 진짜 최악이었어요.제 친구가 끌더니 락걸린거 아니냐고ㅜㅜ.손목나가기 전에 하나 다시 사라고ㅜ..내돈쓰는거니 어떤.?휴대용유모차휴대용유모차 를.사야하나 진짜 고민많이 했어요.인터넷 검색도 진짜 많이 하고.오프라인 매장가서도 끌어보고..그러던 중에 친구가.?와이업올뉴지니유모차와이업올뉴지니유모차.를 사서 직접 끌어보니 너무 좋다고 강추한다는거에요.완전 꼼꼼하고 까다로운 친구가 추천한거라.더 믿음이 가고 그러더라구요..또.?바있는유모차바있는유모차 완전 부러웠는데.드디어 휴대용유모차 득템했어요. ], 부정 텍스트 확률 : 99.96%"
