"[에그 유모차 구매와 개월 사용 후기육아템], 긍정 텍스트 확률 : 62.66%"
"[이거면 딱 좋겠다 싶더라고요. 만나면 보여주려고 사진 찍었어요. 돌선물 미리 주는셈 치고 시부모님이랑 나눠서 선물해주면 어쩔까 했는데 지금 할인중이라 가격도 괜찮아서 저 혼자 선물해도 부담 없을것 같더라고요. 가격도 착해], 긍정 텍스트 확률 : 80.36%"
"[기능 훌륭해 계속 만지작 거리는 이유가 있어요. ], 긍정 텍스트 확률 : 93.67%"
"[ 그래도 우선은 내꺼 보러 온거니까 하면서 후딱 제껄 살펴봅니다.원래는 지미 보러 간거에요. 친구가 사용하는데 진짜 좋고 편하다고 추천해줬거든요.근데 막상 가보니 제 시선을 사로잡고 마음을 빼앗은건 줄리안이에요.], 긍정 텍스트 확률 : 87.13%"
"[ 이거 어떻게 접는거냐고 여쭤보니 사장님이 와서 시범을 보여주셨어요. 한손에 볼펜든 채로 뚝딱 하고 접는데 완전 빠르고 쉽게 졉혀서 깜짝 놀랐죠.우산접는거랑 비슷하더라고요.손잡이부분이 접히니까 폴딩했을때 폭까지 좁혀져서 더 콤팩트해요. ], 긍정 텍스트 확률 : 85.45%"
"[ 게다가 접었을때 셀프스탠딩이 가능해서 시트가 바닥에 닿지 않으니 시트를 항상 깨끗하게 사용할 수 있는 것도 마음에 쏙 들었어요. 지금 이건 등받이를 내린 상태에서 접어서 그래요. 원래는 세운 상태로 접었어야 하는데 넘 쉽게 접힌다며 바로 접었더니 이런 부분은 디테일하게 신경쓰지 못하고 접어버렸네요. 여기서 중요한건 셀프스텐딩이 된다는 것 ], 긍정 텍스트 확률 : 98.64%"
"[ 게다가 핸들링도 예술이에요. 역시 독일에서 만들어서 주행안정감이 뛰어나다며 감탄을 금치 못했죠.제가 이렇게 열정적으로 보고 있는 와중에도 같이간 언니는 계속 디럭스에 꽂혀서 저를 쳐다도 보지 않았지만요. 이 언니], 긍정 텍스트 확률 : 84.54%"
"[ 다시 펴는 것 또한 완전 초스피드.게다가 등받이 조절은 디럭스랑 똑같아요. ], 긍정 텍스트 확률 : 71.21%"
"[ 손으로 눌러서 가볍게 당기니 부드럽게 풀려요. 이렇게 끈과 버클로 각도를 조절하는 방식의 다른 브랜드를 써봤는데 그땐아이가 누워있어서 힘이 가해졌을때에 살짝 문제가 되었었는데요], 긍정 텍스트 확률 : 74.46%"
"[ 절충형이지만 바퀴가 볼베어링 시스템이 적용되어있는건 충격이었어요. 이게 적용되어있는거랑 그렇지 않은 것을 바로 끌어보면 어떤게 더 좋은지 확실히 느낄 수 있는데요], 긍정 텍스트 확률 : 97.85%"
"[전 자동차를 워낙 좋아해서 자동차구조와 시스템 같은걸 많이 공부했었는데 그때 지식이 윰차 고를때 많이 사용되었었거든요 ㅎㅎ 그런데 얜 진짜... 박수가 절로 나와요. 절충형에 서스펜션 적용된거 진짜 엄청 좋은거에요.휴대용 꺼리게 되는 이유가 말그대로 막대기 연결해서 천 얹어놓고 수레바퀴 같은거 달아서 무게는 줄이고 애는 앉는데 달구지와 별 다를바 없는 그런거잖아요 근데 얘는 절충형이고 볼베어링 적용된 바퀴로도 모자라서 바퀴와 본체 사이에 충격흡수하는 장치를 달아서 주행하면서 도로에 있는 요철이나 유격에도 아이 몸에 충격이 전해지는 것을 줄여주는거에요. 왜], 긍정 텍스트 확률 : 98.50%"
"[흔히들 머리흔들림 이런거 이야기 많이 하잖아요. 근데 이건 머리 흔들림은 물론이고 몸 전체에 가해지는 충격까지 줄여주는거죠. 쉽게 설명이 되었을까요? ], 긍정 텍스트 확률 : 60.22%"
"[ 게다가 코어컨트롤까지 완벽하다는거.뒤로 나자빠지는 휴대용 한번 끌었다가 난리난 후로 특히 신경쓰고 있는 부분이 중앙으로 무게 중심이 잘 잡히는건지인데요얜 절충형이라 그런지 프레임 자체가 아래쪽으로 힘이 쏠리는 안정감있는 각도로 만들어졌어요. 전복 될 위험을 최소한으로 줄였다는 말씀.독일차들이 그런걸 참 잘하잖아요 빨리 달려야 하니 속도가 높아질 수록 아래로 무게중심이 향하게 되어서 바닥에 착 달라붙는 느낌으로 달리는거. 얘가 딱 그렇게 만들어졌어요. 물론 윰차 끌고 달릴껀 아니지만 아이가 타고 있는데다 물건을 적재하는 경우가 많아서 무게중심은 굉장히 중요해요. ], 긍정 텍스트 확률 : 70.93%"
"[ 오늘 진짜 장바구니 가득 담기도 했고 브랜드를 한 자리에서 한꺼번에 비교해보면서 기술 진짜 좋아졌다고 감탄에 감탄을 연발했던 날이에요. 건후유모차 보고 이쁘다고 꺅꺅 거리다가 주행안정성 때문에 놀라고 예떼 보면서는 역시 대박이라며 박수까지 쳤답니다 ㅎㅎ애가 이제는 좀 커서 저렴이로 고르려다가 가격차이는 크지 않은데 성능차이는 크게 나서 줄리안을 마음이 쏠렸는데요], 긍정 텍스트 확률 : 97.26%"
"[애초에 예상했던 예산보다 살짝 오버되어서 남편과 상의하려고 우선은 집에 왔어요. 남편 역시 자동차를 무척 좋아하니 제가 먼저 설명하지 않고 함께 가서 우선 끌어보라 하면 바로 어떤게 좋은지 알것 같아요. 내 아이에게는 보다 안전하고], 긍정 텍스트 확률 : 93.91%"
"[마누라에게는 보다 편한것을 사용하도록 하고 싶어하는 사람이라 분명 줄리안 사라고 할거 같아요 ㅎㅎ 에그유모차 보면 셋째 갖자고 하는거 아닌가 몰라요 헤헷쇠뿔도 단김에 빼라고 오늘 당장 같이 보러 가기로 했답니다. 어차피 사용하는거 빨리 사는게 그만큼 오래 쓸 수 있으니 이득이니까요.출산준비 하시는 분], 긍정 텍스트 확률 : 77.62%"
"[저처럼 애들이 커서 단계에 맞는거보고 싶으신 분들은 한번에 여러개 브랜드 비교해볼 수 있는 베이비플러스로 방문해보세요], 긍정 텍스트 확률 : 86.87%"
"[ 사실 임신한 걸 알았을 때부터 제일 먼저 찾아봤던 육아템 중 하나가 유모차였다. 엄마들의 자존심이라는 육아템], 긍정 텍스트 확률 : 74.13%"
"[유모차 육아템 중에서 제일 고가이기도 하고 잠깐 쓸 게 아니기 때문에 안전성도 중요하지만 최대한 내 마음에 들어야 오래오래 뽕뽑을때까지 잘 쓸 수 있을 것 같았기 때문이었다.임신 초기에 제일 처음 염두해 뒀던 유모차는 미마자리. 올가죽에 무엇보다 디자인이 예뻤다. 하지만 악세사리도 전부 별도 구매에다가], 긍정 텍스트 확률 : 75.98%"
"[다른 것 다 떠나서 고가여도 그냥 예뻐서 산다는 후기도 많이 보았기에 임신기간 내내 다른 유모차들도 매일 폭풍 검색ㅋㅋ ], 긍정 텍스트 확률 : 82.47%"
"[에초에 나는 안전이 최우선이라고 생각해서 부피가 좀 크고 무거워도 디럭스 유모차를 염두해 두고 있었기 때문에 절충형이나 휴대용은 아예 찾아보지도 않았다. 일본에 있는 우리집 근처도 오르막길 하나 없는 평지라 차가 없어도], 긍정 텍스트 확률 : 83.45%"
"[잘 밀고 다닐 수 있을 것 같아서ㅎㅎ 다만 일본에는 아카창혼포 매장에 가보아도 디럭스 유모차는 거의 못봤고 대부분 콤비나 아프리카 유모차를 많이 이용하는 것 같아서 너무 튀면 어쩌나 그게 고민일뿐ㅠㅋㅋ 에그나 씨드도 괜찮아 보였으나 에그는 면세점에서 싸게 팔길래 다른 사람들보다 돈 더주고 사고 싶진 않아서 후보에서 탈락. 씨드는 몇년 전 유행했는지 최근에 올라오는 후기가 없어서...ㅎ 그리고 예전 후기들을 보니 에그나 씨드는 애기가 좀 크면 유모차가 작아져서 못 쓴다는 내용의 글을 본 것 같다 ], 긍정 텍스트 확률 : 83.44%"
"[넘 감사합니다ㅠㅠ ], 긍정 텍스트 확률 : 95.90%"
"[월 중순쯤 샀는데 귀차니즘 때문에 계속 미루다가 출산 일주일 남겨놓고 이제야 후기를 쓴다ㅋㅋ], 긍정 텍스트 확률 : 91.08%"
"[그리고 양산. ], 긍정 텍스트 확률 : 68.59%"
"[ 마지막으로 컵홀더까지ㅎㅎ ], 긍정 텍스트 확률 : 93.35%"
"[ 요건 베페 현장 결제해서 받은 버드 모빌 아직 쏙쏙이가 태어나기 전이라 실제 사용 후기는 못썼지만 나중에 일본 돌아가서 직접 태우고 다녀보고 휴대용 유모차도 받으면 그 때 다시 사용 후기를 올려야 겠다ㅎㅎ], 긍정 텍스트 확률 : 64.36%"
"[설날 연휴 첫날원래는 시댁에서 음식장만하는 날이지만매년 무슨무슨 이유로꿀연휴를 보내는 복받는 며느리 ], 긍정 텍스트 확률 : 70.36%"
"[ 조카윤더에게 물려받는 유모차로집에서 열심히 유모차타기를 연습하고첫 유모차 나들이어머 너무 좋아하고 잘있어준다기특한것 ], 긍정 텍스트 확률 : 92.12%"
"[ 아빠도 신이나고 ], 긍정 텍스트 확률 : 64.70%"
"[ 할배도 너무 좋아하시는 ], 긍정 텍스트 확률 : 86.16%"
"[ 태리도 할배랑 데이트하기 넘 좋아하고 ], 긍정 텍스트 확률 : 74.76%"
"[ 할 말이 있는 듯한 태리태리 ], 긍정 텍스트 확률 : 53.53%"
"[ 뭐라고?너도 새차가 갖고 싶다고?누나가 타던거 말고새차 타고 싶다고?👍🏻👍🏻👍🏻역시 아들태리절충형 유모차 하나 사러왔다가디럭스까지 ㅋㅋ 아버님 감사합니다 ], 긍정 텍스트 확률 : 72.87%"
"[ 아니 잠투정도 없이 잠도 자고 왜케 이쁜거냐 너 ], 긍정 텍스트 확률 : 55.14%"
"[ 어찌저찌 에그 사진은 하나도 없네ㅋㅋㅋㅋ담주에 보내준다니받으면 따로 후기 남겨야겠다저 원숭이 모빌은 반드시겟해야겠다 ], 긍정 텍스트 확률 : 51.77%"
"[ 함께 온 나사로 고정시켜줍니다 ], 긍정 텍스트 확률 : 70.55%"
"[ 요 아이가 바로 헤파필터 그것도 무려 우리집 공청기랑 필터등급이 같아요제가 고민없이 구입한 이유중 하나랍니다 ], 긍정 텍스트 확률 : 88.58%"
"[ 수치 올라간거 보고 한번 더 테스트아기는 청정구역에 있음 ], 긍정 텍스트 확률 : 63.39%"
"[뿌듯뿌듯유모차 공기청정기푸쉬에어 내돈 후기. 에그 유모차미세먼지가 없을땐 환기를 하지않는게최선이라 생각했었는데 아기가 태어나니미세먼지도 미세먼지지만 이산화탄소수치도 무시 못하겠더라구요그런면에서 공기순환형이라는게마음에 들었어요 밖에 공기를 가져오되헤파필터를 통해 깨끗한 공기만으로유모차 내부 이산화탄소까지 순환시켜주는 것방풍커버를 뚫어야하는 용기가 필요했지만지인들을 통해 이미 믿음이 있기도 했었고방풍커버 하나가 더 오는 중이라 용기내어 뚫무엇보다 수치를 확인하니 너무 잘샀다싶어요미세먼지 있는 날에도 데리고 다녀야면역력이 길러진다고 아직도그러시는분은 안계시겠죠..뭐라도 좋으니 아가들이 마시는발암먼지가 최소화 되도록 하는게 좋겠어요그게 어떤거든요 ], 긍정 텍스트 확률 : 60.24%"
"[요즘 가장 핫한 유모차가 뭔지 아세요?엄마들은 정말.. 이런 정보는 어찌나 빠삭한지 신기할 정도에요.사실 저도 아이를 낳기 전엔], 긍정 텍스트 확률 : 92.65%"
"[ 엄마들이 정말 많은 정보를 알고 있어서 대단하다 싶었는데제가 그렇게 되더라고요.아이가 제법 컸는데도 명품 유모차는 한 눈에 알아보고요 ㅋㅋ에서 인기있는 제품이면 궁금해하고 찾아보고...어쩔 수가 없나봐요.최근부터 핫한 제품은 바로 에그 에요. ], 긍정 텍스트 확률 : 99.73%"
"[ 건후와 나은이 유모차로 알려져 있어서주변에 모르는 엄마들이 없더라고요.저는 자주 보는 건 아니지만 가끔 보면 슈돌에서 건후와 나은이는 너무 사랑스럽더라고요 ㅠㅠ ], 긍정 텍스트 확률 : 70.76%"
"[ 아마 슈돌 즐겨보신 분들은 다 아실 거에요.저도 이거 배송받았던 날 집에 손님이 왔었는데아기엄마], 긍정 텍스트 확률 : 81.37%"
"[ 그리고얼마 전], 긍정 텍스트 확률 : 59.85%"
"[미아 롯데백화점에 직영매장이 들어왔다고 해서구경 갔었거든요.직접 보는데도 와 진짜 멋있다면서 얼마나 감탄을 했는지 몰라요.여튼 그 를 직접 사용해볼 수 있게 됐어요.올레 ], 긍정 텍스트 확률 : 94.53%"
"[양산에서 구매하실 경우직배송을 해주시고 기사님이 방문해서 배송 및 조립을 해주시는 건 당연하고요.나 세탁을 하려고 할 때도방문수거 후 와 세탁서비스를 해주신다는 거에요.이제껏 이렇게 해주시는 제품 보신적 있으세요?저 홈런이 신생아때 명품 유모차 사용했는데안타깝게도 이런 대접 받은 적은 없었던 것 같아요.그리고 년간 품질 보증을 해주시니 마음껏 사용할 수 있겠더라고요.그뿐이 아닙니다.건후 에그 유모차 구입 시 키트를 증정하는데그 안에 든 내용은 뒤에서 다시 설명할게요 ], 긍정 텍스트 확률 : 71.42%"
"[설명 해주시는 데 오래 걸리지 않아요.분?안그래도 아이를 데리고 있으면서직접 설치하고 사용법을 터득하는데 힘들 수 있는 우리 엄마들을 위해는 직접 오셔서 프리미엄 서비스를 해주시니감동이 아닐 수 없어요. ], 긍정 텍스트 확률 : 72.99%"
"[ 사용 방법 설명해주시고요.제가 또 그 동안 홈런이 키우면서 사용해본 제품이 엄청 많거든요.궁금한 게 있을 때마다 설명 중간중간에 여쭤봤는데정말 자세하게 설명해주시더라고요.잘 모르는 분이 오시는 게 아니고], 긍정 텍스트 확률 : 80.26%"
"[ 발판 조절 되는 부분 설명해주시고 있고요. ], 긍정 텍스트 확률 : 70.90%"
"[ 등받이 조절 되는 부분도 설명해주셨는데설명을 해주실수록 반응들이 ㅋㅋㅋㅋㅋ이날 손님이 와 있었다고 했잖아요.기사님], 긍정 텍스트 확률 : 52.76%"
"[ 낮으면 남편이 허리아프고근데 이건 높이 조절도 쉽게 할 수 있으니원하는 높이대로 설정하고 운전할 수 있어서 좋았어요. ], 긍정 텍스트 확률 : 77.30%"
"[ 여름을 위한 모기장까지너무 럭셔리 아닙니꽈???????꺄 너무 좋아 ♥ ], 긍정 텍스트 확률 : 99.87%"
"[ 그리고 이게 바로키트이 안에 들어있는 걸 보시면 깜짝 놀랄거에요.왜냐면 저희도 다 깜짝 놀랐으니깐요 ㅋㅋㅋㅋㅋ ], 긍정 텍스트 확률 : 58.85%"
"[ 또 작은 상자가 있었는데요.신디바바 스트롤러 체인다른 걸 떠나서 너무 예쁨 .감성터지는 체인이죠? ], 긍정 텍스트 확률 : 99.34%"
"[혹은 에버랜드 연간회원권 중 개를 선택해서사용할 수 있는 거에요. ], 긍정 텍스트 확률 : 71.27%"
"[ ㅋㅋㅋㅋ먼저 홈런이는 지금 살이에요.유모차를 아주 많이 타는 나이는 아니죠.걷고 뛰고 하니깐요.그런데 아빠만 만나면 자꾸 안아달라고 하고], 긍정 텍스트 확률 : 66.25%"
"[ 저한테도 조금 멀리 걸어가면 안아달라고 하는 바람에아직도 병원갈 때나 지하철타고 이동할 땐 꼭 타고 다녀요.그래서 주로 타는 아이], 긍정 텍스트 확률 : 73.10%"
"[ 개월 저희 조카를 먼저 태웠어요.그랬더니 자기가 민다고 난리가 났네요 또 ㅋㅋ ], 긍정 텍스트 확률 : 57.49%"
