"[ 쌍둥이유모차 즉시할인역대가특가 엄선해 보았습니다 인기상품은 조기 품절되니 유의하시구요.특가 추천 상품중에 득템해 보세요 품 구매리뷰후기는 아래 링크로 들어가세요 ▼.. ], 긍정 텍스트 확률 : 78.15%"
"[ 왜그리 심장이 두근두근 대던지...우리 아이 방을 멋지게 장식해 줄 작품이우연찮은 기회를 통해우리아이와 제게 오게 됐어요 ㅁ], 긍정 텍스트 확률 : 99.11%"
"[정말...베페 베이비페어는 사랑입니다], 긍정 텍스트 확률 : 84.07%"
"[ 이벤트 시간등을 체크 한 뒤 방문하시면많은 사람들 속에서도헤매지 않고 여유롭게 계획한 바를 이루고돌아오실 수 있을거예요.그리고 전시홀 중간에 마련된 커피빈도자리가 넉넉해서 잠시 쉬기에도아주 좋아보였답니다.], 긍정 텍스트 확률 : 84.58%"
"[만원 상당의 사은품. 선착순 명전 실패 ㅠ 시 전에 가셔야 한단 얘기죠.성공하셨나요?실패하셨어도 서두르세요. 시 바베파파], 긍정 텍스트 확률 : 55.35%"
"[ 일단 먼저 전시상품부터 문의했어요.베페 베이비페어의 전시상품들은전시 마지막날 수령 혹은 택배를 받는 방식으로시중보다 저렴하게 구매가 가능합니다.제가 사려던 팀즌키즈 시즌 핑크색은만원 할인 된 만원에 구매가 가능했는데], 긍정 텍스트 확률 : 64.32%"
"[ 조립제품으로 가 아니면 실리지 않는데서 ㅠ포기하고 말았네요.그리고 새제품은 찾아보니베페앱에서 사는거랑 크게 다르지 않더라고요.이런저런 이벤트참여로포인트도 모아둔게 있어서아쉽지만 발길을 돌렸답니다..안녕.. 베페몰에서 만나자.], 긍정 텍스트 확률 : 55.07%"
"[마지막으로 제가 받아온 무료 사은품], 긍정 텍스트 확률 : 84.03%"
"[ 좌 선찬순 선물 푸쉬 앤 고 씽씽 애벌레우 두나 선착순 이벤트 음료수 종], 긍정 텍스트 확률 : 57.32%"
"[ 그리고바베파파 선찬순 룰렛 이벤트 사은품무불소 유아치약], 긍정 텍스트 확률 : 70.21%"
"[ 원에판매 중인베페백호이예요늘 품절대란을 일으키며 완판 신화를 이어가고 있답니다베페 베이비페어 일정에 맞춰 공개가 되는데요], 긍정 텍스트 확률 : 52.82%"
"[ 때마다 구성이 조금씩 다른데], 긍정 텍스트 확률 : 86.75%"
"[코엑스에서 개최가 되고 있으니], 긍정 텍스트 확률 : 53.69%"
"[지금까지 제 회 베페 베이비페어 전시장 방문 후기 였습니다], 긍정 텍스트 확률 : 69.87%"
"[ 제회 베페 베이비페어 매번 즐길거리가 다르다 즐거웠던 베페 베이비페어 그 현장방문 후기], 긍정 텍스트 확률 : 98.49%"
"[드디어 기다리고 기다리던제 회 베페베이비페어가 열렸어요남편이 이사 때문에 휴가를 썼기 때문에평일에도 갈 수 있게 되었다지요애 둘 낳고], 긍정 텍스트 확률 : 97.66%"
"[베이비페어 오픈일에 간건 처음인 듯 해요두근두근설레는 가슴안고 코엑스로 달려갔답니다 제가 포스팅할 순차적 내용이예요 ], 긍정 텍스트 확률 : 94.36%"
"[. 유모차대여소], 긍정 텍스트 확률 : 58.36%"
"[아빠수유실], 긍정 텍스트 확률 : 57.43%"
"[. 현장 모습들], 긍정 텍스트 확률 : 52.16%"
"[. 제회 베페 베이비페어를 기다리며줄인다고 줄이긴 했는데....그래도 스압 주의해주세용 ㅎㅎ ], 긍정 텍스트 확률 : 94.57%"
"[우선 코엑스 층에 도착하니 이 있더라구요그리고 홀과 홀로 입장해야하는 그룹이 나뉘어져서 안내되어 있어요아무래도 많은 사람들이 오는 베페 베이비페어다보니 한쪽으로 몰리는걸 방지하기 위함이예요♡온라인 회원], 긍정 텍스트 확률 : 71.01%"
"[홀로 가야되요설마.. 베페 사이트 회원가입만 하면 무료입장인데입장권을 구매하신분은 안계시겠죠? ㅎㅎ저는 베페 서포터즈이기 때문에 홀로], 긍정 텍스트 확률 : 50.26%"
"[유모차대여소가 있으니 알아둬야겠어요 ], 긍정 텍스트 확률 : 74.63%"
"[편하신대로 입장하시면 된답니다입구 왼쪽에는 커다란 맵이 그려져 있어서 많은 분들이 이 곳에서 위치 확인을 하시더라구요하.지.만입구에서 나눠주는 ], 긍정 텍스트 확률 : 83.23%"
"[미아보호소가 있어요물론 홀에도 있답니다 입구에 있으니 참고하세요 ], 긍정 텍스트 확률 : 54.89%"
"[입구 옆에서는 전시장 출입 명찰을 받을 수 있어요 ], 긍정 텍스트 확률 : 76.80%"
"[홀에도 역시 무인등록대가 있어서 편해요 ], 긍정 텍스트 확률 : 91.59%"
"[선착순 선물 안내판이 여기저기 세워져 있더라구요 ], 긍정 텍스트 확률 : 68.32%"
"[알레바파마코튼 트래블세트스페셜 에디션를평일 임산부 선착순 ], 긍정 텍스트 확률 : 76.42%"
"[를다들 기억하고 계시죠? ㅎㅎㅎ단], 긍정 텍스트 확률 : 90.01%"
"[. 유모차대여소 ], 긍정 텍스트 확률 : 58.36%"
"[유모차 대여소가 있어요크게 대문짝만하게 적혀있어서 멀리서도 쉽게 찾을 수 있답니다 ㅎㅎ ], 긍정 텍스트 확률 : 95.38%"
"[대나 준비되어진 대여유모차지난번에는 대였었는데], 긍정 텍스트 확률 : 51.08%"
"[이번엔 대로 늘었더라구요역시 통큰 베페랍니다 ㅎㅎㅎ ], 긍정 텍스트 확률 : 90.97%"
"[유아지문등록 서비스예요유모차대여소 바로 앞에 위치해있는데요], 긍정 텍스트 확률 : 52.06%"
"[실종에 대비해 보호자 시청을 받아 아동 등의 지문], 긍정 텍스트 확률 : 55.70%"
"[누구나 가능하답니다유아지문등록은 간단하더라구요보호자는 신청서부터 작성하면 되요ㅎㅎ ], 긍정 텍스트 확률 : 73.04%"
"[소형카메라로 사진촬영을 하시더라구요 ㅋㅋㅋ아들 사진 찍자나 웃어야지 ㅋㅋㅋ소형카메라를 처음본데다가 경찰아저씨라서인지 얼어있는 아드님 ㅋㅋㅋ ], 긍정 텍스트 확률 : 57.46%"
"[등록을 할 수 있으나아이들마다 차이가 있나봐요 ㅋㅋㅋㅋ개월인 저희 아들... 아직 지문이 안나온데요..ㅠ결국], 긍정 텍스트 확률 : 56.70%"
"[홀 입구와 홀 입구 안쪽엔 ], 긍정 텍스트 확률 : 57.87%"
"[간단한 상비약도 구비되어 있고], 긍정 텍스트 확률 : 83.30%"
"[위급 상황을 대비해 ], 긍정 텍스트 확률 : 55.88%"
"[ 구급대원도 상시 대기중이예요언제 어디서 무슨일이 일어날지 모르니 항상 안전에 신경쓰는준비된 베페랍니다 ㅎ ], 긍정 텍스트 확률 : 73.21%"
"[제회 베페 베이비페어 전시장에 들어서자마자가장 궁금했던꼭 가보고 싶었던 핫한 부스], 긍정 텍스트 확률 : 84.45%"
"[베페몰마켓 부스에서는 베페백도 팔고 있어요인터넷으로 구입하는 것과 가격은 같지만요기서 구입하면 택배비가 안든다는 사실고로 더 저렴하게 구입할 수 있다는 사실? ㅋㅋ베페백 구성품은 아래에서 소개해드릴게요 ], 긍정 텍스트 확률 : 58.04%"
"[게다가 베페몰 마켓에서는 다양한 이벤트가 진행중이죠인증샷 이벤트도 있고그 중에서 넘넘 탐나는사이판 인가족 왕복 항공권꺄당첨되라랏 ], 긍정 텍스트 확률 : 98.85%"
"[그리고 이번에 베페에서 야심차게 준비한], 긍정 텍스트 확률 : 64.33%"
"[들어가자마자 보인건베페픽 상품으로 선정되었던 도깨비 매트리스넘넘 궁금했는데실물로 보니 더 탐나요오사실 누워... 보고 싶었지만.. 저는 임산부가 아니니... 사진만 살짝..ㅠㅠ저.. 빈자리에 누워보고 싶...ㅠㅠ임신부들이 편안하게 앉아서], 긍정 텍스트 확률 : 99.10%"
"[누워서 쉴 수 있어 넘넘 좋은 듯 해요 ], 긍정 텍스트 확률 : 91.45%"
"[수유 중에도 마실 수 있는 커피도 준비되어 있구요발마사지기도 있더라구요진짜 보고 우와 부럽다 라고 말이 튀어나와버린 ㅋㅋㅋㅋ들으신 몇몇 분들께서 웃으시더라구요 ㅋㅋㅋㅋ민망민망 ], 긍정 텍스트 확률 : 67.08%"
"[임신부 프리미엄 라운지는 위생안심공간이라 더더욱 편하게 안심하고 쉴 수 있는 듯 해요 ], 긍정 텍스트 확률 : 84.99%"
"[그리고 ], 긍정 텍스트 확률 : 70.21%"
"[국민건강보험공단에서 오신 간호사 분들께서 건강 상담과 정부 혜택 등을 알려주시는 듯 했어요상담시간이 정해져있으니시간 맞춰 방문하셔서 상담받으시면 될 듯 해요이래저래 부러운 임신부 프리미엄 라운지...ㅠ다음에 다시 임신해서 방문해야하나요...ㅠㅠ애 둘로 끝내려했는데.. 흑흑... ], 긍정 텍스트 확률 : 79.24%"
"[아빠수유실 ], 긍정 텍스트 확률 : 57.43%"
"[여기는 아이와 엄마를 위한 수유실이예요수유실이기 때문에아기와 엄마를 위한 공간이기 때문에아빠는아빠 수유실은 따로 있답니다 ㅎㅎㅎ], 긍정 텍스트 확률 : 81.82%"
"[엄마수유실은 홀과 홀에], 긍정 텍스트 확률 : 60.22%"
"[다른 베이비페어와 다르게베페 베이비페어 수유실 안에는], 긍정 텍스트 확률 : 64.52%"
"[인 모유수유실이 있어요우리 따님을 위해 수유실 이용은 필수인데], 긍정 텍스트 확률 : 66.05%"
"[어느 베이비페어에 갔더니...커다란 공간에서 누구는 수유하고 있고], 긍정 텍스트 확률 : 53.33%"
"[누구는 기저귀 갈고 있고], 긍정 텍스트 확률 : 55.50%"
"[좀 그렇더라구요...그런 곳에서는 수유하시는 분들이 벽 보고 수유하셨더라는 ㅋㅋㅋㅋㅋ근데 베페 베이비페어에서는 인 모유수유실이라 서로의 프라이버시도 지켜주고], 긍정 텍스트 확률 : 95.87%"
"[우리 아이도 맘 편히 소용하게 수유할 수 있다는 점이 넘넘 좋았다지요의자도 편한 의자라 굿굿 ], 긍정 텍스트 확률 : 98.74%"
"[그리고 ], 긍정 텍스트 확률 : 70.21%"
"[기저귀 교환대가 있어서 편하게 아기 기저귀를 갈아줄 수 있어요기저귀 교환대에는 물티슈와 크림도 있어서], 긍정 텍스트 확률 : 80.56%"
"[혹시 물티슈를 빠뜨리고 와도 걱정 안해도 된다지요 ㅎㅎ아이 엉덩이가 빨갛게 발진이 올라와서 크림이 필요하면?여기서 발라주면 된답니다 ㅎㅎㅎ알레바 네츄럴 기저귀 아기크림을 사용해 볼 수 있는 특별한 체험 서비스랍니다만약 내가 쓰는 기저귀 교환대에 물티슈나 크림이 부족하다?걱정하지 마시고], 긍정 텍스트 확률 : 72.37%"
"[수유실에 항상 계시는 베페 스탭님께 말씀드리면착착 채워주세요 ㅎㅎ ], 긍정 텍스트 확률 : 82.61%"
"[테이블과 의자도 가득가득아이 이유식을 먹이시는 분도 분유를 먹이시는 분도 계시더라구요수유실 이용 넘넘 편하고 좋았답니다 ㅎㅎㅎ ], 긍정 텍스트 확률 : 95.59%"
"[아빠 수유실도 있어요아빠도 분유 먹일 수 있고], 긍정 텍스트 확률 : 91.41%"
"[기저귀 갈아줄 수 있다죠 ], 긍정 텍스트 확률 : 71.06%"
"[역시 여기에서는 아빠분들께서 직접 분유도 먹이고 이유식도 먹이시더라구요요즘은 아빠육아가 대세라엄마와 함께 있어도 아빠가 육아하시는 분들이 많으시네요대한민국 아빠들 멋지십니다그리고 엄마 뿐만 아니라 아빠도 생각하는최신 트랜드에 맞춰가는배려심 많은 베페도 멋집니다 ㅎㅎ ], 긍정 텍스트 확률 : 99.96%"
"[베페의 또 다른 차이점바로 브랜드 클래스이죠제회 베페 베이비페어 참가 브랜드와 함께하는행복한 임신], 긍정 텍스트 확률 : 98.51%"
"[육아 강좌 브랜드 클래스이 곳은 ], 긍정 텍스트 확률 : 78.48%"
"[카페테리아 커피빈이 있어요찾는건 어렵지 않아요커다랗게 플랜카드가 붙어 있기 때문이죠 ㅎㅎㅎ게다가 통로엔 전시장 도면과 참가업체 안내판이 있으니], 긍정 텍스트 확률 : 88.85%"
"[정보도 얻을 수 있답니다 ], 긍정 텍스트 확률 : 67.62%"
"[카페테리아에는 음료와 간식을 먹으며 다음 코스를 짜거나 인터넷 비교를 하시는 분들이 많더라구요이번에는 이전과 다르게 도시락도 팔더라구요들어가닌 맛있는 밥 냄새가군침 꿀꺽커피빈에는 임산부들을 위한 디카페인 음료도 있으니참고하세용 ㅎㅎ ], 긍정 텍스트 확률 : 68.51%"
"[베페 서포터즈를 하면서 가장 기대되었던], 긍정 텍스트 확률 : 65.53%"
"[서포터즈 라운지예요서포터즈 회원만 입장 가능한 이곳 뭔가 뿌듯뿌듯한 느낌으로 입장하였답니다 ㅋ ], 긍정 텍스트 확률 : 63.64%"
"[ 음식제공 동반 인까지 주스와 커피 중 택], 긍정 텍스트 확률 : 50.02%"
"[서포터즈라운지 입구에 항상 계시는 스탭분들들어가자마자 무료음료도 챙겨주시고동반 인까지 무료라 남편도 받았네요 ㅋㅋ아이들은 키즈팜과 인절미 과자도 주세요 ㅎㅎ ], 긍정 텍스트 확률 : 62.77%"
"[어렵지 않고혹시 잘 몰라도 베페 스탭분들이 오셔서 친절히 설명해주시더라구요코엑스 물품보관함 비싼거 다들 아시죠?ㅠ게다가 시간당 요금을 내기 때문에.. 서포터즈라운지의 무료 물품보관함은 매우 유용하더라구요 ], 긍정 텍스트 확률 : 77.78%"
"[워낙 많은 분들이 오시는 베페다보니 만석이랍니다 ㅎㅎㅎ앞에 대기하시는 분들도 가득가득하지만], 긍정 텍스트 확률 : 63.99%"
"[서포터즈 라운지에 모유수유실이 있다보니 여유롭게 이용할 수 있었어요 ], 긍정 텍스트 확률 : 61.67%"
"[베페 매거진도 여유롭게 준비되어 있더라구요 ], 긍정 텍스트 확률 : 84.79%"
"[또한 서포터즈라운지 안에 기저귀교환대도 있어서 편하게 휴식도 취하면서], 긍정 텍스트 확률 : 74.64%"
"[아이 기저귀도 갈아줄 수 있더라구요 ], 긍정 텍스트 확률 : 58.35%"
"[바베파파의 벨라베이비해피기저귀가 준비되어 있답니다안전한 유럽프리미엄 기저귀로 유명하죠직접 체험도 해볼 수 있는 좋은 기회였어요사이즈별로 구비되어 있으니 우리 아이에 맞춰 사용하면 되요 ], 긍정 텍스트 확률 : 98.34%"
"[물티슈도 준비되어 있고위생안심공간이라는 표시까지서포터즈에게 최상의 프리미엄 서비스를 제공하는 베페이 혜택을 누리고싶어 베페 서포터즈를 하는 것도 있답니다 ㅎㅎㅎ ], 긍정 텍스트 확률 : 83.70%"
"[제회 베페 베이비페어 현장이벤트로 베페 앱 스탬프투어가 있던 것다들 아시죠? ㅎㅎㅎ구경만 했는데도 응모가 되는], 긍정 텍스트 확률 : 61.90%"
"[베페 앱 스탬프투어저도 열심히 참여했답니다 ㅎㅎㅎ ], 긍정 텍스트 확률 : 83.90%"
"[블루투스를 실행한 후 열심히 돌아다니면 되용 ㅎㅎㅎ ], 긍정 텍스트 확률 : 72.22%"
"[이벤트 참여하고 하다보니 ㅋㅋㅋ수신 메세지가 여러개씩 ㅋㅋㅋㅋㅋㅋ한 매장당 스탬프 하나면 되니까 저 중에 하나씩 눌러보면], 긍정 텍스트 확률 : 91.01%"
"[경품 중에도 탐나는 제품들이 넘 많았다지요너무 쉬운 이벤트에 통큰 선물이두근두근 뭐라도 당첨되면 좋겠다지요 ㅎㅎㅎ조아뜨 범퍼침대 특대형이 제일 탐나는건 안비밀 ㅋㅋㅋ ], 긍정 텍스트 확률 : 99.70%"
"[베페 셔틀버스 타는 곳 입간판과짐을 버스에 실어주고 내려주는 것을 도와주실 베페 스텝분 ㅋㅋ셔틀버스는 코엑스 북문에서부터 송파 탄천주차장까지 왕복한답니다분 간격으로 운행하니 이용하는데 불편함은 없어요 ㅎㅎ ], 긍정 텍스트 확률 : 76.66%"
