"[특히나.유모차는 실용성이 최고거든요. ], 긍정 텍스트 확률 : 95.38%"
"[ 물론 우리 둘째 신생아시절부터도 아주 유용하게 사용할 수 있어서 진짜 실용적이지요. 얼마전 친한 친구의 결혼식이 있었는데 신랑이 일이 생겨서 같이 갈 수 가 없었거든요. 첫째는 시댁에 맡기고 젖먹이인 둘째는 저랑 어딜가나 같이 가야 하니까 같이 데리고 다녀왔죠. 사이즈가 콤팩트하니까 지하철도 무리 없이 탈 수 있고요. 결혼식 갔더니 친구가 이거 차예련유모차 아니냐고 딱 알아보더라는...ㅎ 이제 다들 아기엄마가 되거나], 긍정 텍스트 확률 : 98.75%"
"[아기를 기다리는 중이라 자연스럽게 만나면 육아이야기 육아 아이템 이야기로 흘러가요 ㅎ ], 긍정 텍스트 확률 : 90.46%"
"[ 울 엘이는 윰차를 타면 안전바를 잡고 있는것을 좋아하는데요], 긍정 텍스트 확률 : 90.90%"
"[ 어린이집을 다니니까 확실히 집에서 저랑 있을때보다 다양한 활동들을 많이 할 수 있어 아이가 재밌어 하더라고요. 이날은 요리활동 시간에 컵케이크를 만들었는데 딱 컵홀더에 끼우고 집에 오니까 흐트러지지 않고 안전하게 집까지 가져올 수 있었답니다. 저랑 같이 만든 첫 요리인데 저도 재밌고 뿌듯하더라고요 ㅎㅎ ], 긍정 텍스트 확률 : 82.74%"
"[ 진짜 편한 육아템은 신랑들이 먼저 알아 본다지요? 저희 남편은 엘이와 둘이 마트 장보러 가는것을 좋아해요. 사실 저희 집에 엘이 어렸을 때부터 사모았던? 휴대용 유모차들이 몇개 있는데 남편이 늘 들고나가는 것은 바로 이 차예련유모차 접는거 한 번 보여줬더니 현실감탄 와 하더니 그때부턴 알아서 해밀턴을 챙겨다니더라고요 ㅎㅎ], 긍정 텍스트 확률 : 72.31%"
"[ 오늘은 모처럼 둘째도 데리고 저도 함께 장보러 나왔는데 아니나 다를까 해밀턴을 실어놨더라고요. 감기에 걸린 엘이가 컨디션이 별로 좋지 않아서 주차장에서 내리자마자 스트롤러 타겠다고 해서 주차장부터 쭈욱 장볼때까지 열심히 타고 다녔답니다.], 긍정 텍스트 확률 : 70.95%"
"[ 요즘 아이를 찍은 사진을 보면 거의 다 이렇게 윰차에 실려? 있는 사진들이 많아요 ㅋㅋ 진짜 하루에도 몇번씩 외출에는 꼭 챙기고 차를 타고 나갈 때에도 트렁크에 항상 실어 다니고 있어요. 무게가 킬로그램 대라 저도 가볍게 실을 수 있거든요.], 긍정 텍스트 확률 : 95.06%"
"[ 집 근처 놀이터 갈때에도 꼭 차예련유모차제가 유모차를 한 개정도 바꿔봤는데 이렇게 만족도 높은 것은 처음이네요.], 긍정 텍스트 확률 : 88.62%"
"[ 차양막은 자외선 차단 되는 원단으로 만들어져 있어서 아이 얼굴 탈 걱정 줄었고요], 긍정 텍스트 확률 : 72.80%"
"[메쉬 창이 넓게 펼쳐지는 스타일의 차양막이라 통풍도 잘 되고 아이 확인도 시원하게 할 수 있어서 여름에도 잘 갖고다닐 수 있어요.], 긍정 텍스트 확률 : 99.71%"
"[요즘 그네타기에 엄청 홀릭중인 엘이. ], 긍정 텍스트 확률 : 92.69%"
"[ 세게 더 세게 스릴을 즐기는 꼬맹이로 거듭나고 있답니다.], 긍정 텍스트 확률 : 55.37%"
"[ 저는 점점 체력이 딸리고요.한 번 그네에서 떨어져서 엉엉 울기도 했는데 그래도 금방 뚝 그치고 다시 타겠다고 하는걸 보면 그네가 정말 어지간히 좋은가봐요.], 긍정 텍스트 확률 : 93.90%"
"[ 혼자서도 아주 잘 타는 모습을 보면 언제 저렇게 컸나 싶고], 긍정 텍스트 확률 : 96.72%"
"[ 저희 집은 층임에도 불구하고 계단이 있어서 유모차를 끌고 나가는 것이 참 번거로워서 외출을 최소한으로 자제하고 있었는데 해밀턴 산 이후로는 저 진짜 이 더위에도 신나게 쏘다니고 있어요. 꽃을 살 일이 있어서 근처 꽃집까지 밀고 갔다왔는데], 긍정 텍스트 확률 : 56.23%"
"[꽃 보러 간다고 신나 있던 꼬맹이는 잠들어버렸고요 ㅎㅎ], 긍정 텍스트 확률 : 53.27%"
"[ 진짜 승차감이 좋은지 우리 둘째는 여기 태우기만 하면 잔답니다. ㅎㅎ 집 근처 물놀이장에 첫째 물놀이 해주러 데려왔는데], 긍정 텍스트 확률 : 91.24%"
"[ 제가 이 차예련유모차를 거의 론칭 하자마자 산것 같은데], 긍정 텍스트 확률 : 80.57%"
"[요즘 하나 둘씩 동네에서 같은거 태우는 분들이 보이기 시작하더라고요. 첫째 어린이집 등원 하다가 블랙 컬러 해밀턴 밀고 가시는 엄마 봤는데], 긍정 텍스트 확률 : 97.05%"
"[블랙도 실제로 보니까 넘 고급지고 예뻤어요.], 긍정 텍스트 확률 : 96.68%"
"[ 저는 처음부터 보자마자 네이비 컬러에 완전 꽂혀서 고민 도 없이 네이비로 주문했는데], 긍정 텍스트 확률 : 56.91%"
"[실제로받아본 색상도 넘넘 고급지고 쨍한 로열 네이비 컬러라 더욱 맘에 들었어요. 원래도 쨍한 블루컬러를 좋아하는데 정말 딱 제가 원하는 채도 높은 고급스런 청색이라 맘에 쏙 들었답니다.], 긍정 텍스트 확률 : 99.81%"
"[ 차예련유모차로 요즘 인기 급부상중인 해밀턴 ], 긍정 텍스트 확률 : 66.38%"
"[신생아부터 태울 수 있는 절충형 유모차라 둘째 계획이 있으신 맘들은 정말 필수적으로 지를 수 있는 녀석이예요. 신랑도 저도 핸들링이며 자동폴딩이며 넘 맘에 들어서 더이상 휴대용 구매는 없다고 결론 땅땅 내릴 정도로 만족하고 있답니다.], 긍정 텍스트 확률 : 70.93%"
"[ 네이버 최저가보다 더 저렴하게 사는 방법이 있어요], 긍정 텍스트 확률 : 56.40%"
"[제가 처음 이거 살려고 알아볼 때만 해도 판매하는 곳이 많이 없었는데 지금도 여전히 최저가 검색해보니 전 더 싸게 샀어요. 여기서 문의하기로 개인결제창 열어달라고 하시면 될것 같아요 여기에 오픈하는건 좀 그래서 혹시 가격 궁금하시면 비덧 문의 주세요 ], 긍정 텍스트 확률 : 71.73%"
"[수안이가 태어나기 전 고민 끝에 구입했던 수안이 첫 유모차리안 솔로.핸들링도 좋고 바퀴도 크고 튼튼해서 안정감이 느껴져 좋지만], 긍정 텍스트 확률 : 94.15%"
"[ 박스 안에는 왼쪽 사진과 같이 유모차 본체와 오른쪽 사진과 같이 핸들 그리고 바퀴 네 개가 들어있다. ], 긍정 텍스트 확률 : 60.69%"
"[안정감이 느껴져 좋다.퀴드야. 앞으로 나의 손목을 잘 지켜주기를...무엇보다 유모차를 썩 즐기지 않는 우리 수안이가 잘 타주기를 ], 긍정 텍스트 확률 : 98.04%"
"[ 안녕하세요 파워블로그인이 되고싶은 예비 리얼맘 입니다파워블로그어가 되고싶은 마음은 굴뚝같고몸은 안따라주니..ㅎㅎ 아직 글두 두개뿐이고 나는 언제쯤 열활하는 파워블로그인이될까 하면서글을 끄적여볼까합니다.. ], 긍정 텍스트 확률 : 99.37%"
"[ 바로 베페 ], 긍정 텍스트 확률 : 54.11%"
"[베이비페어라고 불리는 이 수상한 사이트.제가 봤을땐 대한민국 모르시는 맘들은 없으실 것 같아요예비맘과 엄마들 사이에서는 최고의 사이트인듯..아주 어마어마한 정보들과 혜택들이 있답니다이걸 지금 알았다니.. 아니..이제라서 알아서 정말 다행이듯해요ㅎㅎ ], 긍정 텍스트 확률 : 98.57%"
"[ 아무튼 본론으로 들어가죠ㅎㅎ요번 베페 사이트 이벤트는], 긍정 텍스트 확률 : 52.34%"
"[ 캬 스마트한 해밀턴 유모차저희 사랑이가 타면 무지하게 잘 어울릿들한대..ㅎㅎ이벤트 당첨되서 사용하고싶네용 ], 긍정 텍스트 확률 : 91.71%"
"[ ...이벤트 중이라서 .사은품으로 숄더백도 주시는데 너무 마음에 들었어요 ..가방보관함까지 있고 구성은 일단 대만족.유모차 걸이랑 기저귀 가방도 같이 들어가 있더라구요. ], 긍정 텍스트 확률 : 92.83%"
"[요요를 중점으로 보기로 함 요요는 가격이 비싸서 패스하려 했으나 친구가 강력 추천하여 구경이나 하자는 맘에ㅎㅎ ], 긍정 텍스트 확률 : 56.48%"
"[폴딩 어려움 등등 이유로 패스게다가 차양막 끝부분이 타보는 안으로 접을 수 있는데 요요는 접히긴 하나 고정이 안됨 그래서 집게로 고정한다고 별거 아닌 것 같지만 직접 보면 큰 차이임을 느낄 수 있다사실 타보는 아예 생각도 안 하고 있었는데 왜 사람들이 많이 타는지 알겠더라 이래서 비교 설명이 중요함ㅋ요요], 긍정 텍스트 확률 : 64.89%"
"[타보 중 어느게 잔고장이 젤 많느냐 여쭸더니 와이업올뉴지니가 요청이 좀 많다고 하셨다 아쉬웠지만 자잘하게 고장나는것땜에 속 상하는일 없도록 와이업도 패쓰게다가 높은 시트를 고집했던 나는 아이가 클수록 본인이 타고 내려야 하는데 시트가 높으면 불편할 것 같다고 판단하여 시트높이는 고려하지 않았다잉글리시나랑 타보 중에서 고민했는데 설명 듣다보니 주저없이 타보 선택. 스토케 회사라 믿을만 하다는거의 한시간은 넘게 설명만 들은 듯그리고 나는 핸들링을 별로 중요하게 생각안했는데 직접 가서 이것저것 끌어보니 핸들링 정말 중요하더라내 손목은 소중하니깐타보 핸들링 정말 좋다 굳굳굳번외로 핸들링 끝판왕은 이지워커 하비인 듯절충형 끌어봤는데 깜짝 놀람. 한손으로 슥슥 밀어도 그냥 쭉쭉 나간다 사장님도 디럭스나 절충형이나 핸들링은 이지워커 하비가 젤 좋다고 하심 물어보는 것마다 자세히 설명해주셔서 정말 좋았다 평일 낮이어서 그런가 사람이 없어서 좋았음 평일 낮에 가는것을 추천함ㅎㅎ ], 긍정 텍스트 확률 : 100.00%"
"[ 발판도 맘에 듬 ], 긍정 텍스트 확률 : 51.38%"
"[유모차 야간랜턴도 주셨다 ], 긍정 텍스트 확률 : 60.45%"
"[ 유모차 구매 후 바로 태워서 밑에 커피숍으로 고고유모차 싫어하는 축복군 첨엔 무표정으로 뚱해있더니유모차 싫어하는 아가들은 바 유모차를 타면 좋아한단다 본인이 운전하는 착각이 든다는 정말 앉히자마자 바를 턱 잡더라ㅎㅎ바가 있으니 흘러내릴 걱정없음 ], 긍정 텍스트 확률 : 61.38%"
"[ .아주아주 맘에 들어ㅎㅎ.잘 산것 같아 .당분간 어깨 허리 통증은 나아지겠구나.... ], 긍정 텍스트 확률 : 61.62%"
"[ 날이 풀리면 더 많이 돌아 다니겠지ㅎㅎ그런데 마트 갈 때 마다 ㅠㅠ 왜이리 불편한지.....밖에 나갔으면 커피도 사먹어야 하고], 긍정 텍스트 확률 : 93.75%"
"[ 그러다가 알게 된 제이해밀턴 유모차가방..후기 완전 너무너무 좋음], 긍정 텍스트 확률 : 96.86%"
"[ 출산선물이나 아가 기념일에 선물로 주면 정말 기분 좋게 받을 수 있는 제품가격도 만원 중반대ㅎㅎ난 톡톡 튀는 느낌의 임페리얼 레드로 사용 해 보았다요즘엔 이런 산뜻한 느낌의 색이 너무도 좋더라♪ 룰루♪ ], 긍정 텍스트 확률 : 96.34%"
"[ 각이 제대로 잡혀 있는 느낌], 긍정 텍스트 확률 : 74.02%"
"[ 살짝 각이져 있어서 수납이 많이 될까 싶었는데], 긍정 텍스트 확률 : 63.89%"
"[ 수납력도 너무 좋고 물건도 생각보다 많이 들어가고 매우 견고하다하나하나 파헤쳐 보자 ], 긍정 텍스트 확률 : 99.09%"
"[ 제이해밀턴 유모차가방은양쪽을 실용적이게 사용 할 수 있다물병홀더와 핸드폰홀더를 붙여 사용 할 수도 있고텀블러 컵 홀더도 있어서 외출나온 부모님의 손을 바쁘지 않게 해 줄 수 있다는사실..밖에 나가면 아이도 안전하게 지켜야 하고], 긍정 텍스트 확률 : 80.12%"
"[여유를 찾아 줄 수 있겠다..ㅎㅎ특히 나처럼 커피를 좋아하는 사람은 외출만 하게 되면], 긍정 텍스트 확률 : 98.88%"
"[ 꼭 커피를 사먹곤 하는데], 긍정 텍스트 확률 : 55.30%"
"[유모차를 끄는 날은 손이 항상 바쁘기에 커피를 포기하는 경우도 많았으나이제는 포기 하지 않는다ㅋㅋ유모차 한손으로 끌면서 커피 마실 수 있게 됐다이런건 바로 소확행 ], 긍정 텍스트 확률 : 63.13%"
"[ 유모차가방은 자석으로 돼 있어 여닫기가 정말 편하다흐물거리지 않고], 긍정 텍스트 확률 : 69.90%"
"[ 닫았을 때 물건이 흘러나오지 않고 견호하다ㅎㅎ딸깍 하는 느낌으로 자석끼리 붙는 느낌은왜이리 좋은건가 ㅋㅋ중독성이 있다..ㅎㅎ ], 긍정 텍스트 확률 : 94.72%"
"[ 부속품을 빼 보니 이렇게 움직이면서 물이나 음식물이 흐를 수 있는 제품들은고정밴드로 꽈악 잡아 줘 새지 않는다ㅎㅎ 고정력이 좋음밴드도 탄력이 있다 ], 긍정 텍스트 확률 : 93.94%"
"[물티슈까지...유모차가방 은근히 내부가 큼지막해요ㅎㅎ그리고 무엇보다 가방이 흐트러지지 않고], 긍정 텍스트 확률 : 75.93%"
"[ 넓이를 조절 할 수 있기 때문에물병은 작은 물병부터큰 물병까지 모두소화가 가능하다. ], 긍정 텍스트 확률 : 66.01%"
"[ 이건 핸드폰 홀더이다ㅎㅎ너무 귀여움.. 여기 안에 핸드폰을 쏘옥..항상 밖에 나가면 핸드폰이 어디 있나 찾곤 하는데], 긍정 텍스트 확률 : 89.57%"
"[ 설치 하고 나니 너무도 좋음ㅋㅋㅋ우선 집에 있는 컵으로 테스트 해보았다 ㅋㅋㅠㅠ 이제 밖에 나가서도 커피를 편히 즐길 수 있게 됐다 ], 긍정 텍스트 확률 : 86.61%"
"[ 여기서 중요한 점은 유모차 손잡이와 가방을연결 할 땐 항상 좌], 긍정 텍스트 확률 : 65.98%"
"[우 스트랩을 확인하자좌우가 바뀌면 유모차 주머니를 열기가 은근 불편하다로고가 내가 보이는 쪽으로 오면 완성튼튼하게 설치가 완료 ], 긍정 텍스트 확률 : 60.00%"
"[ 로고가 똑바르게 돼야 잘 설치 한 모습그래야 유모차가방 뚜껑이 열릴 때 불편하지 않다우측과 비교 해 보면 스트랩이 꼬여 있음 ], 긍정 텍스트 확률 : 61.56%"
"[ 컵 홀더가 살짝 기울어져 있는 모습이라서 혹시나 흐를까 걱정 될 수도 있지만], 긍정 텍스트 확률 : 90.51%"
"[ 고무밴드로 돼 있어서 안에 액체가 들어 있으면 반듯하게변함..ㅋ흐를 걱정 도 없음 ㅋㅋ ], 긍정 텍스트 확률 : 86.33%"
"[ 뚜껑도 뒷쪽으로 넘길 수 있다미관상 뚜껑을 덮고 다녀야 하지만], 긍정 텍스트 확률 : 60.31%"
"[ 특히나 속이 너무도 넉넉하기에 바깥 외출 두렵지 않게 할 수 있다더이상 바구니가 찢어질 걱정], 긍정 텍스트 확률 : 86.50%"
"[그리고 찢어진 바구니를 걱정하지 말고], 긍정 텍스트 확률 : 54.61%"
"[ 너무도 신박한 아이템이다ㅎㅎ .... ], 긍정 텍스트 확률 : 84.18%"
"[여행다닐때나 잠시 차를 타고 외출할때 제가 혼자 다 핸들링해야하기때문에 가볍고 콤팩트한 유모차를 였으면], 긍정 텍스트 확률 : 51.97%"
"[디자인등 다 마음에 들었던.?부가부앤트부가부앤트 로 골랐어요], 긍정 텍스트 확률 : 67.44%"
"[기내반입가능사이즈비행기 그냥 선반에 올려놓을 수 있다는게 가장 큰 장점], 긍정 텍스트 확률 : 69.69%"
"[디럭스 사용할땐 꿈도 못꾸던 사이즈...한번외출할려고하면 트렁크에 짐비우기 바빴는데 이제는 걱정안해도 된다는거 한손핸들링 과 가벼운 무게부가부 앤트는 . 밖에 되지않는데요 ... 예덕이가 현재......... 예덕이를 한손으로 번쩍 들수있으니 이정도는 감지덕지라는 간편 캐리어모드 장바구니나 캐리어처럼 쉽게 끌고 다닐 수 있어서편해요마주보기모드휴대용유모차에는 잘 찾아보기 힘든 마주보기모드], 긍정 텍스트 확률 : 80.40%"
