"[휴대용 유모차엘레니어 레니행복한 여자의 육아 이야기 ], 긍정 텍스트 확률 : 89.71%"
"[컬러는 브로슈어에도 저렇게 컬러조합이 되어 있길래], 긍정 텍스트 확률 : 52.50%"
"[이번에 받아보고 보니 그레이톤도 참 예쁘다. ], 긍정 텍스트 확률 : 74.96%"
"[요건 핸들링은 정말 짱. ], 긍정 텍스트 확률 : 93.54%"
"[실제로 보면 재질이 참 예뻐보임.그리고 휴대 유모차들이 다차양막이 짧은데], 긍정 텍스트 확률 : 92.48%"
"[얘는 차양막이 정말 깊다. ], 긍정 텍스트 확률 : 89.46%"
"[굿.등받이를 뒤로 젖혀도 차양막이 충분히 커버해줌.발판], 긍정 텍스트 확률 : 95.71%"
"[두 대를 결합하니 너비는 엄청 넓어짐.백화점이나 마트처럼 사람 많은 곳에서는 두 대 결합해서 사용하긴 좀 눈치 보일 듯. ㅎ그래도 두 대를 동시에 밀어야 하는 상황이 반드시 있는 우리 둥이들에겐느무 좋은 옵션이 아닐 수 없음.....쌍둥이유모차로 한 번 활용해볼랍니더. ㅎ유모차 보니 아가들 태우고 얼른 나가고픈데], 긍정 텍스트 확률 : 97.68%"
"[일단 이번 한파 좀 지나구요..담주에 있을 부여여행에], 긍정 텍스트 확률 : 93.85%"
"[디럭스 유모차를 모두 갖고 있는데요 이번에는 절충형 유모차 소개해드릴려구요 ], 긍정 텍스트 확률 : 95.32%"
"[엘레니어 티크듀오 제품이고요. 국내 브랜드 최초 분리와 결합이 되는 유모차랍니다.], 긍정 텍스트 확률 : 57.60%"
"[그래서 유모차 제품 외 전용 커넥터도 꼭 필요한데요.], 긍정 텍스트 확률 : 86.44%"
"[곧바로 대 더 완성이요], 긍정 텍스트 확률 : 69.76%"
"[단계 높낮이 조절이 가능한 고급스러운 가죽느낌의 핸들은 보호자 신장 까지 충분히 커버해 편안하게 주행 할 수 있게 해줘요. ], 긍정 텍스트 확률 : 84.98%"
"[아이를 확인할 수 있는 아이보기창도 있어요. ], 긍정 텍스트 확률 : 60.81%"
"[시트 양쪽의 버튼을 누르면 단계 높낮이 조절이 가능하며], 긍정 텍스트 확률 : 58.58%"
"[풋브레이크도 있어요.], 긍정 텍스트 확률 : 66.43%"
"[폴딩 방법도 굉장히 쉬운데요], 긍정 텍스트 확률 : 78.84%"
"[요건 다음번 포스팅때 영상으로 한번 보여드릴게요 자그럼 쌍둥이 절충형 유모차로 사용하기 위해 커넥트를 이용해볼까요], 긍정 텍스트 확률 : 63.32%"
"[완성입니다와 유모차가 굉장히 높아요.높이의 하이체어 기능이절충형 유모차에서 보기 힘든 안정감과 든든함이 있네요집에서만 주행해봤는데], 긍정 텍스트 확률 : 98.48%"
"[핸들링 당연히 너무 좋지요 그래도 정확한 핸들링 느낌 후기를 들려드리기 위해 외출후에 한번더 포스팅 해드릴게요. ], 긍정 텍스트 확률 : 72.28%"
"[명절 때 어디라도 가려면 짐이 많을 테니], 긍정 텍스트 확률 : 90.15%"
"[고 잠깐 사이에 누군가 가지고 가버렸다. ㅠㅠ], 긍정 텍스트 확률 : 82.91%"
"[아쉬운 마음이지만 액땜했다 치고], 긍정 텍스트 확률 : 88.97%"
"[엘레니어 세스토라이트], 긍정 텍스트 확률 : 64.77%"
"[아이가 앉아있는 모습도 안정적이었고], 긍정 텍스트 확률 : 81.43%"
"[표정도 밝은 게 마음에 드는구나 싶었다.], 긍정 텍스트 확률 : 75.73%"
"[제품을 꺼내어 약간의 조립을 한 뒤부터], 긍정 텍스트 확률 : 78.52%"
"[흰색을 사랑하는 나여서인지], 긍정 텍스트 확률 : 84.28%"
"[하얀색 프레임이 너무 마음에 들었기 때문에], 긍정 텍스트 확률 : 58.31%"
"[아이 간식], 긍정 텍스트 확률 : 50.77%"
"[아이와 이렇게 가볍게 외출한 게 처음이라], 긍정 텍스트 확률 : 54.23%"
"[가벼워 살 것 같으면서도], 긍정 텍스트 확률 : 73.97%"
"[뭔가 불안하고 불안해 ㅋㅋㅋㅋㅋㅋㅋ], 긍정 텍스트 확률 : 67.18%"
"[항상 디럭스를 가지고 다니면서], 긍정 텍스트 확률 : 52.35%"
"[언폴딩을 하니 세상 편했다.], 긍정 텍스트 확률 : 63.65%"
"[저런 큰 자연의 경관은], 긍정 텍스트 확률 : 56.35%"
"[그땐 좀 어렸고 지금은 조금 더 커서인지], 긍정 텍스트 확률 : 64.75%"
"[폭포가 내려오는 모습을 보고는], 긍정 텍스트 확률 : 53.58%"
"[할 수 있는 표현은 다 했다 ㅋㅋ], 긍정 텍스트 확률 : 85.73%"
"[손가락질을 하다가도 바는 놓칠 않아 ㅋㅋㅋ], 긍정 텍스트 확률 : 55.56%"
"[이 바를 아이들이 좋아한다더니], 긍정 텍스트 확률 : 83.44%"
"[엘레니어 세스토라이트 는], 긍정 텍스트 확률 : 57.96%"
"[폴딩 되어 온 모습도 슬림 했다.], 긍정 텍스트 확률 : 86.63%"
"[컵홀더가 함께 왔고], 긍정 텍스트 확률 : 76.33%"
"[우리 아이는 낮잠], 긍정 텍스트 확률 : 64.02%"
"[밤잠 사이클이], 긍정 텍스트 확률 : 51.21%"
"[무척 일정한 아이라 웬만해선], 긍정 텍스트 확률 : 76.18%"
"[세상에나 관심이 너무나 많다.], 긍정 텍스트 확률 : 73.71%"
"[프레임 만져보고], 긍정 텍스트 확률 : 53.85%"
"[시트 만져보고], 긍정 텍스트 확률 : 53.85%"
"[아이도 새 차가 마음에 드나 보다], 긍정 텍스트 확률 : 77.76%"
"[아이가 이 앞에서 떠나질 않네? ㅋㅋㅋ], 긍정 텍스트 확률 : 54.14%"
"[난 아직 못 봤는데 ㅠㅠ...], 긍정 텍스트 확률 : 64.41%"
"[베이비룸이 집 안에 미로를 만들어놓음 ㅠㅠ], 긍정 텍스트 확률 : 60.81%"
"[야외에서 더 예뻐], 긍정 텍스트 확률 : 72.11%"
"[사실 집에서 펼쳐 본 네이비 컬러가 ], 긍정 텍스트 확률 : 75.42%"
"[웬걸. 야외에서 보니 너무 예쁘다.], 긍정 텍스트 확률 : 84.18%"
"[특히 아이 사진이 너무 예쁘게 나온다.], 긍정 텍스트 확률 : 85.63%"
"[엘레니어 세스토라이트 를], 긍정 텍스트 확률 : 56.12%"
"[가성비 좋은 실속형 유모차라는 것도 있지만], 긍정 텍스트 확률 : 63.64%"
"[몇 가지 차밍포인트가 있어서이다.], 긍정 텍스트 확률 : 70.00%"
"[이런 캐노피를 가진 유모차는 많다.], 긍정 텍스트 확률 : 57.35%"
"[이 제품의], 긍정 텍스트 확률 : 51.16%"
"[아래 다시 언급하겠지만], 긍정 텍스트 확률 : 61.24%"
"[캐노피 사이드의 매시까지 예쁘다.], 긍정 텍스트 확률 : 83.98%"
"[아이 발이 닿아 오염이 되는 것을], 긍정 텍스트 확률 : 66.14%"
"[아이 발도 대롱대롱하지 않아 좋고], 긍정 텍스트 확률 : 68.40%"
"[엘레니어 세스토라이트 ], 긍정 텍스트 확률 : 64.77%"
"[아직 아이가 어려 아이의 몸을 잘 잡아주고], 긍정 텍스트 확률 : 64.66%"
"[아이를 보호해주고 싶어서였는데], 긍정 텍스트 확률 : 78.75%"
"[덕분에 여기에 사용하려고 미리 주문해 둔], 긍정 텍스트 확률 : 50.35%"
"[라이딩을 즐긴다고 표현해도 될 것 같다.], 긍정 텍스트 확률 : 85.56%"
"[바로 이 ], 긍정 텍스트 확률 : 80.75%"
"[바 잡고 여기저기 구경하는 게 좋은지], 긍정 텍스트 확률 : 76.81%"
"[시트 아래의 조작 부를 이용해 접을 수 있다.], 긍정 텍스트 확률 : 58.46%"
"[벨트 자체에도 길이 조절부가 있고], 긍정 텍스트 확률 : 67.32%"
"[등받이 시트에도 높이 조절부가있어], 긍정 텍스트 확률 : 81.82%"
"[초보 엄마], 긍정 텍스트 확률 : 53.00%"
"[아빠는 연습이 조금 필요하다.], 긍정 텍스트 확률 : 69.13%"
"[과학적 설계가 무척 ], 긍정 텍스트 확률 : 50.97%"
"[시트 하단의 ㄷ자 축과], 긍정 텍스트 확률 : 58.64%"
"[앞바퀴 세로축으로 인해], 긍정 텍스트 확률 : 55.01%"
"[주행하면 할수록 안전함을 느낄 수 있다고 하니], 긍정 텍스트 확률 : 89.74%"
"[아이의 승차감을 올렸다.], 긍정 텍스트 확률 : 65.54%"
"[잠깐 공원 나무 데크와 아스팔트에서], 긍정 텍스트 확률 : 63.05%"
"[맛본 주행감은 꽤 부드럽고 조용하고], 긍정 텍스트 확률 : 86.93%"
"[디럭스만 끌고 다녀서 낮은 감은 있는데], 긍정 텍스트 확률 : 53.88%"
"[부드럽게 주행되는 점은 ], 긍정 텍스트 확률 : 54.74%"
"[이 된다.], 긍정 텍스트 확률 : 55.51%"
"[셀프 스탠딩은 물론], 긍정 텍스트 확률 : 53.60%"
"[적지 않은 사이즈임에도 불구하고], 긍정 텍스트 확률 : 57.10%"
"[자유롭게 조절할 수 있다.], 긍정 텍스트 확률 : 61.76%"
"[ 각도 조절이 가능하다.], 긍정 텍스트 확률 : 51.44%"
"[아이의 머리가 위 방향으로 밀리지 않게 한다.], 긍정 텍스트 확률 : 65.29%"
"[단계의 대형 ], 긍정 텍스트 확률 : 52.07%"
"[그리고 아이의 상태를 볼 수 있도록], 긍정 텍스트 확률 : 82.31%"
"[상태창이 있는데], 긍정 텍스트 확률 : 58.25%"
"[우리 아이는 이 부분으로 ], 긍정 텍스트 확률 : 79.25%"
"[대형 통풍창이 있어], 긍정 텍스트 확률 : 58.25%"
"[한 여름에도 쾌적하게 있을 수 있고], 긍정 텍스트 확률 : 74.51%"
"[쉽고 간단하게 조작할 수 있는], 긍정 텍스트 확률 : 64.97%"
"[원터치 브레이크라 훨씬 안전하다.], 긍정 텍스트 확률 : 60.13%"
"[앞바퀴 쪽에는 방향 고정 레버도 있어], 긍정 텍스트 확률 : 53.49%"
"[안전하게 주행할 수 있다.], 긍정 텍스트 확률 : 61.76%"
"[일상 속에서 편하게♬], 긍정 텍스트 확률 : 59.12%"
"[사이즈를 가늠해볼 수 있도록], 긍정 텍스트 확률 : 62.60%"
"[각도 때문인지], 긍정 텍스트 확률 : 56.67%"
"[이 정도의 비율이 나온다.], 긍정 텍스트 확률 : 54.97%"
"[공원 테이블 앞에서 하이체어처럼], 긍정 텍스트 확률 : 63.57%"
"[사용할 수 있는지 테스트해보았다.], 긍정 텍스트 확률 : 63.70%"
"[테이블 보인 겸 잠깐 간식타임 ㅋㅋㅋㅋ], 긍정 텍스트 확률 : 51.85%"
"[멜란지 직조 원단으로 오염에 강하다고 하니], 긍정 텍스트 확률 : 51.39%"
"[마음 편하게 사용하기로 했다.], 긍정 텍스트 확률 : 71.19%"
"[실제로 며칠 사용해보니 오염에 강하다.], 긍정 텍스트 확률 : 59.43%"
"[ 여유 있게 쇼핑을 했다.], 긍정 텍스트 확률 : 50.44%"
"[근데 아이 손이 자유롭다 보니 ㅋㅋㅋ], 긍정 텍스트 확률 : 93.91%"
"[앞으로 하지 않아요를 알 때까지], 긍정 텍스트 확률 : 89.75%"
"[함께 혼 컵홀더는 이렇게 활용 중.], 긍정 텍스트 확률 : 58.67%"
"[아이와 다니며 물건을 담기에], 긍정 텍스트 확률 : 65.04%"
"[우리 어디 가서 데이트할까], 긍정 텍스트 확률 : 62.39%"
"[안녕하세요 울산아저씨 입니다 이번에 소개해드릴 육아용품 은 ], 긍정 텍스트 확률 : 84.76%"
"[양대면 유모차 엘레니어 윙스알파 ], 긍정 텍스트 확률 : 51.52%"
"[에요 앞전에 개봉기 및 유모차 설명 리뷰를했었는데요], 긍정 텍스트 확률 : 59.24%"
"[ 기억하시겠죠?ㅋㅋ이번엔 사용기 리뷰 랍니다 고고], 긍정 텍스트 확률 : 88.19%"
"[언뜻 봐도 시크하면서 세련된느낌의 블랙 색상 정말 너무너무 마음에 든다며], 긍정 텍스트 확률 : 90.05%"
"[양대면 유모차 엘레니어 윙스알파 는이번에 엘레니어 에서 새롭게 출시한양대면 절충형 유모차 랍니다 튼튼한 프레임과 충격 완화 서스펜션으로 ], 긍정 텍스트 확률 : 86.32%"
"[유모차에요 ], 긍정 텍스트 확률 : 79.99%"
"[개월아기 도현이 사실 이날 도현이 컨디션이 썩 좋지가않았어요 금방이라도징얼거릴꺼 같은 표정 ㄷㄷ그래도 편안한 양대면 유모차 덕분에꾹 참고 있는중 이라며 ㅋㅋ ], 긍정 텍스트 확률 : 89.39%"
"[엘레니어 윙스알파 점식 벨트 에요든든하게 잡아 주어 안전하답니다], 긍정 텍스트 확률 : 78.97%"
"[원터치 발받침 이에요 각도 조절이 되는데], 긍정 텍스트 확률 : 69.48%"
"[아직 개월에다리가 짧은 도현이에겐 일자로쭉 편 상태가 편하겠군요 ㅋㅋ ], 긍정 텍스트 확률 : 95.33%"
"[바퀴 롤링 롤링♬절충형 인데 이렇게 가벼워도 되는거야??지인에게 물려받아 사용중이던엘레니어 유모차도 절충형이라가볍다 생각했거든요..그런데 윙스알파 와 비교해보니 완전비교불가엘레니어 윙스알파 가 훨씬 가벼운거있죠 하긴 무게가 고작 대니....휴대용 유모차 같은 무게인데절충형 이라니 더 말이 필요없죠], 긍정 텍스트 확률 : 92.57%"
"[그래서 앞보기에서 양대면 으로바꿔줬지요 ㅋㅋㅋ아빠 보며 기분 쫌 풀어라구요 ㅋㅋ ], 긍정 텍스트 확률 : 97.02%"
"[제가 쇼핑하는 동안 양대면 유모차 를와이프에게 맡겨봅니다 ㅋㅋㅋ ], 긍정 텍스트 확률 : 73.61%"
"[도현아 이제 명절 선물 도 사야되고장도 봐야되고... 시간이 더 오래걸릴꺼 같은데 괜찮겠지??울지 말고 잘 버텨줘야야되?ㅋㅋㅋ ], 긍정 텍스트 확률 : 87.40%"
"[헉 대박 ㅋㅋㅋ 개월아기 도현이양대면 유모차 엘레니어 윙스알파에서 기절하다.. ], 긍정 텍스트 확률 : 73.54%"
"[엘레니어 윙스알파 양대면 유모차 가정말 편하긴 했나봐요눈을 감는 모습을 보고 얼른원터치 각도 조절 로 눕혀줬답니다크크 ], 긍정 텍스트 확률 : 73.33%"
"[ 엄마], 긍정 텍스트 확률 : 53.00%"
"[ 아빠의 끝없는 쇼핑에도차에 타기전가지쭉꿀잠잤네요 ㅋㅋㅋㅋ ], 긍정 텍스트 확률 : 59.08%"
"[양대면 유모차 를 접어서트렁크 에 실은 모습이에요완전 부피가 확 줄었죠?정말 엘레니어 윙스알파 의 최고 장점인듯 이렇게 부피나], 긍정 텍스트 확률 : 99.12%"
"[이렇게 공간 차지가 적다보니], 긍정 텍스트 확률 : 51.28%"
"[양대면 유모차 엘레니어 윙스알파사이즈표 에요], 긍정 텍스트 확률 : 83.79%"
"[이 포스팅은 업체로부터 지원받아작성한 솔직한 후기 입니다. ], 긍정 텍스트 확률 : 68.02%"
"[ 엘레니어 뉴 세스토라이트 부드러운 핸들링], 긍정 텍스트 확률 : 64.77%"
"[우리 까꿍이 휴대용 유모차 장만 했어요 가성비 좋고 안정감과 핸들링], 긍정 텍스트 확률 : 53.04%"
"[그레이브라운네이비레드그 중 까꿍이는 화사하고 눈에 잘띄는 레드로 다른컬러들도 너무너무 이쁘지만], 긍정 텍스트 확률 : 91.98%"
"[손잡이도 가죽으로 처리되서 고급지고잡았을때 너무 하드하지 않아서 그립감도 굉장히 좋더라구요손목 안전스트랩도 당연히 있구용 ], 긍정 텍스트 확률 : 93.32%"
"[받침을 들어올려아래의 바를 잡아당기면], 긍정 텍스트 확률 : 54.11%"
"[ 다리발침을 쭉 펼수도 있어요], 긍정 텍스트 확률 : 58.51%"
"[가죽으로 커버링된 안전바는 중앙분리형으로다른 휴대용 유모차에서 볼 수 없던 점한쪽으로 오픈하는 것보다 훨씬 편하고 좋더라구용], 긍정 텍스트 확률 : 85.58%"
"[요렇게 좌우로 분리되어 펼쳐지니 밑으로 툭 늘어지지 않아서 좋더라구용까꿍이 태우고 내릴때 좌우로 넓게 펼쳐지니 정말 간편하고 좋은거 같아요], 긍정 텍스트 확률 : 66.11%"
"[아기의 몸이 닿는 시트의 원단도 중요한 부분 인증을 받은 친환경 방수 원단을 사용해서보드라우면서도 생활방수가 되는 원단이예요원단도 고급스러워 보이고 탄탄하니 베리굿 ], 긍정 텍스트 확률 : 99.26%"
"[시트 뒷쪽에는 엄마의 편의를 위한 깨알같은 배려가 돋보여요지퍼 보이시죠? ㅎ ], 긍정 텍스트 확률 : 96.99%"
"[지퍼를 열면 엄마를 위한 숨은 공간이 나타나요내부에 포켓이 한번 더 분리되어 있어서유모차 정리함이 필요없을듯 ], 긍정 텍스트 확률 : 74.22%"
"[지갑 정도 잠시 넣어두는 용도 였어요하지만 덜렁덜렁 아무래도 핸들을 잡기에는 걸리적 거렸죠하지만 휴대용유모차 엘레니어 뉴 세스토라이트는 유모차 정리함 없어도 되요 휴대폰과 지갑], 긍정 텍스트 확률 : 54.53%"
