"[홀레분유 황금변 직접 겪은 실화.?홀레홀레 .?홀레분유홀레분유 .?황금변홀레황금변홀레사진], 긍정 텍스트 확률 : 73.40%"
"[둘째 셋째날 ], 긍정 텍스트 확률 : 75.16%"
"[넷째다섯째날 ], 긍정 텍스트 확률 : 75.16%"
"[여섯째날 ], 긍정 텍스트 확률 : 75.16%"
"[일곱째날 ], 긍정 텍스트 확률 : 75.16%"
"[유기농으로 먹여보고 싶어서 홀레로 결정하고 매일유업 포인트 쌓인 걸로 구입 홀레는 센서티브보다 당이 좀 높았어요. 먹어보니 음 맛있네요. ㅋㅋㅋ홀레 잘 먹드라구요.근데 ㅜㅜ 결국은 지금은 홀레 안먹여요.], 긍정 텍스트 확률 : 56.27%"
"[엄마가 미안하다......지금은 유기농 궁 먹이고 있네요..궁 먹인 후론 변비없이 잘 먹고 잘 싸고 있어요. 궁 후기는 조만간즐거운 한 주 되세요 ], 긍정 텍스트 확률 : 92.11%"
"[ 직접 체험한 아기 간식], 긍정 텍스트 확률 : 56.98%"
"[지금부터 함께 보러 가요], 긍정 텍스트 확률 : 81.46%"
"[으로 나누어져 있어], 긍정 텍스트 확률 : 67.21%"
"[이게 뭘까 궁금해하는 아이 모습이 너무 귀여워요], 긍정 텍스트 확률 : 94.47%"
"[신생아 때부터 홀레 분유를 이용해주셨던 만큼 홀레 퓨레에 대한 기대가 가득하셨던], 긍정 텍스트 확률 : 78.73%"
"[홀레를 계속 이용해주셨다니 감동입니다♥ ], 긍정 텍스트 확률 : 99.95%"
"[여러 과일이 조화를 이루어처음 먹는 아이들도 거부감 없이 먹을 수 있어요게다가 유기농이어서 걱정 뚝불당댁 님은 홀레 퓨레를 통해 아이에게 과일 알레르기가 있는지 테스트를 하고 있다는데요.다행히 현재까지는 무사통과했다고 하네요 ], 긍정 텍스트 확률 : 64.14%"
"[아이가 냠냠 맛있게 잘 먹죠♥조금 큰 아이들은 혼자서 들고 먹을 수도 있어요. ], 긍정 텍스트 확률 : 99.93%"
"[아이와 캠핑 갈 때도 간식으로 홀레 퓨레를 챙겨가셨다고 하는데요.아기와 어디 나가면 이것저것 챙길 게 많은데이건 파우치 하나만 챙겨가면 돼서 세상 편해요 ], 긍정 텍스트 확률 : 67.73%"
"[새콤달콤한 퓨레 맛에 우리 아기 눈이 번쩍맛있게 먹는 아이 모습 영상으로도 만나보세요 ], 긍정 텍스트 확률 : 65.82%"
"[지금껏 아이에게 먹여본 퓨레 중에서 가장 만족도가 높아 나중에 또 주문하셨다는 후문입니다지금까지 건강한 아기 간식으로 좋은], 긍정 텍스트 확률 : 99.54%"
"[홀레 과일퓨레 후기 소개해 드렸어요 소중한 후기 남겨주신 불당댁 님 진심으로 감사합니다♥ ], 긍정 텍스트 확률 : 99.99%"
"[ 제 회 홀레 밀크스쿨유기농 스위스 분유 브랜드 홀레 산모교실 후기], 긍정 텍스트 확률 : 57.16%"
"[제 회 홀레 밀크스쿨유기농 스위스 분유 브랜드 홀레 산모교실 후기요 근래 다녀왔던 산모교실 중 가장 고퀄리티였던 홀레 밀크스쿨. 그동안 산모교실 다니면서 따로 후기 남긴 적은 없었는데], 긍정 텍스트 확률 : 74.72%"
"[이번엔 꼭 소개해드리고 싶은 산모교실이 있어 따로 후기를 가져왔어요], 긍정 텍스트 확률 : 86.55%"
"[지인 등 동반 인과 함께 할 수 있었는데], 긍정 텍스트 확률 : 79.68%"
"[저는 이왕이면 소통중인 임산부 블로그이웃분과 함께하면 어떨까 싶어서 저와 함께 가실 분?하고 여쭤봤었더랬죠.아무도 나랑 같이 가기 싫다고 하면 어쩌지 싶었는데], 긍정 텍스트 확률 : 90.55%"
"[다행이 꼬니님이 같이 가고 싶다고 연락주셔서꼬니님과 함께 다녀왔어요 ], 긍정 텍스트 확률 : 88.60%"
"[ 요 분이 바로 홀레 한국지사 대표님이시라구 해요. 밀크 스쿨이 다 끝나고 사회자분께서 대표님 누구 닮지 않았냐고 저희한테 물어보셨는데], 긍정 텍스트 확률 : 70.52%"
"[어떤분께서 유병재 얘기하셔서 다들 엄청 빵 터졌었더라며 ㅋㅋㅋ], 긍정 텍스트 확률 : 78.54%"
"[김명희 이유식 연구가 님의 모유와 분유라는 주제로 강연이 시작되었어요.프로그램에도 많이 나오시고], 긍정 텍스트 확률 : 78.92%"
"[제가 첫 번째로 갔던 산모교실에서도 강연자로 뵈었던 분이기도 하시죵], 긍정 텍스트 확률 : 51.89%"
"[ 사실 아기에게는 모유가 가장 좋다고는 하죠. 하지만 아직은 내가 무지해서일지도 모르고 두려워서일지도 모르고 완전 모유수유를 할 자신이 없더라구요. 현재 생각으로는혼합수유나 분유수유 쪽에 많이 염두해 두고 있기 때문에이번 강의를 유심히 챙겨 들었어요.], 긍정 텍스트 확률 : 54.68%"
"[ 혼합수유 이때 중요한 것이 바로 좋은 분유를 선택하는것이죠], 긍정 텍스트 확률 : 65.70%"
"[ 아기는 담즙과 쓸개즙의 분비가 불규칙하기 때문에 변의 색이 그때그때 다를 수 있다고 해요. 그래서 아기의 변 색깔에 일희일비 할 필요가 없다고 하시더라구요. 변 색깔보다 중요한 것은 ], 긍정 텍스트 확률 : 70.73%"
"[분유를 먹을 경우 충분한 수분 섭취가 필요 하단 점이라고 해요], 긍정 텍스트 확률 : 93.64%"
"[ 홀레는 데메테르 라벨을 준수하고 있는데요], 긍정 텍스트 확률 : 58.50%"
"[ 강연 막바지에는 분유타는 법도 배울 수가 있었어요. 홀레의 분유는 다른 분유들과 다르게 약 도 정도 온도의 물로 분유를 섞어준다고 합니다. 그 이유는 영양소 파괴가 있을 수도 있기 때문이라고 해요.], 긍정 텍스트 확률 : 72.84%"
"[ 요렇게 직접 홀레 분유 단계 샘플을 전원에게 한팩씩 나눠주셨구요. 먼저 분유를 한 숟가락 먹어봤어요. 생각보다 너무 맛있어서 깜놀그러고보니 어렸을 때 동생 분유 몰래 훔쳐다 먹었던게 기억나는 것 같기도 하고요 ㅋㅋㅋ 그리고 도 정도의 물에 분유를 직접 타서 마셔보기도 했어요. 정말 도 정도의 물에도 분유가 싹 잘 녹더라구요], 긍정 텍스트 확률 : 76.05%"
"[기다리고 기다리던 점심 식사 시간 오예 ], 긍정 텍스트 확률 : 92.99%"
"[ 위 메뉴판대로 코스 요리를 준비해주셔서 정말 너무 맛있게 먹었어요. 남편도 안사주는 호텔 코스요리..ㅋㅋㅋㅋㅋ 아주 야무지게 맛나게 먹었네용정말이지 강의 내용도 너무 좋았고 훌륭한 식사까지 넘나 만족스러웠다며], 긍정 텍스트 확률 : 98.59%"
"[우리에겐 기본선물이 있으니까요 커플당 하나씩 기프트백을 주셨는데요], 긍정 텍스트 확률 : 94.70%"
"[무려 만원 상당이라구 해요 진짜 구성 너무 알차죠? 젖병], 긍정 텍스트 확률 : 88.47%"
"[턱받이], 긍정 텍스트 확률 : 50.43%"
"[젖병세척솔. 그리고 사진을 깜빡잊고 못 찍었는데], 긍정 텍스트 확률 : 50.06%"
"[와이피 사이트에서 이용할 수 있는 만원 상품권도 받았어요. 요 상품권은 심지어 전원증정카페에서 꼬니님이랑 사이좋게 나눠갖고 수다떨고 집으로 돌아왔네요모유와 분유에 대해 자세히 배울 수 있어서 너무 좋았고], 긍정 텍스트 확률 : 99.81%"
"[ 식사와 선물까지 대접받은 기분이었네요.곧 회 밀크스쿨이 열리겠죠? 이웃분들도 꼭 신청하셔서 다녀오세요 적극추천 ▼▽▼ 스위스 유기농 분유 홀레 바로가기], 긍정 텍스트 확률 : 92.69%"
"[ 직접구매후기 녹변이 고민일 때 만난 홀레 분유 ], 긍정 텍스트 확률 : 53.17%"
"[유나 많이 먹고 쑥쑥 커요 ㅎ나중에 이유식도 맛나게 먹어 줘야 해 ], 긍정 텍스트 확률 : 75.55%"
"[ 조리원에서 모유가 늦게 도는 바람에 미안한 마음에 선택한 산양분유. 초유성분이 많이 들어있고 황금변 보는 분유로 유명한데 먹여보니 아기도 잘 먹고 변 색깔도 좋고 여러모로 좋다. 가격 뺴고...ㅎㅎ임신 기간에 다녀 온 홀레밀크스쿨에서 홀레분유에 홀딱 반해서 둥둥이 분유는 홀레로 이미 정해놓은 상태였다. 개월차 접어들었으니 산양에서 홀레분유로 갈아탈 준비를 해볼까나.], 긍정 텍스트 확률 : 94.09%"
"[분유 탈 때마다 불편할 것 같다.산양분유는 여느 분유처럼 캔으로 되어있다. ], 긍정 텍스트 확률 : 63.16%"
"[ 공기 노출에 민감한 설탕과 밀가루 보관하는 통으로 유명한 프렙웍스 슈가프로키퍼. 슈가파우더 뿌릴 때 쓸 수 있는 스푼도 포함되어 있다. ], 긍정 텍스트 확률 : 69.83%"
"[ 홀레분유를 어디 한번 뜯어볼까나. ], 긍정 텍스트 확률 : 57.91%"
"[ 이렇게 보면 꼭 씨리얼 같기도 하다.ㅎㅎ], 긍정 텍스트 확률 : 93.01%"
"[ 분유봉투를 꾹꾹 눌러서 겨우 프렙웍스 프로슈가키퍼 뚜껑을 닫았다. 정말 조금의 틈도 없이 밀폐가 된다. 오갈 데 없는 홀레분유 스푼은 일단 뚜껑 위에 얹어두기.], 긍정 텍스트 확률 : 62.89%"
"[ 보통 분유갈아탈 때 쓰는 방법이이렇게 분유를 섞는 비율을 맞춰나가는 방법인데 국내분유와 수입분유는 섞어서 쓰지 말라는 이야기가 있어홀레분유 갈아타기 방법으로는 홀레분유먹이는 횟수를 늘리는 걸 추천한다고 한다. 하루 회 분유수유 중 처음엔 홀레분유 회], 긍정 텍스트 확률 : 64.01%"
"[설사나 변비도 온다고 하니..걱정스런 마음으로 홀레분유 갈아타기 첫째날], 긍정 텍스트 확률 : 91.20%"
"[낮에 분유수유 할 타이밍에 홀레분유를 타서 줬는데 조금의거부감 없이쭉쭉 잘만 먹는 우리 둥둥이. 역시 순둥이.ㅎㅎ 며칠 홀레분유 먹여보니 잘 먹길래 편하게 쓰기위 해홀레 분유봉지를 분유보관통에 다 부어놓았다. ], 긍정 텍스트 확률 : 90.45%"
"[요렇게 저 검은 막대로 스푼 위에 쌓인 분유를 깎아서 쓰면 된다.홀레분유 갈아타기 준비하는 엄마들에게 추천해주고 싶은 프렙웍스 프로슈가키퍼. ], 긍정 텍스트 확률 : 65.59%"
"[오히려 산양분유 먹을 땐 변이 살짝 묽었는데 이제야 적당한 농도?가 맞춰지는 듯..ㅎㅎㅎ 엄마가 되니 아기 변 하나에도 이렇게 신경이 쓰이네. 우리 엄마도 날 이렇게 키우셨겠지.. 홀레분유 갈아타기 후기 끝내 머릿속엔], 긍정 텍스트 확률 : 99.24%"
"[성공적.ㅋㅋ ], 긍정 텍스트 확률 : 56.17%"
"[ 완전 내맘대로 후기분유편홀레 ], 긍정 텍스트 확률 : 54.36%"
"[트름 잘하고], 긍정 텍스트 확률 : 59.77%"
"[우리는내수용 단계를 산후조리원 들어갈 때부터 만개월까지 달간 먹였다. 산후조리원은 보통 자기들이 먹이는 분유와 모유수유를 병행하는데], 긍정 텍스트 확률 : 59.93%"
"[요청에 따라 본인들이 가져간 분유로 해달라고 하면 해준다.. 주의할 점은 우리꺼 분유 준다고 해서 가격 깎아주지는 않는다..우리는 그냥 나가서도 홀레 먹일거라 적응하는 셈 치고 그걸로 꾸준히 먹인 케이스홀레 내수용은 각종 유럽쪽 대행 사이트에서 손쉽게 구할 수 있으나 배송기간이 주 소요되니 시간적 여유를 가지고 주문해야 한다.여기서 내수용이 뭘까? 하시는 분들이 있을텐데 홀레는 아시다싶이 독일 분유입니다. 때문에], 긍정 텍스트 확률 : 91.33%"
"[그리고 계량 스푼의 크기가 약간 다르다.수출용이 조금 크다. 결정적으로 분유와 물 혼합비율이 다릅니다.내수용이 더 진하게 타지는 비율임. 수출용이 더 달다. 당류와 젖당이 더 포함됨 . 농장이 다르다?내수용은 독일], 긍정 텍스트 확률 : 90.77%"
"[이런 차이점이 있는데 그래도 독일회사니까 자국에 더 좋은 분유를 공급하겠지 하며], 긍정 텍스트 확률 : 55.38%"
"[아이에게 좋다는 소문 하나로 구매해서 먹이기 시작했고], 긍정 텍스트 확률 : 72.54%"
"[황금변이 유지된다.황금변이 가장 좋다고 하는데], 긍정 텍스트 확률 : 64.32%"
"[저희 아기는 장이 좋아서 그런 것일수도 있겠으나 태어나서 지금까지 거의 프로 황금변이었습니다.그리고], 긍정 텍스트 확률 : 93.76%"
"[사진에서 확인할 수 있는 것처럼 꼭 시리얼 포장지처럼 생겼기 때문에 따로 보관할 수 있는 통이 있어야하고], 긍정 텍스트 확률 : 96.52%"
"[유기농이기 때문에 한번 오픈하면 빨리 먹여야한다. 간혹 벌레 생긴다는 분들도 있음그리고 스푼도 다른 제품과 비교했을 때 정말 성의없게 띡 하고 들어있다ㅋㅋ즉], 긍정 텍스트 확률 : 92.95%"
"[ 아기 힙 분유 강추후기유로짱 ], 긍정 텍스트 확률 : 93.84%"
"[안녕하세요 엘이에요분유 유목민이던 제게 한줄기 빛 같았던 힙 분유 소개해드리려구요울애기는 힙 분유먹고 황금변], 긍정 텍스트 확률 : 71.48%"
"[단계 무전분 먹였어요 돌지난 지금도 몸무게 작은아기라 함께 하고 있어용ㅋㅋㅋ ], 긍정 텍스트 확률 : 80.47%"
"[입자가 고운 프레.찬물에도 잘 녹아요🙋♀️스푼당물입니다 ], 긍정 텍스트 확률 : 71.18%"
"[갤쯤 늦게 먹였는데워낙 깨작이 아기라 살은 많이 안찌지만..ㅠㅠ더 방황하기 전에 빨리 먹일걸...지금 아기는 건강히 잘크고있어요전 완전 만족요ㅋㅋㅋ분유 고민하시는 분 힙분유 직구달리세용.... ], 긍정 텍스트 확률 : 74.98%"
"[구매처에요💕💕혹 힙분유말고도 압타밀], 긍정 텍스트 확률 : 79.99%"
"[ 홀레 외국분유는 배송가능하니 가입하시면 분유상담도 해주신답니당유로짱님 진짜 친절하셔요...전 매번 도움받고 분유구입하고 저렴하기도하고일후면 배송받을 수 있더라구용호바기는 돌 지나서..이제서야 단계전분], 긍정 텍스트 확률 : 99.60%"
"[ .?신생아신생아.?돌아기돌아기.?분유추천분유추천.?힙분유힙분유.?유로짱유로짱 .?압타밀압타밀.?홀레홀레.?독일분유독일분유 .?바이오가이아바이오가이아 .?프로푸트라프로푸트라 .?프로누트라프로누트라.?독일직구독일직구 .?유산균유산균.?육아블로거육아블로거 ], 긍정 텍스트 확률 : 97.70%"
"[언니들은 뜸뿍이 생명의 은인 ], 긍정 텍스트 확률 : 59.15%"
"[역시 효녀 뜸뿍 ], 긍정 텍스트 확률 : 90.56%"
"[수입이 미만 기준이라 통씩 주문했었다.힙은 씩 포장이라 통을 주문했다.가격은 홀레보다 힙이 좀더 비싸다.홀레는 만원], 긍정 텍스트 확률 : 50.55%"
"[국산 분유는 한 번 먹일 때 가지 분유를 섞여 먹이고 그 비율을 조절해가면서 갈아타는데 외국 분유는 끼니 때마다 번갈아 먹이면 된다.], 긍정 텍스트 확률 : 77.27%"
"[ 성공적], 긍정 텍스트 확률 : 51.25%"
"[국산분유에서 홀레로 갈아탈 때도 너무 잘 먹어서 한번만에 갈아탔다.], 긍정 텍스트 확률 : 63.46%"
"[이번에도 너무 잘 먹었는데 홀레가 통 남은 관계로 그거 다 먹을 때까지는 번갈아 먹일 예정이다.], 긍정 텍스트 확률 : 94.51%"
"[오른쪽이 홀레인데 육안상 큰 차이는 없지만 힙이 좀더 입자가 작다. 분유를 타보니 힙이 더 잘 녹는다.그리고 다 먹고 난 후의 젖병도 더 깨끗하다.스푼은 똑같아 보이지만 힙이 살짝 작은 거 같고], 긍정 텍스트 확률 : 68.81%"
"[황금응가 여부는 힙으로 완전히 전환한 후에 비교해봐야겠다.지금은 프레 먹이는데 만 개월이 되는 월부터는 단계로 변경할 예정이다.분유 교체도 했으니 다음 주말에는 이유식 시작해볼까나?그 전에 아마존에서 구매한 용품들은 다 오겠지? 추가 분유 교체 후기분유를 교체한지 주가 지나 오늘은월 일이다.힙으로 완전히 갈아탄지는 일되었고], 긍정 텍스트 확률 : 84.53%"
