"[ ..뜬금없이 진심 뉴질랜드로 이민가고싶다며.분유때문에 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ웃기고 있네 ㅋㅋㅋ.ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ ], 긍정 텍스트 확률 : 73.12%"
"[ . 저 역시 그렇게 둘째에게 먹이기 시작한 분유. .이 되지 않은 신생아인데 엄마 욕심이란 의 키큰남으로 키우고 싶으니. 급성장기인 어린시절을 놓쳐서는 안되겠다는게 생각 때문이었다지요.. ... ], 긍정 텍스트 확률 : 83.98%"
"[ .....남들보다 젖량이 많아서 초유도 씩 짜내던 젖소였는데도 불구하고], 긍정 텍스트 확률 : 82.46%"
"[ . 모유가 분유보다 성분이 좋다고 함에도 불구하고], 긍정 텍스트 확률 : 79.35%"
"[.이미 년 전이니까 그때에는 엄마들이 압타밀과 코알라분유를 직구해서 먹이던 때였어요.. 제 주위에서는 왜 그리 압타밀을 많이 먹였는지 저도 살짝 먹여볼까.. 하면서도 .직구가 귀찮고 번거로워서 그냥 먹이던 국산분유를 먹었더랬지요. ...근데 이제는 수입 분유를 수유한다고 해도 직구가 아닌. 일반 마트나 온라인에서도 구매가 가능하더라고요?? .이렇게 편리한 세상이 드디어 오고야 말았으니... .저와 아들래미를 위함일까요?? 라는 생각과 함께 .그렇게 수입분유를 수유하기로 마음을 먹었어요.. .. ], 긍정 텍스트 확률 : 98.24%"
"[ ....근데 왠열? 수입분유도 생각보다 다양하더라고요. .종류도 많고 원산지도 다르고 성분도 다른데], 긍정 텍스트 확률 : 80.72%"
"[.아이엠뉴질랜드분유로 분유수유 했는데도 개워냄 없이 용트름을 꺼어억 .어찌나 시원하게 트름하는지 엄마맘도 시원하고요 .아기가 소화를 잘 시켜주니까 엄마의 입장에서도 안심이 되었어요. . .. ], 긍정 텍스트 확률 : 96.94%"
"[ . 유산균분유로 이미 입소문이 나있기 때문에 유산균분유로도 유명하더라고요 .아가들에게 필요한 영앙성분을 모두 넣은 아기분유라 따로 유산균을 먹일 필요가 없는건 물론. 특히 비타민 함량이 다른 조제분유에 비해 높기 때문에 .유아들의 면역력향상에 도움을 주니까 아기가 잘 아프지 않게 되는거 같아요. .. ], 긍정 텍스트 확률 : 83.65%"
"[ .그래야 정확한 계량이 된기 때문이에요 .... ], 긍정 텍스트 확률 : 84.73%"
"[ ....또한], 긍정 텍스트 확률 : 82.97%"
"[분유조유시 반드시 도의 물에 팔팔 끓인 물을 도로 식혀서 조유해야하는데요.이게 바로 아가들의 배앓이를 방지해주는 기본적인 자세이기 때문이라지요..또한 분유가 잘 섞이고 분유의 물량을 잘 맞추기 위해서. 젖병에 물을 먼저 넣은 후에 적정 분유량을 담아서 조유하는 걸 잊지말아 주세요. .. . ], 긍정 텍스트 확률 : 98.05%"
"[ ....다른 분유에 비해서 아이엠뉴질랜드 수입분유를 구매하게 되면.기본적인 계량스푼인분유스푼 이외에분유스푼도 함께 보내줘서 .넘넘 편리하게 조유할 수 있었어요... ], 긍정 텍스트 확률 : 88.09%"
"[ .....확실히 둘찌에게 아이엠뉴질랜드 프로를 먹인 후로부터는 살짝이 묽은 변도 좋아졌어요. 기저귀 갈때마다 느끼는게 황금똥 팍팍 싸주는게 어찌나 고마운지 모르겠더라고요.. 역시 아가들은 먹고 싸고 자고 요 세가지만 잘하면 효자라는 . ....꾸준하게 유산균분유를 먹이게 되니 장이 약한 아가들의 장내 환경을 개선해주니까. 아가들의 장이 튼튼해져서 아기면역력이 향상되는거 같아요. .비피도박테리움락틱스인 프로바이오틱스가 설사를 예방하는 건 물론 소화를 도와주니까 .장이 연약한 울 아가들에게 따로 유산균을 먹이지 않아도 되는 점이 무엇보다 마음에 들었다지요 . ..... ], 긍정 텍스트 확률 : 84.50%"
"[ ....성분도 좋은데 가격까지 좋은 엄마맘에 꼭 드는 .합리적인 가격의 수입 분유니까 앞으로도 쭈욱 아이엠뉴질랜드로 쭈욱 먹이려고요. . .....아기면역력 수입분유 주소 남겨드려요 . . ↓↓↓↓↓↓↓ ], 긍정 텍스트 확률 : 99.94%"
"[ 일때까지 모유수유하다가 혼합시작하다가 개월부터 완분의길로 들어섰어요원래 명작먹였는데 자꾸게워내서 아이배냇 산양으로 갈아탔는데 트림도 잘하고 변도괜찮더라구요그리고는 장염이와서 매일 소이분유먹이다가 산양다시먹이니 잘안맞는지 변도 안좋고산양분유가 안좋다는이야기를 들어서 다른분유바꿔보려고하는데 센서티브나 아이엠뉴질랜드프로 생각하고 있어요센서티브후기보니 녹변을 본다고 그러던데 두가지중 장에 더좋고 먹여보시고 괜찮았던분유 있나요?지금 분유바꿔도 괜찮겠죠?ㅜㅜ], 긍정 텍스트 확률 : 99.67%"
"[아기변비분유배앓이분유아이엠뉴질랜드 조제분유로 시작 윤댕열 달동안 엄마 배속에서 고이 품었던 소중한 우리 아기.먹고 자고 싸고 ?인 아기의 대의무를 잘 해주길 바라며 나아가 아픈 데 없이 항상 건강하기만을 바라는 엄마 마음을 알까 ?하지만 그런 엄마의 마음과는 다르게 아기가 배앓이를 하거나 ㅜㅜ변비로 고생하고 설사를 해서 엉덩이가 빨갛게 될 때면 얼마나 속이 상하는지... ], 긍정 텍스트 확률 : 99.98%"
"[ 요 즘 활동량이 많아지면서 분유 수유 시 한자리에서 먹기보다는 뒹굴뒹굴], 긍정 텍스트 확률 : 55.82%"
"[ 이 러다간 아기가 너무 고생하겠다 싶은 마음에 아기변비에 탁월하기로 엄마들 사이에 입 소문난 분유인 아이엠뉴질랜드로 바꿔봤다.미세먼지 없는 뉴질랜드 방목 젖소의 원유로 만들어졌다는데 확실히 요 분유], 긍정 텍스트 확률 : 82.60%"
"[루리에게 먹여보니 좋긴 좋은 것 같은소근소근 ], 긍정 텍스트 확률 : 80.37%"
"[뭐든 형식보다는 자체 브랜드가 더 좋더라 ㅎㅎ아이엠뉴질랜드 분유는 뉴질랜드 식약처인 의 수출검사 뿐 아니라 대한민국 식약처의 엄격한 수입 검사를 거쳐 공식 수입되는 안전한 분유이기 때문에 아기에게도 믿고 먹일 수 있다. ], 긍정 텍스트 확률 : 68.74%"
"[ 그 럼 아기가 분유를 먹었을 때], 긍정 텍스트 확률 : 74.46%"
"[프락토올리고당 가 함유되어 있는데 올리고당은 식이섬유를 많이 함유하고 있기 때문에 소화가 잘 될 뿐 아니라 변을 무르게 해 주기 때문에 딱딱한 변을 보는 아이에게 이만한 분유가 또 없다는 사실. ], 긍정 텍스트 확률 : 85.79%"
"[ 아 마 그래서 엄마들 사이에서 아기변비분유로 통칭되고 있는 듯 하다.나아가 청정지역 뉴질랜드 방목 젖소에게서 난 최고급 원유중에서도 유아용 등급만을 사용하여 만든 건강한 분유 좋은 원유로 만들어진만큼 건강한 장 환경을 만들어줘 아기의 면역력 향상에 도움을 줄 수 있는 게 아닐까 ? ], 긍정 텍스트 확률 : 51.13%"
"[ 혹 시 지금 우리 아기가 먹고 있는 분유가 조제분유인지 조제식분유인지 알고 계신지 ?유성분 함량이이상이면 조제분유], 긍정 텍스트 확률 : 88.62%"
"[조제식분유는 이유식 대용품이라고 보면 되는데 둘 중 모유에 더 가까운 건 조제분유라는 사실 이번기회를 통해 기존에 먹이고 있는 분유가 조제식인지 조제분유인지 꼭 확인하셔야 할 듯], 긍정 텍스트 확률 : 71.95%"
"[ 그 럼 골드는 조제분유일까 조제식일까 ?무려 전 단계가 모두 조제분유로 이루어져 있다는 사실 그렇기에 건강한 분유임은 물론], 긍정 텍스트 확률 : 89.15%"
"[아이 성장에 필요한 영양소들이 많이 들어있어 신생아부터 먹여도 좋다.그래서일까 ? 루리 또한 모유수유아기였음에도 불구하고 분유로 갈아 탈 때 큰 거부감 없이 받아들였던 것 같다. ], 긍정 텍스트 확률 : 85.26%"
"[조제 시 거품이 잘 생기지 않는다는 점 일반 아기분유는 위아래로 흔들면생기는 거품 때문에 한참을 기다렸다 수유하거나 분유거품까지 같이 아기가 먹게 되기 마련인데], 긍정 텍스트 확률 : 81.86%"
"[아이엠뉴질랜드는 다르다.거품이 잘 생기지 않으니 아기에게 수유 할 때도 안심하고 먹일 수 있고 그렇기에 소화도 잘되는 더불어 소화가 잘 되니 배앓이증상도 확연히 적어 아기 배앓이에 이만한 분유가 또 있을까 싶다.], 긍정 텍스트 확률 : 71.78%"
"[수입분유이지만 합리적인 가격으로 구매 할 수 있으니 말이다.시판중인 프리미엄분유들을 보면 성분에 큰 차이도 없는데광고만 잔뜩하고 가격은 터무니없이 비싼 분유들이 많더라.하지만 아이엠뉴질랜드는 정직하고 건강한 성분은 물론], 긍정 텍스트 확률 : 72.12%"
"[오히려 보통 수입분유보다 저렴하면서도 성분은 더 좋은], 긍정 텍스트 확률 : 55.57%"
"[소화가 잘되고 배앓이나 변비에도 좋은 분유.이게 바로 내가 아기변비분유로 아이엠뉴질랜드 분유를 추천 할 수 있는 이유다 그동안 수입분유는 너무 비싸 부담스러웠다면 합리적인 가격에 건강함을 더한 뉴질랜드분유로 시작해보는 건 어떨까 ? ], 긍정 텍스트 확률 : 83.66%"
"[벌써 우리 아기가 태어난지 일이 지나버렸어요. 왜 마음은 일은 된 것 같이느껴지는건지.. 어쨌든 일이 지나는 동안 처음에는 분유도 먹었지만], 긍정 텍스트 확률 : 89.63%"
"[적당한 모유양으로 모유와 분유를 혼합하게 되었어요. 그런데 어느순간], 긍정 텍스트 확률 : 77.19%"
"[ 아이엠뉴질랜드 수입분유 알고 먹이기아이엠뉴질랜드 수입분유는 총 가지 종류로 되어 있어요. 골드 플러스 그리고 프로 플러스. 골드플러스의 경우 변기가 있는 아기에게 좋은 분유로 모유에서 추출한 프리바이오틱스가 함유되어 있어 딱딱한 변을 보는 아이에게 좋다고 해요. 프리바오이틱스에는 갈락토올리고당], 긍정 텍스트 확률 : 54.16%"
"[프락토올리고당이 함유되어 있으며], 긍정 텍스트 확률 : 72.69%"
"[올리고당은 식이섬유를 많이 함유하고 있어 소화가 잘 되고 변을 무르게 하여 변을 쉽게 볼 수 이는 장점과 장 건강으로 아기의 면역력 향샹에 도움을 준다고 해요. ], 긍정 텍스트 확률 : 64.96%"
"[유산균 함유량이 타 분유에 비해 높다고 하는데요. 생후 두달된 아기 모유를 먹어도 언니들 틈에서 벌써부터 코감기도 걸리고 그랬었는데요. 아이들에게 필요한 영양성분은 모두 포함이 되면서 비타민 함량이 최고이면서 면연력을 높여줄 수 있다는 장점에 분유수유도 해 보기로 했어요. ], 긍정 텍스트 확률 : 94.48%"
"[ 저는 모유수유를 하고 부족한 부분을 분유수유하는만큼 한스푼 만 먹여보기로 했어요. 아이가 먹기 전에 살짝 제가 맛을 보긴 했는데요. 엄마도 아이를 키우면서 이건 우리 아이가 좋아하겠다 하는 생각들도 있는데요. 살짝 맛 본 아이엠뉴질랜드 수입분유는 덜 느끼해서 일단 첫 수유는 잘 먹겠구나라는 생각이 들었어요. ], 긍정 텍스트 확률 : 76.21%"
"[ 이렇게 한 스푼 넣고 살펴보니 잘 뭉치지 않고 스르르 잘 분해가 되네요. 간혹 다른 분유의 경우 분유가 너무 잘 뭉쳐서 분유를 타면서 마음은 급한데 잘 풀러지지도 않는 경우도 있어 이 분유는 정말 잘 먹지 않은 이상 패스해야 겠다 한적도 있는데], 긍정 텍스트 확률 : 98.48%"
"[분유가 잘 풀러지는 점에서는 만족스럽네요. ], 긍정 텍스트 확률 : 75.10%"
"[늘 첫 분유는 긴장되는 순간. 엄마의 생각으로는 아기설사분유 아이엠뉴질랜드만큼은 잘 먹을 것이라고 생각하는데], 긍정 텍스트 확률 : 87.01%"
"[잘 먹어주면 좋겠다는 생각이 드네요. ], 긍정 텍스트 확률 : 74.63%"
"[ 푹 자고 일어나 배가 고플시간인만큼 왠지 잘 먹을 것 같다는 생각이 들었는데요. 평소에는 모유먼저 수유하고 그 다음 분유를 수유하는데 오늘은 분유먼저 수유해보기로 했어요. ], 긍정 텍스트 확률 : 72.12%"
"[ 처음에는 살짝 맛보는 느낌이였어요. 언제나 이 순간이 가장 긴장되는 것 같은데요. 엄마의 강요로도 될 수 없고 아이가 선택해야 하는만큼 저는 이 순간이 긴장이 되더라구요. 살짝 맛을 보는 듯 하더니 쭉쭉 잘 들이켜 주는 우리아이. ], 긍정 텍스트 확률 : 99.75%"
"[ 이렇게 잘 먹을 때면 우리집 딸들이 모여와 엄마 내가 주면 안돼? 엄마 내가 주면 안돼? 라고 말을 하지만 아직은 서툴기도 하고 먹을 때도 타이밍이란 것이 있어 아이가 잘 먹을 때는 쭉쭉 먹었으면 하는 바램으로 분유수유는 엄마가 해 주기로 했어요. ], 긍정 텍스트 확률 : 99.71%"
"[ 수유시간이 끝나고], 긍정 텍스트 확률 : 52.27%"
"[합리적인 가격으로 어필하는 수입분유. 아이가 잘 먹어주고 잘 놀아주는만큼 엄마 마음에도 평화가 찾아 올 수 있어서 만족스러운 것 같아요. .... ], 긍정 텍스트 확률 : 99.06%"
"[그래서 더욱 신경써서 고를수밖에 없는 분유저는 수입분유인 아이엠뉴질랜드를 선택했어요소화도 잘되고 배앓이], 긍정 텍스트 확률 : 81.02%"
"[저 역시 그 입소문을 믿고 마련했다는미세먼지없는 뉴질랜드 방목 젖소의 최고급 원유중 유아용 등급만을 사용해서 만든 분유라고해요뉴질랜드 식약처인 의 수출검사와 대한민국 식약처의 엄격한 수입검사를 거쳐 공식 수입되는 안전한 분유이기 때문에 우리 막둥이 주기에 안심이 되더라구요], 긍정 텍스트 확률 : 69.73%"
"[ 아이엠뉴질랜드 수입분유는 골드랑 프로 두가지가 있는데요 골드는 변비에 좋은분유라고 생각하면되구요프로는 설사에 좋은분유에요다은이는 모유를 먹는 횟수가많아서 당연히 변이 무척묽어요게다가 가끔은 정말 냄새가 시큼하게 변을 보기도해서 더더욱 프로를 선택했답니다 ], 긍정 텍스트 확률 : 88.84%"
"[ 안전하고 좋은 성분이 함유된 분유이지만 더욱 중요한건 합리적인 가격으로 구입할수있다는거에요완분인 아가들은 정말 금방금방 분유를 먹어서 분유값이 은근히 부담될수있기 때문에 합리적인 가격은 큰 매리트가 있더라구요또한], 긍정 텍스트 확률 : 92.89%"
"[설사에도 좋다고하니 저처럼 완모인 경우에도 먹이면 도움이되는듯싶어요 ], 긍정 텍스트 확률 : 86.62%"
"[ 신바이오틱스는 프로바이오틱스와 프리바이오틱스의 결합인데요어른들도 많이 챙겨먹는 신바이오틱스 함유로 면역력을 높여준다고보면되요. 특히 장이 약한 아가들의 장내환경을 개선하고 면역력을 높여주는것 그래서 다은이에게 하루에 한번은 꼭 주고있답니다이번에도 다은이 분유먹을시간오예 ], 긍정 텍스트 확률 : 64.81%"
"[유산균 함유량이 타 분유보다 높아서 저는 아이엠뉴질랜드를 선택했어요특히 비타민 함량은 분유 중 최고라는거비타민가 많으면 면역력을 높여주는거 아시쥬?면역력이 높아지면 자연스럽게 질병에 잘 걸리지않고 ], 긍정 텍스트 확률 : 75.30%"
"[ 아이에게 필요한 영양성분이 모두 들어있어서 따로 영양제나 유산균을 먹일필요가없어서 좋더라구요후후그리고 아이엠뉴질랜드 수입분유는 조제분유이기 때문에 모유에 가까운 분유라서 더욱 안심이되더라구요그래서 다은이가 잘먹는것 같기도하고요 뉴질랜드 제조사에서 직접 제조하고 관리하는 진짜 수입분유로 우리아가 면역력 높여주자구용높아져라 .?수입분유수입분유.?아기면역력아기면역력.?아이엠뉴질랜드아이엠뉴질랜드 .... ], 긍정 텍스트 확률 : 98.17%"
