"[ ..울 귀요미는 요 근래 밤잠을 자주 설치고], 긍정 텍스트 확률 : 77.72%"
"[ .?거버푸룬퓨레거버푸룬퓨레.?이유식변비이유식변비.?아기변기아기변기.?변비푸룬변비푸룬.?프룬퓨레프룬퓨레장염이 끝나면 변비가 온다더니 정말이었다.구내염], 긍정 텍스트 확률 : 50.34%"
"[나머지는 정제수.살짝 진득하게 흐르는 질감이다. 초기부터 먹일 수 있게 큰 입자가 없고], 긍정 텍스트 확률 : 82.26%"
"[어쨌든 그날 변 양이 많기는 했다.다만 내가 이걸 주문하고 배송오기 전에 이미 아톰이 변이 거의 정상으로 돌아와서 정상변이 푸룬의 효과인지는 확실히 모르겠다.며칠 텀을 두고 안 먹여봤다가 변비 기미가 보이면 다시 먹여야지. ], 긍정 텍스트 확률 : 78.64%"
"[....생후 일개월 아기 열매쿤 ♡ ..요즘 이유식을 잘 안먹어 걱정이에요..몇 숟가락 먹다가 고개 돌리고], 긍정 텍스트 확률 : 98.93%"
"[.지금도 이런데 더 크면 어떨지... ㅎㅎ . ], 긍정 텍스트 확률 : 92.26%"
"[ ..그래도 이유식만 안먹으려 하고.분유나 간식은 잘 먹는 열매쿤이라 똥병걸렸을때.홀쭉해졌던 배는 다시 통통하게 살이 올라 .귀여운 매력을 뽐내고 있어요. . ], 긍정 텍스트 확률 : 70.60%"
"[ .조리원 동기 모임에 가서 알게된 거버.이렇게 먹기 편하게 나온 아기 간식이 있었다니.저만 모르고 다 알고 있었더라구요. ..마트에서 할인 행사 하면 .보다 저렴하게 구입할 수 있다는 꿀팁과.선물로 몇개 챙겨 준 센스..집에 와서 바로 먹어 봤는데.한입 먹자 마자 나오는 열매쿤의 반응 .주먹을 꽉 쥐고 오 하면서 계속 입을 벌리는데.진즉에 알았으면 단계부터 먹었을텐데.미안하더라구요 ㅜㅜ. ], 긍정 텍스트 확률 : 94.79%"
"[ ..그래서 그날부터 지금까지 .매일 개씩 개월 아기 간식으로 .거버 퓨레 챙겨주고 있어요. ..이유식도 이렇게 잘 먹으면 참 좋으련만... 또륵 ㅜ. ], 긍정 텍스트 확률 : 99.18%"
"[ ..단계는 알갱이가 없어 부드러운 제형이고 .단계는 식재료의 질감이 느껴지는 제형이라 .중기 이유식 하는 개월 아기 간식 으로 굿. ], 긍정 텍스트 확률 : 92.40%"
"[ ..개월 아기 간식 거버 이벤트 진행중이라. .?거버거버.?거버베이비컨테스트거버베이비컨테스트. .?거버베이비거버베이비.?개월아기개월아기 .해시태그 걸고 참여 했는데 “좋아요” 수에 따라.결정된다 해서 참여하는데 의의를... ㅎㅎ .시간 나실때 한번 좋.아.요. 클릭 해 주심 .복 많이 많이 받으실거요 ♡ . ], 긍정 텍스트 확률 : 98.59%"
"[ ..조리원 동기 두번째 모임때 .아기들 간식으로 다들 챙겨온 거버 ..셋다 같은 맛으로 챙겨 온 센스에.애기 숟가락도 같아서 놀랐다죠. ... 엄마들 세명이 모두 같은 브랜드의.아기띠인데 컬러도 같아요 ㅎㅎ ..나이는 다른데 은근 공통점이 많아서 .앞으로 더 친해질 예정인 조리원 동기들 ♡ . ], 긍정 텍스트 확률 : 97.64%"
"[ ..두번째 모임은 저희집에서 함께 했는데.아기들 까까 타임때 꽃무니 님 폿팅에서 보고 구입한.올바름 아기쌀과자 대접 했어요. . ], 긍정 텍스트 확률 : 89.13%"
"[ ..맛있는데 건강하기까지 한 아기쌀과자 올바름.치아에 좋은 자일리톨이 함유되어 있어.치아가 나기 시작하는 개월 아기 간식 으로 딱 좋아요.. ], 긍정 텍스트 확률 : 65.80%"
"[ ..그동안 열매쿤이 먹었던 아기쌀과자 맛은.밍밍하고 어떤 맛이라 명명하기 힘듦이 있었는데 .먹어보니 어른이 먹어도 맛있다는 .올바름 아기쌀과자 후기가 딱 맞더라구요. ..아기쌀과자 야무지게 잘 먹는 열매쿤.조리원 동기 아기열매쿤 친구는 .평소 아기쌀과자 잘 안먹는데.올바름 아기쌀과자 잘 먹는거 보고 놀라더라구요. ..그래서 저도 개월 아기 간식 거버 선물 받았던거 처럼.아기쌀과자 선물로 챙겨줬어요. . ], 긍정 텍스트 확률 : 52.65%"
"[ .내일은 이유식도 간식처럼 잘 먹기를 바라며 .울 아들 사랑해 ♡], 긍정 텍스트 확률 : 91.95%"
"[ 아침에 일어나서 무섭게 부엉이 눈 뜯고 있는 강호..엄마한테 불만있니..?ㅋㅋㅋ ], 긍정 텍스트 확률 : 76.48%"
"[ 거실로 나오니 기분이 좋은지 티비보면서 자꾸 박수를 친다ㅋㅋ 뭐가 좋은걸까?ㅋㅋ ], 긍정 텍스트 확률 : 59.52%"
"[ 얼마 안남은 쌀떡뻥 탈탈 털어주기ㅋㅋ전에는 하나주면 한참을 먹었는데... 이제는 순삭이다그래서 계속 리필중ㅋㅋㅋ ], 긍정 텍스트 확률 : 52.23%"
"[ 잘 자고 일어나서 또 입 삐죽삐죽 하길래까까주니 또 집중하고 먹는다ㅋㅋ강호가 집중할때 나오는 저 입 너무 기여웡ㅋㅋ ], 긍정 텍스트 확률 : 91.69%"
"[ 요즘 튤립사운드북도 잘 가지고 논다ㅋㅋ튤립사운드북은 진짜 꼭 있어야하는 육아템인듯ㅋㅋ ], 긍정 텍스트 확률 : 97.42%"
"[ 출출할까봐 거버퓨레로 간식 줬는데쪽쪽 잘도 빨아 먹는다ㅋㅋ거버가 있어서 넘나 다행이다ㅋㅋㅋ 앞으로도 먹을게 더 있으니 많이 먹어 강호야ㅋㅋ ], 긍정 텍스트 확률 : 96.78%"
"[ 잘 놀고 목욕 후 치즈주니 와구와구잡고 뜯고 치즈먹방을 제대로 보여줬다ㅋㅋ ], 긍정 텍스트 확률 : 65.67%"
"[ 치즈난장판 후 양손 튤립ㅋㅋㅋ노래가 나오니 흔들흔들 해보기도 하고 박수도 치고튤립잡고 흔들고ㅋㅋ 흥강호👍 ], 긍정 텍스트 확률 : 66.32%"
"[ 마지막 맘마를 먹고 아빠 오는것까지 확인 후잠이 들었다ㅋㅋ 요즘엔 매일 같지는 않아도 비슷한 시간에 일어나고 밥먹고 잠을잔다물론 시간까지 차이도 난다하지만 이러다가 점점 더 근접하게 시간이 잡힐것 같다새벽수유도 거의 없이 자고.. 대신 이른 수유를 함분유 횟수가 번으로 거의 고정되어 간다잘하고 있어 우리 강호😁아주 기특해 짜식❤ .?황금개띠황금개띠.?개띠아기개띠아기.?개월아기개월아기.?이유식횟수이유식횟수.?분유량분유량.?분유횟수분유횟수.?튤립사운드북튤립사운드북.?만능육아템만능육아템.?육아는장비빨육아는장비빨.?치즈먹방치즈먹방.?거버퓨레거버퓨레.?아기간식아기간식.?후기이유식후기이유식 ], 긍정 텍스트 확률 : 96.27%"
"[우니가 변비가 온 것 같아요.. ㅜㅜ ], 긍정 텍스트 확률 : 66.51%"
"[ 개봉했을때 모습인데 깔끔하게 안뜯어진 모습 보이시죠?처음에만 그런 줄 알았는데두번째꺼 뜯을때도 그러더라구요. ㅠㅠ어쩜 제손이 삐꾸?인지도 ㅋㅋ ], 긍정 텍스트 확률 : 60.06%"
"[ 처음 먹여보는거라 잘 먹을지 몰라서도정도씩으로 개로 소분했어요.저는 그냥 바로 먹이지 않았구요], 긍정 텍스트 확률 : 60.87%"
"[우니는 잘 먹어주었어요.오히려소분한거 다 먹고 더 안준다고 울어가지고 ㅠㅠ냉장고에 소분해 넣어두었던 나머지 도 초 돌려서 바로 주었네요.다 먹었어요. ㅎㅎ어제 처음 먹고], 긍정 텍스트 확률 : 90.00%"
"[오늘 두번째 먹었는데오늘은 저녁에 살짝 되직한 정도의 변을 보긴 봤어요거버 푸룬 퓨레 덕분인건지는 아직 잘 모르겠지만 ㅎㅎ우선 주문한 건 다 먹여보려고해요그런 다음에 다시 후기 추가할게요], 긍정 텍스트 확률 : 87.92%"
"[ 우니가 일주일 가까이 먹었어요.그런데 함정이..한 일 정도 잘 먹더니이후는 잘 안먹으려 하더라구요. ㅜㅜ일정도 한팩씩다 먹더니이후는 도 겨우 먹는 것 같아요.냄새도 그렇지만 시큼한 맛이 강하다보니 점점 거부하는 것 같기도 하고 ㅜㅜ그래도 응아는 조금씩 보더라구요막 부드럽게 잘 보는 건 아니었지만먹기전보다는 확실히 나은 것 같아요힘들어하는 시기마다 조금씩 먹이면 효과는 있는 것 같습니다 ], 긍정 텍스트 확률 : 84.90%"
"[.?먼치킨스퀴즈먼치킨스퀴즈 .?먼치킨이유식스푼먼치킨이유식스푼최근에.?먼치킨스퀴즈이유식스푼먼치킨스퀴즈이유식스푼 으로.?거버푸룬퓨레거버푸룬퓨레 줬더니 잘 먹었어요.그리고 저녁에 힘 덜주고 응가했답니다. ], 긍정 텍스트 확률 : 52.67%"
"[각종 마트에서도 쉽게 볼 수 있었던 난.?네슬레네슬레.?거버거버 라고해 ♡대중적인 인지도만큼 만족스러운 퓨레 인증각먹여보니 왜 엄마들이 고집해서거버이유식 만 찾았는지 그 해답을 윤형제맘도 알게된거 같드라구욥 일단 개월 투콩이고 개월 완콩이고 둘다 넘나 잘먹어주는 영양한스푼 아기 디저트], 긍정 텍스트 확률 : 99.98%"
"[ 이름 그대로 유기농 재료로 만들어 더더욱 건강함 울끈불끈프리미엄 푸드 브랜드 넘버원 프리미엄이라는 수식어가 잘 어울리는 비교불허 거버만의 노하우로 탄생된 아기간식 퓨레 거버 농장에서 우리 아이 식탁까지 프로그램 제도를 통해서 재료부터 만들기], 긍정 텍스트 확률 : 97.43%"
"[ 거버이유식라인업 대공개 사과라즈베리 ], 긍정 텍스트 확률 : 57.00%"
"[배바나나 죄다 유기농 과일과 야채의 콜라보레이션으로 맛은 물론 언제 어디서나 건강하게 과일야채를 섭취 시킬 수 있으니 과일 잘 먹는 아이들도 네슬레거버오가닉은 잘먹드람스우리 둘찌가 아무리 먹일려고해도 배는 아예 입안에 넣기 좋차 거부하던데배바나나 거버는 없어서 못먹을 정도로 병을 달달 핥아먹을 정도라며 ㅋㅋ 맛도 풍미작렬 갑오브갑], 긍정 텍스트 확률 : 96.63%"
"[제대로 맛도 안나고 일명 실패각을 때릴 때가 많은데 아이에게 늘 똑같은 맛과 농도를 줄 수 있다는 것도 잘먹는 팁늘 달라지는 맛과 농도가 아이의 편식과 거부를 불러일으킬수 있답니다], 긍정 텍스트 확률 : 75.06%"
"[ 네슬레거버오가닉 농도 大공개스푼으로 한숟가락 움푹떠서 위에서 아래로 뚝뚝 떨어트려봤는데 점성이장난없죠 ? 물보다는 더 짙은 후기이유식 쯤에 가까운 농도를 자랑하고 있습니다떠먹일때 너무 물 같은 퓨레는 치우기도 힘들고 ㅠ먹일때도 힘들더라구요 농도도 중요합니다 ], 긍정 텍스트 확률 : 80.51%"
"[ 우리 집 먹깨비 투콩님 등장 늘 과일야채는 편식하고 잘 안먹어서 엄마 걱정이였는데 이제거버이유식 으로 엄마 고민걱정 사요나라 요즘 자기주도식 식습관 연마하신다고 스스로 퍼드시는데 엄마 ㅋㅋㅋ 환장하겠어요형아를 보고 배우는 둘째라 뭐든 빠르다며 이러다가 키도], 긍정 텍스트 확률 : 99.40%"
"[ 우리 아기가 과일야채퓨레를 대하는 저 눈빛 좀 보소 ㅋㅋ 불타오르겠다며 둘째아드님이 퓨레라함은 유기농 재료만 선별해서 딱 드시기 좋게만든 넘버원 아기간식 퓨레옵니다. 어서 한수저 떠넣어보시지요], 긍정 텍스트 확률 : 65.92%"
"[ 양도 많고 영양도 듬뿍 거버 오가닉 종원산지 폴란드 원하는 날짜에 배송요청일 따악집에서 편안하게 받아보고 장바구니 만원이상 주문하면 최대할인까지 이건 엄마 오더본능 광클광클무엇보다 제철과일 찾아 먹이기도 힘들고 엄마가 나가서 장봐와도 위에는 멀쩡한데 다 밑에는 썩어있는 과일보면서 비통했던적이 한두번이 아닌데 믿을 수 있는 과일로 만든 착한 우리 아기간식 퓨레안심하고 먹일 수 있어서 넘나 좋드라구요], 긍정 텍스트 확률 : 99.53%"
"[ 우 리 투콩이가 먹장깨기 돌입하시고 이렇게 잘드시는데 안사줄 이유가 없다는게 리스팩트임ㅎ스스로 먹는 자기식습관 연습 할 필요가 없다며 맛있는건 정말 알아서 그냥 잘드시네요입속으로 쏙쏙 어찌나 잘 넣으시는지 그동안 숟가락질 어디서 혼자 연마하고 다시 나타나신줄ㅋ 먹고싶은 의지는 우리 아이의 큰발달을 이룩합니다], 긍정 텍스트 확률 : 82.01%"
"[ 아기과일퓨레 이것저것 많이 찾아보고 많이 먹어봤는데 가격대비 우리 아기가 넘나 잘먹고거부감 없이 딱 좋은 용량에 늘 더달라고 애교부리는 거버이유식 만세만세만만세다이제 더이상 과일 안먹는다고 스트레스 안받아도되는 엄마가 제일 좋아요], 긍정 텍스트 확률 : 56.17%"
"[ 이유식추천 네슬레 거버 어찌나 맛있던지 이젠 스푼쓰지않고 코박고 드실판 ㅋㅋㅋㅋ 저기요 먹깨비님 진정하시지오], 긍정 텍스트 확률 : 91.43%"
"[ 먹으면 먹을 수록 자동 유기농미소 大방출되는 과일야채퓨레 가지 맛 모두다 한방울 남김 없이 다 먹었네요바로 재주문각 우리 투콩이의 영양설계는 중요하니깐욥튼튼이 쑥쑥이로 잘커서 어서 효도하자 아들아], 긍정 텍스트 확률 : 73.20%"
"[ 다만혼자 먹다가 어찌나 흥분하셨던지 엎어서 ㅋㅋㅋㅎㅎ ], 긍정 텍스트 확률 : 69.72%"
"[ 거버이유식 촉감놀이하기에도 따봉이였다는 썰ㅎㅎ 손으로 먹는게 가장 쉬웠어요투콩이왈 ㅋㅋ우리 아가들 영양간식 찾는다면 올바른 재료와 정직한 방법으로 만든 정성 퓨레 프리미엄 푸드 브랜드 거버가 정답입니다. ], 긍정 텍스트 확률 : 98.96%"
"[ 우리 아기 건강한 영양밸런스억지로 먹이지 말고 우리 아이가 좋아하는 것을 먹여주세요 달콤하고 부드러운유기농 네슬레 거버 오가닉 .?과일야채퓨레과일야채퓨레 ♡빈틈없는 영양최상의 과일과 야채만 꾹꾹 눌러담아 채운 면 충분하답니다], 긍정 텍스트 확률 : 86.89%"
"[ 오늘 들어왔답니다 월 일 수요일춥고 배고플때 호빵 원씩에 기분 좋았어요고마워요 페이코 ], 긍정 텍스트 확률 : 88.00%"
"[ 월 일날 주문 넣었는데 월일날 배송왔음.이벤트 상품은 늦는 경향이 있더라구요까묵고 있다보니 배송옴 ], 긍정 텍스트 확률 : 59.18%"
"[ 귀엽따 글고 개 한상자니까 맘이 풍요로움 ], 긍정 텍스트 확률 : 88.12%"
"[ 냉장보관이더라구요 ], 긍정 텍스트 확률 : 51.21%"
"[거버퓨레 이렇게 챙겨갔답니다.아직 간있는거 안먹어봐서 여행중에 공기밥], 긍정 텍스트 확률 : 59.55%"
"[턱받이], 긍정 텍스트 확률 : 50.43%"
"[브리엔츠호수 들렀다 취리히공항 이동날씨 및 옷차림 월 중순 여행하는동안 우리나라보다 약간 더 쌀쌀하거나 비슷한 날씨였어요하지만 관광코스가 산이 많다보니 특히오전에 움직이시면 더더욱쉴트호른이나 융프라우요흐 가시는분들은 무조건 한겨울이라 생각하시고 방한옷 챙기셔야하구요 아기도 껴입어야해요 또 산이 아니더라도 종종 언제 눈비가 올지 모르니 따뜻한 겉옷 하나], 긍정 텍스트 확률 : 99.91%"
"[보온통], 긍정 텍스트 확률 : 60.89%"
"[출발할 때 보온통에 약 회분 이유식아기옷 약 벌바지], 긍정 텍스트 확률 : 55.40%"
"[ 조끼 여분 엄마옷 상의 벌], 긍정 텍스트 확률 : 53.00%"
"[조끼 여분 엄마옷 최소화ㅠ패딩류], 긍정 텍스트 확률 : 89.87%"
"[트니트니 율동사운드북좋아하는것], 긍정 텍스트 확률 : 82.89%"
"[미니 휴대용줄자무지좋아함ㅡㅡㅋ 상비약 코감기 물약], 긍정 텍스트 확률 : 82.89%"
"[정장제], 긍정 텍스트 확률 : 57.16%"
"[아기과자 등 다 팔더라구요ㅋ 비상시 혹은 다 안챙겨가도 필요하면 살 수 있어요후기 아기데리고 여행하고싶으신 분들 참고하시라고 끄적여봐요제가 출발 전 고민하면서 정말 많이 찾아봤는데 후기가 별로 없고 그나마 있는건 해외에서 사시는분들이 여행한 후기정도였던 것 같았거든요 여행 좋아하시고 저처럼 활동적이신?분들은 미리 겁먹지 말라고 말씀드리고싶어요 엄마마다 성향이 다 다르기때문에 누가 맞고 틀리고를 떠나서 내가 할 수있고 해 보고 싶은일은 도전해볼 수 있는거니까요 아기를 낳고 나가보니 유모차만 보이고], 긍정 텍스트 확률 : 96.49%"
