"[ ..그 이유는 소화 단계에서 덩어리져.분해가 잘되지 않는카제인 단백질의.함량을 낮추고], 긍정 텍스트 확률 : 51.06%"
"[국내 유명하단 분유는 정말 다 먹여본 것 같은데 아이에게 딱히 이거다 싶은 분유가 없어서 해외직구를 해볼까 하다가 알게된 분유가 카브리타 산양분유였어요. 독일 사이트에서 판매중이더라구요. 그래서 이거 직구를 할 까 했는데 오], 긍정 텍스트 확률 : 64.48%"
"[산양유가 모유 단백질과 흡사 해 저희아이처럼 모유를 먹었던 아이들에게 소화흡수가 잘 된다하여먹이고 싶었던 산양분유], 긍정 텍스트 확률 : 71.07%"
"[외국분유들은 거의 이렇더라구요 ㅎ카브리타 후기 들려드리기 전에 왜], 긍정 텍스트 확률 : 76.02%"
"[카브리타 분유가 세계에서 인정받고 있냐하면산양을 건강하게 키우기 위해 복지], 긍정 텍스트 확률 : 51.62%"
"[원유품질 기준 등을 통과한 목장 인증인 퀄리고트 인증 목장에서 집유한 원유만 사용한 분유이기 때문이에요. 태어나서부터 이어칩으로 체계적으로 관리된다하니 건강한 산양에게서 집유된 산양유라 아이 건강에도 좋을 것 같죠? ], 긍정 텍스트 확률 : 61.88%"
"[한마디로 말씀 드리자면. 정말 정말 대대대대 만족이요 우리아이가 제가 타 준 분유를 처음부터 끝까지 다 먹고 그러고 더 달라그런게 정말 처음이에요.], 긍정 텍스트 확률 : 99.81%"
"[의사쌤 말씀처럼 분유 보충을 더 해줄 수 있게되어 너무 기분이 좋답니다.], 긍정 텍스트 확률 : 96.53%"
"[아이가 카브리타 산양분유 먹은 후에 소화가 안되서 보이는 행동들도 하지 않았어요. 그리고 곧잘 분유와 우유 때문에변비가 왔던 아이인데 다음날 다다음날 변도 잘 보았죠. 어떻게 이런게 가능했을까], 긍정 텍스트 확률 : 67.58%"
"[살펴보니 카브리타 산양조제식은 소화단계에서 덩어리져서 분해되지 않는카제인 단백질 함량이 타 분유보다 낮다고 해요. 그리고 소화흡수가 잘 되는 산양유 유청 단백질이 높아서 생우유보다 소화도 좋구요. ], 긍정 텍스트 확률 : 58.23%"
"[기존에 먹이던 분유와 카브리타 비교 해보았답니다. 기존에 먹이던 분유라고 말은 하나 무엇때문인지 사실 잘 먹지도 않았다는.], 긍정 텍스트 확률 : 51.94%"
"[분유를 물에 타면 두 분유의 차이가 더 잘 보여요.], 긍정 텍스트 확률 : 51.75%"
"[물에 녹는 모습을 보고 정말 깜짝 놀랐답니다. 많은 분유를 만나보았는데 거의 대부분의 분유들은 왼쪽 사진에서 보시는 분유처럼 흔들지 않으면 뭉쳐있는게 보통이었어요. 그런데 카브리타 산양분유는 물에 닿자마자 녹아서물이 금새 하얀색이 되더라구요. 정말 잘 녹았어요. 개월 개월 단계개월에서 개월까지가 단계월부터 개월 까지단계이렇게 나오던데 앞으로 저는 소화 잘 되지않는 우유대신 황금변 보고 소화잘되고 또 아이가 잘 먹는 카브리타 산양분유로 영양보충 해주려구요. 아기 분유 고민이신 엄마들께], 긍정 텍스트 확률 : 99.96%"
"[외국 산양분유인 카브리타 산양분유 강력추천 드립니다 이상으로 카브리타 후기였어요. ], 긍정 텍스트 확률 : 82.03%"
"[그래서 주식을 한번 바꿔볼까? 하는 마음으로카브리타 산양분유 한번 먹여봤는데], 긍정 텍스트 확률 : 69.20%"
"[ 오.. 반응이 좀 오는것 같아요.먹인지 주일 정도 되어가면서], 긍정 텍스트 확률 : 82.64%"
"[안타까웠는데.전처럼 힘들어하면서 변을 보지 않으니], 긍정 텍스트 확률 : 85.68%"
"[맘이 많이 편해졌답니다.사실 과일을 먹이고 요플레도 별 소용 없을때.좀 막막했거든요.그런데 그런 고민이 없어진것만도 좋아요], 긍정 텍스트 확률 : 55.27%"
"[카브리타는 년의 역사를 가진 네덜란드 브랜드에요.수입분유 중에 유명한 압타밀 아시죠?이 분유 원산지도 네덜란드라고 해서 더 믿음이 가더라구요.산양조제식이라 평소에 저희 아기가 먹던 분유에서 굳이 갈아타기를 하지 않았구요.아기마다 다를 수 있음 ], 긍정 텍스트 확률 : 98.17%"
"[ 산양유 유청 단백질의 함량이 높기때문에 아기가 소화를 시키기 수월할 것 같더라구요. ], 긍정 텍스트 확률 : 64.94%"
"[잘 흔들어서 찾으면 되어요.스푼이 자그마하니 귀엽드라구용 ㅋㅋ ], 긍정 텍스트 확률 : 97.86%"
"[가까이서 보아도 이렇게 물에 잘 녹아있는 모습을 확인할 수가 있었는데], 긍정 텍스트 확률 : 74.02%"
"[ 역시 네덜란드 프리미엄분유는 뭐가 달라도 다르더라구요. ], 긍정 텍스트 확률 : 72.03%"
"[ 더욱 믿을만 하구요. ], 긍정 텍스트 확률 : 94.60%"
"[분유 바꾼뒤로는 변비로 고생이었던 우리애기가좀 덜 힘들어하고 있으니], 긍정 텍스트 확률 : 75.94%"
"[무엇보다 다행이란 생각이 드네요.전세계 개국에서 판매되고 있고], 긍정 텍스트 확률 : 80.57%"
"[ 분유 추천 베비언스 카브리타 체험 이벤트 당첨후기], 긍정 텍스트 확률 : 79.58%"
"[강윰이에요♥우리 고녀석은 돌이 지나도 분유를 먹고있는데요아무래도 아직은 영양적인면에서 분유를 먹이는게 좋다는 소아과의 추천을 받아서아시져?고녀석은 또래보다 작게 태어나서 저는 몸무게나 성장발달 엄청 신경 쓰고 있어요아무래도 뱃속에서 더 품지 못해서 작은가 싶기도 하고 되게 걱정을 많이했더랬죠이번에 제가 맘카페를 보다가 알게 된건데여러분도 같이 참여 했으면 해서요], 긍정 텍스트 확률 : 99.95%"
"[저는 베비언스에서 나왔대서 카브리타분유 국산인줄 알았더니네델란드 직수입된 글로벌 분유라고 하더라구요같이보실께요 ], 긍정 텍스트 확률 : 61.95%"
"[고녀석의 단계에 맞게끔 단계구요기존의 산양분유를 먹이는데 수입산양분유를 찾다 보니 카브리타 분유가 있더라구요요즘 직구가 아무리 쉬워졌다고 하지만 ㅠㅠ직구로 구하기는 조금 번거롭기도 하고 무엇보다도 시간이 많이 걸려서 힘들었는데년 전통의 글로벌브랜드가 국내에 정식 런칭하게 되었다고 하니 관심이 가더라구요 ], 긍정 텍스트 확률 : 99.11%"
"[고녀석이 이번에 먹어보게 될 카브리타 산양분유는요저도 몰랐는데 프리미엄 산양원유는 따로 있더라구요?카브리타에 사용된 산양 원유는 산양 별로 개별관리를 통해 품질을 유지하고엄격한 퀄리고트 인증을 받은 산양에게서만 원유를 생산한다고 하더라구요그런 믿고 먹일 수 있겠더라구요 ], 긍정 텍스트 확률 : 86.24%"
"[그리고 눈꽃처럼 하얀 고운입자 보이시나여?고운입자라서인지 덩어리가 지지 않아서 좋더라구요특히 물에 타니까 금새 녹아서 거품이 생기거나 덩어리가 지지 않아서 좋은게 장점이에요 ], 긍정 텍스트 확률 : 76.25%"
"[흔들지 않은 상태구요물에 사르르 녹는게 눈에보이더라구요기존에 사용하던 분유는 정말 안녹아서 ㅠㅠ식겁을 했던지라], 긍정 텍스트 확률 : 63.54%"
"[정말 타기 수월하다는 생각을 했어요확실히 거품이 생기지 않으니 아기의 배앓이가 줄고소화가 잘 되는 이유를 알 수 있겠더라구요배앓이는 고녀석 신생아 때 정말 식겁을 했던지라], 긍정 텍스트 확률 : 94.77%"
"[안자고 칭얼거리고 ㅠㅠ ], 긍정 텍스트 확률 : 82.32%"
"[관심있는 엄마들은 이벤트 페이지에 가시면 놀라운 퀄리티를 직접 볼 수 있다구요 ], 긍정 텍스트 확률 : 60.49%"
"[카브리타 산양분유 완성전 세계 개국에서 판매되는 글로벌 분유], 긍정 텍스트 확률 : 80.95%"
"[베비언스를 통해 국내 정식 판매 시작했는데요지금 카브리타 산양분유 홈페이지에 가시면런칭 기념 애칭 이벤트 체험 이벤트도 한다는 스아실체험 이벤트로 전 받아봤는데 확실히 먹여보니 고녀석이 소화도 잘되고산양분유의 원유가 좋아서인지 살도 솔솔 찌니까 이참에 갈아타볼까 싶어요 ], 긍정 텍스트 확률 : 71.62%"
"[요즘은 뭐], 긍정 텍스트 확률 : 64.74%"
"[한손잡기 스킬로 잘 먹는 우리 고녀석], 긍정 텍스트 확률 : 83.70%"
"[남은 일요일 알차게 보내세용 ], 긍정 텍스트 확률 : 79.72%"
"[ 토니가 한동안 토하는 장염에 걸려서 위가 작아졌는지 우유도 거부하고 먹는거 자체를 조금 두려워 하는 감이 있어서소화가 잘되는 분유를 찾고있다가 주변에서 새로 나온 카브리타를 소개해주었어요], 긍정 텍스트 확률 : 83.00%"
"[네델란드 유명한 산양조제식 브랜드 이더라구요 ], 긍정 텍스트 확률 : 57.24%"
"[제가 가장 선호하는 산양분유 원산지가 네델란드에요. 많이 먹는 압타밀도 그렇고 엄마들이 많이 찾는 분유의 원산지가 네델란드가 많기도 해요ㅎ카브리타는 베비언스를 통해서 국내에 정식 수입이 되어서 더 맘에 들어요], 긍정 텍스트 확률 : 99.68%"
"[모든 산양이 태어나자마자 이어칩을 장착하여서 ], 긍정 텍스트 확률 : 75.02%"
"[개별 관리하는 시스템이에요 품질보장을 위해 만들어진 별도의 시스템이죠], 긍정 텍스트 확률 : 74.97%"
"[ 카브리타 산양조제식은 소화단계에서 분해가 잘 되지 않는카제인 단백질 함량이 낮고 소화 흡수율이 좋은 산양유 유청 단백질 함량이 높아 우유 대비 소화가 용이하여서 요즘 장염 때문에 우유만 먹으면 바로 설사를 하는 토니에게 카브리타를 주고 있어요설사야 멈춰라 엄마 빨래가 쌓이고 쌓인다 ], 긍정 텍스트 확률 : 80.82%"
"[ 기존에 먹던 분유와 잠시 입자 비교를 해보려구요 둘다 산양분유 인데요색 부터가 차이가 있더라구요 카브리타 분유는 네델란드 산양분유이고 기존에 제가 먹이던 분유도 국내에서 특별 관리 받은 산양으로 만들어진 분유에요], 긍정 텍스트 확률 : 81.34%"
"[ 손으로만 봐도 그 차이를 알 수 있구요ㅎ입자부터 소화가 잘 되는 분유 라는게 이해가 되는 카브리타 산양조제식 이네요제가 맛봤는데 ㅋㅋㅋㅋㅋㅋㅋ맛있어요 ㅋㅋㅋㅋㅋㅋ], 긍정 텍스트 확률 : 93.70%"
"[ 물에 얼마나 잘 녹는지 보기 위해서 분유 온도에 맞춰 투명 컵을 준비하였어요굳이 흔들 필요 없이 잘 녹는 산양분유인데 한번 보여드릴게요], 긍정 텍스트 확률 : 78.07%"
"[ 분유 한 수저를 물에 넣자마자 바로 닿자마자 솜사탕이 물에 녹듯이 녹는 모습을 볼 수 있어요], 긍정 텍스트 확률 : 63.69%"
"[ 가끔 기존 분유를 타면 다 먹고 난 뒤에 분유덩어리가 아래에 남아 있다던지 잘 안풀리는 경우를 보아서 속상했는데 카브리타는 굳이 흔들 필요도 없이 녹아버리더라구요 아기가 소화도 그만큼 잘 시켰으면 좋겠어요ㅎ ], 긍정 텍스트 확률 : 88.44%"
"[ 아프지말고 튼튼한게 유일하게 바라는건데자주 아파서 속이 상하네요 이제 우유도 많이 먹고 씩씩하고 건강하게 자라 주었으면 좋겠습니다 ♥분유가 입에 잘 맞는지 한동안 우유 거부하던 아기가 다시 밥을 먹기 시작해서 다행이에요 ], 긍정 텍스트 확률 : 100.00%"
"[ 본 포스팅은 베비언스를 통해 제품과 원고료를 제공받아 작성 되었습니다], 긍정 텍스트 확률 : 61.57%"
"[ 분유갈아타기 카브리타 잘 먹어요 ], 긍정 텍스트 확률 : 56.29%"
"[사진블리오아이가 잘 먹는 모습만 옆에서 지켜보아도 밥을 먹지 않아도 배부름을 두 아이를 키우면서 느끼게 되었어요.그래서 우리 아이가 먹는 것은 더욱 좋은 것을 선택해서 먹이고 싶은 욕심이 생기더라고요.한동안 맘마도 잘 먹지 않는 우리 둘째], 긍정 텍스트 확률 : 99.93%"
"[입맛에 맞지 않아서일까요? 한참 잘 먹고 잘 자라야 할 시기에 먹지 않으니 정말 걱정이 되더라고요.], 긍정 텍스트 확률 : 52.95%"
"[우리 둘째의입맛엔 영아니었나 봐요. 그래서 주변에서카브리타 후기 듣고 나서 저도 이번 기회에 분유갈아타기를 했는데요. 그 결과 한동안 분유 거부를 했던 우리 둘째는 언제 그랬냐는 듯], 긍정 텍스트 확률 : 89.48%"
"[처음엔 과연 우리 애기도 산양분유를 잘 먹을까? 이런저런 생각부터 하게 되더라고요.하지만 그 생각은 도 바뀌게 되었고], 긍정 텍스트 확률 : 95.41%"
"[잘 놀고요 ㅎㅎㅎ ], 긍정 텍스트 확률 : 57.50%"
"[ 우리 아기 맘마로 분유갈아타기를 한산양분유청정지역 네덜란드가 원산지인 카.브.리.타는 유아식 제조 년 역사를 가진 곳인데요네덜란드 정부가 인증하는 산양원유를 사용하고 생산하는 산양 조제식 브랜드랍니다수입 분유로 많이 알고 계시는 아바타 역시 원산지가 네덜란드인데요], 긍정 텍스트 확률 : 56.73%"
"[도 원산지가 네덜란드라고 하니 더욱 성분에 있어서 믿음이가는 거 있죠? ], 긍정 텍스트 확률 : 54.41%"
"[ 산양분유후기를 들어보니 분유갈아타기를 한 이유는 정말 다양하더라고요. 아무래도 저도 국내 제품을 먹이다가 산양 분유갈아타기를 하는 것이라 굉장히 조심스러웠던 부분인데요. 카.브.리.타는], 긍정 텍스트 확률 : 63.66%"
"[산양이 자라는 농장의 위생과건강까지도 일일이 관리하는 시스템이며], 긍정 텍스트 확률 : 54.13%"
"[족보 등을 이어 칩으로 장착하여 체계적인 관리를 하는 퀄리고트인증시스템그렇기 때문에 더욱 탄생부터 원유 가공까지특별하다고 할 수 있답니다], 긍정 텍스트 확률 : 69.96%"
"[세계 개국에서 판매가 되고 있는 프리미엄 산양 조제식 분유라고 할 수 있는데요. 이번에 베비언스에서 직수입을 했다는반가운 소식으로 우리 아이도 먹어볼 수 있게 되어 정말 좋았어요유통과정도 믿을 수 있기 때문에 안심이 되었거든요 ], 긍정 텍스트 확률 : 99.50%"
"[어느 정도인지 이제 확실히 비교가 되시겠죠?입자가 정말 고운 편이기 때문에 물에 탔을 때스르륵 하고 잘 녹는 편이라 덩어리가 생기지 않더라고요입자가 고와서 뭉치지 않으니까 아이가 배앓이도 하지 않았나봐요 ㅎㅎ ], 긍정 텍스트 확률 : 61.78%"
"[가장 눈에 띄는 부분이 바로 나트륨의 함량이더라고요.왼쪽은 제가 기존에 먹이고 있는 분유인데요. 나트륨이 이 들어있는 반면], 긍정 텍스트 확률 : 81.10%"
"[비교해놓고 보니 나트륨 함량이 적게 들어간 쪽에 손을 들어주고 싶더라고요...아무래도 나트륨이 많이 들어가 있는 것보다 조금이라도 적게 들어간 것을 먹이는 것이 좋지 않겠어요?이렇게 두 개를 비교해놓고 보니 카프리 타로 쭉먹어야겠다는 생각을 하게 되더라고요과연 우리 둘째도 잘 먹어줄지 잔뜩 기대감을가지고 조유를 해보았는데요 ], 긍정 텍스트 확률 : 97.22%"
"[제대로 섞이지 않은 채로 먹였던 적이 몇 번 있었는데], 긍정 텍스트 확률 : 63.08%"
"[물에 잘 섞인 맘마를 우리 가을이도 잘 먹어줄지 무척 기대가 되었는데요. ], 긍정 텍스트 확률 : 61.22%"
"[ 한동안 분유를 거부하던 우리 아기의 모습은 어디로 갔는지 ㅎㅎㅎ 젖병을 손에 꼭 쥐고 놓지 않으려는 거 있죠?처음 먹어보는 산양분유 혹시 거부하지 않을까 한편으로는 걱정이 되었는데], 긍정 텍스트 확률 : 76.84%"
"[이렇게 잘 먹는 모습을 보니 분유갈아타기를 잘했다는 생각이 드네요 우리 아가 맘마를 로 바뀐지 벌써 주가 되었는데], 긍정 텍스트 확률 : 97.69%"
