"[ 갈리아 분유 먹여보신분들 있나요? 출산준비로 분유좀 사놓으려는데 갈리아에 대한 후기가 없네용..ㅎㅎ ], 긍정 텍스트 확률 : 73.90%"
"[욕망 등등은 이성의 상태에 의해 어떤 결론에 도달한다. 즉목적지향적인 기능에 의한 결정을 하는 것이다. 이러한 문제는 인간의 삶 속에 항상 평행적으로 등장하는 쾌락에 대해서는 다른 결과로 나타날 수있다. 왜냐하면 쾌락은 인간의 삶의 필수적인 요소이고 인간의 감정은 쾌락이라는 목적을 끊임없이 추구하며 쾌락을 제공하는 사물들을 향해 충동적으로움직이므로 실제적인 쾌락을 제공하는 대상들과 단지 쾌락을 제공하는 것처럼 보이는 대상들 사이를 구분하기는 매우 어려운 일이기 때문이다.굴림이때에 있어서 영혼의 이성적인 부분의 고유한 기능이 참된 목적을 구하는 것이며 따라서 이성이 사물들의 본성에 맞추어 삶의 참 목적으로기개와 욕망을 인도한다고 할 수는 없다. 그러나 그럼에도 불구하고 이성은 기개와 욕망의 무질서를 잠재우고 인간의 삶을 차원 높은 수준으로 옮겨놓는다. 그리고 이러한 결과들은 자신의무지를 이데아를 통하여 필로쏘피아적최고의 지식경지로 상승시켜 놓았을 때에비로소 이루어지게 된다.굴림플라톤의 이러한 사상들은 훗날 철학자들에 의하여 다양한 사상들로 변형되었는데 그중에 대표적인 것이 영지주의자들의절대적지식론과 이성론자들의절대적 이성론이다. 영지주의자들은 플라톤의최고의 지식론을 근거로자신들의그노시스니즘을 성립하였고 이성론자들은 플라톤의 이데아를 통한 필로쏘피아적 이성론에서 이데아의 역할을 배제한 필로쏘피아적이성론을 성립하였다.굴림아리스토텔레스.굴림①아리스토텔레스의 생애.굴림아리스토텔레스는..년], 긍정 텍스트 확률 : 85.06%"
"[트라키아의 북동쪽 해변에 위치한 스타게이라는 작은 도시에서 출생했다. 그의 부친은 마케도니아왕국의 전의典醫였다. 당시의 마케도니아 의사들은 아들들에게 해부학解剖學을 전수하는 것이 전통적 관습이었기 때문에아리스토텔레스도 부친에게 해부학을 전수 받았다. 아리스토텔레스의 생물학과], 긍정 텍스트 확률 : 86.00%"
"[그리고 참으로 아름답게후대에 전해졌다. 반면에 플라톤은 아리스토텔레스가 제자였음에도 불구하고 그에게서 배워야 할 것이 있을 때에는 주저 없이 배웠다. 그들의 관계는학문적 차원에서는 피차가 스승이 되고 또한 제자가 되는 형이상학적 관계였다.굴림아리스토텔레스는 플라톤의 생전에는 결코 아카데미아를 떠나지 않았으며 평생 동안 플라톤의 사상을 비판하지도 않았다. 그가 아카데미아를 떠난것은 플라톤이 사망하고 플라톤의 조카인 시퓨시포스가 아카데미아를 경영할 때였다. 아리스토텔레스는 시퓨시포스의 경영 정책이 너무나 과도하였기때문에 아카데미아를 떠났다. 아리스토텔레스는 아카데미아를 떠난 후..년경에 과거], 긍정 텍스트 확률 : 71.41%"
"[아카데미아의 학생이었던아소스의 군주 헤르메이아스왕의 초청을 받아 아소스로 갔다. 아소스는 트로이 근처에 있는 작은 왕국이었지만헤르메이아스국왕은 철인다운 군주였고 아소스 국민들은 평화와 번영을 함께 누렸다. 헤르메이아스국왕은 궁정 안에 유명한 학자들을 초청하여 그들이학문연구에 전념할 수 있도록 후원했다. 아리스토텔레스는 아소스의 궁정에서 많은 학자들과 교류하는 가운데 년간 저술 활동과 후진양성에 심혈을기울였다. 그는.년에 아소스에 인접해 있는 레스보스섬으로 건너가 그곳에 정착하면서 해양생물을 비롯한 생물학 연구에전념했고..년에 마케도니아의 필립대왕에게 초청되어 알렉산더의 스승이 되었다. 필립대왕이 아리스토텔레스를 알렉산더의스승으로 초청한 것은 아리스토텔레스가그리스도시국가의 통일론을 주장하였기 때문이다. 당시의 필립대왕은 마케도니아 및 그리스의 통일을위한 열망을 가지고 있었고 그 위업을 자신의 후계자인 알렉산더에게 계승시키기 위하여그리스도시국가의 통일론주장자인 아리스토텔레스를알렉산더의 정치적 스승으로 초청했던 것이다. 아리스토텔레스는 필립대왕이 사망하고 알렉산더가 부친의 왕위를 계승하자 고향으로 잠시돌아갔다가..년에 다시 아테네로 갔다. 아리스토텔레스는 이때에 마케도니아의 유력한 정치가였던 안티파트로스의 후원을 받아리케이온학원을 설립했다. 리케이온 학원은 쏘크라테스가 사색을 즐겼던 아테네 근교의 아폴로 신전주변에 있는 리케이온숲에 세워졌기 때문에 그 지명地名을 따라 리케이온학원이라고 명칭 되었으며 오늘날 프랑스의 고등학교이름인 리세의 기원이 되었다. 이 학원은 페리파토스라고도 명칭 되었는데 페리파토스는 원래고대의 철학자들이 숲 속이나 동산을 산책하면서 강의를 주고받았던 관습에서 유래된 회랑廻廊이라는의미를 가진 단어이다. 페리파토스는 일반적으로 학교의 건물과 학원 전체를 의미하는 말이었으나 아리스토텔레스가 세운 리케이온학원의 명칭으로 사용된후에는 리케이온학원의 명칭으로만 사용되었다. 아리스토텔레스는 페리파토스라는 학원의 명칭과 전통에 걸맞게 학원주변 숲 속의 산책로를 한가롭게거닐면서 제자들과 토론하고 그들을 가르쳤다. 때문에 아리스토텔레스학파는소요학파逍遙學派라고도 불리었다.아리스토텔레스는 이 학원에서 년간 원장으로 재직하면서 논리학], 긍정 텍스트 확률 : 65.27%"
"[그리스의 통일국가론을 강력하게 주장했기 때문에 알렉산더 사망 후마케도니아제국을 분할하여 지배하려던 군주들로부터 적대를 받았던 것이다. 이때에 아리스토텔레스는 쏘크라테스와 마찬가지로불경죄로기소되었는데 그는 쏘크라테스의 전철을 밟지 않았다. 전해지는바에 의하면 이때에 아리스토텔레스는아테네시민들이 철학에 대하여 또 한번 죄를저지르지 않게 하기 위하여...라고 말하면서 리케이온을 떠나 칼커스로 피신했다고한다. 그는칼커스에서..년에 오랜지병이었던 위장병으로 사망했다.굴림②아리스토텔레스의 사상.굴림아리스토텔레스의 사상체계는 플라톤의 사상체계로부터 영향 받았다고 해도 과언이 아닐 것이다. 그러나 아리스토텔레스의 사상체계는 플라톤의사상체계와는 전혀 다르다. 플라톤과 아리스토텔레스의 학문적 차이는 누가 더욱 신중하게 해석하고 정립했는가? 하는 것이겠지만 어떤 면에서 있어서는아리스토텔레스의 사상 체계가 플라톤의 사상체계 보다 오히려 앞서있는 경우도 있다. 아리스토텔레스는 수학분야에 있어서는 플라톤 보다 적은 관심을보였던 반면에 과학이나 생물학 분야에 있어서는 오히려 진보적인 열성을 보였다. 따라서 그들의 후예들은 플라톤이 간과하였거나 실패하였던 부분], 긍정 텍스트 확률 : 67.41%"
"[ 또는 플라톤에게서 발견할 수 없었던 것들을 아리스토텔레스를 통하여 전수받았다. 아리스토텔레스는 논리학], 긍정 텍스트 확률 : 53.47%"
"[지식에 국한되는 것이 아니라 보편적이면서 또한 전체적인 지식을 요구한다. 형이상학은 특수과학에 대한 지식의 총화나 또는 특수과학의지식을 성립시키는 주관적인 근거인식론적 근거에 대한 지식을 말하는 것이 아니다. 형이상학은 모든 존재자들에게 근거를 부여하는궁극적 실재근거實在根據에 대한 지식을 말하는 것이다. 따라서 형이상학은 현존하는 모든 일반적 영역세계들은 물론이요 심지어는인간들의 개념 속에 존재하는 가상적인 특수 영역들까지도 초월하는 지식이다. 아리스토텔레스는 현존하는 것들에게 존재성을 부여하는 궁극적 실존재를제의 원리라고 명칭 했고 그제의 원리를 연구하는 학문 분야를제철학라고 명칭 하여 그 학문체계의 최고위에 좌정시켰다.굴림한편], 긍정 텍스트 확률 : 93.52%"
"[또한 모든 행동과 추구는 선善을 지향한다.이러한 아리스토텔레스의 주장에 대하여 많은 이들이 다음과 같이질문했다.인간의 행동이 지향하는 선이란 과연 무엇인가?이러한 질문에 대하여 플라톤은 다음과 같이 대답했다.인간이란 선의이데아에 대한 지식을 지향하는 존재이다. 플라톤에게 있어서 선의 최고원리는 경험적 세계나 개인적 삶과는 구별되는 것이었고 정신이가시계可視界로부터 가지계可知界로 상승할 때에 비로소 도달되는 경지였다. 반면에 아리스토텔레스에 있어서 선의 최고원리는 모든 개인들에게 그 뿌리를 두고 있었다. 아리스토텔레스는 인간의 본성을 탐구함으로서 선의 최고원리를 발견할 수 있으며 일상생활의 현실적인행동들을 통하여 선의 최고원리를 획득할 수 있다고 믿었다. 따라서 그가 말하는 선의 최고원리는 인간들의 본성에 내재된 것으로서의 도덕적 최고의선을 말하는 것이었다.굴림성경이 가르쳐준 기독교의 윤리적], 긍정 텍스트 확률 : 100.00%"
"[도덕적], 긍정 텍스트 확률 : 51.25%"
"[도덕적], 긍정 텍스트 확률 : 51.25%"
"[신앙적 삶의 주제는 성경이 가르쳐 준 것에 절대미치지 못하는 것으로서 일반사회적인 것 아니면 류 종교적인 것이었다. 초기기독교가 그랬던 것처럼 지금도 기독교의 도덕과 윤리는 하나님의 섭리적차원에 입각한], 긍정 텍스트 확률 : 60.87%"
"[그리하여 하나님의 영광과 기뻐하심이 전제되어 있는 도덕과 윤리가 아니라 다만 구원에 연관된 선한 행동적 차원의 도덕과 윤리에불과하며 나아가서는 인본주의 사회적], 긍정 텍스트 확률 : 64.94%"
"[의학 등등의 분야에 오직 유일하면서도 최고의 권위를 자랑하였다. 그들의사상은 사실은 진리의 본질에서 멀리 벗어난 것이었고 매우 조잡스러운 것이었지만 당시로서는 무소불위적 권위로 군림하였다. 정치], 긍정 텍스트 확률 : 92.27%"
"[예술등등으로 자처하면서 종교의 각종 영역들을 섭렵하고 호령하였다. 소피스트들은 자신들을 최고의 지적존재로 자부했고 일반인들이 알아들을 수 없는 각종학문적 용어들을 남발하면서 오만방자했다. 이러한 상황 하에서 기독교 복음이 전파되자 그들과 기독교 사이에 여러 분야에서 충돌이 일어났다.헬라문화의 배경에는 두 가지 중요한 요소가 있었다. 하나는 올림푸스산을 중심으로 한 그리스신화였다. 헬라문화는 그리스의 수많은 신들과 우호적협력 관계를 유지하면서 형성되고 발전했다. 다른 또 하나는 헬라철학이다. 헬라문화는 헬라철학에 의하여 형성된 우주론], 긍정 텍스트 확률 : 76.92%"
"[학문적], 긍정 텍스트 확률 : 51.25%"
"[예술적], 긍정 텍스트 확률 : 69.90%"
"[역사적 상황 속에등장한 기독교신학은 철학의 모든 자존심들을 순식간에], 긍정 텍스트 확률 : 94.46%"
"[그리고 여지없이 무너뜨렸다. 철학은 지금까지 꿈에서조차도 생각해 보지 못했던 기독교신학의위대한 진리들 앞에 속수무책으로 무너졌다. 특히 그들에게 있어서 가장 이해할 수 없었던 것은 인간을 향하신 하나님의 사랑과 용서였다. 지금까지철학이 알고 주장해 왔던 신들의 사랑은 기독교 하나님의 사랑 앞에 그 명함조차 내 놓을 수 없을 정도로 허약하고 빈약했다. 신이 인간을 용서하고구하기 위해 스스로 자신을 죽음으로 몰아넣는다는 기독교 하나님의 사랑은 철학의 개념으로는 도저히 용납될 수 없는 것이었으며 사망의 권세를 신적죽음으로 무시하고 부활하여 제압한다는 것도 철학사상으로는 도저히 논증 자체가 성립될 수 없는 것이었다. 그러나 기독교인들은 그것이 하나의 신화적전설이 아니라 실제로 일어난 사건이라고 주장했고 그 실제적 사건의 후속역사가 지금 현재 자신들의 눈앞에서 진행되고 있다고 주장하면서 철학자들의논리적인 저항들을 오히려 무시하고 거부했다. 때문에 철학자들은 지금까지의 역사적], 긍정 텍스트 확률 : 98.90%"
"[또는 사기와 거짓으로 조작된 종교라고비난했다. 한편 이렇듯 철학이 기독교사상에 도전장을 내고 달려들었을 때 아직 기독교 진리의 위대함을 알지 못했던 기독교신자들은 지금까지 자신들을지배해왔던 철학의 매력으로부터 벗어나지 못하고 오히려 기독교를 철학으로 이해하였다. 즉 기독교의 하나님을 올림프스산의제우스나판테온신전의 유피테르쥬피터와 같은 차원에서 이해하였던 것이다. 그리고 그들은 예수그리스도에 의한하나님의 구원을 아테네의 파르테논의 신들에 의한 구원으로 이해하였다. 당시에 많은 기독교인들이 철학자들의 사상을기독교에 유입했던 것은 당시의 시대적], 긍정 텍스트 확률 : 92.39%"
