"[ 스티로폼박스에 보냉제와 같이 들어있네요 ], 긍정 텍스트 확률 : 68.69%"
"[ 배달이유식을 주문하면서 제 삶도 한결 편해졌어요간단하게 데워서 밥 위에 올려주면 되니 세상 좋네요.물론 아기도 잘 먹구요 ], 긍정 텍스트 확률 : 97.63%"
"[ 채소가 풍성에서 더욱 좋은 팜투베이비.역시 ㅋㅋㅋㅋ], 긍정 텍스트 확률 : 97.83%"
"[ 흡입해주는 딸 ㅋㅋㅋ업체에 감사패라도 전달하고 싶어요 ㅋㅋㅋ ], 긍정 텍스트 확률 : 53.02%"
"[ 외출해서도 무척 든든한 팜투베이비 이유식.밥만 준비하면 영양가 있는 식사를 줄 수 있으니 넘 편해요 ], 긍정 텍스트 확률 : 53.89%"
"[ 소스 양도 넉넉해서 더욱 만족만족팜투베이비 이유식을 보니 유통기한도 한달정도로 넉넉하더라구요.요즘 저희집 냉장고 필수템이에요 ㅋ ], 긍정 텍스트 확률 : 98.78%"
"[ 밥 든든히 먹고 문센수업한 날❤️ ], 긍정 텍스트 확률 : 80.87%"
"[유아 이유식소스인 팜투베이비.깊은 육수로 맛을 내서 아이 입맛에 잘 맞도록 만들어 배송돼요. ], 긍정 텍스트 확률 : 98.70%"
"[ 전 오늘도 밥만 준비 ♡징징대는 아기 발 밑에 놔두고 요리하는 것도 집중이 잘 안되고 서로 힘이 빠지는데..만들어도 잘 안먹는 이유식 만드는 시간을 줄이고 아이와 더 놀아줄 수 있으니시간적 여유도 생기네요 ㅋㅋ ], 긍정 텍스트 확률 : 67.66%"
"[당일배송되는안전하고 신선한 배송으로 더 믿음이 가는 배달이유식 업체인 팜투베이비.알아보니 배달이유식 중에서가장 많은 친환경 재료 를 이용하는 이유식이더라구요. 무려 여가지 친환경 재료를 이용한다는거기다 각종 육수로 더 깊은 맛을 내서 건강에도 좋구요.엄마표보다 더 정성스러운엄마표 배달이유식 이라 만족해요ㅋ첫 이유식때도 떨렸지만.. 유아식 시작하면서도 긴장되고 잘 안먹는 모습보며 속상했는데], 긍정 텍스트 확률 : 99.12%"
"[우리 둘째가잘 먹는 맛있는 이유식 을 드디어 찾았네요유지태가 선택한 팜투베이비], 긍정 텍스트 확률 : 73.05%"
"[.?팜투베이비팜투베이비.?유지태이유식유지태이유식.?배달이유식배달이유식.?시판이유식시판이유식.?완료기이유식완료기이유식.?팜투패밀리팜투패밀리.?이유식추천이유식추천.?시판이유식추천시판이유식추천.?배달이유식추천배달이유식추천.?이유식소스이유식소스.?오가닉이유식오가닉이유식해당업체로부터 제품제공 받아체험 후 작성한 솔직후기입니다 ], 긍정 텍스트 확률 : 97.41%"
"[.안녕하세요트니트니맘이에요.오늘은 한번쯤은 유명해서 들어보셨을것같은 거버 오가닉 과일퓨레를 리뷰하려고 해요. . ], 긍정 텍스트 확률 : 92.69%"
"[ .핫딜 할때 쟁여놓고 싶은 금액이에요ㅎㅎ ], 긍정 텍스트 확률 : 97.75%"
"[ .유리병 캡도 넘 예뿌네요ㅎㅎ], 긍정 텍스트 확률 : 97.09%"
"[ .거버 오가닉은 다양한 과일과 채소를 풍부한 맛과 식감에 영양까지 담아낸 퓨레 라서 더욱 믿음직스러워요♡ ], 긍정 텍스트 확률 : 91.35%"
"[ .ㅡ.거버오가닉퓨레제품소개도 스캔해왔어요.아직 한번도 못먹여보신 분 이라면 저처럼 행사할때 싸게 주문하시는 방법도 좋고], 긍정 텍스트 확률 : 97.37%"
"[홈플이나 마트에도 있으니 한두개 사서 테스트도 좋아요...아이 먹여보고 후기하러 또 올게요..이상으로 제품리뷰를 마칩니당.감사합니다♡ ], 긍정 텍스트 확률 : 98.69%"
"[ .?유지태이유식유지태이유식.?친환경이유식친환경이유식.?이유식배달이유식배달.?팜투베이비팜투베이비.?배달이유식추천배달이유식추천.?유아식단유아식단.?개월아기개월아기.?지척이지척이.?유아식유아식.?유아식소스유아식소스.?유아반찬유아반찬.?아기반찬아기반찬.?아기국아기국.?배달이유식배달이유식.?워킹맘워킹맘 ], 긍정 텍스트 확률 : 75.19%"
"[ 외출 시 한두번 먹일 유아식을 고르는게 아니라평상시에 꾸준히 먹을 것을 고르는거라신중에 신중을 기할 수 밖에 없었는데요.배달이유식 종류는 거의 다 먹여봤거든요그 중에 팜투베이비도 지척이가 잘 먹던이유식이라 들어가봤는데 유아식도 있더라고요그.런.데 이전과 변화된 모델..왠지 더 믿음이 가는 이 모델..... ], 긍정 텍스트 확률 : 92.33%"
"[ 믿음직스런.?콘뎅싱아저씨콘뎅싱아저씨 가 팜투베이비를 소개해 주시더라고요콘뎅싱아저씨 왠지 더 신뢰가 가요ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ두 아이의 아빠이자 도 선별해서 찍는개념배우라 더 믿음이 가는건어쩔 수 없네요], 긍정 텍스트 확률 : 69.85%"
"[ 팜투베이비가 배달 이.유.식 으로 유명하지만유아식도 소스], 긍정 텍스트 확률 : 54.29%"
"[국이매우 다양히 구성되어 있어요물론 위에 단품보다 정기배송이 훨씬 큰 할인을 해준답니다국은 제가 대량으로 소고기미역국], 긍정 텍스트 확률 : 67.49%"
"[소고기 된장찌개 등을끓여서 돌려막기하고 있기때문에반찬과 소스 위주로 구입해보았어요. ], 긍정 텍스트 확률 : 70.62%"
"[ 오늘 지척이의 식단은지난번에도 잘먹어서 또 주문한한우굴소스마파 소스덮밥고구마분유빵유기농 김소고기 미역국이에요 ], 긍정 텍스트 확률 : 98.16%"
"[ 민든반찬을 여러가지 주면서도영양불균형을걱정하게 되잖아요유아소스의 최대장점은이 소스에 균형잡힌 영양소를충분히 담아냈어요. ], 긍정 텍스트 확률 : 86.19%"
"[무항생제 한우 등 깐깐하게 고른 식재료만 사용하거든요배달이유식중에가장 많은 친환경재료 를사용하는 이유식으로도 유명해요년연속 친환경 브랜드 대상도 수상했답니다. ], 긍정 텍스트 확률 : 57.82%"
"[ 드디어 한 입 맛보신 우리집 상전님저 진짜 웃겼잖아요ㅋㅋㅋㅋㅋㅋㅋㅋㅋ한입 먹자마자 몸이 마중을 나오셨어요ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ ], 긍정 텍스트 확률 : 92.05%"
"[ 얼핏 보시기에도 한우고기와 야채의 조각이엄청 실해보이시죠?특히 한우가 큐브인듯 도톰하니저작능력을 키우는데도 좋을 것 같아요소스 양이 적다고 생각하실 수 있는데], 긍정 텍스트 확률 : 85.56%"
"[ 저는 씩 나눠서아침저녁에 먹이고 있거든요다른 반찬들도 개 곁들여서 주다보니소스 개의 양은 조금 많아서 반 나눠먹이니 딱 좋아요최고라고 검지를 치켜올리는 지척이아직 최고는 검지밖에 못함 ㅋㅋ ], 긍정 텍스트 확률 : 97.51%"
"[국도편리하게 이용하실 수 있어요저처럼 친정엄마.?할미찬스할미찬스 쓰시는워킹맘 분들은 할미를 위해서라도배달이유식 함 고려해보세요], 긍정 텍스트 확률 : 74.58%"
"[ 이렇게 예쁜 사진틀도 제공해주더라고요인스타그램 이벤트인데필수해시태그와 함께 응모하면팜투베이비 포인트를 준대욧 ], 긍정 텍스트 확률 : 83.64%"
"[ 아직 끝나지 않은 지척이 식사..하아...... 다 먹은 국그릇 뽀개기지척아...고만하자...마이 무긋다아이가...ㅋㅋㅋㅋㅋㅋㅋㅋㅋ ], 긍정 텍스트 확률 : 51.56%"
"[ 우리 아기도 잘먹고엄마도 친정엄마도 편한친환경 이유식 팜투베이비매우매우 추천드립니다. ], 긍정 텍스트 확률 : 98.64%"
"[ ...지척이가 김치도 잘먹는.어른반찬을 먹게되는 날이 올때까지.팜투베이비야 잘 부탁해. ], 긍정 텍스트 확률 : 98.21%"
"[ .본 포스팅은 팜투베이비로부터 제품만을 제공받아 체험후 솔직히 작성한 주관적 후기입니다. ], 긍정 텍스트 확률 : 68.45%"
"[.?오가닉맘이유식오가닉맘이유식버니힐보다는 약간 비싸서 그런지내용물이 그래도 조금은 잇어보임 ], 긍정 텍스트 확률 : 82.37%"
"[.?짱죽이유식짱죽이유식엘빈즈보다는 저렴한 이유식엘빈즈나 짱죽이나 비슷해보임 그치만 안에 들은건엘빈즈가 쬐끔더 많아보임 ], 긍정 텍스트 확률 : 65.77%"
"[.?팜투베이비이유식팜투베이비이유식 .?배달이유식배달이유식 중 가격면에서는 저렴하지는않음 .?팜투베이비팜투베이비 를 먹이면서 느끼는점은 아역시제가격을하는구나..저렴한건그만큼이유가잇는거구나느낌그치만 내기준에서는 다양하게 먹이는 맘으로써안에 들은게 가장많음나는 주로 한우이유식만 골라서 먹이는데고기가 정말 잘보인다 밥이랑 고기랑 적절히 섞어잇는이유식임 ], 긍정 텍스트 확률 : 97.81%"
"[ 그리고 타사 이유식과 다르게 이렇게 전용뚜껑이개별로 따로 있어서 바로집근처 식당에 가거나할때집에서 전자렌지 데워서 뚜껑덮고 나가서 밖에서 먹임 딱이다 ], 긍정 텍스트 확률 : 57.56%"
"[ 팜투베이비 이유식에 대해 살펴보면 ], 긍정 텍스트 확률 : 81.46%"
"[ 윌리엄과 벤틀리도 먹는 팜투베이비 딩고패밀리 윌벤영상 도 함께보세용 ෆ], 긍정 텍스트 확률 : 83.77%"
"[본포스팅은해당업체로부터일부만제공받아작성된솔직한글입니다], 긍정 텍스트 확률 : 51.73%"
"[.우리아기 개월 들어서면서 진밥먹기 시작했어요..집에서 이유식 한번 만든다는게 참 쉬운일이 아닌건 저만 그런거 아니죠ㅎㅎ.그런데 아기가 잘 먹어주면 좋겠는데 거부를 하니 참 서운하죠.ㅠ ], 긍정 텍스트 확률 : 87.87%"
"[ .두부버섯진밥.닭가슴살완두콩진밥.한우치즈진밥.바나나단호박진밥.한우새송이진밥.고구마바나나진밥.버섯한우불고기진밥.게살진밥.흰쌀생선진밥.한우비타민진밥.. 모두 우리 아가들이 섭취해야할 영양소를 다갖추었다고 생각해요.요 아이들을 집에서 직접 만들자고 생각만해도 참 힘들겠죠..아기보랴빨래 ], 긍정 텍스트 확률 : 99.30%"
"[ 설겆이 하랴.집안 가사일이 얼마나 많은데요 ㅎㅎ.요렇게 배달시키면 우체국택배로 당일만든 이유식이 당일로 아가밥상에 똭오르니 얼마나 좋나요. ], 긍정 텍스트 확률 : 63.32%"
"[ .포장 뜯으니 이유식 입자가 너무 고와요 ], 긍정 텍스트 확률 : 73.98%"
"[ . 우리 딸이 물을 잘 안먹어서 이유식에 물 조금 두고 약간 무르게 해먹였어요..요래 요래 잘먹는 모습 보니 엄마로서 너무 기분좋은거있죠ㅎ ], 긍정 텍스트 확률 : 99.99%"
"[ .밥 잘먹는 우리아기 정말로 이뽀 이뽀💕 ], 긍정 텍스트 확률 : 80.95%"
"[ .요건 다음끼 사진입니다..먹을때마다 아예 순삭해요...이럴때만큼은 엄마가 너무 행복한 순간입니다...이제부터는 우리아가 밥상은 루솔담당입니다..아기가 너무 잘먹어서 만족합니다.. ], 긍정 텍스트 확률 : 99.99%"
"[ 회원가입하면 두팩 무료체험도 있으니 아가밥상 고민되시는 맘님들도 한번 체험해 보셔요본 포스팅은 루솔로부터 제공받아 작성된 후기입니다. .?루솔루솔.?이유식이유식.?배달이유식배달이유식.?시판이유식시판이유식.?아가밥상아가밥상.?오가닉이유식오가닉이유식.?아기이유식배달아기이유식배달.?이유식추천이유식추천], 긍정 텍스트 확률 : 97.74%"
"[ 육아휴직 기간 중에 다양한 배달이유식을 이용해 보았는데단연 울아가 입맛에 최고로 잘 맞았던 팜투베이비.혼자서도 잘 먹고], 긍정 텍스트 확률 : 80.33%"
"[엄마가 해준 밥 보다 잘 먹고], 긍정 텍스트 확률 : 53.28%"
"[ 꼬꼬마 아기때부터 이용한 팜투베이비.꽤 아가씨 티가 나기 시작하는 지금도여전히 애용중이에요. 팜투베이비 먹을때 찍은 사진들 비교해보니쑥쑥 성장한 모습이 눈에 보이네요 ], 긍정 텍스트 확률 : 68.73%"
"[ 그런데 티비보다가 팜투베이비 광고가 나오더라구요와우엄청 반갑무엇보다 두 아이의 아빠인 유지태씨가 모델이었어요.], 긍정 텍스트 확률 : 91.23%"
"[ 훈훈한 유지태씨의 모델에 절로 엄마미소 방긋 ], 긍정 텍스트 확률 : 98.00%"
"[ 보조개 들어가며 웃는 유지태씨 모습에제 마음도 설레이네요 ], 긍정 텍스트 확률 : 96.89%"
"[벤틀리한테는 미안하지만엄마취향은 유지태♥ ], 긍정 텍스트 확률 : 99.45%"
"[ 이건 꼭 해야해유지태와 함께하는 먹방인데 아무렴 해야지요 ], 긍정 텍스트 확률 : 64.47%"
"[포장에서도 환경을 생각하는 모습이너무 좋았어요.], 긍정 텍스트 확률 : 94.79%"
"[ 울 아가 반찬과 덮밥 소스들 종이에요.], 긍정 텍스트 확률 : 96.91%"
"[ 영양소 골고루 다양한 야채와 고기들이 들어 있어따로 반찬을 챙겨줄 필요가 없어서 너무 좋아요.], 긍정 텍스트 확률 : 54.64%"
"[ 유기농 무농약 무항생재 재료로 꼼꼼하게관리하고 조리하고다양한 메뉴를 골고루 먹일 수 있어아이도 질리지 않고 밥을 잘 먹더라구요.], 긍정 텍스트 확률 : 89.78%"
"[반찬이나 국이 여종이 있어저녁만 집에서 먹는 울 아가는한달에 한개씩만 먹어도 중복되는 메뉴 없이 식사할 수 있을 것 같아요. ], 긍정 텍스트 확률 : 53.36%"
"[ 특히 덮밥소스는 데워서 밥위에 붓고 비비기만 하면 끝이기에 식사준비도 편하고 다양한 재료를 골고루 먹일 수 있어서애정하는 메뉴중에 하나에요.], 긍정 텍스트 확률 : 91.91%"
"[ 팜투베이비 용기를 보고 격하게 반기는 울 아가.], 긍정 텍스트 확률 : 91.53%"
"[ 다른 반찬없이 혼자 한그릇 다 먹는 울 아가.은근 양이 많아서 남길까 걱정했는데...한숟갈 정도 남기고 다 먹어서 보는 엄마도 뿌듯했어요.], 긍정 텍스트 확률 : 98.02%"
"[ 이번에 새로 나온 메뉴도 먹여 봤는데연어파프리카토마토찹이에요. 아이가 좋아하는 연어에 다양한 야채들이 있어골고루 먹을 수 있는 메뉴더라구요.], 긍정 텍스트 확률 : 92.67%"
"[너무 편해요. 그리고 아이도 너무 잘 먹기도 하구요.], 긍정 텍스트 확률 : 72.26%"
"[ 알록달록한 색상에아이가 먹기 좋은 질감의 덮밥이 완성되었어요.], 긍정 텍스트 확률 : 89.12%"
"[ 양이 많을 것 같아서 다른 그릇에 덜어서 먹었는데울 아가 먹는 표정만 봐도맛있다는걸 알 수 있어요. ㅎㅎ ], 긍정 텍스트 확률 : 93.46%"
"[ 얼굴로도 먹는 울 아가. 맛없으면 절대 저렇게 안먹어요. 정말 와구와구 맛나게 먹는 연어파프리카토마토찹. 이 메뉴는 다음번 배달에도 꼭 추가해야겠어요.], 긍정 텍스트 확률 : 75.37%"
"[ 이건 한우불고기뚝배기탕이에요. 이번에는 식판에 담아서 준비해봤어요.], 긍정 텍스트 확률 : 56.93%"
"[ 공격적인 울 아가의 먹방.어린이집 하원 후], 긍정 텍스트 확률 : 88.61%"
"[안전한 포장과 배송시스템으로 편안하게 이용가능한 팜투베이비를 추천드려요 ], 긍정 텍스트 확률 : 56.79%"
"[ 본 포스팅은 팜투베이비로부터 제품만을 무상제공받아 솔직하게 작성한 후기입니다.], 긍정 텍스트 확률 : 60.83%"
"[ 친환경이유식 배달팜투베이비 유지태이유식 개월아기 잘 먹네 ], 긍정 텍스트 확률 : 56.29%"
"[ 안녕하세요 개월아기 예찬이를 키우고 있는예찬맘앨짱 입니다워킹맘이다보니 아이 밥챙겨주는 것 만큼 신경쓰이는게없는데요..... 전 저의 든든한육아동지 팜투베이비 이유식이 있기 때문에예찬이 반찬걱정은 안하고 있답니다 꾸준히 아이가 잘 먹어주기도 하고], 긍정 텍스트 확률 : 90.74%"
"[믿고 먹일 수있는 친환경 이유식 브랜드라], 긍정 텍스트 확률 : 73.36%"
"[ 엄모니.... 이거 제꺼 맞쥬? 아주 제껀 찰떡같이알아 차리고... 저 박스를 본인이 들겠다며.... ], 긍정 텍스트 확률 : 80.14%"
