"[아빠가 먹는거 보면서 쩝쩝대고관심 많고 침도 막 흘려서 이유식을 시작할 때가 왔구나 싶었어요다들 처음엔 엄마가 직접 만들어 먹여야 한다고조리도구며], 긍정 텍스트 확률 : 62.56%"
"[아기이유식배달 루솔 이유식흰살생선죽바나나단호박죽흑임자단호박죽사과양배추죽닭가슴살비타민죽한우검정콩비타민죽한우야채죽한우새송이죽한우시금치죽닭가슴살고구마죽총 개가 배송되었어요 아기이유식배달 루솔 이유식은당일생산당일 발송되어 더욱 믿을수 있어요이유식반찬을 예약주문하시는 분들도다 당일제조된 이유식 을 받아보실 수 있답니다 ], 긍정 텍스트 확률 : 99.73%"
"[ 아기이유식배달 루솔 이유식은패키지에 투명창이 있어서이유식을 미리 확인 할 수 있어요], 긍정 텍스트 확률 : 57.14%"
"[ 아기이유식배달 루솔 이유식은이유식반찬 모두 제조일로부터냉장 일 보관이 가능 해요루솔 이유식은 개봉후], 긍정 텍스트 확률 : 53.13%"
"[ 아기이유식배달 루솔 이유식은원재료 함량과 영양정보를 한번에 확인이 가능 해요 ], 긍정 텍스트 확률 : 56.00%"
"[ 평소에도 바나나를 잘먹는데이렇게 죽형태로 먹으니까 더 든든한거 같아요 ], 긍정 텍스트 확률 : 92.16%"
"[ 입에 쏙쏙 너무 잘먹더라구요이유식 입자가 그 전에 먹던것 보다 컷는데잘먹어서 이제 입자를 크게 줘도 될꺼같아요 ], 긍정 텍스트 확률 : 93.85%"
"[ 아기이유식배달 루솔 이유식은루솔 홈페이지 신규회원 가입시이유식 팩 무료체험쿠폰 제공 이벤트를 진행중 이에요시판 이유식을 고민중이신 분들은꼭 체험해보세요아래 링크 걸어드렸어요 ], 긍정 텍스트 확률 : 83.51%"
"[.?루솔루솔.?이유식이유식.?배달이유식배달이유식.?시판이유식시판이유식 .?아기이유식배달아기이유식배달.?후기이유식배달후기이유식배달 .?배달이유식배달이유식.?유기농이유식배달유기농이유식배달.?이유식추천이유식추천루솔로부터 제공받아 작성된 후기입니다아기이유식배달 우리아이 이유식은 루솔 이유식으로 끝 ], 긍정 텍스트 확률 : 89.98%"
"[ 첫째 끝나니 이제.. 둘째 이유식 시작이네요더운 여름에 만드는 것도 사 먹이는 가격이랑비슷해서 둘찌 시판 이유식 배달해서 먹여봤어요좋은 것만 주고 싶은 엄마의 마음을 담은신선한 재료로 매일매일 정성스럽게 만든프리미엄 이유식 소개해드릴게요❤ ], 긍정 텍스트 확률 : 95.40%"
"[ 아이스박스 안에 아이스팩이 똭여름인데 꼼꼼 안전한 포장 마음에 드네요 ], 긍정 텍스트 확률 : 74.51%"
"[아이스박스에서 꺼낸 루솔 .단계 이유식이에요루솔은 월령별 단계 맞춤 이유식으로 구성돼있는데요단계개월 미음 .단계개월 묽은죽 단계개월 아기죽 단계개월 진밥 단계개월 이상 아기밥 단계 다음 .단계가 있어서 더 좋네요저희 둘찌.. 개월수는 갤인데..아직 이유식거부가 심하고 입자가 큰거는 힘들어 .로 선택했어요루솔 .단계 가지의 종류 중 가지 하나씩 보여드릴게요 ], 긍정 텍스트 확률 : 90.95%"
"[ .한우 두부 묽은죽닭가슴살 버섯 묽은죽 ], 긍정 텍스트 확률 : 82.72%"
"[ .닭가슴살 비타민 묽은죽블루베리 묽은죽 ], 긍정 텍스트 확률 : 79.47%"
"[ .닭가슴살 미역 묽은죽한우 배 사과 묽은죽..집에서 해줄 수 있는건 한정적인데ㅋㅋㅋ종류가 다양해서 좋네요 ], 긍정 텍스트 확률 : 98.70%"
"[농도는 묽은 죽이에요 알갱이 입자가 작아요전자레인지에 데워서 먹여보았습니다 ], 긍정 텍스트 확률 : 70.29%"
"[울 띠용투 너무 잘받아 먹네요ㅋㅋ그동안... 엄마가 미안해지는ㅋㄱㄱㄱ앞으로 사줄게 띠용투ㅋㅋ ], 긍정 텍스트 확률 : 97.90%"
"[이유식 대부분 종류가 한정적인데블루베리라니ㅋㅋㅋ 여러 가지 먹여볼 수 있어 좋네요 색이 너무 곱쥬?ㅋㅋㅋ 보랏빛 블루베리 ], 긍정 텍스트 확률 : 88.47%"
"[블루베리 덥석덥석 잘 먹네요❤..시판 이유식 간편하고 아이가 잘 먹으니너무 행복하네요ㅋㅋ..사실 이유식 안 먹어서속상하고 스트레스 많이 받았는데 엄마 마음은 다 똑같쥬ㅜ.ㅜ 잘 먹으니ㅜㅜ 너무 기쁘네여ㅋㄱㄱㄱ ], 긍정 텍스트 확률 : 99.95%"
"[ 루솔 이유식자체 생산설비 위생부터 철저한 재료관리포장까지 너무 만족스럽네요루솔 배달 이유식추천합니다 ], 긍정 텍스트 확률 : 55.39%"
"[ .. .?루솔루솔.?이유식이유식.?배달이유식배달이유식.?시판이유식시판이유식. .?루솔이유식루솔이유식.?아기이유식추천아기이유식추천. .?시판이유식추천시판이유식추천.?루솔루솔.이유식. .?아기이유식아기이유식.?개월이유식개월이유식. .?루솔아기이유식루솔아기이유식 . ], 긍정 텍스트 확률 : 80.24%"
"[ .본 포스팅은루솔로부터 제공받아 작성된 후기입니 다.......... ], 긍정 텍스트 확률 : 68.33%"
"[ 엄마 먹는걸 그렇게 군침흘리며 쳐다보기에밥풀떼기 떼어주기 시작한 이후로모든 음식은 둘째의 입으로 향하게 되었다..... ], 긍정 텍스트 확률 : 85.45%"
"[ 우리 꼬들이는 요만할적 그렇게도 이유식거부로 속을 썩이더니이젠 잘 먹는다. ], 긍정 텍스트 확률 : 91.69%"
"[ ....무시무시한 둘째의 이유식 거부가 시작되기까지는.. ], 긍정 텍스트 확률 : 56.61%"
"[ 유아식배달 각인가여...애기이유식배달 시켜야 하나여..ㅠㅠ흑흑이제 나의 네이버 검색 목록은배달이유식개월 ... 이런 것으로 채워 가고... ], 긍정 텍스트 확률 : 63.18%"
"[ 특히나 이 분은 퍽퍽한 닭찌찌살을 싫어하시는데.. ], 긍정 텍스트 확률 : 84.28%"
"[ 버럭 ㅠㅠ ], 긍정 텍스트 확률 : 82.32%"
"[ 철분제 먹으면 밥도 잘 먹겠지.. ], 긍정 텍스트 확률 : 76.51%"
"[ 얘도 사먹는 맛좀 들이면 나을까..시판이유식 먹여 봐야 하나..유아식배달 알아보고 하던 차에루솔 에서 애기이유식배달 좀 시켜 봄. ], 긍정 텍스트 확률 : 57.28%"
"[ 아이스팩 두 개와 아기이유식 팩이 하루만에 도착함.ㅎ ], 긍정 텍스트 확률 : 82.55%"
"[ 두부버섯진밥새우브로콜리진밥닭가슴살표고버섯진밥한우새송이진밥고구마야채진밥한우불고기진밥게살진밥닭가슴살비트진밥바나나고구마진밥쇠고기청경채진밥요렇게 가지가 냉장 상태로 왔음. ], 긍정 텍스트 확률 : 84.18%"
"[용기도겟지? 뜨건물 괜찮겟지?ㅎㅎㅎㅎㅎㅎ ], 긍정 텍스트 확률 : 80.65%"
"[ 냉장이라 금방 데워져서 개봉하고..음스멜 ㅎㅎ ], 긍정 텍스트 확률 : 82.05%"
"[ 애기 먹는건데 왠 본죽냄새가 나냐..내가 다 군침이 난다 ], 긍정 텍스트 확률 : 57.75%"
"[ 이거 제가 먹어도 됩니까..?..ㅎㅎ애가 안먹으면 이거 다 내가 참기름 하고 간장에 말아먹어야지 ㅎ헿헤헿..라고 꼬순내에 잠시간 행복한 꿈을 꾸었다.. ], 긍정 텍스트 확률 : 95.35%"
"[ 배달이유식개월 짜리 진밥 굳기는 요정도.ㅎㅎ나비가 평소 먹는 되진 죽 느낌의 이유식보단 좀 더 굳은느낌. ], 긍정 텍스트 확률 : 84.73%"
"[ 먹고.. ], 긍정 텍스트 확률 : 66.20%"
"[ 먹고... ], 긍정 텍스트 확률 : 58.57%"
"[ 또 먹었다... ], 긍정 텍스트 확률 : 68.24%"
"[ 왠일이야...시판이유식 이라고 잘 먹는거냐..심지어 평소 하도 웩웩 거려서 묽게 주는 밥에 비해 훨씬 굳은 밥인데도 ], 긍정 텍스트 확률 : 94.19%"
"[ 잘 받아 먹고 에서 절반 남겼음 ㅎㅎ이만큼이 어디냐 ㅜㅜ묽은밥 미리 한시간씩 먹던거에 비하면장족의 발전이다 ㅠㅠㅠ ], 긍정 텍스트 확률 : 91.27%"
"[ 남은 것은 다시 물 조금 넣고 끓여서 다음 끼니로 패쓰 ], 긍정 텍스트 확률 : 50.09%"
"[ 전 날 절반정도 먹는걸 확인했으니요번엔 미리 절반을 퍼 놨다. ], 긍정 텍스트 확률 : 74.51%"
"[ 와 ㅠㅠ드디어 ㅠㅠㅠ이유식 먹이기 분내 주파했다 ㅠㅠㅠ ], 긍정 텍스트 확률 : 97.79%"
"[ 애기이유식배달장점 이 확실히있다.뭐 애가 먹고 안먹고는아기 입맛 호불호에 따른거니 어쩔수 없지만어디 나갈때포장이 간편 하다는 것 ㅎ ], 긍정 텍스트 확률 : 81.89%"
"[ 갠적으로첫째인 꼬들이가 좋아하고 잘 먹던과일쮸랑 푸딩으로 알던 브랜드라마침 한 번 시켜보았음.ㅎㅎㅎ나중에 돌 지나면 나비도 과일쮸랑 푸딩 먹여봐야지..무튼배달.이유식.만죠크. ㅎㅎ참나비가 시킨건 단계 진밥인데배달이유식개월 정도 까지도 먹을수 있을듯.홈피 사진으론 단계 아기밥은 갤 이상], 긍정 텍스트 확률 : 99.71%"
"[갤 이상 ..등등 월령이 다 다름. ], 긍정 텍스트 확률 : 77.45%"
"[ 팩 무료체험도 있으니 관심 있으신 륌덜 한번 트라이 해 보시길. ], 긍정 텍스트 확률 : 86.51%"
"[ 위에껀 인스타 후기쓰 ㅎㅎ루솔 만쉐 ], 긍정 텍스트 확률 : 78.18%"
"[.?루솔루솔.?이유식이유식.?배달이유식배달이유식.?시판이유식시판이유식.?애기이유식배달애기이유식배달.?유아식배달유아식배달.?배달이유식개월배달이유식개월.?본 포스팅은 루솔로부터 제품만을 제공받아 작성된 후기입니다 ], 긍정 텍스트 확률 : 53.17%"
"[네...이유식 유목민 차니애미예요.ㅋ차니가 원래는 배배쿡 먹고있었는데... 개월이라고 중기를 갑자기 들어가서 그런지 알갱이있는걸 잘 안먹으려 하더라그요..그래서 .단계가 있는 이유식을 알아보다가.?루솔이유식루솔이유식 을 주문해봤어요지금 덤덤 이벤트가 있어서 화요일 오후부터 수요일 오전까지 더 주는 이벤트를 해요 ], 긍정 텍스트 확률 : 71.18%"
"[계란흰자 알러지를 발견한 차니...하하핳.너님 이제 과자는 못먹는다능.ㅋ ], 긍정 텍스트 확률 : 51.76%"
"[ 냉장보관하면 유통기한이 일로 넉넉한 편이라서 좋드라구요 ], 긍정 텍스트 확률 : 92.58%"
"[ 미음과 죽의 경계 인 묽은죽 이예요.알갱이가 약간 느껴지지만 목넘김이 부드럽드라구요.. ], 긍정 텍스트 확률 : 93.57%"
"[ 차니는 한팩을 번에 나눠서 먹어요..하하...정말 잘 안먹는 아이..ㅋ번만 먹어줘라 하는데..힘드네요.ㅠㅠ ], 긍정 텍스트 확률 : 94.35%"
"[ 맛이 익숙해 졌는지 다음날은 더 잘 먹어줬어요.ㅎㅎ아들 고맙다.ㅎㅎㅎ ], 긍정 텍스트 확률 : 92.21%"
"[ 개가 들어 있는데 제품명을 보면 하나같이 달라서 첨가된 재료가 다양한 걸 알 수 있었어요. 솔직히 이만큼을 만들라고 했다면 전 시작도 전에 앓아누웠을지도 모르는데 오히려 이렇게 시켜서 주게 되면 어렸을 때 생길 수 있는 편식에서 자유로운 건 물론 제가 직접 할 때보다 영양적인 면에서 더 잘 챙겨 줄 수 있을 거 같더라고요.], 긍정 텍스트 확률 : 98.07%"
"[ 주문을 하면 완성되어있던걸 보내주는게 아니라 그날 만들어 유통되는 시스템이라 마음에 들었는데 밀봉된 덮개 위에는 제조일자와 유통기한이 철저하게 적혀있는데 받고 나서 냉장에서 넣어두면 일까지도 보관이 가능하다고 하니 떨어질때쯤 또 주문해야될가 같아요 ], 긍정 텍스트 확률 : 65.56%"
"[ 한 팩에 씩 담겨있는데 꼼꼼하게 열량을 포함해 탄수화물과 단백질이 몇 들어있는지 나와있어서 더 믿음직스럽더라고요. 한 끼에 먹기 좋은 양으로 조금 많다 싶으면 따로 덜어서 주면 될 거 같은데 ], 긍정 텍스트 확률 : 69.09%"
"[ 개월로 접어들었더니 묽은 것보다는 밥알이 살아있는 걸로 골랐는데 닭 가슴살을 비롯해 알러지가 적은 야채 위주로 소화에 도움 되게 설계가 되었으며 여기에 치즈가 첨가되어 감칠맛은 물론 맡기만 해도 침샘을 자극할 정도의 꼬소한 향기가 나는데 저절로 숟가락이 가길래 제가 먼저 시식해 본건 안 비밀입니다.ㅎ ], 긍정 텍스트 확률 : 92.91%"
"[ 다음날], 긍정 텍스트 확률 : 85.76%"
"[어제 번갯불에 콩볶듯 준거 같아서 여유롭게 주고 싶어 가져왔더니 이 심드렁한 표정은 무엇이란 말인가요ㅋ 입을 굳게 다물고 멍 타고 있는데 어찌나 귀여운지 일단 수저가 앞으로 가져가 보겠습니다. 드시긴 할꺼쥬?ㅋ ], 긍정 텍스트 확률 : 95.62%"
"[ 퐈하핫먹방의 현장이란 바로 이런 걸 두고 하는 말이겠죠. 뺴꼼 앞니를 내보이며 입안 가득 밥알들을 머금고 있는데 요즘 들어 안으면 더 묵직하게 느껴졌었는데 그 이유가 바로덕분인 거 같에요. 그래 뭐든 잘 먹고 튼튼하게만 자라줬으면 좋겠습니다. 근데 더 무거워질 거면 이제 우리 좀 걸어보는 게 어떨까? 내가 어깨가 무너질 거 같단 말이죠ㅜㅠㅎ ], 긍정 텍스트 확률 : 74.47%"
"[ 세상 무표정한 얼굴인데 왜 이렇게 귀여운 건지 보고만 있어도 눈에서 꿀이 떨어지고 있는데 왜 사람들이 둘째는 사랑이라고 하는지 이제 알겠더라고요. 근데 벌써부터혼자 하고 싶어서 숟가락 잡는 것 좀 보세요. 고집 생기는 시기에는 볼만하겠죠ㅜㅠ 그래도 입맛에 맞는지 뚝딱 비워내는 중이라 더 떨어지기 전에 더 주문하려고 하는데 홈페이지에서 화요일 밤 시부터 수요일 오전 시까지 심야특가 이벤트를 하고 있는데 식반찬을할인된다니 당장 시켜야겠어요. ....? 홈페이지 바로가기], 긍정 텍스트 확률 : 74.36%"
"[이유식 배달을 찾으신다면 루솔 이유식을 추천드려봅니다], 긍정 텍스트 확률 : 77.89%"
"[제주도 여행을 앞두고 이유식이 걱정됐다요새 내가만든 이유식정체기라...잘 안먹기도하고여러가지 다 만드는것도 걱정..가져가는것도 걱정..으다 걱정이닷그때 알게된 루솔’ 이유식. .?루솔루솔특가이벤트 로.?이유식배달가격이유식배달가격 대비해서 좋게 득템 ], 긍정 텍스트 확률 : 91.38%"
"[ 같은게 없는 메뉴라서 우리아이에게 골고루 많은 음식을 먹여볼 수 있는게 장점이다.아무리 열심히 만든다 해도 엄마가 직접만들게 되면한계가 있는 법인데ㅠㅠ그래도], 긍정 텍스트 확률 : 90.74%"
"[이유식마다 맛도 다르고 아이가 거부할지도 모르니 여행가기전에 한번 먹여보자 ], 긍정 텍스트 확률 : 81.46%"
"[ 치즈도 민재에겐 진리니까 잘먹겠다 해서 선택. ], 긍정 텍스트 확률 : 63.84%"
"[ 잘먹는 우리애기성공이닷 원래 정도만 먹는 민재.맛있어서 그런지 루솔은 인데도 깔끔하게 클리어덕분에 분유도 안먹고 잘 놀았다제주도여행기에도 틈틈이 이유식 잘 먹어준 우리민재. ], 긍정 텍스트 확률 : 67.37%"
"[.?닭가슴살비트진밥닭가슴살비트진밥 ], 긍정 텍스트 확률 : 93.19%"
"[ 나가기전 호텔 로비에서도 냠냠 클리어하고 간 우리애기.?루솔프리미엄이유식루솔프리미엄이유식 너무맛있나보다.내가 이유식을 만들어왔으면 만드는거에도 약간의 스트레스 받았을텐데 이렇게.?이유식배달가격이유식배달가격 좋은 루솔이유식을 가져와서 맘편히 여행도하고 민재밥도 먹였다굿굿 ], 긍정 텍스트 확률 : 91.34%"
"[ 루솔의 밤은 낮보다 아름답다흐흐루솔로부터 제공받아 작성된 솔직후기 입니다. ], 긍정 텍스트 확률 : 91.49%"
"[..ｓｏ ｈｙｅｏｎ ☆.⠀⠀⠀.이유식 후기.⠀⠀⠀.소현이가 처음으로.배달 시켜본 이유식.루솔.궁금해 하시는 맘들이.계신거 같아서 남겨보아요 😀.⠀⠀⠀.가격은 루솔이 착한거 같아요.맛은 아기꺼라.간이 세지않지만 대부분 잘 먹는 편이랍니다.⠀⠀⠀ ], 긍정 텍스트 확률 : 50.27%"
